Tabela 74 - Produção de origem animal, por tipo de produto;;;
Variável - Valor da produção (Mil Reais);;;
Tipo de produto de origem animal - Total;;;
;Ano;;
Mineiros do Tietê (SP);263;135;176
Miracatu (SP);630;630;380
Mira Estrela (SP);4369;5368;5878
Mirandópolis (SP);24653;30722;36701
Mirante do Paranapanema (SP);40495;30057;34679
Mirassol (SP);3030;2820;3449
Mirassolândia (SP);4107;4810;5768
Mococa (SP);21776;24464;30248
Mogi das Cruzes (SP);19990;21445;28672
Mogi Guaçu (SP);12737;10539;10920
Mogi Mirim (SP);22521;14080;14919
Mombuca (SP);846;732;952
Monções (SP);794;898;578
Mongaguá (SP);...;...;...
Monte Alegre do Sul (SP);2067;1717;2688
Monte Alto (SP);651;572;942
Monte Aprazível (SP);3842;3843;4971
Monte Azul Paulista (SP);1336;1468;1864
Monte Castelo (SP);5385;5678;6390
Monteiro Lobato (SP);491;633;1350
Monte Mor (SP);3611;2960;2613
Morro Agudo (SP);3932;4862;4722
Morungaba (SP);1472;1397;1844
Motuca (SP);233;334;219
Murutinga do Sul (SP);3391;4316;4922
Nantes (SP);1245;1232;1447
Narandiba (SP);1145;936;1045
Natividade da Serra (SP);4884;4897;6202
Nazaré Paulista (SP);1717;1096;1139
Neves Paulista (SP);1365;1309;1697
Nhandeara (SP);4309;5828;6351
Nipoã (SP);855;1322;1718
Nova Aliança (SP);1381;1311;1884
Nova Campina (SP);795;682;405
Nova Canaã Paulista (SP);1244;1327;1707
Nova Castilho (SP);5395;5653;5774
Nova Europa (SP);356;549;529
Nova Granada (SP);27570;35227;72079
Nova Guataporanga (SP);856;870;544
Nova Independência (SP);1106;1419;1571
Novais (SP);225;228;236
Nova Luzitânia (SP);712;781;1166
Nova Odessa (SP);1218;1157;1157
Novo Horizonte (SP);1422;1402;1472
Nuporanga (SP);2935;3757;4406
Ocauçu (SP);2226;1023;1566
Óleo (SP);3509;4216;4050
Olímpia (SP);543;521;633
Onda Verde (SP);7244;6816;6372
Oriente (SP);1085;635;1013
Orindiúva (SP);1031;4172;2644
Orlândia (SP);482;629;768
Osasco (SP);...;...;...
Oscar Bressane (SP);4369;4728;5185
Osvaldo Cruz (SP);19490;21812;19651
Ourinhos (SP);16837;19322;23793
Ouroeste (SP);4805;5412;5747
Ouro Verde (SP);2322;2183;1070
Pacaembu (SP);1232;1283;1643
Palestina (SP);10946;10714;24030
Palmares Paulista (SP);56;63;81
Palmeira d'Oeste (SP);5707;6024;7483
Palmital (SP);3737;3885;6257
Panorama (SP);1395;1471;1523
Paraguaçu Paulista (SP);13995;13836;17820
Paraibuna (SP);3686;5169;6918
Paraíso (SP);244;272;399
Paranapanema (SP);6699;8262;8632
Paranapuã (SP);1779;1635;1791
Parapuã (SP);55996;89476;68748
Pardinho (SP);3589;3201;9368
Pariquera-Açu (SP);548;1120;1291
Parisi (SP);9957;4686;10218
Patrocínio Paulista (SP);19379;16021;19266
Paulicéia (SP);1224;1182;1624
Paulínia (SP);105;70;76
Paulistânia (SP);313;268;433
Paulo de Faria (SP);5020;6960;7132
Pederneiras (SP);7896;6882;3300
Pedra Bela (SP);1320;1186;2709
Pedranópolis (SP);6087;8479;9400
Pedregulho (SP);11988;9006;11406
Pedreira (SP);9146;9622;9525
Pedrinhas Paulista (SP);996;957;1138
Pedro de Toledo (SP);150;275;330
Penápolis (SP);3616;3253;5066
Pereira Barreto (SP);18800;20909;24417
Pereiras (SP);1835;2524;2531
Peruíbe (SP);16;18;2
Piacatu (SP);461;338;248
Piedade (SP);604;628;817
Pilar do Sul (SP);2582;3834;4868
Pindamonhangaba (SP);28745;28689;34704
Pindorama (SP);652;651;354
Pinhalzinho (SP);1307;1355;1887
Piquerobi (SP);4376;3551;3620
Piquete (SP);3795;3490;4090
Piracaia (SP);5144;4426;5533
Piracicaba (SP);7683;7499;9459
Piraju (SP);1917;1805;1822
Pirajuí (SP);1420;1795;2096
Pirangi (SP);190;189;233
Pirapora do Bom Jesus (SP);...;...;...
Pirapozinho (SP);2425;2686;3031
Pirassununga (SP);5039;6152;7056
Piratininga (SP);1029;890;1032
Pitangueiras (SP);878;886;834
Planalto (SP);678;584;481
Platina (SP);936;904;1085
Poá (SP);3;3;4
Poloni (SP);1478;1256;1821
Pompéia (SP);5132;6283;5697
Pongaí (SP);1738;2106;2835
Pontal (SP);150;179;205
Pontalinda (SP);3037;2942;3532
Pontes Gestal (SP);1829;1799;1987
Populina (SP);3795;3466;4332
Porangaba (SP);3805;3524;4456
Porto Feliz (SP);51630;64389;79320
Porto Ferreira (SP);723;346;475
Potim (SP);1443;1447;2344
Potirendaba (SP);7858;7932;10630
Pracinha (SP);473;501;605
Pradópolis (SP);72;85;90
Praia Grande (SP);...;...;...
Pratânia (SP);30498;15990;24152
Presidente Alves (SP);5704;6248;7599
Presidente Bernardes (SP);7870;8716;11681
Presidente Epitácio (SP);5119;3874;5581
Presidente Prudente (SP);1445;2966;2724
Presidente Venceslau (SP);6373;4768;4826
Promissão (SP);13963;18225;17447
Quadra (SP);3327;5177;4745
Quatá (SP);4524;5452;2549
Queiroz (SP);43401;74982;66463
Queluz (SP);8076;5895;6658
Quintana (SP);3074;4396;2150
Rafard (SP);863;661;899
Rancharia (SP);56563;70524;90974
Redenção da Serra (SP);4941;6660;8647
Regente Feijó (SP);15140;25932;35619
Reginópolis (SP);665;840;1000
Registro (SP);497;2347;282
Restinga (SP);3335;2526;3034
Ribeira (SP);187;286;401
Ribeirão Bonito (SP);2433;821;3816
Ribeirão Branco (SP);1255;1180;1638
Ribeirão Corrente (SP);2782;2515;2746
Ribeirão do Sul (SP);646;1436;983
Ribeirão dos Índios (SP);1676;1142;1283
Ribeirão Grande (SP);671;625;753
Ribeirão Pires (SP);47;54;65
Ribeirão Preto (SP);2273;848;1279
Riversul (SP);5670;6063;7267
Rifaina (SP);5373;4260;4743
Rincão (SP);696;1292;1002
Rinópolis (SP);38649;77171;89823
Rio Claro (SP);3471;4604;8163
Rio das Pedras (SP);719;674;842
Rio Grande da Serra (SP);6;7;8
Riolândia (SP);2115;2593;3651
Rosana (SP);7181;4899;5858
Roseira (SP);4109;4079;4963
Rubiácea (SP);1628;1841;1754
Rubinéia (SP);1285;1372;1732
Sabino (SP);2385;2581;2263
Sagres (SP);926;1005;1210
Sales (SP);2787;2049;1816
Sales Oliveira (SP);3320;5260;5735
Salesópolis (SP);1889;1897;2699
Salmourão (SP);240;161;190
Saltinho (SP);485;467;593
Salto (SP);1042;1078;310
Salto de Pirapora (SP);1270;1145;1382
Salto Grande (SP);2868;3645;3828
Sandovalina (SP);1433;2367;2629
Santa Adélia (SP);949;965;356
Santa Albertina (SP);4824;6300;8086
Santa Bárbara d'Oeste (SP);3697;...;...
Santa Branca (SP);814;1493;1850
Santa Clara d'Oeste (SP);1133;1312;1612
Santa Cruz da Conceição (SP);7272;9833;11032
Santa Cruz da Esperança (SP);283;542;659
Santa Cruz das Palmeiras (SP);690;1502;2639
Santa Cruz do Rio Pardo (SP);7044;6875;8503
Santa Ernestina (SP);107;96;319
Santa Fé do Sul (SP);2069;2001;2451
Santa Gertrudes (SP);19;13;17
Santa Isabel (SP);2735;6023;4223
Santa Lúcia (SP);248;409;336
Santa Maria da Serra (SP);4378;4256;7549
Santa Mercedes (SP);916;922;1085
Santana da Ponte Pensa (SP);1385;1486;1922
Santana de Parnaíba (SP);...;...;937
Santa Rita d'Oeste (SP);1619;2157;2753
Santa Rita do Passa Quatro (SP);6013;9654;12814
Santa Rosa de Viterbo (SP);2966;3117;6338
Santa Salete (SP);3013;2984;3860
Santo Anastácio (SP);6614;4365;6053
Santo André (SP);...;...;...
Santo Antônio da Alegria (SP);7117;5762;7004
Santo Antônio de Posse (SP);15440;13172;13112
Santo Antônio do Aracanguá (SP);3655;12133;11600
Santo Antônio do Jardim (SP);6577;9031;8354
Santo Antônio do Pinhal (SP);515;528;666
Santo Expedito (SP);228;250;206
Santópolis do Aguapeí (SP);174;182;630
Santos (SP);...;...;...
São Bento do Sapucaí (SP);1728;1992;2437
São Bernardo do Campo (SP);...;...;...
São Carlos (SP);20722;15735;20930
São Francisco (SP);1832;1773;2113
São João da Boa Vista (SP);15954;22462;18644
São João das Duas Pontes (SP);1987;2421;2274
São João de Iracema (SP);826;1148;1851
São João do Pau d'Alho (SP);2598;2931;3116
São Joaquim da Barra (SP);1602;1880;2290
São José da Bela Vista (SP);8887;8048;9310
São José do Barreiro (SP);15754;10610;13677
São José do Rio Pardo (SP);9197;10483;13003
São José do Rio Preto (SP);4788;3178;4862
São José dos Campos (SP);7081;10470;9367
São Lourenço da Serra (SP);...;...;...
São Luiz do Paraitinga (SP);9113;15255;20336
São Manuel (SP);56964;38177;46202
São Miguel Arcanjo (SP);3949;8308;4881
São Paulo (SP);...;...;...
São Pedro (SP);14434;13395;17115
São Pedro do Turvo (SP);8387;9172;9963
São Roque (SP);4366;4621;3690
São Sebastião (SP);...;102;104
São Sebastião da Grama (SP);6124;6459;7368
São Simão (SP);1255;4243;4984
São Vicente (SP);...;...;...
Sarapuí (SP);3085;3181;3807
Sarutaiá (SP);364;345;173
Sebastianópolis do Sul (SP);823;1578;2005
Serra Azul (SP);1212;588;716
Serrana (SP);105;42;44
Serra Negra (SP);820;955;1302
Sertãozinho (SP);465;493;574
Sete Barras (SP);643;3643;3643
Severínia (SP);910;956;1145
Silveiras (SP);17487;10425;13557
Socorro (SP);17755;22115;27382
Sorocaba (SP);4262;3905;4661
Sud Mennucci (SP);3369;1460;3265
Sumaré (SP);89925;75802;71863
Suzano (SP);27833;29547;33983
Suzanápolis (SP);2191;1299;2116
Tabapuã (SP);2488;2106;385
Tabatinga (SP);455;802;563
Taboão da Serra (SP);...;...;...
Taciba (SP);3400;2866;4629
Taguaí (SP);2812;2010;2382
Taiaçu (SP);2035;2168;2297
Taiúva (SP);461;515;641
Tambaú (SP);5650;4934;6111
Tanabi (SP);6110;6011;13901
Tapiraí (SP);215;226;272
Tapiratiba (SP);40646;51750;78314
Taquaral (SP);11;10;15
Taquaritinga (SP);3753;3892;5527
Taquarituba (SP);10455;9492;11470
Taquarivaí (SP);4717;8036;7366
Tarabai (SP);3492;4810;6414
Tarumã (SP);3332;3912;5492
Tatuí (SP);44104;48319;115444
Taubaté (SP);19175;21904;27551
Tejupá (SP);644;741;829
Teodoro Sampaio (SP);9161;6643;8740
Terra Roxa (SP);217;224;258
Tietê (SP);12655;8000;12237
Timburi (SP);453;165;159
Torre de Pedra (SP);1708;1138;1263
Torrinha (SP);4651;4267;5725
Trabiju (SP);3024;3927;3800
Tremembé (SP);1518;1588;2063
Três Fronteiras (SP);1400;1568;1958
Tuiuti (SP);3853;4043;3661
Tupã (SP);65883;91829;97718
Tupi Paulista (SP);7766;10633;9589
Turiúba (SP);3531;3887;4155
Turmalina (SP);2452;2384;3044
Ubarana (SP);1096;1275;1595
Ubatuba (SP);...;...;...
Ubirajara (SP);1546;1675;902
Uchoa (SP);1246;1269;1616
União Paulista (SP);634;521;675
Urânia (SP);4186;3718;4856
Uru (SP);753;906;1037
Urupês (SP);14007;16474;17470
Valentim Gentil (SP);6396;6598;10870
Valinhos (SP);1183;1193;1598
Valparaíso (SP);657;872;1182
Vargem (SP);2906;3644;4521
Vargem Grande do Sul (SP);6125;8798;6764
Vargem Grande Paulista (SP);...;...;...
Várzea Paulista (SP);37;43;43
Vera Cruz (SP);500;335;407
Vinhedo (SP);249;222;352
Viradouro (SP);1153;1216;1804
Vista Alegre do Alto (SP);116;111;832
Vitória Brasil (SP);880;827;1135
Votorantim (SP);375;409;482
Votuporanga (SP);3218;3689;5908
Zacarias (SP);3523;3548;3558
Chavantes (SP);288;324;145
Estiva Gerbi (SP);2509;2265;2349
Abatiá (PR);753;759;974
Adrianópolis (PR);9373;8264;10712
Agudos do Sul (PR);1724;1582;2047
Almirante Tamandaré (PR);1766;1861;1814
Altamira do Paraná (PR);4583;4694;4054
Altônia (PR);14416;12570;22506
Alto Paraná (PR);8699;8001;9150
Alto Piquiri (PR);13781;12218;11975
Alvorada do Sul (PR);554;576;619
Amaporã (PR);7393;6294;7601
Ampére (PR);33416;33869;46073
Anahy (PR);4843;2874;6569
Andirá (PR);426;360;475
Ângulo (PR);2474;2405;2969
Antonina (PR);205;349;521
Antônio Olinto (PR);1650;1561;2629
Apucarana (PR);8554;9846;9742
Arapongas (PR);62339;64039;87701
Arapoti (PR);86576;75707;101946
Arapuã (PR);2616;3803;8347
Araruna (PR);6169;7839;9045
Araucária (PR);5371;7131;6905
Ariranha do Ivaí (PR);1755;1829;7335
Assaí (PR);1664;1348;1400
Assis Chateaubriand (PR);13858;14017;18487
Astorga (PR);7503;15357;20165
Atalaia (PR);3446;3601;4208
Balsa Nova (PR);3227;2662;2662
Bandeirantes (PR);2197;2693;2574
Barbosa Ferraz (PR);11287;12058;13872
Barracão (PR);18196;16608;23779
Barra do Jacaré (PR);1360;734;1019
Bela Vista da Caroba (PR);12585;13364;18579
Bela Vista do Paraíso (PR);654;654;719
Bituruna (PR);11678;12493;15331
Boa Esperança (PR);2761;3126;3591
Boa Esperança do Iguaçu (PR);13259;14754;22184
Boa Ventura de São Roque (PR);18958;20731;35753
Boa Vista da Aparecida (PR);18074;18325;15304
Bocaiúva do Sul (PR);5374;3607;4845
Bom Jesus do Sul (PR);17796;17487;24954
Bom Sucesso (PR);3158;3894;3008
Bom Sucesso do Sul (PR);14274;12723;17351
Borrazópolis (PR);464;1865;1886
Braganey (PR);10466;8996;5583
Brasilândia do Sul (PR);4891;3250;3914
Cafeara (PR);1771;2319;3019
Cafelândia (PR);35524;10479;13298
Cafezal do Sul (PR);7482;6719;7433
Califórnia (PR);2612;2841;3729
Cambará (PR);1006;622;587
Cambé (PR);1608;934;230
Cambira (PR);1584;1378;1912
Campina da Lagoa (PR);9592;12572;14940
Campina do Simão (PR);3410;8392;8733
Campina Grande do Sul (PR);2353;2283;2830
Campo Bonito (PR);11909;13584;9055
Campo do Tenente (PR);1312;1294;1612
Campo Largo (PR);5575;6484;6464
Campo Magro (PR);6240;9190;9168
Campo Mourão (PR);6494;6920;6626
Cândido de Abreu (PR);14002;15493;19840
Candói (PR);7572;16342;18298
Cantagalo (PR);12895;14446;16943
Capanema (PR);40641;40560;57157
Capitão Leônidas Marques (PR);41998;24319;22264
Carambeí (PR);181043;187861;256837
Carlópolis (PR);11115;7242;7371
Cascavel (PR);130014;130657;130192
Castro (PR);243589;276568;417359
Catanduvas (PR);43137;46692;18529
Centenário do Sul (PR);1229;1739;1679
Cerro Azul (PR);7418;7353;8246
Céu Azul (PR);35738;38975;51176
Chopinzinho (PR);60224;55402;85135
Cianorte (PR);7280;7770;9570
Cidade Gaúcha (PR);4446;3289;3913
Clevelândia (PR);22275;27574;32360
Colombo (PR);1776;1904;1966
Colorado (PR);6139;6019;7366
Congonhinhas (PR);3568;3063;2375
Conselheiro Mairinck (PR);2614;2772;3247
Contenda (PR);3049;3248;3220
Corbélia (PR);22377;18504;17297
Cornélio Procópio (PR);1847;1940;2131
Coronel Domingos Soares (PR);16766;6855;7016
Coronel Vivida (PR);40862;40732;59206
Corumbataí do Sul (PR);1590;2079;2644
Cruzeiro do Iguaçu (PR);15372;15437;19089
Cruzeiro do Oeste (PR);19247;16831;21439
Cruzeiro do Sul (PR);36322;46302;54773
Cruz Machado (PR);12998;13442;17488
Cruzmaltina (PR);693;1132;1047
Curitiba (PR);401;481;497
Curiúva (PR);4937;5338;7051
Diamante do Norte (PR);3950;3826;4647
Diamante do Sul (PR);5532;6295;4640
Diamante D'Oeste (PR);12778;13245;13844
Dois Vizinhos (PR);67798;68521;93123
Douradina (PR);6272;5206;4227
Doutor Camargo (PR);555;601;681
Enéas Marques (PR);42288;41944;55381
Engenheiro Beltrão (PR);1179;1236;1875
Esperança Nova (PR);7118;6128;7262
Entre Rios do Oeste (PR);12545;13077;19175
Espigão Alto do Iguaçu (PR);14970;15937;14975
Farol (PR);5729;6145;7954
Faxinal (PR);1718;1265;1242
Fazenda Rio Grande (PR);1347;1412;2182
Fênix (PR);1464;1275;1794
Fernandes Pinheiro (PR);6644;7762;7837
Figueira (PR);1330;1269;1355
Floraí (PR);3507;3919;1349
Flor da Serra do Sul (PR);17507;19570;26171
Floresta (PR);656;460;1050
Florestópolis (PR);958;921;615
Flórida (PR);839;978;1131
Formosa do Oeste (PR);9799;9869;14348
Foz do Iguaçu (PR);2652;2658;4201
Francisco Alves (PR);18488;17574;23325
Francisco Beltrão (PR);73251;74260;102707
Foz do Jordão (PR);1893;2790;3119
General Carneiro (PR);2011;2424;1257
Godoy Moreira (PR);2148;991;1032
Goioerê (PR);11889;12167;13816
Goioxim (PR);6489;14704;18730
Grandes Rios (PR);2677;3495;3216
Guaíra (PR);8492;8696;7960
Guairaçá (PR);11252;11377;14689
Guamiranga (PR);3880;5839;6550
Guapirama (PR);2822;3643;4769
Guaporema (PR);1610;1466;1608
Guaraci (PR);2777;3828;3885
Guaraniaçu (PR);36744;37232;53560
Guarapuava (PR);13238;23098;25565
Guaraqueçaba (PR);382;428;693
Guaratuba (PR);474;599;2211
Honório Serpa (PR);26110;30356;31674
Ibaiti (PR);6836;5974;7627
Ibema (PR);5991;7115;3582
Ibiporã (PR);780;813;876
Icaraíma (PR);10755;9585;10828
Iguaraçu (PR);1918;1901;2431
Iguatu (PR);7898;3423;3285
Imbaú (PR);862;1042;1469
Imbituva (PR);11706;17479;18124
Inácio Martins (PR);2971;4160;4091
Inajá (PR);320;365;440
Indianópolis (PR);1486;1392;1454
Ipiranga (PR);2738;6856;6492
Iporã (PR);14857;12094;11667
Iracema do Oeste (PR);1481;1457;1966
Irati (PR);11600;16574;18200
Iretama (PR);19347;20035;22188
Itaguajé (PR);3032;3216;3855
Itaipulândia (PR);5444;5837;8741
Itambaracá (PR);196;198;220
Itambé (PR);456;518;340
Itapejara d'Oeste (PR);24574;22277;31667
Itaperuçu (PR);2310;2704;2669
Itaúna do Sul (PR);5900;5580;6868
Ivaí (PR);3729;5038;6911
Ivaiporã (PR);5672;5455;13861
Ivaté (PR);4521;4197;2867
Ivatuba (PR);322;248;335
Jaboti (PR);3619;3852;4302
Jacarezinho (PR);17620;11617;6411
Jaguapitã (PR);7777;7691;6265
Jaguariaíva (PR);6484;9810;8436
Jandaia do Sul (PR);719;842;1194
Janiópolis (PR);5371;5614;11537
Japira (PR);2849;3006;3554
Japurá (PR);948;993;1179
Jardim Alegre (PR);4418;5566;16243
Jardim Olinda (PR);995;1151;1348
Jataizinho (PR);220;222;255
Jesuítas (PR);8584;9521;13116
Joaquim Távora (PR);8800;10105;13517
Jundiaí do Sul (PR);6349;6316;8476
Juranda (PR);2710;2588;2822
Jussara (PR);218;241;274
Kaloré (PR);329;360;248
Lapa (PR);35083;34936;47598
Laranjal (PR);14764;18849;20855
Laranjeiras do Sul (PR);28831;27475;42596
Leópolis (PR);1387;2015;3190
Lidianópolis (PR);1235;423;1463
Lindoeste (PR);17100;17041;12382
Loanda (PR);7244;6733;8505
Lobato (PR);2232;2242;2857
Londrina (PR);18158;20744;20714
Luiziana (PR);5827;5706;8337
Lunardelli (PR);356;693;681
Lupionópolis (PR);1217;1380;1668
Mallet (PR);7177;7185;13281
Mamborê (PR);10621;11389;19777
Mandaguaçu (PR);5869;5994;9673
Mandaguari (PR);29914;30949;39296
Mandirituba (PR);5090;2269;2926
Manfrinópolis (PR);13441;14822;20586
Mangueirinha (PR);45039;58536;67030
Manoel Ribas (PR);32700;38017;49866
Marechal Cândido Rondon (PR);97361;98599;145930
Maria Helena (PR);8433;6918;8437
Marialva (PR);1703;1707;2132
Marilândia do Sul (PR);2193;1887;2236
Marilena (PR);14350;16689;17270
Mariluz (PR);4280;3847;6186
Maringá (PR);3105;3167;3421
Mariópolis (PR);28973;27061;35703
Maripá (PR);18923;19320;22352
Marmeleiro (PR);33454;36841;54047
Marquinho (PR);11930;13900;17381
Marumbi (PR);879;815;804
Matelândia (PR);44354;52122;68111
Matinhos (PR);60;90;87
Mato Rico (PR);3178;3587;4905
Mauá da Serra (PR);251;257;625
Medianeira (PR);33507;36428;48255
Mercedes (PR);20823;19564;20083
Mirador (PR);9584;28232;26541
Miraselva (PR);1008;1082;774
Missal (PR);31126;35233;48503
Moreira Sales (PR);10445;15852;18775
Morretes (PR);723;710;1099
Munhoz de Melo (PR);2042;1592;2350
Nossa Senhora das Graças (PR);2502;2473;2783
Nova Aliança do Ivaí (PR);2156;2115;2686
Nova América da Colina (PR);174;194;128
Nova Aurora (PR);24682;21720;25982
Nova Cantu (PR);12325;13630;14566
Nova Esperança (PR);14504;14630;18673
Nova Esperança do Sudoeste (PR);25844;25210;39695
Nova Fátima (PR);1327;926;495
Nova Laranjeiras (PR);28492;31961;41004
Nova Londrina (PR);5416;5130;6443
Nova Olímpia (PR);2358;2216;2812
Nova Santa Bárbara (PR);305;305;363
Nova Santa Rosa (PR);22534;23234;22261
Nova Prata do Iguaçu (PR);41266;41798;55547
Nova Tebas (PR);14134;14743;17763
Novo Itacolomi (PR);2325;2463;2774
Ortigueira (PR);23877;23407;27772
Ourizona (PR);259;341;241
Ouro Verde do Oeste (PR);9557;9986;13561
Paiçandu (PR);972;1052;753
Palmas (PR);10060;10337;12048
Palmeira (PR);65616;72373;83839
Palmital (PR);29927;36001;38564
Palotina (PR);27232;32150;38613
Paraíso do Norte (PR);1122;1095;1857
Paranacity (PR);3808;2965;3220
Paranaguá (PR);585;609;922
Paranapoema (PR);362;373;461
Paranavaí (PR);19619;22830;34529
Pato Bragado (PR);19782;19866;31189
Pato Branco (PR);77229;66451;89179
Paula Freitas (PR);3928;4524;5505
Paulo Frontin (PR);5151;6955;9366
Peabiru (PR);5843;5867;8172
Perobal (PR);6978;6458;6548
Pérola (PR);16200;13852;14269
Pérola d'Oeste (PR);17046;17680;25985
Piên (PR);1097;932;1859
Pinhais (PR);258;269;355
Pinhalão (PR);3291;3536;3825
Pinhal de São Bento (PR);13460;13933;18743
Pinhão (PR);6755;13839;14424
Piraí do Sul (PR);21026;28326;36155
Piraquara (PR);4426;2755;2996
Pitanga (PR);61394;68620;83034
Pitangueiras (PR);551;575;672
Planaltina do Paraná (PR);10059;9947;13208
Planalto (PR);36166;37762;58490
Ponta Grossa (PR);22545;23646;27945
Pontal do Paraná (PR);38;48;151
Porecatu (PR);59;54;58
Porto Amazonas (PR);1158;1514;1558
Porto Barreiro (PR);13491;14369;20410
Porto Rico (PR);6356;6067;7534
Porto Vitória (PR);11558;19184;14515
Prado Ferreira (PR);507;536;41
Pranchita (PR);11168;10792;14386
Presidente Castelo Branco (PR);5535;4419;5778
Primeiro de Maio (PR);365;378;383
Prudentópolis (PR);13281;16007;18456
Quarto Centenário (PR);1894;6554;6383
