Tabela 74 - Produção de origem animal, por tipo de produto;;;
Variável - Valor da produção (Mil Reais);;;
Tipo de produto de origem animal - Total;;;
;Ano;;
Riacho dos Machados (MG);2868;2591;2395
Ribeirão das Neves (MG);1260;1653;1931
Ribeirão Vermelho (MG);3033;2898;2685
Rio Acima (MG);242;428;541
Rio Casca (MG);8566;8228;10343
Rio Doce (MG);3138;2727;2707
Rio do Prado (MG);2576;3586;1476
Rio Espera (MG);3299;3466;4124
Rio Manso (MG);4389;4658;4358
Rio Novo (MG);11481;11253;12551
Rio Paranaíba (MG);37629;52046;59191
Rio Pardo de Minas (MG);4079;1776;1950
Rio Piracicaba (MG);3433;4052;3995
Rio Pomba (MG);12095;12040;10968
Rio Preto (MG);9821;9659;8700
Rio Vermelho (MG);17437;18189;17443
Ritápolis (MG);9645;9204;14576
Rochedo de Minas (MG);2180;2266;3296
Rodeiro (MG);1275;1296;1351
Romaria (MG);4325;3545;4974
Rosário da Limeira (MG);2440;2748;3342
Rubelita (MG);4121;3164;2679
Rubim (MG);5209;5507;4145
Sabará (MG);1733;1544;1675
Sabinópolis (MG);15135;13858;15599
Sacramento (MG);46147;55678;74444
Salinas (MG);7998;6484;6920
Salto da Divisa (MG);5187;4521;3498
Santa Bárbara (MG);3025;3380;2053
Santa Bárbara do Leste (MG);766;615;965
Santa Bárbara do Monte Verde (MG);10777;11647;7222
Santa Bárbara do Tugúrio (MG);5430;3767;4308
Santa Cruz de Minas (MG);55;50;7
Santa Cruz de Salinas (MG);2042;1755;1713
Santa Cruz do Escalvado (MG);8133;3789;4011
Santa Efigênia de Minas (MG);3048;2662;3273
Santa Fé de Minas (MG);1355;942;1306
Santa Helena de Minas (MG);2042;3617;5674
Santa Juliana (MG);25995;19581;31734
Santa Luzia (MG);5145;4148;4508
Santa Margarida (MG);2658;2459;3540
Santa Maria de Itabira (MG);5267;6418;6314
Santa Maria do Salto (MG);1961;1750;1583
Santa Maria do Suaçuí (MG);13582;13749;15722
Santana da Vargem (MG);1399;1550;2040
Santana de Cataguases (MG);2677;2841;3039
Santana de Pirapama (MG);16277;12409;17619
Santana do Deserto (MG);3124;2823;3010
Santana do Garambéu (MG);3115;3524;4510
Santana do Jacaré (MG);5594;3658;4955
Santana do Manhuaçu (MG);6520;6643;9700
Santana do Paraíso (MG);2978;3172;3773
Santana do Riacho (MG);1560;1515;1468
Santana dos Montes (MG);3258;2957;4763
Santa Rita de Caldas (MG);31156;32193;40510
Santa Rita de Jacutinga (MG);15304;13162;18019
Santa Rita de Minas (MG);1343;1111;1817
Santa Rita de Ibitipoca (MG);6904;6814;8920
Santa Rita do Itueto (MG);5888;5569;5229
Santa Rita do Sapucaí (MG);20942;19270;20131
Santa Rosa da Serra (MG);6939;7655;6535
Santa Vitória (MG);36699;35704;39390
Santo Antônio do Amparo (MG);8299;7573;12156
Santo Antônio do Aventureiro (MG);2705;3008;4263
Santo Antônio do Grama (MG);2382;2341;2450
Santo Antônio do Itambé (MG);5333;4492;4058
Santo Antônio do Jacinto (MG);4378;3983;4038
Santo Antônio do Monte (MG);82109;82169;97888
Santo Antônio do Retiro (MG);650;675;668
Santo Antônio do Rio Abaixo (MG);3356;2814;3109
Santo Hipólito (MG);17052;18341;14776
Santos Dumont (MG);13397;12132;12960
São Bento Abade (MG);2009;1915;2060
São Brás do Suaçuí (MG);1923;1905;2575
São Domingos das Dores (MG);298;282;372
São Domingos do Prata (MG);8617;8888;7829
São Félix de Minas (MG);3752;3933;4797
São Francisco (MG);12860;17466;19435
São Francisco de Paula (MG);5433;4658;6216
São Francisco de Sales (MG);20105;16706;17784
São Francisco do Glória (MG);5311;4324;4703
São Geraldo (MG);2563;2917;3823
São Geraldo da Piedade (MG);5841;5090;4338
São Geraldo do Baixio (MG);9659;9134;10936
São Gonçalo do Abaeté (MG);5758;6410;7371
São Gonçalo do Pará (MG);13137;13349;19327
São Gonçalo do Rio Abaixo (MG);3754;4317;3383
São Gonçalo do Sapucaí (MG);18844;19474;41674
São Gotardo (MG);54170;77089;64527
São João Batista do Glória (MG);35823;33008;37696
São João da Lagoa (MG);4183;3991;4156
São João da Mata (MG);4640;4476;3913
São João da Ponte (MG);5410;5562;4816
São João das Missões (MG);1062;932;923
São João del Rei (MG);33703;33518;52366
São João do Manhuaçu (MG);853;665;1099
São João do Manteninha (MG);5094;5501;6548
São João do Oriente (MG);6353;5615;7134
São João do Pacuí (MG);2581;3087;3111
São João do Paraíso (MG);3154;1243;1204
São João Evangelista (MG);11440;11615;13796
São João Nepomuceno (MG);11481;12100;15933
São Joaquim de Bicas (MG);1830;1569;1368
São José da Barra (MG);13135;12731;14226
São José da Lapa (MG);17663;20750;19694
São José da Safira (MG);6053;3570;3743
São José da Varginha (MG);12376;11268;13026
São José do Alegre (MG);6268;5514;7201
São José do Divino (MG);6289;5981;6658
São José do Goiabal (MG);2787;2645;3013
São José do Jacuri (MG);6318;6441;8403
São José do Mantimento (MG);2790;2858;3421
São Lourenço (MG);2003;1289;1678
São Miguel do Anta (MG);1922;1938;3396
São Pedro da União (MG);8846;9210;13798
São Pedro dos Ferros (MG);3976;3972;4760
São Pedro do Suaçuí (MG);6584;6276;7506
São Romão (MG);5892;3465;2395
São Roque de Minas (MG);36848;37834;55632
São Sebastião da Bela Vista (MG);4736;6155;9821
São Sebastião da Vargem Alegre (MG);1402;1404;1535
São Sebastião do Anta (MG);1265;1006;1292
São Sebastião do Maranhão (MG);6458;6371;8696
São Sebastião do Oeste (MG);19199;20437;28963
São Sebastião do Paraíso (MG);20761;21719;25660
São Sebastião do Rio Preto (MG);1186;1453;1435
São Sebastião do Rio Verde (MG);3914;2479;3531
São Tiago (MG);22967;22515;30748
São Tomás de Aquino (MG);5227;4787;5456
São Thomé das Letras (MG);5108;5172;5812
São Vicente de Minas (MG);14243;14529;17740
Sapucaí-Mirim (MG);4673;3284;3455
Sardoá (MG);2642;2667;4472
Sarzedo (MG);404;445;351
Setubinha (MG);1024;1154;1235
Sem-Peixe (MG);3182;2815;4870
Senador Amaral (MG);1875;2158;2643
Senador Cortes (MG);3039;3229;4129
Senador Firmino (MG);1905;2133;3396
Senador José Bento (MG);3317;3637;4486
Senador Modestino Gonçalves (MG);1619;1611;2076
Senhora de Oliveira (MG);1236;1429;1410
Senhora do Porto (MG);3980;4419;8950
Senhora dos Remédios (MG);6598;6788;8380
Sericita (MG);1036;1059;1129
Seritinga (MG);3227;2835;3669
Serra Azul de Minas (MG);4077;3891;4308
Serra da Saudade (MG);2036;1904;2056
Serra dos Aimorés (MG);2634;1574;2012
Serra do Salitre (MG);41056;32229;48133
Serrania (MG);5190;5884;8248
Serranópolis de Minas (MG);2096;1840;1439
Serranos (MG);6865;6057;8059
Serro (MG);20065;17803;18240
Sete Lagoas (MG);10466;9991;16995
Silveirânia (MG);7955;7382;6847
Silvianópolis (MG);5010;7690;10127
Simão Pereira (MG);4013;2952;2221
Simonésia (MG);2569;1991;2544
Sobrália (MG);7593;6610;5757
Soledade de Minas (MG);12148;5489;7045
Tabuleiro (MG);8265;5434;7792
Taiobeiras (MG);2501;2090;2126
Taparuba (MG);4958;4988;5145
Tapira (MG);26562;29367;33089
Tapiraí (MG);6116;5890;6272
Taquaraçu de Minas (MG);1964;2350;3623
Tarumirim (MG);29078;19337;17730
Teixeiras (MG);2356;2053;2353
Teófilo Otoni (MG);38864;43718;48875
Timóteo (MG);557;726;639
Tiradentes (MG);2029;1975;3258
Tiros (MG);72592;77060;76162
Tocantins (MG);5694;6127;7231
Tocos do Moji (MG);2384;2565;3406
Toledo (MG);3049;2305;2391
Tombos (MG);11221;9434;8012
Três Corações (MG);45751;47677;52735
Três Marias (MG);28492;27516;24540
Três Pontas (MG);11379;10104;9815
Tumiritinga (MG);13877;10268;8818
Tupaciguara (MG);49959;65288;59239
Turmalina (MG);1300;1269;1357
Turvolândia (MG);7143;6805;9994
Ubá (MG);7513;8202;8688
Ubaí (MG);3238;4331;3722
Ubaporanga (MG);3068;2624;3070
Uberaba (MG);80839;67789;54530
Uberlândia (MG);122866;165042;187970
Umburatiba (MG);3016;2454;3184
Unaí (MG);124005;107523;143053
União de Minas (MG);27113;22300;23749
Uruana de Minas (MG);1555;2090;4011
Urucânia (MG);3019;2853;2800
Urucuia (MG);2808;3911;2951
Vargem Alegre (MG);4072;3911;4615
Vargem Bonita (MG);5849;6438;8848
Vargem Grande do Rio Pardo (MG);716;797;569
Varginha (MG);8131;7975;9416
Varjão de Minas (MG);7629;8856;10220
Várzea da Palma (MG);5492;6147;5636
Varzelândia (MG);3120;2810;2076
Vazante (MG);40328;40747;49315
Verdelândia (MG);10263;8580;6382
Veredinha (MG);695;505;439
Veríssimo (MG);16422;17007;14166
Vermelho Novo (MG);1551;1581;1728
Vespasiano (MG);1103;795;886
Viçosa (MG);10563;10309;10528
Vieiras (MG);3492;3727;4938
Mathias Lobato (MG);4630;4510;3522
Virgem da Lapa (MG);1115;1536;1497
Virgínia (MG);22720;11488;12352
Virginópolis (MG);9681;9894;17977
Virgolândia (MG);6687;6462;7470
Visconde do Rio Branco (MG);3746;4265;4700
Volta Grande (MG);4893;5250;10395
Wenceslau Braz (MG);6044;5728;3636
Afonso Cláudio (ES);6912;6259;7770
Águia Branca (ES);6383;4864;4187
Água Doce do Norte (ES);9136;6551;5531
Alegre (ES);18205;17424;20627
Alfredo Chaves (ES);7661;9006;4302
Alto Rio Novo (ES);4076;2372;1848
Anchieta (ES);5378;5170;6920
Apiacá (ES);5651;5808;6354
Aracruz (ES);6707;6889;6496
Atílio Vivácqua (ES);5901;4857;7007
Baixo Guandu (ES);13330;12200;7405
Barra de São Francisco (ES);19861;18804;13317
Boa Esperança (ES);3082;3051;1810
Bom Jesus do Norte (ES);1688;1622;1991
Brejetuba (ES);1169;987;1124
Cachoeiro de Itapemirim (ES);12711;11123;11269
Cariacica (ES);1969;1652;1730
Castelo (ES);7598;6764;15853
Colatina (ES);17167;17032;14177
Conceição da Barra (ES);1036;1040;857
Conceição do Castelo (ES);4440;3975;4581
Divino de São Lourenço (ES);3658;3680;5926
Domingos Martins (ES);9130;14059;14258
Dores do Rio Preto (ES);4046;4228;5931
Ecoporanga (ES);47084;44566;27366
Fundão (ES);3206;4120;3997
Governador Lindenberg (ES);1380;1456;1299
Guaçuí (ES);9082;9804;11792
Guarapari (ES);6694;7662;5055
Ibatiba (ES);1177;1079;1403
Ibiraçu (ES);1689;1615;1726
Ibitirama (ES);7934;6608;11655
Iconha (ES);4253;4932;2831
Irupi (ES);889;511;578
Itaguaçu (ES);4326;5068;2996
Itapemirim (ES);10633;11815;10359
Itarana (ES);3346;3430;1921
Iúna (ES);4532;4405;4031
Jaguaré (ES);1782;1761;1305
Jerônimo Monteiro (ES);4533;4031;4606
João Neiva (ES);3332;3099;2728
Laranja da Terra (ES);3756;3440;4559
Linhares (ES);20658;21636;10659
Mantenópolis (ES);4244;2797;2819
Marataízes (ES);521;592;523
Marechal Floriano (ES);797;807;1238
Marilândia (ES);2085;1572;1154
Mimoso do Sul (ES);13111;11378;12643
Montanha (ES);11870;12664;9468
Mucurici (ES);13580;14222;11483
Muniz Freire (ES);11439;11752;17914
Muqui (ES);4235;3522;2939
Nova Venécia (ES);19167;22061;14676
Pancas (ES);6184;6159;4448
Pedro Canário (ES);5627;5693;4384
Pinheiros (ES);9441;9681;7489
Piúma (ES);969;1098;1270
Ponto Belo (ES);5496;5475;4385
Presidente Kennedy (ES);14159;15975;10522
Rio Bananal (ES);1637;1445;650
Rio Novo do Sul (ES);5657;6484;3595
Santa Leopoldina (ES);21830;16603;22284
Santa Maria de Jetibá (ES);545450;572656;667479
Santa Teresa (ES);7231;7581;10030
São Domingos do Norte (ES);5461;4063;1368
São Gabriel da Palha (ES);4003;3499;2462
São José do Calçado (ES);6488;5056;7062
São Mateus (ES);10017;10036;7628
São Roque do Canaã (ES);2486;2632;1718
Serra (ES);3391;4366;3638
Sooretama (ES);1957;1911;957
Vargem Alta (ES);1985;1836;2206
Venda Nova do Imigrante (ES);14838;16087;19548
Viana (ES);6608;5545;3328
Vila Pavão (ES);6360;8085;6412
Vila Valério (ES);1195;1164;702
Vila Velha (ES);1251;1143;979
Vitória (ES);80;41;101
Angra dos Reis (RJ);250;153;191
Aperibé (RJ);3216;3288;3554
Araruama (RJ);3631;4282;4024
Areal (RJ);2060;2056;1942
Armação dos Búzios (RJ);291;243;302
Arraial do Cabo (RJ);...;...;...
Barra do Piraí (RJ);11331;9480;11385
Barra Mansa (RJ);24584;24356;27878
Belford Roxo (RJ);39;42;32
Bom Jardim (RJ);2746;2879;2724
Bom Jesus do Itabapoana (RJ);18772;19917;21004
Cabo Frio (RJ);2752;3276;3792
Cachoeiras de Macacu (RJ);5664;5950;5771
Cambuci (RJ);14850;14277;18128
Carapebus (RJ);1796;1447;2504
Comendador Levy Gasparian (RJ);1472;1361;1353
Campos dos Goytacazes (RJ);28265;22396;33854
Cantagalo (RJ);13325;14757;19189
Cardoso Moreira (RJ);8027;6677;7333
Carmo (RJ);9307;10655;14554
Casimiro de Abreu (RJ);1496;1613;1569
Conceição de Macabu (RJ);4900;5350;7924
Cordeiro (RJ);2094;2476;2847
Duas Barras (RJ);8368;9108;10172
Duque de Caxias (RJ);447;506;482
Engenheiro Paulo de Frontin (RJ);455;504;373
Guapimirim (RJ);1482;1990;1894
Iguaba Grande (RJ);445;258;277
Itaboraí (RJ);409;378;403
Itaguaí (RJ);1015;1036;1067
Italva (RJ);6236;7913;9098
Itaocara (RJ);13237;10599;11818
Itaperuna (RJ);34093;37812;40413
Itatiaia (RJ);4409;3493;3713
Japeri (RJ);521;514;350
Laje do Muriaé (RJ);5626;5184;6509
Macaé (RJ);3533;4058;3012
Macuco (RJ);2396;2963;3063
Magé (RJ);2275;2119;1630
Mangaratiba (RJ);360;300;260
Maricá (RJ);323;359;394
Mendes (RJ);191;868;1110
Mesquita (RJ);...;...;...
Miguel Pereira (RJ);7192;8294;9682
Miracema (RJ);5225;5463;6842
Natividade (RJ);7926;7527;8559
Nilópolis (RJ);...;...;...
Niterói (RJ);11;21;17
Nova Friburgo (RJ);1268;1474;2623
Nova Iguaçu (RJ);4785;4581;3913
Paracambi (RJ);713;781;1131
Paraíba do Sul (RJ);14266;24608;19341
Paraty (RJ);267;215;245
Paty do Alferes (RJ);3780;3936;4328
Petrópolis (RJ);1024;1002;702
Pinheiral (RJ);1128;1297;1356
Piraí (RJ);3196;3122;4918
Porciúncula (RJ);9727;6567;9180
Porto Real (RJ);5625;4600;4920
Quatis (RJ);10152;11493;12221
Queimados (RJ);350;357;534
Quissamã (RJ);4336;3723;3011
Resende (RJ);38543;34661;45733
Rio Bonito (RJ);2043;1874;2165
Rio Claro (RJ);13633;14027;15907
Rio das Flores (RJ);7956;8658;10675
Rio das Ostras (RJ);1057;922;1050
Rio de Janeiro (RJ);3013;3233;3838
Santa Maria Madalena (RJ);4766;5433;6643
Santo Antônio de Pádua (RJ);11476;13436;17515
São Francisco de Itabapoana (RJ);38018;31718;11509
São Fidélis (RJ);13439;13844;16732
São Gonçalo (RJ);241;756;1059
São João da Barra (RJ);3037;2893;1724
São João de Meriti (RJ);...;...;...
São José de Ubá (RJ);8907;7595;7145
São José do Vale do Rio Preto (RJ);10109;8574;14166
São Pedro da Aldeia (RJ);911;701;725
São Sebastião do Alto (RJ);8278;9824;12317
Sapucaia (RJ);3486;3304;4437
Saquarema (RJ);1175;1130;1277
Seropédica (RJ);1564;1940;1566
Silva Jardim (RJ);3635;3140;4007
Sumidouro (RJ);6027;7043;8745
Tanguá (RJ);2895;2488;1539
Teresópolis (RJ);672;662;650
Trajano de Moraes (RJ);4630;4070;4647
Três Rios (RJ);3101;3007;2675
Valença (RJ);33595;25217;35379
Varre-Sai (RJ);5000;4793;5185
Vassouras (RJ);6080;6109;6677
Volta Redonda (RJ);2011;2242;2622
Adamantina (SP);1923;2323;2692
Adolfo (SP);1253;1258;1391
Aguaí (SP);4788;7062;5356
Águas da Prata (SP);3944;5349;3996
Águas de Lindóia (SP);3832;3943;1262
Águas de Santa Bárbara (SP);2378;7621;5491
Águas de São Pedro (SP);...;...;...
Agudos (SP);5126;4997;6214
Alambari (SP);9455;10664;10890
Alfredo Marcondes (SP);364;366;477
Altair (SP);992;1342;1656
Altinópolis (SP);4703;4590;6805
Alto Alegre (SP);4222;4353;5203
Alumínio (SP);337;359;438
Álvares Florence (SP);11704;13178;19434
Álvares Machado (SP);839;622;602
Álvaro de Carvalho (SP);164;168;237
Alvinlândia (SP);400;456;443
Americana (SP);328;...;...
Américo Brasiliense (SP);194;528;237
Américo de Campos (SP);1917;2103;4195
Amparo (SP);23899;20433;28406
Analândia (SP);2051;3526;2377
Andradina (SP);6300;8527;9267
Angatuba (SP);30858;35621;40224
Anhembi (SP);1912;2037;3094
Anhumas (SP);1780;1441;1774
Aparecida (SP);1135;1132;1506
Aparecida d'Oeste (SP);1915;1967;2344
Apiaí (SP);362;310;587
Araçariguama (SP);238;231;299
Araçatuba (SP);6712;7870;8553
Araçoiaba da Serra (SP);2882;3086;3745
Aramina (SP);544;632;741
Arandu (SP);1555;1783;1916
Arapeí (SP);5812;2613;3181
Araraquara (SP);1128;2805;1853
Araras (SP);33685;25916;32771
Arco-Íris (SP);1719;2420;1031
Arealva (SP);2305;2688;3255
Areias (SP);17000;8950;10667
Areiópolis (SP);502;335;...
Ariranha (SP);263;262;135
Artur Nogueira (SP);4501;5562;4631
Arujá (SP);39;33;27
Aspásia (SP);1131;1031;1257
Assis (SP);4267;3403;4091
Atibaia (SP);6191;2883;2443
Auriflama (SP);5352;5714;7006
Avaí (SP);1152;1161;1387
Avanhandava (SP);2455;2783;2416
Avaré (SP);76449;51210;57754
Bady Bassitt (SP);2104;2028;2176
Balbinos (SP);415;493;563
Bálsamo (SP);1921;1831;2522
Bananal (SP);22813;16014;19671
Barão de Antonina (SP);1877;1778;1919
Barbosa (SP);2916;2550;2482
Bariri (SP);3176;2935;2555
Barra Bonita (SP);169;139;180
Barra do Chapéu (SP);180;420;546
Barra do Turvo (SP);3727;3016;400
Barretos (SP);5619;7171;10507
Barrinha (SP);380;396;460
Barueri (SP);...;...;...
Bastos (SP);535667;848530;677023
Batatais (SP);10062;14306;7503
Bauru (SP);1531;1847;1917
Bebedouro (SP);3298;3551;4335
Bento de Abreu (SP);969;1007;943
Bernardino de Campos (SP);4837;6282;9371
Bertioga (SP);...;...;...
Bilac (SP);1563;2980;3344
Birigui (SP);9814;11843;12958
Biritiba Mirim (SP);17028;17411;32227
Boa Esperança do Sul (SP);1941;5347;1172
Bocaina (SP);691;572;434
Bofete (SP);3645;2853;4768
Boituva (SP);1086;122;316
Bom Jesus dos Perdões (SP);1079;909;842
Bom Sucesso de Itararé (SP);162;226;366
Borá (SP);1000;985;1571
Boracéia (SP);846;2121;1581
Borborema (SP);845;760;787
Borebi (SP);1122;576;673
Botucatu (SP);37700;26495;31060
Bragança Paulista (SP);15234;12661;16872
Braúna (SP);1035;1118;1433
Brejo Alegre (SP);1742;1463;1310
Brodowski (SP);7514;8191;8179
Brotas (SP);10576;11999;13929
Buri (SP);6474;6388;4190
Buritama (SP);8126;7902;6213
Buritizal (SP);5062;6157;6652
Cabrália Paulista (SP);11408;12023;15013
Cabreúva (SP);1461;525;301
Caçapava (SP);6558;7432;8582
Cachoeira Paulista (SP);32506;24667;31537
Caconde (SP);4782;3700;4042
Cafelândia (SP);1680;1994;1727
Caiabu (SP);526;678;777
Caieiras (SP);...;...;...
Caiuá (SP);6574;3620;4908
Cajamar (SP);...;...;...
Cajati (SP);...;526;189
Cajobi (SP);1210;1298;1757
Cajuru (SP);6565;5088;10484
Campina do Monte Alegre (SP);2739;3049;4071
Campinas (SP);6460;7374;5319
Campo Limpo Paulista (SP);109;110;116
Campos do Jordão (SP);275;217;206
Campos Novos Paulista (SP);824;869;1038
Cananéia (SP);54;82;178
Canas (SP);2384;1651;1382
Cândido Mota (SP);1696;1726;1943
Cândido Rodrigues (SP);260;221;310
Canitar (SP);128;246;222
Capão Bonito (SP);7545;7867;6926
Capela do Alto (SP);3511;2622;4131
Capivari (SP);1498;1631;2148
Caraguatatuba (SP);...;353;424
Carapicuíba (SP);...;...;...
Cardoso (SP);3440;3706;6068
Casa Branca (SP);6123;8181;11272
Cássia dos Coqueiros (SP);2949;4579;5222
Castilho (SP);4648;6330;6798
Catanduva (SP);1738;1487;1206
Catiguá (SP);460;423;279
Cedral (SP);3477;3297;4425
Cerqueira César (SP);8372;8526;10418
Cerquilho (SP);1552;1010;1504
Cesário Lange (SP);3433;2544;3503
Charqueada (SP);1603;1271;1434
Clementina (SP);536;576;1398
Colina (SP);378;345;357
Colômbia (SP);808;685;753
Conchal (SP);1367;2133;1863
Conchas (SP);10741;8390;11295
Cordeirópolis (SP);3045;3705;3628
Coroados (SP);2343;2721;2806
Coronel Macedo (SP);1484;2118;2575
Corumbataí (SP);6276;7942;11143
Cosmópolis (SP);150;128;135
Cosmorama (SP);4278;1974;3799
Cotia (SP);...;...;...
Cravinhos (SP);3597;4101;4632
Cristais Paulista (SP);8281;7494;8172
Cruzália (SP);690;668;517
Cruzeiro (SP);11699;8102;10090
Cubatão (SP);...;...;...
Cunha (SP);25363;26332;31151
Descalvado (SP);21948;40938;51808
Diadema (SP);...;...;...
Dirce Reis (SP);1160;1017;1019
Divinolândia (SP);2697;6485;6813
Dobrada (SP);103;96;111
Dois Córregos (SP);974;598;2594
Dolcinópolis (SP);1096;933;961
Dourado (SP);7161;552;7135
Dracena (SP);5082;5142;4484
Duartina (SP);3042;3501;645
Dumont (SP);81;98;94
Echaporã (SP);8766;8929;12630
Eldorado (SP);630;631;370
Elias Fausto (SP);1011;1018;978
Elisiário (SP);668;653;305
Embaúba (SP);260;230;336
Embu das Artes (SP);...;...;...
Embu-Guaçu (SP);...;...;...
Emilianópolis (SP);2622;2302;2135
Engenheiro Coelho (SP);2889;2922;2673
Espírito Santo do Pinhal (SP);7287;10724;8191
Espírito Santo do Turvo (SP);1114;1232;1315
Estrela d'Oeste (SP);11010;12942;16955
Estrela do Norte (SP);538;864;864
Euclides da Cunha Paulista (SP);7240;4525;6275
Fartura (SP);9286;9176;9886
Fernandópolis (SP);21722;20999;33513
Fernando Prestes (SP);181;155;234
Fernão (SP);578;544;635
Ferraz de Vasconcelos (SP);32;32;65
Flora Rica (SP);779;753;798
Floreal (SP);2792;3002;3276
Flórida Paulista (SP);4288;4435;3194
Florínea (SP);106;113;107
Franca (SP);8166;7054;8229
Francisco Morato (SP);...;...;...
Franco da Rocha (SP);...;...;...
Gabriel Monteiro (SP);669;941;212
Gália (SP);905;2216;2115
Garça (SP);6398;8183;9398
Gastão Vidigal (SP);5633;6196;3385
Gavião Peixoto (SP);318;473;215
General Salgado (SP);5687;8534;8709
Getulina (SP);1718;1862;1730
Glicério (SP);6394;5838;5781
Guaiçara (SP);1699;2943;2856
Guaimbê (SP);559;683;923
Guaíra (SP);2816;1250;1662
Guapiaçu (SP);3372;4115;5909
Guapiara (SP);712;1983;2079
Guará (SP);1890;2202;2381
Guaraçaí (SP);8628;9552;10911
Guaraci (SP);439;418;522
Guarani d'Oeste (SP);2058;1948;2576
Guarantã (SP);7682;14107;15324
Guararapes (SP);74733;106212;108207
Guararema (SP);5248;4188;5461
Guaratinguetá (SP);23510;22777;31032
Guareí (SP);4863;7971;8773
Guariba (SP);433;507;515
Guarujá (SP);...;...;...
Guarulhos (SP);171;161;183
Guatapará (SP);31541;46029;52576
Guzolândia (SP);2184;1912;3331
Herculândia (SP);17490;27528;19792
Holambra (SP);32024;27334;37275
Hortolândia (SP);...;...;...
Iacanga (SP);2165;1851;2511
Iacri (SP);77962;113719;66962
Iaras (SP);1563;1570;1849
Ibaté (SP);3179;6957;8270
Ibirá (SP);1414;1492;1704
Ibirarema (SP);552;566;617
Ibitinga (SP);1561;1485;1508
Ibiúna (SP);676;924;1098
Icém (SP);887;1512;1537
Iepê (SP);3104;2407;1555
Igaraçu do Tietê (SP);49;43;58
Igarapava (SP);2842;3203;3659
Igaratá (SP);695;1088;1372
Iguape (SP);76;284;233
Ilhabela (SP);...;...;...
Ilha Comprida (SP);...;...;...
Ilha Solteira (SP);2436;1918;3023
Indaiatuba (SP);2691;2711;3079
Indiana (SP);2500;3459;3750
Indiaporã (SP);7334;8344;10956
Inúbia Paulista (SP);1221;1135;1541
Ipaussu (SP);275;298;226
Iperó (SP);1097;889;1049
Ipeúna (SP);475;455;2340
Ipiguá (SP);8291;9266;18716
Iporanga (SP);11;20;285
Ipuã (SP);774;858;914
Iracemápolis (SP);71;76;67
Irapuã (SP);471;459;510
Irapuru (SP);2802;3124;3272
Itaberá (SP);5647;6137;9612
Itaí (SP);7388;11079;16317
Itajobi (SP);1610;1625;1344
Itaju (SP);680;741;915
Itanhaém (SP);38;30;32
Itaoca (SP);1964;1475;1831
Itapecerica da Serra (SP);...;...;...
Itapetininga (SP);28555;30505;40578
Itapeva (SP);7977;6661;5029
Itapevi (SP);...;...;...
Itapira (SP);26699;22930;24723
Itapirapuã Paulista (SP);382;488;123
Itápolis (SP);2707;1942;3042
Itaporanga (SP);6242;6598;8200
Itapuí (SP);414;310;393
Itapura (SP);2085;1214;2217
Itaquaquecetuba (SP);8;7;8
Itararé (SP);10008;12581;15423
Itariri (SP);17;17;17
Itatiba (SP);7900;8612;10697
Itatinga (SP);15708;12962;20090
Itirapina (SP);18955;22082;36272
Itirapuã (SP);5198;4009;4499
Itobi (SP);3658;3728;4834
Itu (SP);11120;11454;12711
Itupeva (SP);380;446;486
Ituverava (SP);3571;4003;4508
Jaborandi (SP);81;77;72
Jaboticabal (SP);1815;2798;3236
Jacareí (SP);4826;6710;7389
Jaci (SP);1506;1425;1906
Jacupiranga (SP);1740;2243;2733
Jaguariúna (SP);2691;2377;2200
Jales (SP);4687;4548;5972
Jambeiro (SP);1139;1447;2285
Jandira (SP);...;...;...
Jardinópolis (SP);1628;5202;4273
Jarinu (SP);548;569;474
Jaú (SP);3124;4130;6444
Jeriquara (SP);992;661;735
Joanópolis (SP);3418;3776;4612
João Ramalho (SP);31496;36428;45026
José Bonifácio (SP);6727;8448;11161
Júlio Mesquita (SP);330;180;145
Jumirim (SP);1083;1231;1391
Jundiaí (SP);295;322;349
Junqueirópolis (SP);2923;2626;1812
Juquiá (SP);268;551;630
Juquitiba (SP);...;...;...
Lagoinha (SP);8315;10638;13183
Laranjal Paulista (SP);4449;4812;5400
Lavínia (SP);6986;7528;8995
Lavrinhas (SP);6472;4471;6535
Leme (SP);3037;2739;3307
Lençóis Paulista (SP);749;716;890
Limeira (SP);1666;2099;2947
Lindóia (SP);2253;2241;2710
Lins (SP);5787;6971;8300
Lorena (SP);20253;14274;18168
Lourdes (SP);2884;3368;1726
Louveira (SP);2742;3172;3013
Lucélia (SP);7423;9092;9438
Lucianópolis (SP);1162;1304;436
Luís Antônio (SP);101;137;237
Luiziânia (SP);795;779;706
Lupércio (SP);484;282;213
Lutécia (SP);3502;4079;4186
Macatuba (SP);145;127;160
Macaubal (SP);1411;2296;4468
Macedônia (SP);5660;7456;9616
Magda (SP);2781;3338;3029
Mairinque (SP);10706;12467;14919
Mairiporã (SP);...;...;...
Manduri (SP);2937;3271;3297
Marabá Paulista (SP);4056;2960;3399
Maracaí (SP);1055;1009;1083
Marapoama (SP);249;246;303
Mariápolis (SP);1141;1399;1697
Marília (SP);18140;39743;37248
Marinópolis (SP);618;737;952
Martinópolis (SP);9772;7259;10436
Matão (SP);1526;2727;252
Mauá (SP);8;7;8
Mendonça (SP);1275;1206;1770
Meridiano (SP);3602;4395;5216
Mesópolis (SP);1738;1428;1649
Miguelópolis (SP);2571;3465;3258
