Tabela 6579 - População residente estimada;;;
Ano;Cód.;Município;População residente estimada (Pessoas)
2009;2906303;Canavieiras (BA);37041
2009;2906402;Candeal (BA);9050
2009;2906501;Candeias (BA);81699
2009;2906600;Candiba (BA);12821
2009;2906709;Cândido Sales (BA);27180
2009;2906808;Cansanção (BA);34093
2009;2906824;Canudos (BA);15366
2009;2906857;Capela do Alto Alegre (BA);12824
2009;2906873;Capim Grosso (BA);27158
2009;2906899;Caraíbas (BA);10495
2009;2906907;Caravelas (BA);22115
2009;2907004;Cardeal da Silva (BA);8618
2009;2907103;Carinhanha (BA);30240
2009;2907202;Casa Nova (BA);66718
2009;2907301;Castro Alves (BA);24978
2009;2907400;Catolândia (BA);4059
2009;2907509;Catu (BA);50809
2009;2907558;Caturama (BA);8713
2009;2907608;Central (BA);18029
2009;2907707;Chorrochó (BA);11022
2009;2907806;Cícero Dantas (BA);31832
2009;2907905;Cipó (BA);15758
2009;2908002;Coaraci (BA);22274
2009;2908101;Cocos (BA);17923
2009;2908200;Conceição da Feira (BA);20117
2009;2908309;Conceição do Almeida (BA);17974
2009;2908408;Conceição do Coité (BA);62893
2009;2908507;Conceição do Jacuípe (BA);28769
2009;2908606;Conde (BA);23166
2009;2908705;Condeúba (BA);17210
2009;2908804;Contendas do Sincorá (BA);3886
2009;2908903;Coração de Maria (BA);23774
2009;2909000;Cordeiros (BA);8883
2009;2909109;Coribe (BA);14895
2009;2909208;Coronel João Sá (BA);18408
2009;2909307;Correntina (BA);32980
2009;2909406;Cotegipe (BA);14191
2009;2909505;Cravolândia (BA);5713
2009;2909604;Crisópolis (BA);20279
2009;2909703;Cristópolis (BA);14279
2009;2909802;Cruz das Almas (BA);57098
2009;2909901;Curaçá (BA);34421
2009;2910008;Dário Meira (BA);12331
2009;2910057;Dias d'Ávila (BA);57708
2009;2910107;Dom Basílio (BA);11620
2009;2910206;Dom Macedo Costa (BA);3951
2009;2910305;Elísio Medrado (BA);8183
2009;2910404;Encruzilhada (BA);20720
2009;2910503;Entre Rios (BA);40524
2009;2910602;Esplanada (BA);33115
2009;2910701;Euclides da Cunha (BA);59193
2009;2910727;Eunápolis (BA);99553
2009;2910750;Fátima (BA);19703
2009;2910776;Feira da Mata (BA);6562
2009;2910800;Feira de Santana (BA);591707
2009;2910859;Filadélfia (BA);16215
2009;2910909;Firmino Alves (BA);5864
2009;2911006;Floresta Azul (BA);10364
2009;2911105;Formosa do Rio Preto (BA);22171
2009;2911204;Gandu (BA);31819
2009;2911253;Gavião (BA);4507
2009;2911303;Gentio do Ouro (BA);11988
2009;2911402;Glória (BA);14176
2009;2911501;Gongogi (BA);6170
2009;2911600;Governador Mangabeira (BA);20668
2009;2911659;Guajeru (BA);9330
2009;2911709;Guanambi (BA);79886
2009;2911808;Guaratinga (BA);22960
2009;2911857;Heliópolis (BA);14713
2009;2911907;Iaçu (BA);28602
2009;2912004;Ibiassucê (BA);9008
2009;2912103;Ibicaraí (BA);24569
2009;2912202;Ibicoara (BA);16940
2009;2912301;Ibicuí (BA);16464
2009;2912400;Ibipeba (BA);17666
2009;2912509;Ibipitanga (BA);14408
2009;2912608;Ibiquera (BA);5300
2009;2912707;Ibirapitanga (BA);24223
2009;2912806;Ibirapuã (BA);7893
2009;2912905;Ibirataia (BA);24544
2009;2913002;Ibitiara (BA);16665
2009;2913101;Ibititá (BA);19410
2009;2913200;Ibotirama (BA);26419
2009;2913309;Ichu (BA);6148
2009;2913408;Igaporã (BA);14970
2009;2913457;Igrapiúna (BA);13268
2009;2913507;Iguaí (BA);29449
2009;2913606;Ilhéus (BA);219266
2009;2913705;Inhambupe (BA);36719
2009;2913804;Ipecaetá (BA);15888
2009;2913903;Ipiaú (BA);43723
2009;2914000;Ipirá (BA);62197
2009;2914109;Ipupiara (BA);9325
2009;2914208;Irajuba (BA);7666
2009;2914307;Iramaia (BA);15045
2009;2914406;Iraquara (BA);24415
2009;2914505;Irará (BA);25811
2009;2914604;Irecê (BA);66061
2009;2914653;Itabela (BA);26704
2009;2914703;Itaberaba (BA);61490
2009;2914802;Itabuna (BA);213656
2009;2914901;Itacaré (BA);27170
2009;2915007;Itaeté (BA);14664
2009;2915106;Itagi (BA);14162
2009;2915205;Itagibá (BA);16590
2009;2915304;Itagimirim (BA);7118
2009;2915353;Itaguaçu da Bahia (BA);13269
2009;2915403;Itaju do Colônia (BA);7706
2009;2915502;Itajuípe (BA);20490
2009;2915601;Itamaraju (BA);67803
2009;2915700;Itamari (BA);8781
2009;2915809;Itambé (BA);35512
2009;2915908;Itanagra (BA);6884
2009;2916005;Itanhém (BA);21154
2009;2916104;Itaparica (BA);20796
2009;2916203;Itapé (BA);10630
2009;2916302;Itapebi (BA);12003
2009;2916401;Itapetinga (BA);66665
2009;2916500;Itapicuru (BA);32563
2009;2916609;Itapitanga (BA);10376
2009;2916708;Itaquara (BA);7743
2009;2916807;Itarantim (BA);18375
2009;2916856;Itatim (BA);15516
2009;2916906;Itiruçu (BA);16827
2009;2917003;Itiúba (BA);36996
2009;2917102;Itororó (BA);20930
2009;2917201;Ituaçu (BA);18772
2009;2917300;Ituberá (BA);24169
2009;2917334;Iuiu (BA);12093
2009;2917359;Jaborandi (BA);8895
2009;2917409;Jacaraci (BA);14837
2009;2917508;Jacobina (BA);79013
2009;2917607;Jaguaquara (BA);48206
2009;2917706;Jaguarari (BA);30484
2009;2917805;Jaguaripe (BA);17435
2009;2917904;Jandaíra (BA);10018
2009;2918001;Jequié (BA);150541
2009;2918100;Jeremoabo (BA);39302
2009;2918209;Jiquiriçá (BA);13772
2009;2918308;Jitaúna (BA);16365
2009;2918357;João Dourado (BA);21990
2009;2918407;Juazeiro (BA);243896
2009;2918456;Jucuruçu (BA);10516
2009;2918506;Jussara (BA);15204
2009;2918555;Jussari (BA);6914
2009;2918605;Jussiape (BA);8043
2009;2918704;Lafaiete Coutinho (BA);3502
2009;2918753;Lagoa Real (BA);14510
2009;2918803;Laje (BA);22180
2009;2918902;Lajedão (BA);3599
2009;2919009;Lajedinho (BA);4468
2009;2919058;Lajedo do Tabocal (BA);8999
2009;2919108;Lamarão (BA);12995
2009;2919157;Lapão (BA);26616
2009;2919207;Lauro de Freitas (BA);156936
2009;2919306;Lençóis (BA);10112
2009;2919405;Licínio de Almeida (BA);13205
2009;2919504;Livramento de Nossa Senhora (BA);44568
2009;2919553;Luís Eduardo Magalhães (BA);52054
2009;2919603;Macajuba (BA);11517
2009;2919702;Macarani (BA);16940
2009;2919801;Macaúbas (BA);48633
2009;2919900;Macururé (BA);7834
2009;2919926;Madre de Deus (BA);16783
2009;2919959;Maetinga (BA);7884
2009;2920007;Maiquinique (BA);8848
2009;2920106;Mairi (BA);19700
2009;2920205;Malhada (BA);16739
2009;2920304;Malhada de Pedras (BA);7677
2009;2920403;Manoel Vitorino (BA);14138
2009;2920452;Mansidão (BA);12244
2009;2920502;Maracás (BA);35990
2009;2920601;Maragogipe (BA);43921
2009;2920700;Maraú (BA);17270
2009;2920809;Marcionílio Souza (BA);11061
2009;2920908;Mascote (BA);16590
2009;2921005;Mata de São João (BA);39585
2009;2921054;Matina (BA);13245
2009;2921104;Medeiros Neto (BA);22752
2009;2921203;Miguel Calmon (BA);27724
2009;2921302;Milagres (BA);12092
2009;2921401;Mirangaba (BA);18849
2009;2921450;Mirante (BA);8375
2009;2921500;Monte Santo (BA);53429
2009;2921609;Morpará (BA);8871
2009;2921708;Morro do Chapéu (BA);35031
2009;2921807;Mortugaba (BA);14692
2009;2921906;Mucugê (BA);14714
2009;2922003;Mucuri (BA);35501
2009;2922052;Mulungu do Morro (BA);13879
2009;2922102;Mundo Novo (BA);25245
2009;2922201;Muniz Ferreira (BA);7236
2009;2922250;Muquém do São Francisco (BA);10691
2009;2922300;Muritiba (BA);27755
2009;2922409;Mutuípe (BA);22066
2009;2922508;Nazaré (BA);27427
2009;2922607;Nilo Peçanha (BA);13274
2009;2922656;Nordestina (BA);12670
2009;2922706;Nova Canaã (BA);20311
2009;2922730;Nova Fátima (BA);7964
2009;2922755;Nova Ibiá (BA);7029
2009;2922805;Nova Itarana (BA);7875
2009;2922854;Nova Redenção (BA);9318
2009;2922904;Nova Soure (BA);26874
2009;2923001;Nova Viçosa (BA);36407
2009;2923035;Novo Horizonte (BA);11092
2009;2923050;Novo Triunfo (BA);14763
2009;2923100;Olindina (BA);24557
2009;2923209;Oliveira dos Brejinhos (BA);23596
2009;2923308;Ouriçangas (BA);8131
2009;2923357;Ourolândia (BA);17080
2009;2923407;Palmas de Monte Alto (BA);22061
2009;2923506;Palmeiras (BA);8437
2009;2923605;Paramirim (BA);20870
2009;2923704;Paratinga (BA);29874
2009;2923803;Paripiranga (BA);29727
2009;2923902;Pau Brasil (BA);12342
2009;2924009;Paulo Afonso (BA);106703
2009;2924058;Pé de Serra (BA);14788
2009;2924108;Pedrão (BA);7597
2009;2924207;Pedro Alexandre (BA);17698
2009;2924306;Piatã (BA);18470
2009;2924405;Pilão Arcado (BA);34466
2009;2924504;Pindaí (BA);15772
2009;2924603;Pindobaçu (BA);20854
2009;2924652;Pintadas (BA);10812
2009;2924678;Piraí do Norte (BA);8818
2009;2924702;Piripá (BA);13325
2009;2924801;Piritiba (BA);26265
2009;2924900;Planaltino (BA);8880
2009;2925006;Planalto (BA);22151
2009;2925105;Poções (BA);46390
2009;2925204;Pojuca (BA);32225
2009;2925253;Ponto Novo (BA);14734
2009;2925303;Porto Seguro (BA);122896
2009;2925402;Potiraguá (BA);9656
2009;2925501;Prado (BA);26016
2009;2925600;Presidente Dutra (BA);14306
2009;2925709;Presidente Jânio Quadros (BA);14212
2009;2925758;Presidente Tancredo Neves (BA);24249
2009;2925808;Queimadas (BA);28729
2009;2925907;Quijingue (BA);28143
2009;2925931;Quixabeira (BA);9631
2009;2925956;Rafael Jambeiro (BA);24004
2009;2926004;Remanso (BA);39705
2009;2926103;Retirolândia (BA);11798
2009;2926202;Riachão das Neves (BA);23431
2009;2926301;Riachão do Jacuípe (BA);33666
2009;2926400;Riacho de Santana (BA);30602
2009;2926509;Ribeira do Amparo (BA);14621
2009;2926608;Ribeira do Pombal (BA);49263
2009;2926657;Ribeirão do Largo (BA);14528
2009;2926707;Rio de Contas (BA);13816
2009;2926806;Rio do Antônio (BA);15110
2009;2926905;Rio do Pires (BA);11612
2009;2927002;Rio Real (BA);38095
2009;2927101;Rodelas (BA);7446
2009;2927200;Ruy Barbosa (BA);30422
2009;2927309;Salinas da Margarida (BA);14194
2009;2927408;Salvador (BA);2998056
2009;2927507;Santa Bárbara (BA);20461
2009;2927606;Santa Brígida (BA);15652
2009;2927705;Santa Cruz Cabrália (BA);26250
2009;2927804;Santa Cruz da Vitória (BA);6443
2009;2927903;Santa Inês (BA);10803
2009;2928000;Santaluz (BA);35416
2009;2928059;Santa Luzia (BA);15613
2009;2928109;Santa Maria da Vitória (BA);41758
2009;2928208;Santana (BA);27259
2009;2928307;Santanópolis (BA);9643
2009;2928406;Santa Rita de Cássia (BA);27528
2009;2928505;Santa Terezinha (BA);10546
2009;2928604;Santo Amaro (BA);58387
2009;2928703;Santo Antônio de Jesus (BA);88768
2009;2928802;Santo Estêvão (BA);46855
2009;2928901;São Desidério (BA);27513
2009;2928950;São Domingos (BA);9730
2009;2929008;São Félix (BA);16208
2009;2929057;São Félix do Coribe (BA);13504
2009;2929107;São Felipe (BA);20952
2009;2929206;São Francisco do Conde (BA);31699
2009;2929255;São Gabriel (BA);19099
2009;2929305;São Gonçalo dos Campos (BA);30724
2009;2929354;São José da Vitória (BA);6270
2009;2929370;São José do Jacuípe (BA);11134
2009;2929404;São Miguel das Matas (BA);10675
2009;2929503;São Sebastião do Passé (BA);41758
2009;2929602;Sapeaçu (BA);17087
2009;2929701;Sátiro Dias (BA);18919
2009;2929750;Saubara (BA);11632
2009;2929800;Saúde (BA);12355
2009;2929909;Seabra (BA);42175
2009;2930006;Sebastião Laranjeiras (BA);11421
2009;2930105;Senhor do Bonfim (BA);76113
2009;2930154;Serra do Ramalho (BA);31809
2009;2930204;Sento Sé (BA);38735
2009;2930303;Serra Dourada (BA);17858
2009;2930402;Serra Preta (BA);16168
2009;2930501;Serrinha (BA);73859
2009;2930600;Serrolândia (BA);12665
2009;2930709;Simões Filho (BA);116662
2009;2930758;Sítio do Mato (BA);13187
2009;2930766;Sítio do Quinto (BA);13811
2009;2930774;Sobradinho (BA);22026
2009;2930808;Souto Soares (BA);19407
2009;2930907;Tabocas do Brejo Velho (BA);12608
2009;2931004;Tanhaçu (BA);20134
2009;2931053;Tanque Novo (BA);16466
2009;2931103;Tanquinho (BA);7875
2009;2931202;Taperoá (BA);19388
2009;2931301;Tapiramutá (BA);17879
2009;2931350;Teixeira de Freitas (BA);125430
2009;2931400;Teodoro Sampaio (BA);8442
2009;2931509;Teofilândia (BA);21461
2009;2931608;Teolândia (BA);12810
2009;2931707;Terra Nova (BA);12583
2009;2931806;Tremedal (BA);18433
2009;2931905;Tucano (BA);49827
2009;2932002;Uauá (BA);25159
2009;2932101;Ubaíra (BA);21428
2009;2932200;Ubaitaba (BA);20333
2009;2932309;Ubatã (BA);26355
2009;2932408;Uibaí (BA);14203
2009;2932457;Umburanas (BA);17096
2009;2932507;Una (BA);24650
2009;2932606;Urandi (BA);16289
2009;2932705;Uruçuca (BA);23237
2009;2932804;Utinga (BA);20448
2009;2932903;Valença (BA);89597
2009;2933000;Valente (BA);22295
2009;2933059;Várzea da Roça (BA);15171
2009;2933109;Várzea do Poço (BA);8992
2009;2933158;Várzea Nova (BA);14365
2009;2933174;Varzedo (BA);9451
2009;2933208;Vera Cruz (BA);37539
2009;2933257;Vereda (BA);7346
2009;2933307;Vitória da Conquista (BA);318901
2009;2933406;Wagner (BA);8807
2009;2933455;Wanderley (BA);13252
2009;2933505;Wenceslau Guimarães (BA);24802
2009;2933604;Xique-Xique (BA);47470
2009;3100104;Abadia dos Dourados (MG);6805
2009;3100203;Abaeté (MG);23258
2009;3100302;Abre Campo (MG);13177
2009;3100401;Acaiaca (MG);4234
2009;3100500;Açucena (MG);11409
2009;3100609;Água Boa (MG);16643
2009;3100708;Água Comprida (MG);2164
2009;3100807;Aguanil (MG);4315
2009;3100906;Águas Formosas (MG);19310
2009;3101003;Águas Vermelhas (MG);13301
2009;3101102;Aimorés (MG);24825
2009;3101201;Aiuruoca (MG);6210
2009;3101300;Alagoa (MG);2926
2009;3101409;Albertina (MG);2976
2009;3101508;Além Paraíba (MG);34591
2009;3101607;Alfenas (MG);75214
2009;3101631;Alfredo Vasconcelos (MG);6300
2009;3101706;Almenara (MG);38531
2009;3101805;Alpercata (MG);7252
2009;3101904;Alpinópolis (MG);18619
2009;3102001;Alterosa (MG);13810
2009;3102050;Alto Caparaó (MG);5312
2009;3102100;Alto Rio Doce (MG);12778
2009;3102209;Alvarenga (MG);4545
2009;3102308;Alvinópolis (MG);15678
2009;3102407;Alvorada de Minas (MG);3588
2009;3102506;Amparo do Serra (MG);5362
2009;3102605;Andradas (MG);36633
2009;3102704;Cachoeira de Pajeú (MG);9537
2009;3102803;Andrelândia (MG);12369
2009;3102852;Angelândia (MG);8571
2009;3102902;Antônio Carlos (MG);11624
2009;3103009;Antônio Dias (MG);9598
2009;3103108;Antônio Prado de Minas (MG);2070
2009;3103207;Araçaí (MG);2524
2009;3103306;Aracitaba (MG);1885
2009;3103405;Araçuaí (MG);37388
2009;3103504;Araguari (MG);111095
2009;3103603;Arantina (MG);2538
2009;3103702;Araponga (MG);8328
2009;3103751;Araporã (MG);6522
2009;3103801;Arapuá (MG);2778
2009;3103900;Araújos (MG);7692
2009;3104007;Araxá (MG);92927
2009;3104106;Arceburgo (MG);8253
2009;3104205;Arcos (MG);36455
2009;3104304;Areado (MG);13864
2009;3104403;Argirita (MG);3051
2009;3104452;Aricanduva (MG);5140
2009;3104502;Arinos (MG);18153
2009;3104601;Astolfo Dutra (MG);13109
2009;3104700;Ataléia (MG);15162
2009;3104809;Augusto de Lima (MG);4599
2009;3104908;Baependi (MG);18745
2009;3105004;Baldim (MG);8582
2009;3105103;Bambuí (MG);22622
2009;3105202;Bandeira (MG);5521
2009;3105301;Bandeira do Sul (MG);5330
2009;3105400;Barão de Cocais (MG);28074
2009;3105509;Barão de Monte Alto (MG);5700
2009;3105608;Barbacena (MG);128572
2009;3105707;Barra Longa (MG);7050
2009;3105905;Barroso (MG);20253
2009;3106002;Bela Vista de Minas (MG);10333
2009;3106101;Belmiro Braga (MG);3079
2009;3106200;Belo Horizonte (MG);2452617
2009;3106309;Belo Oriente (MG);22555
2009;3106408;Belo Vale (MG);7470
2009;3106507;Berilo (MG);13717
2009;3106606;Bertópolis (MG);4780
2009;3106655;Berizal (MG);4655
2009;3106705;Betim (MG);441748
2009;3106804;Bias Fortes (MG);3881
2009;3106903;Bicas (MG);14309
2009;3107000;Biquinhas (MG);2621
2009;3107109;Boa Esperança (MG);39254
2009;3107208;Bocaina de Minas (MG);5216
2009;3107307;Bocaiúva (MG);46624
2009;3107406;Bom Despacho (MG);44265
2009;3107505;Bom Jardim de Minas (MG);6657
2009;3107604;Bom Jesus da Penha (MG);3980
2009;3107703;Bom Jesus do Amparo (MG);5744
2009;3107802;Bom Jesus do Galho (MG);15462
2009;3107901;Bom Repouso (MG);10826
2009;3108008;Bom Sucesso (MG);17805
2009;3108107;Bonfim (MG);6902
2009;3108206;Bonfinópolis de Minas (MG);5869
2009;3108255;Bonito de Minas (MG);9315
2009;3108305;Borda da Mata (MG);15507
2009;3108404;Botelhos (MG);15289
2009;3108503;Botumirim (MG);6550
2009;3108552;Brasilândia de Minas (MG);13593
2009;3108602;Brasília de Minas (MG);32438
2009;3108701;Brás Pires (MG);4615
2009;3108800;Braúnas (MG);5332
2009;3108909;Brazópolis (MG);14756
2009;3109006;Brumadinho (MG);34391
2009;3109105;Bueno Brandão (MG);11212
2009;3109204;Buenópolis (MG);9627
2009;3109253;Bugre (MG);4095
2009;3109303;Buritis (MG);22465
2009;3109402;Buritizeiro (MG);27068
2009;3109451;Cabeceira Grande (MG);6600
2009;3109501;Cabo Verde (MG);14042
2009;3109600;Cachoeira da Prata (MG);3936
2009;3109709;Cachoeira de Minas (MG);11250
2009;3109808;Cachoeira Dourada (MG);2595
2009;3109907;Caetanópolis (MG);10040
2009;3110004;Caeté (MG);41043
2009;3110103;Caiana (MG);4733
2009;3110202;Cajuri (MG);4106
2009;3110301;Caldas (MG);14655
2009;3110400;Camacho (MG);3229
2009;3110509;Camanducaia (MG);20160
2009;3110608;Cambuí (MG);26365
2009;3110707;Cambuquira (MG);12936
2009;3110806;Campanário (MG);3757
2009;3110905;Campanha (MG);15949
2009;3111002;Campestre (MG);20854
2009;3111101;Campina Verde (MG);19201
2009;3111150;Campo Azul (MG);4020
2009;3111200;Campo Belo (MG);53653
2009;3111309;Campo do Meio (MG);11871
2009;3111408;Campo Florido (MG);7105
2009;3111507;Campos Altos (MG);13719
2009;3111606;Campos Gerais (MG);27964
2009;3111705;Canaã (MG);4795
2009;3111804;Canápolis (MG);11865
2009;3111903;Cana Verde (MG);5915
2009;3112000;Candeias (MG);16281
2009;3112059;Cantagalo (MG);4132
2009;3112109;Caparaó (MG);4991
2009;3112208;Capela Nova (MG);4661
2009;3112307;Capelinha (MG);34634
2009;3112406;Capetinga (MG);7326
2009;3112505;Capim Branco (MG);9276
2009;3112604;Capinópolis (MG);16043
2009;3112653;Capitão Andrade (MG);5087
2009;3112703;Capitão Enéas (MG);14830
2009;3112802;Capitólio (MG);7864
2009;3112901;Caputira (MG);9157
2009;3113008;Caraí (MG);22392
2009;3113107;Caranaíba (MG);3553
2009;3113206;Carandaí (MG);23286
2009;3113305;Carangola (MG);33182
2009;3113404;Caratinga (MG);85472
2009;3113503;Carbonita (MG);10783
2009;3113602;Careaçu (MG);6286
2009;3113701;Carlos Chagas (MG);21212
2009;3113800;Carmésia (MG);2712
2009;3113909;Carmo da Cachoeira (MG);12061
2009;3114006;Carmo da Mata (MG);11446
2009;3114105;Carmo de Minas (MG);14397
2009;3114204;Carmo do Cajuru (MG);20031
2009;3114303;Carmo do Paranaíba (MG);32059
2009;3114402;Carmo do Rio Claro (MG);20070
2009;3114501;Carmópolis de Minas (MG);16624
2009;3114550;Carneirinho (MG);9143
2009;3114600;Carrancas (MG);4182
2009;3114709;Carvalhópolis (MG);3380
2009;3114808;Carvalhos (MG);4735
2009;3114907;Casa Grande (MG);2129
2009;3115003;Cascalho Rico (MG);2938
2009;3115102;Cássia (MG);17587
2009;3115201;Conceição da Barra de Minas (MG);4077
2009;3115300;Cataguases (MG);70507
2009;3115359;Catas Altas (MG);4795
2009;3115409;Catas Altas da Noruega (MG);3573
2009;3115458;Catuji (MG);6633
2009;3115474;Catuti (MG);5473
2009;3115508;Caxambu (MG);21431
2009;3115607;Cedro do Abaeté (MG);1221
2009;3115706;Central de Minas (MG);6821
2009;3115805;Centralina (MG);10557
2009;3115904;Chácara (MG);2762
2009;3116001;Chalé (MG);5598
2009;3116100;Chapada do Norte (MG);16025
2009;3116159;Chapada Gaúcha (MG);11368
2009;3116209;Chiador (MG);2974
2009;3116308;Cipotânea (MG);6807
2009;3116407;Claraval (MG);4453
2009;3116506;Claro dos Poções (MG);8389
2009;3116605;Cláudio (MG);25938
2009;3116704;Coimbra (MG);7209
2009;3116803;Coluna (MG);9570
2009;3116902;Comendador Gomes (MG);3252
2009;3117009;Comercinho (MG);8637
2009;3117108;Conceição da Aparecida (MG);10771
2009;3117207;Conceição das Pedras (MG);2821
2009;3117306;Conceição das Alagoas (MG);21938
2009;3117405;Conceição de Ipanema (MG);4549
2009;3117504;Conceição do Mato Dentro (MG);18534
2009;3117603;Conceição do Pará (MG);4866
2009;3117702;Conceição do Rio Verde (MG);13244
2009;3117801;Conceição dos Ouros (MG);10869
2009;3117836;Cônego Marinho (MG);6440
2009;3117876;Confins (MG);6072
2009;3117900;Congonhal (MG);10261
2009;3118007;Congonhas (MG);48723
2009;3118106;Congonhas do Norte (MG);5335
2009;3118205;Conquista (MG);6922
2009;3118304;Conselheiro Lafaiete (MG);114579
2009;3118403;Conselheiro Pena (MG);22539
2009;3118502;Consolação (MG);1750
2009;3118601;Contagem (MG);625393
2009;3118700;Coqueiral (MG);9747
2009;3118809;Coração de Jesus (MG);27110
2009;3118908;Cordisburgo (MG);9465
2009;3119005;Cordislândia (MG);3743
2009;3119104;Corinto (MG);23048
2009;3119203;Coroaci (MG);11131
2009;3119302;Coromandel (MG);28296
2009;3119401;Coronel Fabriciano (MG);105037
2009;3119500;Coronel Murta (MG);9423
2009;3119609;Coronel Pacheco (MG);2427
2009;3119708;Coronel Xavier Chaves (MG);3303
2009;3119807;Córrego Danta (MG);3475
2009;3119906;Córrego do Bom Jesus (MG);3824
2009;3119955;Córrego Fundo (MG);5939
2009;3120003;Córrego Novo (MG);3138
2009;3120102;Couto de Magalhães de Minas (MG);4560
2009;3120151;Crisólita (MG);5941
2009;3120201;Cristais (MG);11269
2009;3120300;Cristália (MG);5961
2009;3120409;Cristiano Otoni (MG);5039
2009;3120508;Cristina (MG);11478
2009;3120607;Crucilândia (MG);4776
2009;3120706;Cruzeiro da Fortaleza (MG);3897
2009;3120805;Cruzília (MG);15373
2009;3120839;Cuparaque (MG);4561
2009;3120870;Curral de Dentro (MG);7376
2009;3120904;Curvelo (MG);75051
2009;3121001;Datas (MG);5696
2009;3121100;Delfim Moreira (MG);8047
2009;3121209;Delfinópolis (MG);6954
2009;3121258;Delta (MG);7210
2009;3121308;Descoberto (MG);5126
2009;3121407;Desterro de Entre Rios (MG);7173
2009;3121506;Desterro do Melo (MG);3302
2009;3121605;Diamantina (MG);46372
2009;3121704;Diogo de Vasconcelos (MG);4066
2009;3121803;Dionísio (MG);10589
2009;3121902;Divinésia (MG);3409
2009;3122009;Divino (MG);20099
2009;3122108;Divino das Laranjeiras (MG);5092
2009;3122207;Divinolândia de Minas (MG);7023
2009;3122306;Divinópolis (MG);216099
2009;3122355;Divisa Alegre (MG);6235
2009;3122405;Divisa Nova (MG);5828
2009;3122454;Divisópolis (MG);8463
2009;3122470;Dom Bosco (MG);3839
2009;3122504;Dom Cavati (MG);5811
2009;3122603;Dom Joaquim (MG);4640
2009;3122702;Dom Silvério (MG);5475
2009;3122801;Dom Viçoso (MG);3117
2009;3122900;Dona Eusébia (MG);5808
2009;3123007;Dores de Campos (MG);9821
2009;3123106;Dores de Guanhães (MG);5751
2009;3123205;Dores do Indaiá (MG);14366
2009;3123304;Dores do Turvo (MG);4668
2009;3123403;Doresópolis (MG);1578
2009;3123502;Douradoquara (MG);1924
2009;3123528;Durandé (MG);7146
2009;3123601;Elói Mendes (MG);25532
2009;3123700;Engenheiro Caldas (MG);10908
2009;3123809;Engenheiro Navarro (MG);7315
2009;3123858;Entre Folhas (MG);5065
2009;3123908;Entre Rios de Minas (MG);14548
2009;3124005;Ervália (MG);18855
2009;3124104;Esmeraldas (MG);59408
2009;3124203;Espera Feliz (MG);21612
2009;3124302;Espinosa (MG);32461
2009;3124401;Espírito Santo do Dourado (MG);4471
2009;3124500;Estiva (MG);11426
2009;3124609;Estrela Dalva (MG);2536
2009;3124708;Estrela do Indaiá (MG);3787
2009;3124807;Estrela do Sul (MG);7439
2009;3124906;Eugenópolis (MG);10769
2009;3125002;Ewbank da Câmara (MG);3676
2009;3125101;Extrema (MG);27155
2009;3125200;Fama (MG);2259
2009;3125309;Faria Lemos (MG);3734
2009;3125408;Felício dos Santos (MG);5865
2009;3125507;São Gonçalo do Rio Preto (MG);3269
2009;3125606;Felisburgo (MG);7024
2009;3125705;Felixlândia (MG);14287
2009;3125804;Fernandes Tourinho (MG);2713
2009;3125903;Ferros (MG);11531
2009;3125952;Fervedouro (MG);10754
2009;3126000;Florestal (MG);6199
2009;3126109;Formiga (MG);67178
2009;3126208;Formoso (MG);6857
2009;3126307;Fortaleza de Minas (MG);3986
2009;3126406;Fortuna de Minas (MG);2541
2009;3126505;Francisco Badaró (MG);10604
2009;3126604;Francisco Dumont (MG);4987
2009;3126703;Francisco Sá (MG);25994
2009;3126752;Franciscópolis (MG);5662
2009;3126802;Frei Gaspar (MG);6649
2009;3126901;Frei Inocêncio (MG);9347
2009;3126950;Frei Lagonegro (MG);3493
2009;3127008;Fronteira (MG);15706
2009;3127057;Fronteira dos Vales (MG);4980
2009;3127073;Fruta de Leite (MG);6426
2009;3127107;Frutal (MG);54819
2009;3127206;Funilândia (MG);3852
2009;3127305;Galiléia (MG);7563
2009;3127339;Gameleiras (MG);5392
2009;3127354;Glaucilândia (MG);3072
2009;3127370;Goiabeira (MG);3239
2009;3127388;Goianá (MG);3846
2009;3127404;Gonçalves (MG);4450
2009;3127503;Gonzaga (MG);5786
2009;3127602;Gouveia (MG);11927
2009;3127701;Governador Valadares (MG);263274
2009;3127800;Grão Mogol (MG);15177
2009;3127909;Grupiara (MG);1468
2009;3128006;Guanhães (MG);30638
2009;3128105;Guapé (MG);13475
2009;3128204;Guaraciaba (MG);10820
2009;3128253;Guaraciama (MG);4728
2009;3128303;Guaranésia (MG);18635
2009;3128402;Guarani (MG);10049
2009;3128501;Guarará (MG);4114
2009;3128600;Guarda-Mor (MG);6778
2009;3128709;Guaxupé (MG);49719
2009;3128808;Guidoval (MG);7523
2009;3128907;Guimarânia (MG);7322
2009;3129004;Guiricema (MG);9116
2009;3129103;Gurinhatã (MG);6228
2009;3129202;Heliodora (MG);6295
2009;3129301;Iapu (MG);11501
2009;3129400;Ibertioga (MG);5206
2009;3129509;Ibiá (MG);23069
2009;3129608;Ibiaí (MG);7907
2009;3129657;Ibiracatu (MG);5936
2009;3129707;Ibiraci (MG);11593
2009;3129806;Ibirité (MG);157438
