Tabela 6579 - População residente estimada;;;
Ano;Cód.;Município;População residente estimada (Pessoas)
2003;3128709;Guaxupé (MG);49323
2003;3128808;Guidoval (MG);7586
2003;3128907;Guimarânia (MG);6583
2003;3129004;Guiricema (MG);8939
2003;3129103;Gurinhatã (MG);6650
2003;3129202;Heliodora (MG);5781
2003;3129301;Iapu (MG);9634
2003;3129400;Ibertioga (MG);5228
2003;3129509;Ibiá (MG);21884
2003;3129608;Ibiaí (MG);7298
2003;3129657;Ibiracatu (MG);6744
2003;3129707;Ibiraci (MG);10755
2003;3129806;Ibirité (MG);149955
2003;3129905;Ibitiúra de Minas (MG);3489
2003;3130002;Ibituruna (MG);2811
2003;3130051;Icaraí de Minas (MG);9300
2003;3130101;Igarapé (MG);27625
2003;3130200;Igaratinga (MG);7777
2003;3130309;Iguatama (MG);8240
2003;3130408;Ijaci (MG);5246
2003;3130507;Ilicínea (MG);11071
2003;3130556;Imbé de Minas (MG);6312
2003;3130606;Inconfidentes (MG);6558
2003;3130655;Indaiabira (MG);7626
2003;3130705;Indianópolis (MG);5549
2003;3130804;Ingaí (MG);2524
2003;3130903;Inhapim (MG);24705
2003;3131000;Inhaúma (MG);5327
2003;3131109;Inimutaba (MG);6142
2003;3131158;Ipaba (MG);15370
2003;3131208;Ipanema (MG);16565
2003;3131307;Ipatinga (MG);222485
2003;3131406;Ipiaçu (MG);3996
2003;3131505;Ipuiúna (MG);9330
2003;3131604;Iraí de Minas (MG);6343
2003;3131703;Itabira (MG);102239
2003;3131802;Itabirinha (MG);9685
2003;3131901;Itabirito (MG);39691
2003;3132008;Itacambira (MG);3865
2003;3132107;Itacarambi (MG);18165
2003;3132206;Itaguara (MG);11496
2003;3132305;Itaipé (MG);11400
2003;3132404;Itajubá (MG);86918
2003;3132503;Itamarandiba (MG);29640
2003;3132602;Itamarati de Minas (MG);3899
2003;3132701;Itambacuri (MG);23122
2003;3132800;Itambé do Mato Dentro (MG);2529
2003;3132909;Itamogi (MG);11173
2003;3133006;Itamonte (MG);12865
2003;3133105;Itanhandu (MG);13421
2003;3133204;Itanhomi (MG);11297
2003;3133303;Itaobim (MG);21552
2003;3133402;Itapagipe (MG);12026
2003;3133501;Itapecerica (MG);20890
2003;3133600;Itapeva (MG);7925
2003;3133709;Itatiaiuçu (MG);8872
2003;3133758;Itaú de Minas (MG);14534
2003;3133808;Itaúna (MG);80086
2003;3133907;Itaverava (MG);6402
2003;3134004;Itinga (MG);13960
2003;3134103;Itueta (MG);5391
2003;3134202;Ituiutaba (MG);90482
2003;3134301;Itumirim (MG);6472
2003;3134400;Iturama (MG);30080
2003;3134509;Itutinga (MG);4089
2003;3134608;Jaboticatubas (MG);13781
2003;3134707;Jacinto (MG);12062
2003;3134806;Jacuí (MG);7627
2003;3134905;Jacutinga (MG);19457
2003;3135001;Jaguaraçu (MG);2889
2003;3135050;Jaíba (MG);30182
2003;3135076;Jampruca (MG);4713
2003;3135100;Janaúba (MG);65170
2003;3135209;Januária (MG);63151
2003;3135308;Japaraíba (MG);3522
2003;3135357;Japonvar (MG);8542
2003;3135407;Jeceaba (MG);5848
2003;3135456;Jenipapo de Minas (MG);6350
2003;3135506;Jequeri (MG);13206
2003;3135605;Jequitaí (MG);8566
2003;3135704;Jequitibá (MG);5209
2003;3135803;Jequitinhonha (MG);22953
2003;3135902;Jesuânia (MG);4970
2003;3136009;Joaíma (MG);14610
2003;3136108;Joanésia (MG);6517
2003;3136207;João Monlevade (MG);68954
2003;3136306;João Pinheiro (MG);41969
2003;3136405;Joaquim Felício (MG);3697
2003;3136504;Jordânia (MG);9970
2003;3136520;José Gonçalves de Minas (MG);4753
2003;3136553;José Raydan (MG);3612
2003;3136579;Josenópolis (MG);4455
2003;3136603;Nova União (MG);5600
2003;3136652;Juatuba (MG);18524
2003;3136702;Juiz de Fora (MG);478607
2003;3136801;Juramento (MG);3929
2003;3136900;Juruaia (MG);8019
2003;3136959;Juvenília (MG);6011
2003;3137007;Ladainha (MG);15595
2003;3137106;Lagamar (MG);7581
2003;3137205;Lagoa da Prata (MG);41205
2003;3137304;Lagoa dos Patos (MG);4557
2003;3137403;Lagoa Dourada (MG);11907
2003;3137502;Lagoa Formosa (MG);16399
2003;3137536;Lagoa Grande (MG);8091
2003;3137601;Lagoa Santa (MG);41470
2003;3137700;Lajinha (MG);20236
2003;3137809;Lambari (MG);18920
2003;3137908;Lamim (MG);3592
2003;3138005;Laranjal (MG);6181
2003;3138104;Lassance (MG);6528
2003;3138203;Lavras (MG);82740
2003;3138302;Leandro Ferreira (MG);3319
2003;3138351;Leme do Prado (MG);4797
2003;3138401;Leopoldina (MG);51223
2003;3138500;Liberdade (MG);5714
2003;3138609;Lima Duarte (MG);16037
2003;3138625;Limeira do Oeste (MG);5887
2003;3138658;Lontra (MG);8066
2003;3138674;Luisburgo (MG);6635
2003;3138682;Luislândia (MG);6394
2003;3138708;Luminárias (MG);5571
2003;3138807;Luz (MG);16957
2003;3138906;Machacalis (MG);6931
2003;3139003;Machado (MG);36161
2003;3139102;Madre de Deus de Minas (MG);4969
2003;3139201;Malacacheta (MG);19263
2003;3139250;Mamonas (MG);5876
2003;3139300;Manga (MG);22809
2003;3139409;Manhuaçu (MG);69788
2003;3139508;Manhumirim (MG);20868
2003;3139607;Mantena (MG);26135
2003;3139706;Maravilhas (MG);6486
2003;3139805;Mar de Espanha (MG);10831
2003;3139904;Maria da Fé (MG);14908
2003;3140001;Mariana (MG);49338
2003;3140100;Marilac (MG);4426
2003;3140159;Mário Campos (MG);12142
2003;3140209;Maripá de Minas (MG);2689
2003;3140308;Marliéria (MG);4199
2003;3140407;Marmelópolis (MG);3401
2003;3140506;Martinho Campos (MG);11805
2003;3140530;Martins Soares (MG);6160
2003;3140555;Mata Verde (MG);7464
2003;3140605;Materlândia (MG);4914
2003;3140704;Mateus Leme (MG);26167
2003;3140803;Matias Barbosa (MG);12744
2003;3140852;Matias Cardoso (MG);7844
2003;3140902;Matipó (MG);16889
2003;3141009;Mato Verde (MG);12880
2003;3141108;Matozinhos (MG);32184
2003;3141207;Matutina (MG);3863
2003;3141306;Medeiros (MG);3133
2003;3141405;Medina (MG);21604
2003;3141504;Mendes Pimentel (MG);5980
2003;3141603;Mercês (MG);10057
2003;3141702;Mesquita (MG);6736
2003;3141801;Minas Novas (MG);30887
2003;3141900;Minduri (MG);3822
2003;3142007;Mirabela (MG);12710
2003;3142106;Miradouro (MG);9629
2003;3142205;Miraí (MG);12454
2003;3142254;Miravânia (MG);4449
2003;3142304;Moeda (MG);4649
2003;3142403;Moema (MG);6824
2003;3142502;Monjolos (MG);2467
2003;3142601;Monsenhor Paulo (MG);7789
2003;3142700;Montalvânia (MG);17292
2003;3142809;Monte Alegre de Minas (MG);18033
2003;3142908;Monte Azul (MG);23410
2003;3143005;Monte Belo (MG);12947
2003;3143104;Monte Carmelo (MG);46731
2003;3143153;Monte Formoso (MG);4560
2003;3143203;Monte Santo de Minas (MG);21804
2003;3143302;Montes Claros (MG);324471
2003;3143401;Monte Sião (MG);18462
2003;3143450;Montezuma (MG);6599
2003;3143500;Morada Nova de Minas (MG);7898
2003;3143609;Morro da Garça (MG);2931
2003;3143708;Morro do Pilar (MG);3692
2003;3143807;Munhoz (MG);6965
2003;3143906;Muriaé (MG);95420
2003;3144003;Mutum (MG);26586
2003;3144102;Muzambinho (MG);21421
2003;3144201;Nacip Raydan (MG);2851
2003;3144300;Nanuque (MG);41166
2003;3144359;Naque (MG);5632
2003;3144375;Natalândia (MG);3335
2003;3144409;Natércia (MG);4731
2003;3144508;Nazareno (MG);7338
2003;3144607;Nepomuceno (MG);25054
2003;3144656;Ninheira (MG);9534
2003;3144672;Nova Belém (MG);4400
2003;3144706;Nova Era (MG);17800
2003;3144805;Nova Lima (MG);68080
2003;3144904;Nova Módica (MG);4002
2003;3145000;Nova Ponte (MG);9290
2003;3145059;Nova Porteirinha (MG);7487
2003;3145109;Nova Resende (MG);14548
2003;3145208;Nova Serrana (MG);43465
2003;3145307;Novo Cruzeiro (MG);30362
2003;3145356;Novo Oriente de Minas (MG);10321
2003;3145372;Novorizonte (MG);4776
2003;3145406;Olaria (MG);2310
2003;3145455;Olhos-d'Água (MG);4457
2003;3145505;Olímpio Noronha (MG);2373
2003;3145604;Oliveira (MG);38799
2003;3145703;Oliveira Fortes (MG);2133
2003;3145802;Onça de Pitangui (MG);2974
2003;3145851;Oratórios (MG);4427
2003;3145877;Orizânia (MG);6792
2003;3145901;Ouro Branco (MG);31295
2003;3146008;Ouro Fino (MG);29053
2003;3146107;Ouro Preto (MG);67436
2003;3146206;Ouro Verde de Minas (MG);5699
2003;3146255;Padre Carvalho (MG);5495
2003;3146305;Padre Paraíso (MG);17521
2003;3146404;Paineiras (MG);4790
2003;3146503;Pains (MG);7716
2003;3146552;Pai Pedro (MG);5923
2003;3146602;Paiva (MG);1685
2003;3146701;Palma (MG);6409
2003;3146750;Palmópolis (MG);9412
2003;3146909;Papagaios (MG);13197
2003;3147006;Paracatu (MG);79049
2003;3147105;Pará de Minas (MG);76646
2003;3147204;Paraguaçu (MG);19695
2003;3147303;Paraisópolis (MG);18386
2003;3147402;Paraopeba (MG);21421
2003;3147501;Passabém (MG);2027
2003;3147600;Passa Quatro (MG);15301
2003;3147709;Passa Tempo (MG);8581
2003;3147808;Passa Vinte (MG);2087
2003;3147907;Passos (MG);101089
2003;3147956;Patis (MG);5259
2003;3148004;Patos de Minas (MG);130330
2003;3148103;Patrocínio (MG);76943
2003;3148202;Patrocínio do Muriaé (MG);4988
2003;3148301;Paula Cândido (MG);9266
2003;3148400;Paulistas (MG);4912
2003;3148509;Pavão (MG);7045
2003;3148608;Peçanha (MG);17131
2003;3148707;Pedra Azul (MG);24082
2003;3148756;Pedra Bonita (MG);6444
2003;3148806;Pedra do Anta (MG);3853
2003;3148905;Pedra do Indaiá (MG);3761
2003;3149002;Pedra Dourada (MG);1882
2003;3149101;Pedralva (MG);12320
2003;3149150;Pedras de Maria da Cruz (MG);9144
2003;3149200;Pedrinópolis (MG);3044
2003;3149309;Pedro Leopoldo (MG);57766
2003;3149408;Pedro Teixeira (MG);1847
2003;3149507;Pequeri (MG);3108
2003;3149606;Pequi (MG);3880
2003;3149705;Perdigão (MG);6065
2003;3149804;Perdizes (MG);12866
2003;3149903;Perdões (MG);19486
2003;3149952;Periquito (MG);7427
2003;3150000;Pescador (MG);3941
2003;3150109;Piau (MG);3004
2003;3150158;Piedade de Caratinga (MG);5517
2003;3150208;Piedade de Ponte Nova (MG);3923
2003;3150307;Piedade do Rio Grande (MG);5072
2003;3150406;Piedade dos Gerais (MG);4289
2003;3150505;Pimenta (MG);8160
2003;3150539;Pingo d'Água (MG);3781
2003;3150570;Pintópolis (MG);7370
2003;3150604;Piracema (MG);6647
2003;3150703;Pirajuba (MG);2627
2003;3150802;Piranga (MG);17219
2003;3150901;Piranguçu (MG);5122
2003;3151008;Piranguinho (MG);7716
2003;3151107;Pirapetinga (MG);10355
2003;3151206;Pirapora (MG);51517
2003;3151305;Piraúba (MG);11756
2003;3151404;Pitangui (MG);22915
2003;3151503;Piumhi (MG);29967
2003;3151602;Planura (MG);8601
2003;3151701;Poço Fundo (MG);15558
2003;3151800;Poços de Caldas (MG);143484
2003;3151909;Pocrane (MG);9435
2003;3152006;Pompéu (MG);27857
2003;3152105;Ponte Nova (MG);56154
2003;3152131;Ponto Chique (MG);3824
2003;3152170;Ponto dos Volantes (MG);11021
2003;3152204;Porteirinha (MG);38170
2003;3152303;Porto Firme (MG);9485
2003;3152402;Poté (MG);14812
2003;3152501;Pouso Alegre (MG);114459
2003;3152600;Pouso Alto (MG);6911
2003;3152709;Prados (MG);7805
2003;3152808;Prata (MG);23249
2003;3152907;Pratápolis (MG);9162
2003;3153004;Pratinha (MG);3000
2003;3153103;Presidente Bernardes (MG);5670
2003;3153202;Presidente Juscelino (MG);4327
2003;3153301;Presidente Kubitschek (MG);2957
2003;3153400;Presidente Olegário (MG);17992
2003;3153509;Alto Jequitibá (MG);8773
2003;3153608;Prudente de Morais (MG);8667
2003;3153707;Quartel Geral (MG);3044
2003;3153806;Queluzito (MG);1810
2003;3153905;Raposos (MG);14303
2003;3154002;Raul Soares (MG);24000
2003;3154101;Recreio (MG);10068
2003;3154150;Reduto (MG);6303
2003;3154200;Resende Costa (MG);10530
2003;3154309;Resplendor (MG);16814
2003;3154408;Ressaquinha (MG);4557
2003;3154457;Riachinho (MG);8193
2003;3154507;Riacho dos Machados (MG);9098
2003;3154606;Ribeirão das Neves (MG);278574
2003;3154705;Ribeirão Vermelho (MG);3623
2003;3154804;Rio Acima (MG);7840
2003;3154903;Rio Casca (MG);15227
2003;3155009;Rio Doce (MG);2222
2003;3155108;Rio do Prado (MG);5133
2003;3155207;Rio Espera (MG);6782
2003;3155306;Rio Manso (MG);4703
2003;3155405;Rio Novo (MG);8694
2003;3155504;Rio Paranaíba (MG);12167
2003;3155603;Rio Pardo de Minas (MG);27674
2003;3155702;Rio Piracicaba (MG);14280
2003;3155801;Rio Pomba (MG);16813
2003;3155900;Rio Preto (MG);5282
2003;3156007;Rio Vermelho (MG);14610
2003;3156106;Ritápolis (MG);5321
2003;3156205;Rochedo de Minas (MG);2018
2003;3156304;Rodeiro (MG);5876
2003;3156403;Romaria (MG);3843
2003;3156452;Rosário da Limeira (MG);4058
2003;3156502;Rubelita (MG);10258
2003;3156601;Rubim (MG);9325
2003;3156700;Sabará (MG);123242
2003;3156809;Sabinópolis (MG);16335
2003;3156908;Sacramento (MG);21620
2003;3157005;Salinas (MG);37234
2003;3157104;Salto da Divisa (MG);6468
2003;3157203;Santa Bárbara (MG);24816
2003;3157252;Santa Bárbara do Leste (MG);7533
2003;3157278;Santa Bárbara do Monte Verde (MG);2299
2003;3157302;Santa Bárbara do Tugúrio (MG);4685
2003;3157336;Santa Cruz de Minas (MG);7469
2003;3157377;Santa Cruz de Salinas (MG);4909
2003;3157401;Santa Cruz do Escalvado (MG);5055
2003;3157500;Santa Efigênia de Minas (MG);4905
2003;3157609;Santa Fé de Minas (MG);4075
2003;3157658;Santa Helena de Minas (MG);5751
2003;3157708;Santa Juliana (MG);8157
2003;3157807;Santa Luzia (MG);199406
2003;3157906;Santa Margarida (MG);13993
2003;3158003;Santa Maria de Itabira (MG);10319
2003;3158102;Santa Maria do Salto (MG);5477
2003;3158201;Santa Maria do Suaçuí (MG);14289
2003;3158300;Santana da Vargem (MG);7729
2003;3158409;Santana de Cataguases (MG);3307
2003;3158508;Santana de Pirapama (MG);8432
2003;3158607;Santana do Deserto (MG);3884
2003;3158706;Santana do Garambéu (MG);2052
2003;3158805;Santana do Jacaré (MG);4584
2003;3158904;Santana do Manhuaçu (MG);8438
2003;3158953;Santana do Paraíso (MG);19719
2003;3159001;Santana do Riacho (MG);3842
2003;3159100;Santana dos Montes (MG);3882
2003;3159209;Santa Rita de Caldas (MG);9284
2003;3159308;Santa Rita de Jacutinga (MG);5248
2003;3159357;Santa Rita de Minas (MG);5531
2003;3159407;Santa Rita de Ibitipoca (MG);3780
2003;3159506;Santa Rita do Itueto (MG);6051
2003;3159605;Santa Rita do Sapucaí (MG);32788
2003;3159704;Santa Rosa da Serra (MG);3190
2003;3159803;Santa Vitória (MG);16298
2003;3159902;Santo Antônio do Amparo (MG);16835
2003;3160009;Santo Antônio do Aventureiro (MG);3521
2003;3160108;Santo Antônio do Grama (MG);4312
2003;3160207;Santo Antônio do Itambé (MG);4631
2003;3160306;Santo Antônio do Jacinto (MG);12160
2003;3160405;Santo Antônio do Monte (MG);25165
2003;3160454;Santo Antônio do Retiro (MG);6874
2003;3160504;Santo Antônio do Rio Abaixo (MG);1737
2003;3160603;Santo Hipólito (MG);3421
2003;3160702;Santos Dumont (MG);47351
2003;3160801;São Bento Abade (MG);4101
2003;3160900;São Brás do Suaçuí (MG);3308
2003;3160959;São Domingos das Dores (MG);5443
2003;3161007;São Domingos do Prata (MG);17303
2003;3161056;São Félix de Minas (MG);3364
2003;3161106;São Francisco (MG);53169
2003;3161205;São Francisco de Paula (MG);6650
2003;3161304;São Francisco de Sales (MG);5377
2003;3161403;São Francisco do Glória (MG);5490
2003;3161502;São Geraldo (MG);7672
2003;3161601;São Geraldo da Piedade (MG);5000
2003;3161650;São Geraldo do Baixio (MG);2866
2003;3161700;São Gonçalo do Abaeté (MG);5310
2003;3161809;São Gonçalo do Pará (MG);8101
2003;3161908;São Gonçalo do Rio Abaixo (MG);8505
2003;3162005;São Gonçalo do Sapucaí (MG);23139
2003;3162104;São Gotardo (MG);30075
2003;3162203;São João Batista do Glória (MG);6554
2003;3162252;São João da Lagoa (MG);4513
2003;3162302;São João da Mata (MG);2817
2003;3162401;São João da Ponte (MG);25969
2003;3162450;São João das Missões (MG);11341
2003;3162500;São João del Rei (MG);80424
2003;3162559;São João do Manhuaçu (MG);9276
2003;3162575;São João do Manteninha (MG);4510
2003;3162609;São João do Oriente (MG);8592
2003;3162658;São João do Pacuí (MG);3700
2003;3162708;São João do Paraíso (MG);21278
2003;3162807;São João Evangelista (MG);15573
2003;3162906;São João Nepomuceno (MG);24511
2003;3162922;São Joaquim de Bicas (MG);20168
2003;3162948;São José da Barra (MG);6337
2003;3162955;São José da Lapa (MG);17502
2003;3163003;São José da Safira (MG);3953
2003;3163102;São José da Varginha (MG);3390
2003;3163201;São José do Alegre (MG);3950
2003;3163300;São José do Divino (MG);3745
2003;3163409;São José do Goiabal (MG);5959
2003;3163508;São José do Jacuri (MG);6577
2003;3163607;São José do Mantimento (MG);2427
2003;3163706;São Lourenço (MG);39101
2003;3163805;São Miguel do Anta (MG);6741
2003;3163904;São Pedro da União (MG);5786
2003;3164001;São Pedro dos Ferros (MG);8920
2003;3164100;São Pedro do Suaçuí (MG);5094
2003;3164209;São Romão (MG);7931
2003;3164308;São Roque de Minas (MG);6326
2003;3164407;São Sebastião da Bela Vista (MG);4448
2003;3164431;São Sebastião da Vargem Alegre (MG);2707
2003;3164472;São Sebastião do Anta (MG);5051
2003;3164506;São Sebastião do Maranhão (MG);11229
2003;3164605;São Sebastião do Oeste (MG);4522
2003;3164704;São Sebastião do Paraíso (MG);61194
2003;3164803;São Sebastião do Rio Preto (MG);1675
2003;3164902;São Sebastião do Rio Verde (MG);2029
2003;3165008;São Tiago (MG);10431
2003;3165107;São Tomás de Aquino (MG);7413
2003;3165206;São Thomé das Letras (MG);6359
2003;3165305;São Vicente de Minas (MG);6396
2003;3165404;Sapucaí-Mirim (MG);5819
2003;3165503;Sardoá (MG);4931
2003;3165537;Sarzedo (MG);19760
2003;3165552;Setubinha (MG);9401
2003;3165560;Sem-Peixe (MG);2930
2003;3165578;Senador Amaral (MG);5448
2003;3165602;Senador Cortes (MG);2047
2003;3165701;Senador Firmino (MG);6708
2003;3165800;Senador José Bento (MG);2481
2003;3165909;Senador Modestino Gonçalves (MG);5153
2003;3166006;Senhora de Oliveira (MG);5814
2003;3166105;Senhora do Porto (MG);3464
2003;3166204;Senhora dos Remédios (MG);10116
2003;3166303;Sericita (MG);7177
2003;3166402;Seritinga (MG);1743
2003;3166501;Serra Azul de Minas (MG);4297
2003;3166600;Serra da Saudade (MG);879
2003;3166709;Serra dos Aimorés (MG);7553
2003;3166808;Serra do Salitre (MG);9823
2003;3166907;Serrania (MG);7667
2003;3166956;Serranópolis de Minas (MG);3952
2003;3167004;Serranos (MG);2082
2003;3167103;Serro (MG);21527
2003;3167202;Sete Lagoas (MG);197457
2003;3167301;Silveirânia (MG);2166
2003;3167400;Silvianópolis (MG);5864
2003;3167509;Simão Pereira (MG);2499
2003;3167608;Simonésia (MG);17052
2003;3167707;Sobrália (MG);6113
2003;3167806;Soledade de Minas (MG);5225
2003;3167905;Tabuleiro (MG);4637
2003;3168002;Taiobeiras (MG);28604
2003;3168051;Taparuba (MG);3341
2003;3168101;Tapira (MG);3436
2003;3168200;Tapiraí (MG);1795
2003;3168309;Taquaraçu de Minas (MG);3524
2003;3168408;Tarumirim (MG);13389
2003;3168507;Teixeiras (MG);11496
2003;3168606;Teófilo Otoni (MG);128634
2003;3168705;Timóteo (MG);75538
2003;3168804;Tiradentes (MG);6122
2003;3168903;Tiros (MG);7240
2003;3169000;Tocantins (MG);15673
2003;3169059;Tocos do Moji (MG);3914
2003;3169109;Toledo (MG);5394
2003;3169208;Tombos (MG);12233
2003;3169307;Três Corações (MG);67831
2003;3169356;Três Marias (MG);24236
2003;3169406;Três Pontas (MG);52623
2003;3169505;Tumiritinga (MG);5960
2003;3169604;Tupaciguara (MG);23413
2003;3169703;Turmalina (MG);16215
2003;3169802;Turvolândia (MG);4423
2003;3169901;Ubá (MG);90781
2003;3170008;Ubaí (MG);10739
2003;3170057;Ubaporanga (MG);12155
2003;3170107;Uberaba (MG);265823
2003;3170206;Uberlândia (MG);542541
2003;3170305;Umburatiba (MG);2850
2003;3170404;Unaí (MG);72622
2003;3170438;União de Minas (MG);4803
2003;3170479;Uruana de Minas (MG);3383
2003;3170503;Urucânia (MG);10332
2003;3170529;Urucuia (MG);10395
2003;3170578;Vargem Alegre (MG);6879
2003;3170602;Vargem Bonita (MG);2180
2003;3170651;Vargem Grande do Rio Pardo (MG);4666
2003;3170701;Varginha (MG);115460
2003;3170750;Varjão de Minas (MG);4943
2003;3170800;Várzea da Palma (MG);32293
2003;3170909;Varzelândia (MG);19625
2003;3171006;Vazante (MG);18968
2003;3171030;Verdelândia (MG);7414
2003;3171071;Veredinha (MG);5397
2003;3171105;Veríssimo (MG);2818
2003;3171154;Vermelho Novo (MG);4663
2003;3171204;Vespasiano (MG);85180
