Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010;;;;;;;;;
Ano;Cód.;Microrregião Geográfica;Produto Interno Bruto a preços correntes (Mil Reais);Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da microrregião geográfica (%);Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da mesorregião geográfica (%);Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes total (%)
2010;28010;Baixo Cotinguiba (SE);2273835;-;11,5;2,99;58,25;22,08;16,69
2010;28011;Aracaju (SE);12456504;-;62,98;0,31;21,23;55,83;22,63
2010;28012;Boquim (SE);1030709;-;5,21;20,77;6,82;24,32;48,09
2010;28013;Estância (SE);1877775;-;9,49;13,06;36,65;25,88;24,41
2010;29001;Barreiras (BA);5789193;-;74,54;33,58;15,29;40,56;10,57
2010;29002;Cotegipe (BA);485238;-;6,25;28,36;3,32;22,81;45,51
2010;29003;Santa Maria da Vitória (BA);1492252;-;19,21;35,79;8,53;30,83;24,84
2010;29004;Juazeiro (BA);3273081;-;45,63;14,03;20,99;35,5;29,48
2010;29005;Paulo Afonso (BA);2361869;-;32,93;2,22;63,45;19,68;14,65
2010;29006;Barra (BA);741912;-;10,34;14,69;5,23;34,45;45,62
2010;29007;Bom Jesus da Lapa (BA);795459;-;11,09;18,61;5,13;33,63;42,63
2010;29008;Senhor do Bonfim (BA);1898578;-;11,32;6,51;28,35;35,31;29,84
2010;29009;Irecê (BA);1738628;-;10,37;12,99;8,07;37;41,94
2010;29010;Jacobina (BA);1733653;-;10,34;10,94;16,52;35,87;36,67
2010;29011;Itaberaba (BA);1245873;-;7,43;20,84;7,55;32,34;39,27
2010;29012;Feira de Santana (BA);10147827;-;60,53;3,52;25,7;51,87;18,91
2010;29013;Jeremoabo (BA);464960;-;4,61;29,76;4,81;23,92;41,51
2010;29014;Euclides da Cunha (BA);1389229;-;13,78;24,07;5,94;28,8;41,19
2010;29015;Ribeira do Pombal (BA);1516311;-;15,04;24,84;5,61;30,17;39,39
2010;29016;Serrinha (BA);2192026;-;21,74;9,32;19,79;33,74;37,14
2010;29017;Alagoinhas (BA);3315827;-;32,89;22,41;25,65;33,12;18,81
2010;29018;Entre Rios (BA);1202500;-;11,93;15,43;38,03;26,27;20,26
2010;29019;Catu (BA);2712870;-;3,52;3,08;40,96;38,15;17,81
2010;29020;Santo Antônio de Jesus (BA);3840887;-;4,98;12,28;16,4;43,04;28,28
2010;29021;Salvador (BA);70587098;-;91,5;0,12;33,79;55,57;10,52
2010;29022;Boquira (BA);677353;-;4,39;10,97;4,66;33,16;51,21
2010;29023;Seabra (BA);1425862;-;9,25;27,79;5,92;30,87;35,41
2010;29024;Jequié (BA);2998392;-;19,45;12,38;11,9;40,76;34,95
2010;29025;Livramento do Brumado (BA);580893;-;3,77;34,5;5,75;29,51;30,24
2010;29026;Guanambi (BA);1847834;-;11,99;11,47;11,08;38,84;38,61
2010;29027;Brumado (BA);1377929;-;8,94;8,44;26,3;32,32;32,93
2010;29028;Vitória da Conquista (BA);4809917;-;31,2;7,35;14,58;52,1;25,97
2010;29029;Itapetinga (BA);1696937;-;11,01;12,06;35,56;27,65;24,73
2010;29030;Valença (BA);3091502;-;15,4;12,44;40,09;31,07;16,4
2010;29031;Ilhéus-Itabuna (BA);9297069;-;46,3;11,4;24,26;40,62;23,72
2010;29032;Porto Seguro (BA);7690587;-;38,3;13,89;25,81;40,49;19,8
2010;31001;Unaí (MG);2149330;-;37,7;29,83;14,81;37,29;18,07
2010;31002;Paracatu (MG);3551293;-;62,3;23,81;26,93;33,88;15,38
2010;31003;Januária (MG);1354459;-;10,21;14,61;6,28;33,49;45,63
2010;31004;Janaúba (MG);1410987;-;10,64;13,02;9,98;38,45;38,54
2010;31005;Salinas (MG);1250958;-;9,43;14,32;8,32;38,09;39,27
2010;31006;Pirapora (MG);2280335;-;17,2;13,1;36,81;30,62;19,47
2010;31007;Montes Claros (MG);6085195;-;45,89;5,65;22,95;48,04;23,36
2010;31008;Grão Mogol (MG);346253;-;2,61;18,39;38,17;14,5;28,95
2010;31009;Bocaiúva (MG);533423;-;4,02;15,56;18,3;33,59;32,56
2010;31010;Diamantina (MG);608764;-;15,74;4,25;14,62;47,8;33,33
2010;31011;Capelinha (MG);1126706;-;29,13;17,21;9,34;33,51;39,94
2010;31012;Araçuaí (MG);723255;-;18,7;6,89;10,04;33,51;49,55
2010;31013;Pedra Azul (MG);507420;-;13,12;6,77;12,95;42,81;37,46
2010;31014;Almenara (MG);902065;-;23,32;12,09;10,9;32,2;44,8
2010;31015;Teófilo Otoni (MG);2070542;-;65,27;6,32;16,36;47,15;30,17
2010;31016;Nanuque (MG);1101812;-;34,73;22,07;19,21;33,21;25,51
2010;31017;Ituiutaba (MG);2365670;-;4,6;12,21;17,28;53,51;17,01
2010;31018;Uberlândia (MG);23830720;-;46,31;5,12;39,1;45,8;9,98
2010;31019;Patrocínio (MG);3448682;-;6,7;34,47;10,14;40,81;14,58
2010;31020;Patos de Minas (MG);3394465;-;6,6;17,9;14,27;49,67;18,17
2010;31021;Frutal (MG);4581277;-;8,9;12,88;53,38;23,19;10,56
2010;31022;Uberaba (MG);8497853;-;16,51;9,3;35,19;44,79;10,73
2010;31023;Araxá (MG);5343581;-;10,38;19,79;33,93;35,57;10,72
2010;31024;Três Marias (MG);1721995;-;31,73;15,42;38,66;29,56;16,36
2010;31025;Curvelo (MG);1454533;-;26,8;23,89;12,39;38,96;24,76
2010;31026;Bom Despacho (MG);2250182;-;41,46;13,18;20,12;48,06;18,65
2010;31027;Sete Lagoas (MG);7872444;-;4,91;3,22;42,9;39,83;14,05
2010;31028;Conceição do Mato Dentro (MG);546023;-;0,34;12,12;19,66;29,91;38,31
2010;31029;Pará de Minas (MG);1961233;-;1,22;7,62;30,33;46,45;15,6
2010;31030;Belo Horizonte (MG);123243483;-;76,79;0,18;33,88;54,45;11,49
2010;31031;Itabira (MG);10698612;-;6,67;1,28;59,54;29,5;9,68
2010;31032;Itaguara (MG);1457063;-;0,91;4,41;58,3;26,08;11,21
2010;31033;Ouro Preto (MG);9303461;-;5,8;0,35;69,42;24,52;5,71
2010;31034;Conselheiro Lafaiete (MG);5415531;-;3,37;1,06;48,72;36,96;13,26
2010;31035;Guanhães (MG);903934;-;4,25;11,2;14,08;39,26;35,46
2010;31036;Peçanha (MG);444308;-;2,09;19,96;12,73;26,25;41,07
2010;31037;Governador Valadares (MG);4334976;-;20,37;3,57;16,44;54,45;25,54
2010;31038;Mantena (MG);411465;-;1,93;10,37;8,91;42,55;38,17
2010;31039;Ipatinga (MG);12339918;-;57,97;0,5;49,5;37,66;12,33
2010;31040;Caratinga (MG);1739906;-;8,17;10,89;10,8;44,65;33,66
2010;31041;Aimorés (MG);1111216;-;5,22;15,05;15,06;37,56;32,33
2010;31042;Piuí (MG);1180254;-;8,96;25,18;13,11;43,19;18,52
2010;31043;Divinópolis (MG);7487741;-;56,87;3,18;31,72;48,02;17,08
2010;31044;Formiga (MG);2154869;-;16,37;8,02;30,46;43,81;17,7
2010;31045;Campo Belo (MG);1129293;-;8,58;13,91;17,38;45,44;23,27
2010;31046;Oliveira (MG);1213761;-;9,22;13,85;17,93;43,8;24,42
2010;31047;Passos (MG);4212589;-;10,79;9,81;42,57;34,05;13,57
2010;31048;São Sebastião do Paraíso (MG);3786356;-;9,7;14,81;21,04;47,12;17,03
2010;31049;Alfenas (MG);3042308;-;7,8;16,21;16,68;49,02;18,08
2010;31050;Varginha (MG);7369555;-;18,88;9,21;21,75;53,27;15,77
2010;31051;Poços de Caldas (MG);5861196;-;15,02;6,32;26,26;50,77;16,64
2010;31052;Pouso Alegre (MG);6896346;-;17,67;4,85;31,54;50,15;13,46
2010;31053;Santa Rita do Sapucaí (MG);2023576;-;5,19;12,01;30,17;39,87;17,95
2010;31054;São Lourenço (MG);2360579;-;6,05;15,57;16,06;46;22,37
2010;31055;Andrelândia (MG);615608;-;1,58;14,5;16,99;37,64;30,87
2010;31056;Itajubá (MG);2855845;-;7,32;5,47;37,28;40,83;16,41
2010;31057;Lavras (MG);2260665;-;33,09;8,4;28,43;45,71;17,46
2010;31058;São João Del Rei (MG);1930125;-;28,25;8,15;21,83;47,43;22,59
2010;31059;Barbacena (MG);2641087;-;38,66;6,46;27,23;44,74;21,57
2010;31060;Ponte Nova (MG);1652855;-;6,03;10,78;15,83;44,54;28,85
2010;31061;Manhuaçu (MG);2692580;-;9,82;19,22;12,95;43,44;24,4
2010;31062;Viçosa (MG);1670716;-;6,09;13,2;11,01;45,18;30,62
2010;31063;Muriaé (MG);2543349;-;9,27;7,97;16,02;49,65;26,36
2010;31064;Ubá (MG);3906665;-;14,24;3,94;46,83;33,38;15,85
2010;31065;Juiz de Fora (MG);12011247;-;43,79;1,86;25,69;55,31;17,14
2010;31066;Cataguases (MG);2948921;-;10,75;4,02;30,84;46,37;18,77
2010;32001;Barra de São Francisco (ES);918005;-;18,15;9,45;25,1;32,5;32,96
2010;32002;Nova Venécia (ES);1378338;-;27,25;16,94;15,03;37,7;30,33
2010;32003;Colatina (ES);2761227;-;54,6;4,61;23,41;46,36;25,63
2010;32004;Montanha (ES);669701;-;5,69;32,78;10;28,51;28,7
2010;32005;São Mateus (ES);2253656;-;19,14;12,23;19,38;38,84;29,54
2010;32006;Linhares (ES);8850998;-;75,17;3,96;53,61;28,89;13,54
2010;32007;Afonso Cláudio (ES);1421731;-;2,48;16,31;11,93;39,93;31,84
2010;32008;Santa Teresa (ES);1237788;-;2,16;27,26;10,65;33,88;28,21
2010;32009;Vitória (ES);48219811;-;84,13;0,11;34,1;52,19;13,59
2010;32010;Guarapari (ES);6436944;-;11,23;1,51;61,55;26,82;10,12
2010;32011;Alegre (ES);1296884;-;11,62;11,88;8,43;37,87;41,82
2010;32012;Cachoeiro de Itapemirim (ES);4691710;-;42,03;3,38;30,08;42,28;24,25
2010;32013;Itapemirim (ES);5173492;-;46,35;2,41;73,39;18,9;5,3
2010;33001;Itaperuna (RJ);2513299;-;63,88;4,53;14,72;44,76;35,99
2010;33002;Santo Antônio de Pádua (RJ);1420818;-;36,12;8,2;11,97;39,12;40,71
2010;33003;Campos dos Goytacazes (RJ);45768671;-;71,56;0,61;65,19;27,77;6,43
2010;33004;Macaé (RJ);18188054;-;28,44;0,39;52,75;36,66;10,2
2010;33005;Três Rios (RJ);3348769;-;38,75;1,98;23,55;50,59;23,88
2010;33006;Cantagalo-Cordeiro (RJ);1294387;-;14,98;2,5;44,86;27,64;25,01
2010;33007;Nova Friburgo (RJ);3638233;-;42,1;4,85;19,11;45,4;30,64
2010;33008;Santa Maria Madalena (RJ);360211;-;4,17;12,87;18,72;23,61;44,8
2010;33009;Bacia de São João (RJ);11255029;-;41,97;0,22;63,31;28,75;7,72
2010;33010;Lagos (RJ);15559871;-;58,03;0,42;45,94;37;16,64
2010;33011;Vale do Paraíba Fluminense (RJ);27292495;-;73,33;0,5;45,14;40,43;13,93
2010;33012;Barra do Piraí (RJ);2787638;-;7,49;2,18;25,64;44;28,17
2010;33013;Baía da Ilha Grande (RJ);7140521;-;19,18;0,38;42,07;39,66;17,89
2010;33014;Vassouras (RJ);1928340;-;0,62;3,29;9,95;46,11;40,65
2010;33015;Serrana (RJ);10738228;-;3,47;2,14;26,18;49,95;21,73
2010;33016;Macacu-Caceribu (RJ);2074383;-;0,67;1,33;24,45;47,17;27,04
2010;33017;Itaguaí (RJ);7263023;-;2,35;0,39;14,16;68,83;16,62
2010;33018;Rio de Janeiro (RJ);287286132;-;92,89;0,05;18,22;60,79;20,95
2010;35001;Jales (SP);2209755;-;7,24;17,55;17,33;45,38;19,74
2010;35002;Fernandópolis (SP);1868130;-;6,12;11,41;22,83;48,93;16,83
2010;35003;Votuporanga (SP);2427605;-;7,95;10,83;27;47,33;14,84
2010;35004;São José do Rio Preto (SP);16711377;-;54,73;7,83;22,27;57,76;12,14
2010;35005;Catanduva (SP);4190565;-;13,72;10,58;24,14;50,03;15,25
2010;35006;Auriflama (SP);601894;-;1,97;25,26;16,56;35,29;22,89
2010;35007;Nhandeara (SP);1314413;-;4,3;24,36;25,76;36,11;13,77
2010;35008;Novo Horizonte (SP);1209178;-;3,96;24,76;17,82;38,87;18,55
2010;35009;Barretos (SP);3241098;-;6,1;11,7;28,96;46,46;12,88
2010;35010;São Joaquim da Barra (SP);5059126;-;9,51;16,65;31,77;39,4;12,18
2010;35011;Ituverava (SP);1581116;-;2,97;16,4;19,3;47,43;16,87
2010;35012;Franca (SP);6611711;-;12,43;7,08;28,93;49,47;14,52
2010;35013;Jaboticabal (SP);7360599;-;13,84;12,15;24,48;48,06;15,32
2010;35014;Ribeirão Preto (SP);27406022;-;51,54;3,02;24,21;61,65;11,13
2010;35015;Batatais (SP);1914561;-;3,6;22,27;20,94;41,89;14,89
2010;35016;Andradina (SP);3303214;-;25,15;16,69;24,97;42,35;15,99
2010;35017;Araçatuba (SP);5682599;-;43,27;11,3;21,87;54,56;12,27
2010;35018;Birigui (SP);4148528;-;31,59;12,66;28,44;42,14;16,75
2010;35019;Lins (SP);4437315;-;14,11;8,77;41,76;40,06;9,42
2010;35020;Bauru (SP);12973261;-;41,25;5,17;29,02;53,86;11,95
2010;35021;Jaú (SP);7064533;-;22,46;6,18;30,8;49,85;13,16
2010;35022;Avaré (SP);2600125;-;8,27;19,7;15,59;45,66;19,05
2010;35023;Botucatu (SP);4378067;-;13,92;9,92;32,84;44,87;12,37
2010;35024;Araraquara (SP);10843881;-;56,49;6,86;30,95;49,4;12,78
2010;35025;São Carlos (SP);8353375;-;43,51;4,8;39,38;44,91;10,91
2010;35026;Rio Claro (SP);6780624;-;17,34;3,43;42,81;42,78;10,98
2010;35027;Limeira (SP);15422487;-;39,45;2,56;40,67;46,48;10,29
2010;35028;Piracicaba (SP);16890067;-;43,2;3,7;36,74;49,83;9,73
2010;35029;Pirassununga (SP);3538586;-;2,69;9,24;30,09;46,14;14,53
2010;35030;São João da Boa Vista (SP);6956972;-;5,28;9,03;26,87;48,55;15,55
2010;35031;Mogi Mirim (SP);9746396;-;7,4;5,25;38,21;44,48;12,06
2010;35032;Campinas (SP);107565070;-;81,68;0,42;38,83;52,42;8,33
2010;35033;Amparo (SP);3888000;-;2,95;7,13;35,16;44,69;13,01
2010;35034;Dracena (SP);1723016;-;11,95;16,91;15,25;50,03;17,81
2010;35035;Adamantina (SP);2347224;-;16,28;14,89;18,99;48,13;17,99
2010;35036;Presidente Prudente (SP);10351853;-;71,78;8,84;26,43;49,83;14,9
2010;35037;Tupã (SP);1979482;-;23,4;24,82;18,6;43,01;13,57
2010;35038;Marília (SP);6478682;-;76,6;5,61;24,77;54,36;15,27
2010;35039;Assis (SP);5014696;-;52,73;16,14;22,71;46,15;15
2010;35040;Ourinhos (SP);4495873;-;47,27;9,95;22,6;50,2;17,26
2010;35041;Itapeva (SP);2813753;-;20,24;19,37;15,56;42,87;22,2
2010;35042;Itapetininga (SP);3403723;-;24,48;16,01;31,29;38,94;13,76
2010;35043;Tatuí (SP);6094472;-;43,83;5,01;41,75;40,85;12,38
2010;35044;Capão Bonito (SP);1592039;-;11,45;24;24,13;30,23;21,65
2010;35045;Piedade (SP);2035020;-;2,32;22,77;14,2;40,93;22,1
2010;35046;Sorocaba (SP);39023836;-;44,48;0,82;40,93;48,15;10,09
2010;35047;Jundiaí (SP);34513784;-;39,34;0,33;39,16;54,63;5,88
2010;35048;Bragança Paulista (SP);12170010;-;13,87;4,58;34,68;48,56;12,18
2010;35049;Campos do Jordão (SP);884193;-;1,3;4,46;12,7;60,33;22,51
2010;35050;São José dos Campos (SP);52320820;-;76,96;0,24;49,84;41,59;8,32
2010;35051;Guaratinguetá (SP);7118172;-;10,47;0,91;34,17;49,53;15,39
2010;35052;Bananal (SP);230864;-;0,34;9,81;21,08;32,67;36,44
2010;35053;Paraibuna/Paraitinga (SP);733443;-;1,08;9,48;25,98;35,96;28,58
2010;35054;Caraguatatuba (SP);6698877;-;9,85;0,41;17,34;63,57;18,68
2010;35055;Registro (SP);4133809;-;65,72;23,13;22,22;38,88;15,77
2010;35056;Itanhaém (SP);2156332;-;34,28;5,59;9,7;55,73;28,98
2010;35057;Osasco (SP);94210945;-;12,27;0,04;16,03;77,51;6,41
2010;35058;Franco da Rocha (SP);5612498;-;0,73;0,15;37,03;43;19,82
2010;35059;Guarulhos (SP);38609367;-;5,03;0,13;34,55;55,27;10,05
2010;35060;Itapecerica da Serra (SP);21064628;-;2,74;0,14;34,31;52,68;12,87
2010;35061;São Paulo (SP);546630588;-;71,17;0;19,95;72,51;7,54
2010;35062;Mogi das Cruzes (SP);26782375;-;3,49;1,82;39,98;45,16;13,04
2010;35063;Santos (SP);35191364;-;4,58;0,07;27,06;58,62;14,24
2010;41001;Paranavaí (PR);3362873;-;36,57;23,7;18,53;38,05;19,72
2010;41002;Umuarama (PR);3551706;-;38,63;16,6;18,93;46,16;18,31
2010;41003;Cianorte (PR);2280318;-;24,8;18,35;29,72;36,61;15,32
2010;41004;Goioerê (PR);1620002;-;32,07;31,28;10,03;41,21;17,49
2010;41005;Campo Mourão (PR);3430795;-;67,93;18,76;18,13;47,61;15,51
2010;41006;Astorga (PR);2626799;-;7,02;23,44;20,35;38,16;18,05
2010;41007;Porecatu (PR);1265373;-;3,38;18,73;27,29;38,05;15,93
2010;41008;Floraí (PR);564650;-;1,51;39,65;8,34;36,09;15,92
2010;41009;Maringá (PR);10533935;-;28,15;2,63;22,02;62,66;12,7
2010;41010;Apucarana (PR);5331029;-;14,25;7,59;33,81;45,71;12,9
2010;41011;Londrina (PR);15178320;-;40,56;3,46;23,41;60,91;12,21
2010;41012;Faxinal (PR);512558;-;1,37;32,95;7,29;37;22,76
2010;41013;Ivaiporã (PR);1409312;-;3,77;27,43;8,48;40,37;23,72
2010;41014;Assaí (PR);792859;-;11,41;24,13;15,87;37,96;22,04
2010;41015;Cornélio Procópio (PR);2358198;-;33,93;22,18;15,72;43,85;18,25
2010;41016;Jacarezinho (PR);1752004;-;25,21;19,48;25,14;39,11;16,27
2010;41017;Ibaiti (PR);763674;-;10,99;30,94;9,4;37,34;22,32
2010;41018;Wenceslau Braz (PR);1283503;-;18,47;36,81;10,94;34,59;17,66
2010;41019;Telêmaco Borba (PR);2996400;-;21,49;27,13;34,63;25,06;13,18
2010;41020;Jaguariaíva (PR);1907396;-;13,68;24,09;35,7;26,58;13,63
2010;41021;Ponta Grossa (PR);9041463;-;64,84;8,38;32,49;47,44;11,69
2010;41022;Toledo (PR);7182506;-;29,63;21,05;19,73;45,74;13,47
2010;41023;Cascavel (PR);8168801;-;33,7;13,25;22,67;51,23;12,85
2010;41024;Foz do Iguaçu (PR);8887351;-;36,67;6,87;44,13;37,11;11,89
2010;41025;Capanema (PR);1309254;-;15,13;30,68;15,37;36,97;16,99
2010;41026;Francisco Beltrão (PR);3564548;-;41,2;26,74;16,92;39,89;16,44
2010;41027;Pato Branco (PR);3777143;-;43,66;12,42;42,38;34,8;10,4
2010;41028;Pitanga (PR);702614;-;8,77;33,21;7,09;34,18;25,52
2010;41029;Guarapuava (PR);5728954;-;71,5;14,29;35,05;35,59;15,08
2010;41030;Palmas (PR);1581398;-;19,74;15,81;42,4;28,76;13,03
2010;41031;Prudentópolis (PR);1605441;-;29,03;42,16;11,63;28,18;18,04
2010;41032;Irati (PR);1444525;-;26,12;28,48;20,02;35,83;15,68
2010;41033;União da Vitória (PR);1582975;-;28,62;28,69;15,46;37,24;18,6
2010;41034;São Mateus do Sul (PR);898203;-;16,24;37,46;14,31;31,99;16,24
2010;41035;Cerro Azul (PR);274730;-;0,26;54,36;5,83;14,91;24,9
2010;41036;Lapa (PR);821031;-;0,77;25,86;18,61;40,99;14,54
2010;41037;Curitiba (PR);98106625;-;92,37;0,8;31,67;58,25;9,28
2010;41038;Paranaguá (PR);5426900;-;5,11;1,82;27,62;57,19;13,37
2010;41039;Rio Negro (PR);1579089;-;1,49;26,99;28,66;30,62;13,73
2010;42001;São Miguel do Oeste (SC);3149039;-;11,43;19,11;23,2;41,7;15,99
2010;42002;Chapecó (SC);9928626;-;36,05;11,11;27,66;48,97;12,26
2010;42003;Xanxerê (SC);3442394;-;12,5;17,61;28,83;40,13;13,43
2010;42004;Joaçaba (SC);7441764;-;27,02;16,47;29,08;41,06;13,39
2010;42005;Concórdia (SC);3579874;-;13;16,79;33,98;37;12,23
2010;42006;Canoinhas (SC);4232422;-;11,81;23,49;24,68;35,99;15,83
2010;42007;São Bento do Sul (SC);2743148;-;7,65;7,19;41,69;36,68;14,44
2010;42008;Joinville (SC);28868697;-;80,54;1,08;47,82;41,57;9,53
2010;42009;Curitibanos (SC);2738875;-;35,71;20,09;34,38;32,22;13,31
2010;42010;Campos de Lages (SC);4931925;-;64,29;13,56;27,6;42,1;16,74
2010;42011;Rio do Sul (SC);4005025;-;9,41;13,49;28,32;43,29;14,9
2010;42012;Blumenau (SC);19885078;-;46,73;1,06;43,01;45,22;10,72
2010;42013;Itajaí (SC);17643243;-;41,46;1,31;20,62;64,89;13,18
2010;42014;Ituporanga (SC);1019600;-;2,4;30,82;18,67;35,3;15,2
2010;42015;Tijucas (SC);1752847;-;7,54;7,06;39,17;38,29;15,47
2010;42016;Florianópolis (SC);21107189;-;90,81;1,84;18,98;64,97;14,21
2010;42017;Tabuleiro (SC);382097;-;1,64;37,65;12,74;30,62;18,98
2010;42018;Tubarão (SC);6567412;-;38,92;7,9;31,94;44,05;16,11
2010;42019;Criciúma (SC);7541695;-;44,69;3,24;37,02;45,73;14,01
2010;42020;Araranguá (SC);2765057;-;16,39;16,87;21,11;44,25;17,77
2010;43001;Santa Rosa (RS);2898020;-;7,49;15,86;20,98;46,87;16,29
2010;43002;Três Passos (RS);2602703;-;6,73;21,14;29,23;32,99;16,65
2010;43003;Frederico Westphalen (RS);2391604;-;6,18;28,28;10,76;39,85;21,11
2010;43004;Erechim (RS);5402677;-;13,97;11,7;44,18;32,59;11,53
2010;43005;Sananduva (RS);1024801;-;2,65;37,91;6,92;37,73;17,44
2010;43006;Cerro Largo (RS);1099452;-;2,84;24,92;10,77;45,76;18,55
2010;43007;Santo Ângelo (RS);3236690;-;8,37;26,44;10,59;45,58;17,39
2010;43008;Ijuí (RS);4005519;-;10,36;17,11;19,02;49,18;14,68
2010;43009;Carazinho (RS);3090953;-;7,99;23,81;14,88;45,56;15,76
2010;43010;Passo Fundo (RS);7214562;-;18,66;14,91;17,37;54,36;13,36
2010;43011;Cruz Alta (RS);3669125;-;9,49;22,66;17,26;47,69;12,38
2010;43012;Não-Me-Toque (RS);1249615;-;3,23;21,25;27,91;39,53;11,32
2010;43013;Soledade (RS);787452;-;2,04;27,44;9,26;38,32;24,98
2010;43014;Guaporé (RS);2944415;-;9,01;17,99;34,52;34,09;13,4
2010;43015;Vacaria (RS);3395243;-;10,39;29,66;19,47;37,3;13,56
2010;43016;Caxias do Sul (RS);26333557;-;80,6;2,7;44,31;43,23;9,77
2010;43017;Santiago (RS);2168323;-;26;29,09;18,49;37,76;14,66
2010;43018;Santa Maria (RS);5308241;-;63,65;9,23;13,75;57,85;19,16
2010;43019;Restinga Seca (RS);863231;-;10,35;27,17;12,35;38,85;21,64
2010;43020;Santa Cruz do Sul (RS);7832439;-;46,67;11,84;30,76;44,36;13,04
2010;43021;Lajeado-Estrela (RS);6867799;-;40,93;10,75;31,33;44,52;13,39
2010;43022;Cachoeira do Sul (RS);2081138;-;12,4;22,19;15,75;42,29;19,76
2010;43023;Montenegro (RS);4587304;-;3,8;8,21;40,62;37,27;13,9
2010;43024;Gramado-Canela (RS);6801637;-;5,63;1,98;43,79;41,15;13,09
2010;43025;São Jerônimo (RS);7555921;-;6,25;4,11;61,49;27,13;7,26
2010;43026;Porto Alegre (RS);94759403;-;78,44;0,32;27,37;59,68;12,64
2010;43027;Osório (RS);5292857;-;4,38;9,18;16,32;52,03;22,47
2010;43028;Camaquã (RS);1810566;-;1,5;24,38;12,89;42,51;20,22
2010;43029;Campanha Ocidental (RS);5080189;-;51,99;25,32;11,31;43,73;19,63
2010;43030;Campanha Central (RS);2483154;-;25,41;19,97;12,44;47,15;20,44
2010;43031;Campanha Meridional (RS);2207611;-;22,59;18,72;11,27;47,78;22,23
2010;43032;Serras de Sudeste (RS);1797817;-;12,66;16,42;39,76;25,05;18,77
2010;43033;Pelotas (RS);5844318;-;41,15;9,2;14,23;54,17;22,41
2010;43034;Jaguarão (RS);683881;-;4,82;35,31;7,57;36,41;20,71
2010;43035;Litoral Lagunar (RS);5876949;-;41,38;8,02;20,14;56,56;15,29
2010;50001;Baixo Pantanal (MS);2232852;-;66,83;10,83;25,3;38,74;25,13
2010;50002;Aquidauana (MS);1108464;-;33,17;23,78;7,88;35,01;33,33
2010;50003;Alto Taquari (MS);2242801;-;11,96;31,75;12,46;35,23;20,56
2010;50004;Campo Grande (MS);16507760;-;88,04;4,3;19,5;55,82;20,38
2010;50005;Cassilândia (MS);1637862;-;14,64;32,96;12,2;40,21;14,63
2010;50006;Paranaíba (MS);2727410;-;24,38;23,56;50,86;15,55;10,03
2010;50007;Três Lagoas (MS);5099009;-;45,58;21,96;43,15;23,15;11,74
2010;50008;Nova Andradina (MS);1723341;-;15,4;19,42;29,14;31,21;20,23
2010;50009;Bodoquena (MS);1258939;-;9;26,65;10,78;31,61;30,96
2010;50010;Dourados (MS);9654339;-;69;23,5;15,78;41,05;19,68
2010;50011;Iguatemi (MS);3077880;-;22;28,75;17,05;27,47;26,73
2010;51001;Aripuanã (MT);1583659;-;8,91;19,35;17,63;34,4;28,62
2010;51002;Alta Floresta (MT);1179081;-;6,63;19,49;15,75;36,65;28,11
2010;51003;Colíder (MT);1557148;-;8,76;16,48;17,54;36,53;29,45
2010;51004;Parecis (MT);3127711;-;17,6;41,6;13,8;33,83;10,77
2010;51005;Arinos (MT);1169998;-;6,58;30,78;19,3;29,2;20,73
2010;51006;Alto Teles Pires (MT);5639630;-;31,73;24,3;21,65;41,96;12,09
2010;51007;Sinop (MT);3059009;-;17,21;9,8;18,42;52,02;19,75
2010;51008;Paranatinga (MT);459756;-;2,59;32,11;17,5;26,39;24,01
2010;51009;Norte Araguaia (MT);1068848;-;28,57;30,79;6,68;28,27;34,26
2010;51010;Canarana (MT);1673164;-;44,72;33,52;8,85;37,39;20,24
2010;51011;Médio Araguaia (MT);999454;-;26,71;10,53;19,05;48,81;21,6
2010;51012;Alto Guaporé (MT);906913;-;16,84;19,55;19,57;36,82;24,07
2010;51013;Tangará da Serra (MT);2888427;-;53,62;25,38;24,43;33,83;16,36
2010;51014;Jauru (MT);1591256;-;29,54;22,07;26,99;28,77;22,17
2010;51015;Alto Paraguai (MT);270668;-;1,45;20,05;9,82;32,97;37,16
2010;51016;Rosário Oeste (MT);276126;-;1,48;23,94;18,86;22,68;34,51
2010;51017;Cuiabá (MT);16865829;-;90,32;1,13;20,07;61,38;17,41
2010;51018;Alto Pantanal (MT);1261735;-;6,76;15,08;9,91;43,17;31,84
2010;51019;Primavera do Leste (MT);2459421;-;22,31;28,41;14,49;44,94;12,16
2010;51020;Tesouro (MT);730453;-;6,63;51,52;4,59;19,68;24,21
