Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010;;;;;;;;;
Ano;Cód.;Microrregião Geográfica;Produto Interno Bruto a preços correntes (Mil Reais);Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da microrregião geográfica (%);Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da mesorregião geográfica (%);Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes total (%)
2015;31007;Montes Claros (MG);10068372;-;47,32;3,69;18,16;53,66;24,49
2015;31008;Grão Mogol (MG);549813;-;2,58;17,25;36,07;14,85;31,83
2015;31009;Bocaiúva (MG);931384;-;4,38;15,32;17,37;36,68;30,62
2015;31010;Diamantina (MG);1068974;-;15,35;10,85;9,4;48,18;31,58
2015;31011;Capelinha (MG);2232540;-;32,06;27,56;6,32;32,26;33,86
2015;31012;Araçuaí (MG);1237965;-;17,78;7,8;8,2;37,52;46,48
2015;31013;Pedra Azul (MG);870116;-;12,5;4,71;10,91;47,33;37,04
2015;31014;Almenara (MG);1553010;-;22,31;9,87;7,75;37,22;45,15
2015;31015;Teófilo Otoni (MG);3306665;-;68,47;7,34;9,79;51,76;31,11
2015;31016;Nanuque (MG);1522417;-;31,53;12,4;14,34;41,89;31,37
2015;31017;Ituiutaba (MG);3888108;-;4,68;12,01;21,14;49,65;17,19
2015;31018;Uberlândia (MG);37515198;-;45,2;5,17;30,71;52,78;11,34
2015;31019;Patrocínio (MG);5047082;-;6,08;21,85;11,15;49,93;17,07
2015;31020;Patos de Minas (MG);6257095;-;7,54;14,91;14,11;53,11;17,86
2015;31021;Frutal (MG);6247309;-;7,53;13,54;40,34;32,81;13,31
2015;31022;Uberaba (MG);14305531;-;17,24;6,73;33,05;48,85;11,36
2015;31023;Araxá (MG);9741831;-;11,74;13,96;38,61;37,14;10,28
2015;31024;Três Marias (MG);2760723;-;30,58;14,11;35,79;33,7;16,41
2015;31025;Curvelo (MG);2444372;-;27,08;21,22;9,39;44,09;25,3
2015;31026;Bom Despacho (MG);3822316;-;42,34;11,57;17,95;51,8;18,67
2015;31027;Sete Lagoas (MG);10681450;-;4,93;3,11;34,29;45,07;17,53
2015;31028;Conceição do Mato Dentro (MG);1434476;-;0,66;5,54;36,03;32,53;25,9
2015;31029;Pará de Minas (MG);3015252;-;1,39;7;24,27;50,96;17,77
2015;31030;Belo Horizonte (MG);169609784;-;78,22;0,19;26,52;59,41;13,88
2015;31031;Itabira (MG);11477972;-;5,29;1,52;44,85;37,76;15,86
2015;31032;Itaguara (MG);1994072;-;0,92;6,9;45,9;31,84;15,36
2015;31033;Ouro Preto (MG);10122929;-;4,67;0,46;58,19;31,52;9,82
2015;31034;Conselheiro Lafaiete (MG);8494200;-;3,92;1,16;45,3;38,6;14,94
2015;31035;Guanhães (MG);1635777;-;5,47;9,58;15,98;41,28;33,16
2015;31036;Peçanha (MG);689187;-;2,31;18,93;4,93;31,23;44,9
2015;31037;Governador Valadares (MG);6865436;-;22,97;3,83;11,83;57,53;26,81
2015;31038;Mantena (MG);703974;-;2,36;13,39;8,12;42,49;36
2015;31039;Ipatinga (MG);15233891;-;50,97;0,53;40,49;43,96;15,01
2015;31040;Caratinga (MG);2944429;-;9,85;9,88;9,19;47,6;33,33
2015;31041;Aimorés (MG);1812868;-;6,07;15,25;11,92;40,81;32,02
2015;31042;Piuí (MG);1987784;-;9,11;21,32;16,23;44,21;18,24
2015;31043;Divinópolis (MG);12257020;-;56,17;3,24;28,79;50,17;17,8
2015;31044;Formiga (MG);3663813;-;16,79;8,66;28,71;45;17,62
2015;31045;Campo Belo (MG);1780238;-;8,16;11,53;14,22;48,71;25,53
2015;31046;Oliveira (MG);2130608;-;9,76;13,15;14,14;47,89;24,82
2015;31047;Passos (MG);4989503;-;7,83;11,09;24,56;45,16;19,2
2015;31048;São Sebastião do Paraíso (MG);6344036;-;9,95;10,94;17,14;54,01;17,91
2015;31049;Alfenas (MG);4780482;-;7,5;12,41;14,11;53,96;19,52
2015;31050;Varginha (MG);10714467;-;16,81;7,82;18,71;55,37;18,1
2015;31051;Poços de Caldas (MG);9921922;-;15,57;5,69;23,33;54,67;16,31
2015;31052;Pouso Alegre (MG);14760512;-;23,16;3,14;25,35;60,1;11,42
2015;31053;Santa Rita do Sapucaí (MG);3295216;-;5,17;9,75;24,28;47,1;18,87
2015;31054;São Lourenço (MG);3869968;-;6,07;11,75;16,17;48,97;23,11
2015;31055;Andrelândia (MG);1078885;-;1,69;23,6;10,09;37,3;29,01
2015;31056;Itajubá (MG);3986057;-;6,25;5,47;26,61;48,09;19,83
2015;31057;Lavras (MG);3236488;-;31,38;8,49;19,75;50,83;20,93
2015;31058;São João Del Rei (MG);3194111;-;30,97;9,03;18,29;49,2;23,48
2015;31059;Barbacena (MG);3883732;-;37,65;8,27;16,7;50,42;24,61
2015;31060;Ponte Nova (MG);2805797;-;6,72;11,02;13,51;47,14;28,33
2015;31061;Manhuaçu (MG);4655816;-;11,16;14,11;13,41;48,2;24,28
2015;31062;Viçosa (MG);2844088;-;6,81;11,93;9,42;47,88;30,77
2015;31063;Muriaé (MG);4206472;-;10,08;8,24;11,9;52,97;26,89
2015;31064;Ubá (MG);5330505;-;12,77;4,44;32,54;42,46;20,56
2015;31065;Juiz de Fora (MG);17752564;-;42,54;1,65;20,91;58,75;18,7
2015;31066;Cataguases (MG);4140957;-;9,92;4,39;20,69;52,89;22,03
2015;32001;Barra de São Francisco (ES);1422957;-;16,77;11,01;22,53;37,16;29,3
2015;32002;Nova Venécia (ES);2382888;-;28,08;15,81;12,41;47,14;24,64
2015;32003;Colatina (ES);4679040;-;55,15;5,91;25,21;47,85;21,03
2015;32004;Montanha (ES);872215;-;5,16;22,7;9,08;38,07;30,15
2015;32005;São Mateus (ES);3590983;-;21,25;11,6;17,47;44,39;26,54
2015;32006;Linhares (ES);12436029;-;73,59;3,99;46,36;35,11;14,54
2015;32007;Afonso Cláudio (ES);2369283;-;3,27;17,18;14,11;42,26;26,45
2015;32008;Santa Teresa (ES);2214829;-;3,06;32,15;9,06;36,82;21,97
2015;32009;Vitória (ES);61873405;-;85,36;0,19;21,63;63,68;14,5
2015;32010;Guarapari (ES);6029680;-;8,32;3,35;39,33;40,12;17,19
2015;32011;Alegre (ES);2282786;-;10,15;14,53;11,35;42,43;31,7
2015;32012;Cachoeiro de Itapemirim (ES);7243861;-;32,2;4,03;26,21;48,08;21,68
2015;32013;Itapemirim (ES);12968024;-;57,65;1,31;71,95;22,41;4,33
2015;33001;Itaperuna (RJ);4177918;-;61,62;4,78;13,98;47,14;34,09
2015;33002;Santo Antônio de Pádua (RJ);2602010;-;38,38;8,7;12,99;43,43;34,88
2015;33003;Campos dos Goytacazes (RJ);43405660;-;65,44;1,27;54,32;33,94;10,47
2015;33004;Macaé (RJ);22923925;-;34,56;0,48;40,61;42,89;16,03
2015;33005;Três Rios (RJ);5799918;-;41,72;2,25;29,15;46,97;21,63
2015;33006;Cantagalo-Cordeiro (RJ);1900693;-;13,67;2,58;38,52;31,73;27,17
2015;33007;Nova Friburgo (RJ);5708643;-;41,06;6;14,52;49,55;29,93
2015;33008;Santa Maria Madalena (RJ);494069;-;3,55;14,93;5,46;28,34;51,26
2015;33009;Bacia de São João (RJ);11071846;-;35,19;0,44;50,63;34,41;14,52
2015;33010;Lagos (RJ);20394095;-;64,81;0,75;35,38;42,23;21,65
2015;33011;Vale do Paraíba Fluminense (RJ);30975855;-;69,09;0,8;31,54;49,13;18,53
2015;33012;Barra do Piraí (RJ);4035849;-;9;2,19;23,98;43,18;30,65
2015;33013;Baía da Ilha Grande (RJ);9823627;-;21,91;0,74;32,5;47,01;19,76
2015;33014;Vassouras (RJ);3414615;-;0,69;3,41;13,29;47,26;36,04
2015;33015;Serrana (RJ);16903647;-;3,41;2,84;24,52;51,23;21,4
2015;33016;Macacu-Caceribu (RJ);2474710;-;0,5;2,61;16,58;45,87;34,93
2015;33017;Itaguaí (RJ);13395030;-;2,7;0,38;16,16;68,18;15,28
2015;33018;Rio de Janeiro (RJ);459636844;-;92,7;0,07;17,64;61,74;20,55
2015;35001;Jales (SP);3493954;-;7,06;12,58;16,54;51,18;19,7
2015;35002;Fernandópolis (SP);3679592;-;7,44;5,76;37,51;43,53;13,2
2015;35003;Votuporanga (SP);3796028;-;7,67;7,16;24,02;53,28;15,55
2015;35004;São José do Rio Preto (SP);26689393;-;53,93;4,39;23,6;59,8;12,21
2015;35005;Catanduva (SP);6238463;-;12,61;4,95;24,97;54,29;15,79
2015;35006;Auriflama (SP);1071717;-;2,17;11,42;27,55;40,12;20,91
2015;35007;Nhandeara (SP);2175176;-;4,4;11,21;42,58;32,78;13,43
2015;35008;Novo Horizonte (SP);2343205;-;4,73;16,17;25,59;43,39;14,86
2015;35009;Barretos (SP);5109282;-;6,11;5,22;30,58;51,96;12,25
2015;35010;São Joaquim da Barra (SP);9006715;-;10,77;8,45;45,02;35,86;10,67
2015;35011;Ituverava (SP);2933349;-;3,51;9,16;15,25;60,59;15
2015;35012;Franca (SP);11376749;-;13,61;4,27;30,93;51,76;13,04
2015;35013;Jaboticabal (SP);11581069;-;13,85;6,64;20,79;57,43;15,14
2015;35014;Ribeirão Preto (SP);40868979;-;48,89;1,81;18,86;67,28;12,05
2015;35015;Batatais (SP);2722705;-;3,26;15,48;18,43;49,51;16,58
2015;35016;Andradina (SP);5942151;-;26,7;9,35;32,83;43,36;14,46
2015;35017;Araçatuba (SP);9122660;-;40,98;5,29;28,03;55,17;11,51
2015;35018;Birigui (SP);7194258;-;32,32;5,43;35,52;43,23;15,82
2015;35019;Lins (SP);7348779;-;14,76;3,82;51,43;35,76;8,99
2015;35020;Bauru (SP);19802819;-;39,77;3,16;25,51;58,84;12,49
2015;35021;Jaú (SP);11702014;-;23,5;3,52;32,46;51,43;12,58
2015;35022;Avaré (SP);4430146;-;8,9;10,74;19,19;51,77;18,3
2015;35023;Botucatu (SP);6515821;-;13,08;4,48;34,07;48,72;12,73
2015;35024;Araraquara (SP);17164558;-;57,2;3,52;28,11;55,16;13,22
2015;35025;São Carlos (SP);12842371;-;42,8;2,5;34,38;51,89;11,23
2015;35026;Rio Claro (SP);10354478;-;16,89;2,15;37,01;48,86;11,98
2015;35027;Limeira (SP);23769056;-;38,77;1,5;29,99;56,37;12,14
2015;35028;Piracicaba (SP);27179527;-;44,34;1,78;31,67;55,85;10,7
2015;35029;Pirassununga (SP);4986182;-;2,52;3,66;24,4;55,19;16,75
2015;35030;São João da Boa Vista (SP);10734748;-;5,43;8,38;19,2;56,71;15,71
2015;35031;Mogi Mirim (SP);14271780;-;7,21;5,31;29,55;52,23;12,91
2015;35032;Campinas (SP);162204919;-;81,98;0,57;30,69;59,85;8,89
2015;35033;Amparo (SP);5650568;-;2,86;6,26;27,05;52,04;14,65
2015;35034;Dracena (SP);3215386;-;13,18;8,25;31,43;45,11;15,22
2015;35035;Adamantina (SP);3587183;-;14,71;12,16;20,32;49,07;18,45
2015;35036;Presidente Prudente (SP);17587150;-;72,11;7,25;30,54;48,54;13,67
2015;35037;Tupã (SP);3447836;-;26,25;28,02;15,07;44,69;12,23
2015;35038;Marília (SP);9689049;-;73,75;3,91;20,25;60,52;15,32
2015;35039;Assis (SP);8217588;-;53,29;9,99;21,39;54,48;14,14
2015;35040;Ourinhos (SP);7202020;-;46,71;8,28;20,15;54,26;17,31
2015;35041;Itapeva (SP);5461346;-;23,67;20,98;11,45;49,21;18,36
2015;35042;Itapetininga (SP);5491595;-;23,8;8,29;31,07;46,14;14,5
2015;35043;Tatuí (SP);9255107;-;40,12;4,05;33,09;49,31;13,55
2015;35044;Capão Bonito (SP);2863378;-;12,41;38,03;12,51;31,43;18,03
2015;35045;Piedade (SP);3886229;-;2,66;28,61;10,75;42,84;17,79
2015;35046;Sorocaba (SP);64035817;-;43,77;0,81;34,27;54,52;10,41
2015;35047;Jundiaí (SP);59262004;-;40,5;0,41;26,25;67,25;6,09
2015;35048;Bragança Paulista (SP);19129686;-;13,07;6,01;27,34;54,12;12,54
2015;35049;Campos do Jordão (SP);1460521;-;1,49;3,27;13,65;61,15;21,93
2015;35050;São José dos Campos (SP);69119101;-;70,62;0,2;39,37;50,61;9,82
2015;35051;Guaratinguetá (SP);10767639;-;11;0,79;25,47;57,82;15,92
2015;35052;Bananal (SP);363476;-;0,37;8,77;19,11;36,73;35,39
2015;35053;Paraibuna/Paraitinga (SP);1039495;-;1,06;8,61;20,91;40,15;30,32
2015;35054;Caraguatatuba (SP);15119003;-;15,45;0,28;42,03;47,23;10,47
2015;35055;Registro (SP);7829420;-;66,06;8,22;33,51;45,01;13,26
2015;35056;Itanhaém (SP);4022621;-;33,94;4,08;13,61;57,02;25,3
2015;35057;Osasco (SP);152411300;-;13,69;0,08;12,57;80,77;6,57
2015;35058;Franco da Rocha (SP);8096273;-;0,73;0,09;22,58;54,95;22,38
2015;35059;Guarulhos (SP);59482710;-;5,34;0,23;25,74;63,13;10,89
2015;35060;Itapecerica da Serra (SP);35362694;-;3,18;0,25;27,85;59,3;12,6
2015;35061;São Paulo (SP);763526882;-;68,57;0,01;14,24;77,64;8,11
2015;35062;Mogi das Cruzes (SP);39023386;-;3,5;3,28;27,2;54,94;14,58
2015;35063;Santos (SP);55642806;-;5;0,08;22,97;61,97;14,97
2015;41001;Paranavaí (PR);6295543;-;35,31;20,47;18,96;41,48;19,09
2015;41002;Umuarama (PR);7034298;-;39,45;14,88;19,65;48,86;16,62
2015;41003;Cianorte (PR);4501024;-;25,24;14,19;29,48;41,69;14,64
2015;41004;Goioerê (PR);3251133;-;33,5;30,46;10,87;43,6;15,07
2015;41005;Campo Mourão (PR);6453650;-;66,5;20,15;15,92;48,67;15,26
2015;41006;Astorga (PR);4729587;-;7,09;20,87;20,08;41,11;17,95
2015;41007;Porecatu (PR);2381908;-;3,57;17,49;24,79;42,67;15,05
2015;41008;Floraí (PR);1022668;-;1,53;35,85;6,71;41,37;16,07
2015;41009;Maringá (PR);19911186;-;29,84;2,45;20,85;63,7;13,01
2015;41010;Apucarana (PR);8544440;-;12,81;7,63;29,06;48,47;14,84
2015;41011;Londrina (PR);26534270;-;39,77;3,09;20,77;63,11;13,04
2015;41012;Faxinal (PR);950812;-;1,42;30,34;6,69;41,21;21,76
2015;41013;Ivaiporã (PR);2650865;-;3,97;26,63;7,53;44,35;21,49
2015;41014;Assaí (PR);1431493;-;11,49;25,91;11,73;41,27;21,09
2015;41015;Cornélio Procópio (PR);4237059;-;34,01;20,71;13,89;47,83;17,56
2015;41016;Jacarezinho (PR);3119611;-;25,04;17,24;23,17;42,76;16,83
2015;41017;Ibaiti (PR);1381163;-;11,09;29,83;10,52;37,06;22,59
2015;41018;Wenceslau Braz (PR);2288115;-;18,37;25,43;16,23;40,18;18,16
2015;41019;Telêmaco Borba (PR);5660301;-;22,39;18,56;39,76;28,74;12,94
2015;41020;Jaguariaíva (PR);3342187;-;13,22;20,68;33,61;31,7;14,02
2015;41021;Ponta Grossa (PR);16279056;-;64,39;8,3;30,84;48,78;12,07
2015;41022;Toledo (PR);14038801;-;29,93;19,25;20,08;47,77;12,9
2015;41023;Cascavel (PR);15624684;-;33,31;12,79;20,93;53,87;12,4
2015;41024;Foz do Iguaçu (PR);17240695;-;36,76;6,01;45,95;37,38;10,65
2015;41025;Capanema (PR);2385271;-;15,11;23,82;15,71;43,64;16,83
2015;41026;Francisco Beltrão (PR);6958922;-;44,09;20,6;17,73;45,87;15,8
2015;41027;Pato Branco (PR);6440092;-;40,8;13,98;27,71;46,55;11,77
2015;41028;Pitanga (PR);1359794;-;9,61;29,14;8,65;39,52;22,68
2015;41029;Guarapuava (PR);10009654;-;70,72;14,95;28,88;40,2;15,97
2015;41030;Palmas (PR);2783836;-;19,67;17,29;36,53;32,98;13,2
2015;41031;Prudentópolis (PR);2896220;-;28,78;38,72;10,67;32,11;18,49
2015;41032;Irati (PR);2781207;-;27,64;27,73;20,8;36,81;14,67
2015;41033;União da Vitória (PR);2612880;-;25,97;22,53;15,32;42,09;20,05
2015;41034;São Mateus do Sul (PR);1771978;-;17,61;37,23;13,82;34,22;14,73
2015;41035;Cerro Azul (PR);464885;-;0,29;31,85;20,89;20,64;26,61
2015;41036;Lapa (PR);1492202;-;0,94;19,46;27,99;37,66;14,89
2015;41037;Curitiba (PR);143695720;-;90,91;0,84;27,65;59,75;11,76
2015;41038;Paranaguá (PR);9772997;-;6,18;1,09;26,46;58,95;13,5
2015;41039;Rio Negro (PR);2632614;-;1,67;23,02;26,65;35,17;15,15
2015;42001;São Miguel do Oeste (SC);5101471;-;12,19;19,49;23,82;40,77;15,92
2015;42002;Chapecó (SC);14817046;-;35,4;10,93;27,18;48,25;13,64
2015;42003;Xanxerê (SC);4564647;-;10,91;19,54;23,77;40,62;16,08
2015;42004;Joaçaba (SC);11659548;-;27,86;12,8;32,66;40,7;13,85
2015;42005;Concórdia (SC);5713064;-;13,65;13,29;37,23;37,35;12,12
2015;42006;Canoinhas (SC);6420295;-;11,56;20,17;25,03;38,4;16,39
2015;42007;São Bento do Sul (SC);4150469;-;7,47;4,43;41,48;38,72;15,37
2015;42008;Joinville (SC);44975598;-;80,97;1,02;38,9;48,76;11,32
2015;42009;Curitibanos (SC);4118866;-;33,77;15,92;32,83;36,95;14,31
2015;42010;Campos de Lages (SC);8078164;-;66,23;12,49;26,53;44,75;16,23
2015;42011;Rio do Sul (SC);6110509;-;8,4;10,71;27,23;45,86;16,19
2015;42012;Blumenau (SC);31265516;-;42,99;0,93;36,7;50,73;11,64
2015;42013;Itajaí (SC);33774205;-;46,44;1,4;18,76;67,08;12,76
2015;42014;Ituporanga (SC);1578452;-;2,17;22,64;21,95;38,79;16,62
2015;42015;Tijucas (SC);2959782;-;7,69;5,81;35,53;42,42;16,24
2015;42016;Florianópolis (SC);34972653;-;90,91;1,66;15,7;68,16;14,49
2015;42017;Tabuleiro (SC);537962;-;1,4;36,15;10,24;33,01;20,6
2015;42018;Tubarão (SC);10595148;-;37,46;8,87;24,62;50,24;16,27
2015;42019;Criciúma (SC);13351053;-;47,21;2,68;35,22;48,82;13,28
2015;42020;Araranguá (SC);4335194;-;15,33;14,12;20,75;46,7;18,43
2015;43001;Santa Rosa (RS);4939020;-;7,25;15,7;15,93;52,07;16,3
2015;43002;Três Passos (RS);4247321;-;6,23;22,55;19,5;40,15;17,81
2015;43003;Frederico Westphalen (RS);4572420;-;6,71;24,86;18,54;38,09;18,51
2015;43004;Erechim (RS);8160208;-;11,97;13,85;34,17;38,75;13,22
2015;43005;Sananduva (RS);1676372;-;2,46;35,74;8,14;38,12;18
2015;43006;Cerro Largo (RS);2207480;-;3,24;19,57;29,4;35,71;15,32
2015;43007;Santo Ângelo (RS);5709739;-;8,38;26,87;9,73;47,05;16,36
2015;43008;Ijuí (RS);6892196;-;10,11;19,01;17,86;48,31;14,82
2015;43009;Carazinho (RS);5860461;-;8,6;21,79;11,57;51,98;14,66
2015;43010;Passo Fundo (RS);13579111;-;19,92;14,08;17,29;56,22;12,41
2015;43011;Cruz Alta (RS);6910268;-;10,14;25,45;10,84;52,48;11,23
2015;43012;Não-Me-Toque (RS);2013408;-;2,95;22,39;19,9;45,69;12,02
2015;43013;Soledade (RS);1402455;-;2,06;27,9;8,95;39,43;23,71
2015;43014;Guaporé (RS);4893454;-;10,42;20,07;30,22;35,85;13,86
2015;43015;Vacaria (RS);5425018;-;11,55;31,68;16,04;37,7;14,57
2015;43016;Caxias do Sul (RS);36664160;-;78,04;2,95;35,22;49,84;11,99
2015;43017;Santiago (RS);4162809;-;28,52;33,15;11,23;42,57;13,05
2015;43018;Santa Maria (RS);8854101;-;60,66;12,67;11,73;56,62;18,97
2015;43019;Restinga Seca (RS);1578578;-;10,82;28,51;12,55;39,56;19,37
2015;43020;Santa Cruz do Sul (RS);13587024;-;48,5;10,41;30,7;45,98;12,91
2015;43021;Lajeado-Estrela (RS);10764803;-;38,43;9,75;30,79;44,86;14,61
2015;43022;Cachoeira do Sul (RS);3662671;-;13,07;28,39;12,33;40,68;18,61
2015;43023;Montenegro (RS);7458223;-;4,05;7,91;35,71;41,36;15,02
2015;43024;Gramado-Canela (RS);10967941;-;5,96;1,85;34,65;49,15;14,35
2015;43025;São Jerônimo (RS);10226042;-;5,55;5,28;60,05;26,56;8,11
2015;43026;Porto Alegre (RS);143805427;-;78,1;0,36;22,48;63,76;13,4
2015;43027;Osório (RS);8645967;-;4,7;8,22;15,53;53,86;22,39
2015;43028;Camaquã (RS);3019039;-;1,64;26,21;11,72;41,71;20,35
2015;43029;Campanha Ocidental (RS);8708393;-;49,82;26,6;10,48;43,61;19,31
2015;43030;Campanha Central (RS);4421198;-;25,29;23,37;12,26;45,63;18,75
2015;43031;Campanha Meridional (RS);4350665;-;24,89;21,55;12,14;47,07;19,23
2015;43032;Serras de Sudeste (RS);2366619;-;10,46;27,06;13,51;35,23;24,19
2015;43033;Pelotas (RS);10394238;-;45,94;10,44;12,65;55,96;20,95
2015;43034;Jaguarão (RS);1210902;-;5,35;39,17;5,67;35,62;19,55
2015;43035;Litoral Lagunar (RS);8654869;-;38,25;7,75;24,47;50,97;16,82
2015;50001;Baixo Pantanal (MS);3315058;-;62,99;15,3;17,23;41,05;26,42
2015;50002;Aquidauana (MS);1947826;-;37,01;28,62;8,77;33,27;29,34
2015;50003;Alto Taquari (MS);3953844;-;12,9;32,73;10,97;37,8;18,49
2015;50004;Campo Grande (MS);26698913;-;87,1;5,01;17,01;56,78;21,2
2015;50005;Cassilândia (MS);3720096;-;18,03;36,13;16,28;36,36;11,24
2015;50006;Paranaíba (MS);3728525;-;18,07;15,77;52,54;20,07;11,63
2015;50007;Três Lagoas (MS);10431884;-;50,55;19,99;47,81;22,56;9,64
2015;50008;Nova Andradina (MS);2755562;-;13,35;20,69;23,32;36,19;19,8
2015;50009;Bodoquena (MS);2167353;-;8,17;26,64;10,07;35,42;27,87
2015;50010;Dourados (MS);18693151;-;70,46;24,52;16,3;42,59;16,59
2015;50011;Iguatemi (MS);5670342;-;21,37;29,25;17,16;30,25;23,34
2015;51001;Aripuanã (MT);3003045;-;7,82;21,88;18,53;32,41;27,18
2015;51002;Alta Floresta (MT);2584297;-;6,73;11,22;28,8;38,14;21,83
2015;51003;Colíder (MT);3093317;-;8,06;15,22;15,3;43,61;25,87
2015;51004;Parecis (MT);7038282;-;18,33;45,97;12,05;33,18;8,8
2015;51005;Arinos (MT);2224038;-;5,79;40,85;11,26;28,68;19,2
2015;51006;Alto Teles Pires (MT);13095643;-;34,11;28,36;17,03;44,13;10,49
2015;51007;Sinop (MT);6284764;-;16,37;17,06;12,88;53,23;16,83
2015;51008;Paranatinga (MT);1072480;-;2,79;42,47;9,66;29,21;18,67
2015;51009;Norte Araguaia (MT);2617132;-;30,38;37,94;6;30,55;25,51
2015;51010;Canarana (MT);4257346;-;49,42;35,46;8,55;41,49;14,49
2015;51011;Médio Araguaia (MT);1739349;-;20,19;10,19;18,97;50,25;20,59
2015;51012;Alto Guaporé (MT);1776416;-;20,66;15,08;27,81;35,34;21,77
2015;51013;Tangará da Serra (MT);4419842;-;51,41;27,05;16,61;37,23;19,11
2015;51014;Jauru (MT);2401177;-;27,93;24,35;19,97;31,62;24,06
2015;51015;Alto Paraguai (MT);584661;-;1,83;27,65;15,47;27,65;29,23
2015;51016;Rosário Oeste (MT);549073;-;1,72;29,8;21,6;20,34;28,25
2015;51017;Cuiabá (MT);28579175;-;89,61;1,91;19,42;60,89;17,78
2015;51018;Alto Pantanal (MT);2179099;-;6,83;12,7;8,8;47,59;30,91
2015;51019;Primavera do Leste (MT);5066638;-;25,44;28,91;13,93;46,34;10,82
2015;51020;Tesouro (MT);1329823;-;6,68;51,08;6,67;19,45;22,8
2015;51021;Rondonópolis (MT);11333025;-;56,9;12,35;27,47;45,77;14,41
2015;51022;Alto Araguaia (MT);2189698;-;10,99;34,87;21;33,48;10,65
2015;52001;São Miguel do Araguaia (GO);1949482;-;40,34;27,08;21,11;34,13;17,68
2015;52002;Rio Vermelho (GO);1714719;-;35,48;30,64;10,27;37,91;21,18
2015;52003;Aragarças (GO);1168938;-;24,19;31,9;9,92;38,31;19,86
2015;52004;Porangatu (GO);5888990;-;84,78;12,65;38,58;31,74;17,03
2015;52005;Chapada dos Veadeiros (GO);1057003;-;15,22;22,37;20,61;30,98;26,04
2015;52006;Ceres (GO);4580244;-;5,01;14,04;23,67;40,66;21,63
2015;52007;Anápolis (GO);17089233;-;18,7;4,11;32,74;48,31;14,83
2015;52008;Iporá (GO);1026644;-;1,12;23,98;9,12;42,49;24,41
2015;52009;Anicuns (GO);2005455;-;2,2;18,17;19,23;39,6;22,99
2015;52010;Goiânia (GO);66663120;-;72,96;0,84;20,73;63,61;14,82
2015;52011;Vão do Paranã (GO);1333255;-;7,3;16,91;10,91;38,33;33,85
2015;52012;Entorno de Brasília (GO);16922538;-;92,7;13,53;15,15;45,52;25,8
2015;52013;Sudoeste de Goiás (GO);18629060;-;35,67;22,94;21,69;43;12,36
2015;52014;Vale do Rio dos Bois (GO);4011575;-;7,68;27,73;26,26;32,37;13,64
2015;52015;Meia Ponte (GO);12827508;-;24,56;17,61;26,76;42,35;13,28
2015;52016;Pires do Rio (GO);2466935;-;4,72;33,34;11,97;38,08;16,62
2015;52017;Catalão (GO);8315080;-;15,92;13,42;39,27;37,34;9,96
2015;52018;Quirinópolis (GO);5982669;-;11,45;12,54;59,02;19,85;8,59
2015;53001;Brasília (DF);215612863;-;100;0,34;5,37;49,59;44,71
2016;11001;Porto Velho (RO);16842594;-;93,01;7,65;24,91;42,85;24,59
2016;11002;Guajará-Mirim (RO);1265418;-;6,99;20,61;4,49;35,96;38,94
2016;11003;Ariquemes (RO);3585109;-;16,79;17,89;13,69;34,81;33,61
2016;11004;Ji-Paraná (RO);6440235;-;30,16;16,44;13,92;40,76;28,89
2016;11005;Alvorada D'Oeste (RO);1266087;-;5,93;30,69;12,46;22,55;34,29
2016;11006;Cacoal (RO);4954429;-;23,2;18,91;13,97;36,87;30,25
2016;11007;Vilhena (RO);3932531;-;18,42;11,49;20,55;41,76;26,2
2016;11008;Colorado do Oeste (RO);1173955;-;5,5;34,33;6,37;30,07;29,23
2016;12001;Cruzeiro do Sul (AC);1891545;-;69,18;12,84;5,68;31;50,49
2016;12002;Tarauacá (AC);842751;-;30,82;21,18;3,26;17,63;57,94
2016;12003;Sena Madureira (AC);667223;-;6,05;23,35;6,89;17,37;52,39
2016;12004;Rio Branco (AC);9246190;-;83,9;8,31;10,23;47,77;33,69
2016;12005;Brasiléia (AC);1106531;-;10,04;21,68;5,94;33,8;38,58
2016;13001;Rio Negro (AM);695547;-;77,61;13,4;3,59;21,7;61,31
2016;13002;Japurá (AM);200706;-;22,39;28,79;3,32;13,6;54,29
2016;13003;Alto Solimões (AM);1765328;-;59,06;17,62;3,89;20,8;57,7
2016;13004;Juruá (AM);1223530;-;40,94;34,29;3,57;16,39;45,74
2016;13005;Tefé (AM);974240;-;1,18;31,27;7,46;23,98;37,29
2016;13006;Coari (AM);2367035;-;2,88;36,69;11,9;19,68;31,73
2016;13007;Manaus (AM);73262298;-;88,99;2,28;41,72;41,35;14,65
