Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes;;;
Variável - Valor da produção (Mil Reais);;;
Produto das lavouras temporárias e permanentes - Total;;;
;Ano;;
Santo Antônio do Grama (MG);4964;5438;6393
Santo Antônio do Itambé (MG);996;1263;1518
Santo Antônio do Jacinto (MG);5471;3547;2775
Santo Antônio do Monte (MG);5966;5329;4410
Santo Antônio do Retiro (MG);9689;9939;9665
Santo Antônio do Rio Abaixo (MG);573;532;709
Santo Hipólito (MG);3189;4699;3565
Santos Dumont (MG);4549;4088;3865
São Bento Abade (MG);32282;24643;39325
São Brás do Suaçuí (MG);1718;2110;3421
São Domingos das Dores (MG);34530;36710;48905
São Domingos do Prata (MG);7019;8495;9676
São Félix de Minas (MG);6214;3392;2803
São Francisco (MG);11936;18226;21571
São Francisco de Paula (MG);24046;23823;46248
São Francisco de Sales (MG);67140;84315;98670
São Francisco do Glória (MG);11600;18483;22045
São Geraldo (MG);3530;3001;3903
São Geraldo da Piedade (MG);5569;7185;10200
São Geraldo do Baixio (MG);1671;2201;2404
São Gonçalo do Abaeté (MG);35163;36656;57553
São Gonçalo do Pará (MG);974;1181;1272
São Gonçalo do Rio Abaixo (MG);1279;1063;778
São Gonçalo do Sapucaí (MG);84598;79621;132200
São Gotardo (MG);70874;85875;111978
São João Batista do Glória (MG);20670;25509;24503
São João da Lagoa (MG);3438;4834;4138
São João da Mata (MG);15034;12108;21511
São João da Ponte (MG);5160;8144;7756
São João das Missões (MG);1826;781;1776
São João del Rei (MG);38149;35133;84506
São João do Manhuaçu (MG);55678;68198;73272
São João do Manteninha (MG);2692;2437;2542
São João do Oriente (MG);1559;2611;1887
São João do Pacuí (MG);3602;5425;6266
São João do Paraíso (MG);9319;9050;10600
São João Evangelista (MG);6116;6927;7082
São João Nepomuceno (MG);1824;1285;1184
São Joaquim de Bicas (MG);2651;1403;1776
São José da Barra (MG);34798;27157;34516
São José da Lapa (MG);103;120;160
São José da Safira (MG);877;954;922
São José da Varginha (MG);19103;17263;18817
São José do Alegre (MG);3413;4123;2774
São José do Divino (MG);3305;5084;4122
São José do Goiabal (MG);2127;1900;2951
São José do Jacuri (MG);2999;2750;1582
São José do Mantimento (MG);5951;6482;5554
São Lourenço (MG);568;520;756
São Miguel do Anta (MG);13344;14549;14635
São Pedro da União (MG);44930;45215;73681
São Pedro dos Ferros (MG);26419;16496;19236
São Pedro do Suaçuí (MG);2558;3304;2958
São Romão (MG);29465;30995;101754
São Roque de Minas (MG);71906;68165;94507
São Sebastião da Bela Vista (MG);11762;11860;18631
São Sebastião da Vargem Alegre (MG);9117;10764;12500
São Sebastião do Anta (MG);18889;20159;15895
São Sebastião do Maranhão (MG);7054;7786;4139
São Sebastião do Oeste (MG);3098;1789;4040
São Sebastião do Paraíso (MG);161889;173653;250958
São Sebastião do Rio Preto (MG);521;459;612
São Sebastião do Rio Verde (MG);1048;1374;1932
São Tiago (MG);8500;6712;8767
São Tomás de Aquino (MG);77994;53268;120139
São Thomé das Letras (MG);15429;16705;28013
São Vicente de Minas (MG);4810;6902;17786
Sapucaí-Mirim (MG);3552;3654;5360
Sardoá (MG);5151;5229;3961
Sarzedo (MG);976;834;750
Setubinha (MG);4956;5786;6279
Sem-Peixe (MG);3478;3134;3887
Senador Amaral (MG);22709;24681;32860
Senador Cortes (MG);705;419;363
Senador Firmino (MG);5762;5030;6178
Senador José Bento (MG);11187;11846;15429
Senador Modestino Gonçalves (MG);4348;3833;4508
Senhora de Oliveira (MG);4021;4104;4102
Senhora do Porto (MG);377;363;354
Senhora dos Remédios (MG);12367;13152;17640
Sericita (MG);39377;46972;48725
Seritinga (MG);813;806;1445
Serra Azul de Minas (MG);654;851;577
Serra da Saudade (MG);135;197;230
Serra dos Aimorés (MG);10197;17610;10378
Serra do Salitre (MG);253813;154531;402183
Serrania (MG);32338;28380;51593
Serranópolis de Minas (MG);446;772;1075
Serranos (MG);659;474;1212
Serro (MG);5110;7970;5912
Sete Lagoas (MG);6087;4784;4534
Silveirânia (MG);571;656;754
Silvianópolis (MG);20165;22822;27773
Simão Pereira (MG);246;157;258
Simonésia (MG);46654;57834;59698
Sobrália (MG);1163;578;662
Soledade de Minas (MG);3403;4990;6574
Tabuleiro (MG);486;763;841
Taiobeiras (MG);27933;30942;16386
Taparuba (MG);4631;1771;2632
Tapira (MG);60710;78910;109898
Tapiraí (MG);27350;22926;32375
Taquaraçu de Minas (MG);3383;2954;2871
Tarumirim (MG);7300;8610;5256
Teixeiras (MG);9527;10764;14305
Teófilo Otoni (MG);14796;16792;26675
Timóteo (MG);41;56;21
Tiradentes (MG);1304;1923;2052
Tiros (MG);35932;48009;73182
Tocantins (MG);17714;12693;31533
Tocos do Moji (MG);4239;4881;6660
Toledo (MG);6289;7717;10889
Tombos (MG);10362;12439;13368
Três Corações (MG);93632;152529;268466
Três Marias (MG);5252;6681;3720
Três Pontas (MG);146030;152430;317270
Tumiritinga (MG);1542;1137;1099
Tupaciguara (MG);211108;168854;250344
Turmalina (MG);12003;4357;14012
Turvolândia (MG);78698;74351;85416
Ubá (MG);5976;5309;7072
Ubaí (MG);1727;3705;4796
Ubaporanga (MG);33019;29890;33957
Uberaba (MG);876646;743361;1151802
Uberlândia (MG);320749;328460;452122
Umburatiba (MG);765;682;387
Unaí (MG);787591;820516;1213165
União de Minas (MG);66435;70719;91314
Uruana de Minas (MG);17203;17438;25491
Urucânia (MG);16894;13894;15040
Urucuia (MG);13880;22536;44158
Vargem Alegre (MG);4818;11165;10844
Vargem Bonita (MG);13150;12322;17117
Vargem Grande do Rio Pardo (MG);3537;2760;4221
Varginha (MG);69245;62307;113366
Varjão de Minas (MG);65322;88620;130324
Várzea da Palma (MG);39438;54077;67902
Varzelândia (MG);5993;3455;3462
Vazante (MG);13369;12105;49355
Verdelândia (MG);39014;29036;60271
Veredinha (MG);1362;1324;1509
Veríssimo (MG);65309;60856;105048
Vermelho Novo (MG);18992;35359;36304
Vespasiano (MG);...;...;9
Viçosa (MG);22942;27345;27065
Vieiras (MG);21117;17387;18137
Mathias Lobato (MG);523;378;167
Virgem da Lapa (MG);4370;6802;6451
Virgínia (MG);52898;46045;45259
Virginópolis (MG);6343;13012;14180
Virgolândia (MG);2298;2274;1380
Visconde do Rio Branco (MG);12363;13093;16201
Volta Grande (MG);799;793;555
Wenceslau Braz (MG);1649;1937;2070
Afonso Cláudio (ES);77479;83467;155385
Águia Branca (ES);67020;55173;46429
Água Doce do Norte (ES);16420;14962;13607
Alegre (ES);18273;16390;36916
Alfredo Chaves (ES);112526;100924;145633
Alto Rio Novo (ES);19850;17683;17448
Anchieta (ES);20257;17788;22361
Apiacá (ES);9617;11575;21807
Aracruz (ES);59705;64067;77460
Atílio Vivácqua (ES);12918;13578;17340
Baixo Guandu (ES);53771;33030;38994
Barra de São Francisco (ES);47408;39809;31268
Boa Esperança (ES);93838;111224;71728
Bom Jesus do Norte (ES);1079;1218;2331
Brejetuba (ES);114474;99608;168311
Cachoeiro de Itapemirim (ES);34864;31401;52626
Cariacica (ES);6124;6254;9563
Castelo (ES);65451;69419;117830
Colatina (ES);90992;73321;54653
Conceição da Barra (ES);34093;36746;34398
Conceição do Castelo (ES);25260;24658;41937
Divino de São Lourenço (ES);13687;17323;25781
Domingos Martins (ES);96728;85707;129728
Dores do Rio Preto (ES);15939;16048;35856
Ecoporanga (ES);8482;8250;7183
Fundão (ES);26683;24880;27738
Governador Lindenberg (ES);77580;87585;77291
Guaçuí (ES);31370;31626;52392
Guarapari (ES);24459;29172;30580
Ibatiba (ES);47701;71681;98935
Ibiraçu (ES);16821;17751;17703
Ibitirama (ES);37781;42083;71826
Iconha (ES);39746;51413;76597
Irupi (ES);64537;64559;112788
Itaguaçu (ES);92442;112699;133985
Itapemirim (ES);36403;21617;26183
Itarana (ES);48660;54723;58435
Iúna (ES);63926;76619;130541
Jaguaré (ES);262598;265813;210146
Jerônimo Monteiro (ES);15480;11102;16161
João Neiva (ES);35334;35484;39331
Laranja da Terra (ES);38912;35867;49166
Linhares (ES);272097;280508;341840
Mantenópolis (ES);34780;25164;31438
Marataízes (ES);53021;30302;38465
Marechal Floriano (ES);49706;39868;58132
Marilândia (ES);80726;74441;40106
Mimoso do Sul (ES);62162;64533;98867
Montanha (ES);86872;71015;74526
Mucurici (ES);3904;7628;11211
Muniz Freire (ES);74074;90211;140172
Muqui (ES);19826;14630;27874
Nova Venécia (ES);131891;158675;128929
Pancas (ES);71741;55332;39519
Pedro Canário (ES);43810;50515;65578
Pinheiros (ES);159741;179483;188241
Piúma (ES);2200;1626;1884
Ponto Belo (ES);2838;3867;3697
Presidente Kennedy (ES);35136;22520;36507
Rio Bananal (ES);123186;110921;109901
Rio Novo do Sul (ES);18167;11474;23637
Santa Leopoldina (ES);47901;54279;67204
Santa Maria de Jetibá (ES);77438;68534;106530
Santa Teresa (ES);80789;98613;108813
São Domingos do Norte (ES);47504;41230;23736
São Gabriel da Palha (ES);102585;75473;72479
São José do Calçado (ES);10646;10294;16578
São Mateus (ES);277495;380392;206500
São Roque do Canaã (ES);74831;52248;30628
Serra (ES);8341;12857;9436
Sooretama (ES);216413;189485;203549
Vargem Alta (ES);61120;70761;122596
Venda Nova do Imigrante (ES);51941;43845;65193
Viana (ES);28272;24000;32254
Vila Pavão (ES);65338;64406;59559
Vila Valério (ES);194670;187669;145849
Vila Velha (ES);1790;1640;1354
Vitória (ES);...;...;...
Angra dos Reis (RJ);9444;3993;3650
Aperibé (RJ);646;681;632
Araruama (RJ);62096;78851;62257
Areal (RJ);78;86;198
Armação dos Búzios (RJ);1051;546;222
Barra do Piraí (RJ);676;1455;1571
Barra Mansa (RJ);854;696;1133
Belford Roxo (RJ);...;...;...
Bom Jardim (RJ);44763;43901;54975
Bom Jesus do Itabapoana (RJ);9185;8634;14079
Cabo Frio (RJ);6809;5878;10035
Cachoeiras de Macacu (RJ);25931;36115;43733
Cambuci (RJ);51589;34501;52511
Carapebus (RJ);2137;1712;773
Comendador Levy Gasparian (RJ);51;48;61
Campos dos Goytacazes (RJ);91279;138203;98358
Cantagalo (RJ);882;1143;1159
Cardoso Moreira (RJ);3723;11075;4682
Carmo (RJ);753;826;308
Casimiro de Abreu (RJ);3914;4127;4794
Conceição de Macabu (RJ);4558;4951;1475
Cordeiro (RJ);923;1149;1924
Duas Barras (RJ);30425;17484;18758
Duque de Caxias (RJ);4751;11294;10688
Engenheiro Paulo de Frontin (RJ);366;588;693
Guapimirim (RJ);6298;6825;8206
Iguaba Grande (RJ);711;651;3475
Itaboraí (RJ);3019;733;898
Itaguaí (RJ);21876;14488;14879
Italva (RJ);5766;11196;11024
Itaocara (RJ);11855;13429;6866
Itaperuna (RJ);9686;11433;8897
Itatiaia (RJ);...;...;...
Japeri (RJ);1134;5657;9946
Laje do Muriaé (RJ);476;1057;560
Macaé (RJ);17863;19147;21502
Macuco (RJ);1616;645;370
Magé (RJ);6790;9778;9611
Mangaratiba (RJ);26902;35565;32553
Maricá (RJ);1152;1134;1037
Mendes (RJ);19;24;26
Mesquita (RJ);...;...;...
Miguel Pereira (RJ);214;209;338
Miracema (RJ);6185;5956;5768
Natividade (RJ);4737;3088;3028
Niterói (RJ);...;...;...
Nova Friburgo (RJ);20975;19183;33972
Nova Iguaçu (RJ);3829;5118;7017
Paracambi (RJ);5836;12456;13391
Paraíba do Sul (RJ);19959;24540;20074
Paraty (RJ);7854;8064;7855
Paty do Alferes (RJ);30584;30747;20585
Petrópolis (RJ);1562;1412;1861
Pinheiral (RJ);69;96;81
Piraí (RJ);906;1059;1166
Porciúncula (RJ);17722;22598;24403
Porto Real (RJ);165;551;555
Quatis (RJ);1263;1046;1170
Queimados (RJ);324;1294;2080
Quissamã (RJ);38115;20792;23408
Resende (RJ);75;125;87
Rio Bonito (RJ);15717;12892;16510
Rio Claro (RJ);2185;2876;4277
Rio das Flores (RJ);346;267;291
Rio das Ostras (RJ);1520;720;740
Rio de Janeiro (RJ);39551;37808;44928
Santa Maria Madalena (RJ);1295;2192;1123
Santo Antônio de Pádua (RJ);18677;17224;4909
São Francisco de Itabapoana (RJ);200097;195204;195259
São Fidélis (RJ);5219;3588;6459
São Gonçalo (RJ);1323;2257;2832
São João da Barra (RJ);27197;28923;26844
São José de Ubá (RJ);55195;49573;44659
São José do Vale do Rio Preto (RJ);25378;36295;32307
São Pedro da Aldeia (RJ);2359;5596;22153
São Sebastião do Alto (RJ);22010;14661;28452
Sapucaia (RJ);4184;13096;10576
Saquarema (RJ);37002;24814;12739
Seropédica (RJ);13019;12705;13102
Silva Jardim (RJ);14580;9370;5694
Sumidouro (RJ);31377;18479;25214
Tanguá (RJ);10578;7233;7350
Teresópolis (RJ);12971;12616;9642
Trajano de Moraes (RJ);22345;25249;18076
Três Rios (RJ);418;265;236
Valença (RJ);908;994;513
Varre-Sai (RJ);25194;40221;28558
Vassouras (RJ);17442;19273;24867
Volta Redonda (RJ);432;391;524
Adamantina (SP);55340;70021;67508
Adolfo (SP);53551;53452;57723
Aguaí (SP);189197;203949;301131
Águas da Prata (SP);8434;11119;19546
Águas de Lindóia (SP);3634;4315;7366
Águas de Santa Bárbara (SP);146074;120672;153317
Águas de São Pedro (SP);...;...;...
Agudos (SP);46124;44535;79707
Alambari (SP);11582;26408;29985
Alfredo Marcondes (SP);3042;1916;4226
Altair (SP);155856;150513;330570
Altinópolis (SP);216849;202894;303547
Alto Alegre (SP);59737;38836;66572
Alumínio (SP);1070;974;1178
Álvares Florence (SP);51839;47308;62643
Álvares Machado (SP);16536;11535;15751
Álvaro de Carvalho (SP);3335;11936;14195
Alvinlândia (SP);11550;13675;15952
Americana (SP);7703;7543;7800
Américo Brasiliense (SP);46325;41072;45740
Américo de Campos (SP);54153;55883;68329
Amparo (SP);33076;37607;45985
Analândia (SP);46854;56181;57898
Andradina (SP);132948;126758;183199
Angatuba (SP);92531;179447;260041
Anhembi (SP);66621;64456;88666
Anhumas (SP);39433;35852;39582
Aparecida (SP);1289;1244;1711
Aparecida d'Oeste (SP);23809;26408;31716
Apiaí (SP);238898;234552;160455
Araçariguama (SP);830;730;760
Araçatuba (SP);110123;125437;165752
Araçoiaba da Serra (SP);10912;11637;13282
Aramina (SP);41642;45329;57091
Arandu (SP);66978;67654;120516
Arapeí (SP);429;425;377
Araraquara (SP);219594;194938;215528
Araras (SP);25718;153825;190685
Arco-Íris (SP);23004;41741;52516
Arealva (SP);36441;34774;82670
Areias (SP);444;499;838
Areiópolis (SP);29995;20444;46327
Ariranha (SP);39488;42316;59776
Artur Nogueira (SP);49826;39265;59498
Arujá (SP);...;...;...
Aspásia (SP);16933;18651;35270
Assis (SP);75986;104038;114157
Atibaia (SP);24205;29599;33311
Auriflama (SP);23667;18170;33467
Avaí (SP);17575;14120;54471
Avanhandava (SP);67037;19703;93583
Avaré (SP);120645;110196;239039
Bady Bassitt (SP);15446;19296;18516
Balbinos (SP);17183;18171;24149
Bálsamo (SP);40311;43548;48095
Bananal (SP);1003;1078;1227
Barão de Antonina (SP);18249;23137;15731
Barbosa (SP);38719;11445;39241
Bariri (SP);91709;103167;124754
Barra Bonita (SP);27073;32087;42933
Barra do Chapéu (SP);36629;29426;36437
Barra do Turvo (SP);1817;664;1286
Barretos (SP);359347;377590;480008
Barrinha (SP);52245;45515;56795
Barueri (SP);...;...;...
Bastos (SP);11713;11765;14829
Batatais (SP);244191;235737;322159
Bauru (SP);9165;14255;21539
Bebedouro (SP);179239;187160;222350
Bento de Abreu (SP);52831;72054;66608
Bernardino de Campos (SP);37148;44544;47057
Bertioga (SP);...;...;...
Bilac (SP);17219;19926;31772
Birigui (SP);64193;79934;128523
Biritiba Mirim (SP);7678;3688;3197
Boa Esperança do Sul (SP);350997;222989;325981
Bocaina (SP);53319;55107;71272
Bofete (SP);11435;9612;13650
Boituva (SP);38963;39232;27044
Bom Jesus dos Perdões (SP);1318;1535;1468
Bom Sucesso de Itararé (SP);3796;4683;2193
Borá (SP);24031;18850;23594
Boracéia (SP);24627;23383;31812
Borborema (SP);142063;149628;237089
Borebi (SP);27299;26691;68583
Botucatu (SP);184707;200979;253155
Bragança Paulista (SP);31070;30605;38805
Braúna (SP);20389;24214;48806
Brejo Alegre (SP);16758;19732;31043
Brodowski (SP);75368;55789;77804
Brotas (SP);157177;163115;217342
Buri (SP);289368;341406;324542
Buritama (SP);27725;31197;45444
Buritizal (SP);60367;55327;77939
Cabrália Paulista (SP);12876;22079;29091
Cabreúva (SP);2280;1582;1679
Caçapava (SP);16561;13313;18680
Cachoeira Paulista (SP);2860;2251;3863
Caconde (SP);65985;64085;81811
Cafelândia (SP);130143;136854;238997
Caiabu (SP);25229;25239;31485
Caieiras (SP);...;...;...
Caiuá (SP);35412;31323;33760
Cajamar (SP);...;...;...
Cajati (SP);120690;114644;195694
Cajobi (SP);63389;71466;83634
Cajuru (SP);113941;103368;155990
Campina do Monte Alegre (SP);25598;48732;81886
Campinas (SP);47410;48850;56611
Campo Limpo Paulista (SP);...;...;...
Campos do Jordão (SP);251;219;161
Campos Novos Paulista (SP);88018;82466;127272
Cananéia (SP);11638;1360;9567
Canas (SP);1809;1740;7148
Cândido Mota (SP);197954;268422;267115
Cândido Rodrigues (SP);35958;41698;47891
Canitar (SP);19629;14218;20883
Capão Bonito (SP);150148;224234;298925
Capela do Alto (SP);7345;47058;47188
Capivari (SP);81973;97476;111505
Caraguatatuba (SP);...;794;4856
Carapicuíba (SP);...;...;...
Cardoso (SP);64959;69023;72318
Casa Branca (SP);378492;558997;852395
Cássia dos Coqueiros (SP);13980;15284;33140
Castilho (SP);97485;105183;141089
Catanduva (SP);83489;82020;99784
Catiguá (SP);40156;42770;39253
Cedral (SP);36521;43221;65447
Cerqueira César (SP);107515;110152;170620
Cerquilho (SP);12124;13807;34860
Cesário Lange (SP);45720;68006;81874
Charqueada (SP);34848;38951;42921
Clementina (SP);18379;19600;37063
Colina (SP);132225;146150;176750
Colômbia (SP);231887;269333;341513
Conchal (SP);25184;55833;135668
Conchas (SP);8996;8350;10199
Cordeirópolis (SP);67646;45614;86329
Coroados (SP);38306;55871;72826
Coronel Macedo (SP);67627;68527;85190
Corumbataí (SP);16267;16958;22064
Cosmópolis (SP);32799;32881;49937
Cosmorama (SP);57601;54658;79091
Cotia (SP);...;...;...
Cravinhos (SP);105979;93035;137170
Cristais Paulista (SP);60359;66020;109598
Cruzália (SP);41646;50558;25751
Cruzeiro (SP);2415;1796;3656
Cubatão (SP);...;...;...
Cunha (SP);4953;5245;5200
Descalvado (SP);142431;117891;234312
Dirce Reis (SP);9186;9237;11917
Divinolândia (SP);61432;61432;87216
Dobrada (SP);35094;48803;56672
Dois Córregos (SP);157552;163055;208750
Dolcinópolis (SP);13163;18856;35007
Dourado (SP);27997;25410;46750
Dracena (SP);49780;57452;71313
Duartina (SP);6888;3623;30103
Dumont (SP);48304;40861;48696
Echaporã (SP);53682;63325;67839
Eldorado (SP);61313;49435;76430
Elias Fausto (SP);62953;72931;74671
Elisiário (SP);33315;28983;33762
Embaúba (SP);36437;35146;35454
Embu das Artes (SP);...;...;...
Embu-Guaçu (SP);...;169;...
Emilianópolis (SP);21518;26885;36027
Engenheiro Coelho (SP);22569;18177;41374
Espírito Santo do Pinhal (SP);102312;123144;135866
Espírito Santo do Turvo (SP);56475;35244;60520
Estrela d'Oeste (SP);43897;51190;87918
Estrela do Norte (SP);31363;33571;44368
Euclides da Cunha Paulista (SP);30003;28953;30410
Fartura (SP);43325;46893;78462
Fernandópolis (SP);64053;65090;85801
Fernando Prestes (SP);55547;57997;88590
Fernão (SP);6686;7814;10227
Ferraz de Vasconcelos (SP);...;...;...
Flora Rica (SP);21335;27524;27262
Floreal (SP);20238;17762;18313
Flórida Paulista (SP);90284;74964;75942
Florínea (SP);65684;86014;87628
Franca (SP);80169;62695;114539
Francisco Morato (SP);-;-;360
Franco da Rocha (SP);...;...;216
Gabriel Monteiro (SP);16397;14384;19174
Gália (SP);36581;35080;47727
Garça (SP);75607;83221;98625
Gastão Vidigal (SP);13098;21394;27028
Gavião Peixoto (SP);68687;47427;64882
General Salgado (SP);41540;38705;47268
Getulina (SP);124657;116154;118481
Glicério (SP);38962;35632;61910
Guaiçara (SP);49950;41886;65337
Guaimbê (SP);36596;31872;43617
Guaíra (SP);364403;419361;533836
Guapiaçu (SP);77812;95305;115381
Guapiara (SP);337110;400120;290875
Guará (SP);121121;115008;137517
Guaraçaí (SP);117135;129492;175369
Guaraci (SP);165305;181318;268962
Guarani d'Oeste (SP);6569;7075;8994
Guarantã (SP);61086;63393;89066
Guararapes (SP);156452;201752;226711
Guararema (SP);14505;20227;30521
Guaratinguetá (SP);12792;13628;15278
Guareí (SP);21362;29822;32149
Guariba (SP);132452;107971;131487
Guarujá (SP);50;113;7
Guarulhos (SP);...;...;...
Guatapará (SP);113818;103041;146768
Guzolândia (SP);11022;9793;18750
Herculândia (SP);77421;78589;127358
Holambra (SP);15359;9684;28640
Hortolândia (SP);276;...;...
Iacanga (SP);65950;65751;160136
Iacri (SP);75009;69462;73323
Iaras (SP);111152;86612;236870
Ibaté (SP);63309;72885;110044
Ibirá (SP);75305;77906;91748
Ibirarema (SP);63071;76688;89349
Ibitinga (SP);172005;177270;259552
Ibiúna (SP);26754;30303;32487
Icém (SP);39984;75665;85497
Iepê (SP);96321;129751;148800
Igaraçu do Tietê (SP);19248;23449;30071
Igarapava (SP);117470;117296;165482
Igaratá (SP);407;467;147
Iguape (SP);74496;18573;59940
Ilhabela (SP);...;...;...
Ilha Solteira (SP);69089;58118;98046
Indaiatuba (SP);30026;30398;32934
Indiana (SP);5184;4634;4080
Indiaporã (SP);17414;22147;29835
Inúbia Paulista (SP);15261;15772;15785
Ipaussu (SP);64031;61525;74755
Iperó (SP);9428;18543;31822
Ipeúna (SP);14946;21398;21920
Ipiguá (SP);15941;21705;26704
Iporanga (SP);4994;2148;5071
Ipuã (SP);155059;153363;191302
Iracemápolis (SP);50216;44434;53950
Irapuã (SP);83570;77453;131092
Irapuru (SP);20459;20610;24030
Itaberá (SP);304919;340125;485200
Itaí (SP);225525;309496;371976
Itajobi (SP);288050;253331;367757
Itaju (SP);25669;36130;50655
Itanhaém (SP);36878;36000;41610
Itaoca (SP);1844;1601;1475
Itapecerica da Serra (SP);...;...;...
Itapetininga (SP);303275;420140;485004
Itapeva (SP);601331;707900;1053861
Itapevi (SP);...;...;...
Itapira (SP);51922;47638;63032
Itapirapuã Paulista (SP);3906;1652;4132
Itápolis (SP);273843;242883;300854
Itaporanga (SP);22618;35957;93819
Itapuí (SP);30480;31405;42623
Itapura (SP);36180;64753;86682
Itaquaquecetuba (SP);...;...;...
Itararé (SP);97784;132405;179538
Itariri (SP);60297;51561;70482
Itatiba (SP);38033;35243;37233
Itatinga (SP);51284;41410;104419
Itirapina (SP);31658;44010;53150
Itirapuã (SP);28281;13638;23924
Itobi (SP);47135;86064;78146
Itu (SP);10801;12942;12402
Itupeva (SP);8577;7554;11568
Ituverava (SP);238320;250878;316994
Jaborandi (SP);85519;96936;126356
Jaboticabal (SP);383501;292350;367901
Jacareí (SP);3059;3779;2640
Jaci (SP);30127;38093;57220
Jacupiranga (SP);63447;64802;138319
Jaguariúna (SP);19158;23891;27823
Jales (SP);57166;67698;85654
Jambeiro (SP);176;230;192
Jandira (SP);...;...;...
Jardinópolis (SP);188271;145324;188343
Jarinu (SP);14305;12030;15334
Jaú (SP);125952;143107;186858
Jeriquara (SP);53346;51718;86301
Joanópolis (SP);3226;3497;3398
João Ramalho (SP);103587;128092;149685
José Bonifácio (SP);134101;152764;248801
Júlio Mesquita (SP);17784;9975;13495
Jumirim (SP);2649;3044;3609
Jundiaí (SP);45288;50157;62837
Junqueirópolis (SP);94185;143423;108600
Juquiá (SP);185814;38169;102082
Juquitiba (SP);...;...;...
Lagoinha (SP);198;280;1754
Laranjal Paulista (SP);1017;9303;39452
Lavínia (SP);74319;72604;104692
Lavrinhas (SP);457;393;519
Leme (SP);101150;145514;177866
Lençóis Paulista (SP);133648;126366;172398
Limeira (SP);103342;105355;125629
Lindóia (SP);1500;1289;2922
Lins (SP);120720;130511;190696
Lorena (SP);1608;1863;2269
Lourdes (SP);11174;17512;26669
Louveira (SP);27514;29829;30902
Lucélia (SP);31070;33252;34745
Lucianópolis (SP);11426;9226;88746
Luís Antônio (SP);131856;151714;159140
Luiziânia (SP);20499;21984;34567
Lupércio (SP);18262;14196;15793
Lutécia (SP);77383;90422;91770
Macatuba (SP);47519;49240;63201
Macaubal (SP);35308;28070;36413
Macedônia (SP);24699;25172;34307
Magda (SP);51775;38618;24981
Mairinque (SP);3397;3200;3899
Mairiporã (SP);...;...;...
Manduri (SP);52817;69920;92054
Marabá Paulista (SP);97309;75282;100330
Maracaí (SP);145233;207192;236411
Marapoama (SP);59040;54641;75846
Mariápolis (SP);22246;19529;20233
Marília (SP);45862;40065;54405
Marinópolis (SP);11167;11250;15926
Martinópolis (SP);108609;203573;263458
Matão (SP);221747;101198;191599
Mauá (SP);...;-;-
Mendonça (SP);37013;41814;48500
Meridiano (SP);26756;27970;33603
Mesópolis (SP);28036;35733;40417
Miguelópolis (SP);258140;239757;521121
Mineiros do Tietê (SP);36937;42614;57982
Miracatu (SP);42612;32387;76481
Mira Estrela (SP);7851;9784;17037
Mirandópolis (SP);116932;138317;162141
Mirante do Paranapanema (SP);82174;82400;122195
Mirassol (SP);49045;52988;65041
Mirassolândia (SP);47782;24078;28916
Mococa (SP);170318;263779;299813
Mogi das Cruzes (SP);68980;79253;75910
Mogi Guaçu (SP);252035;245027;280493
Mogi Mirim (SP);117059;164345;246805
Mombuca (SP);23237;29434;31350
Monções (SP);29506;40430;21579
Mongaguá (SP);5812;2328;3091
Monte Alegre do Sul (SP);6667;9691;14118
Monte Alto (SP);116808;188833;160947
Monte Aprazível (SP);98819;97977;97813
Monte Azul Paulista (SP);72414;76298;97275
Monte Castelo (SP);25389;43336;48940
Monteiro Lobato (SP);35;60;2387
Monte Mor (SP);32513;38647;4518
Morro Agudo (SP);414481;478081;581301
Morungaba (SP);3845;2624;6742
Motuca (SP);53418;69305;77112
Murutinga do Sul (SP);11742;11958;11652
Nantes (SP);50135;85539;77893
Narandiba (SP);85320;115839;107656
Natividade da Serra (SP);99;53;528
Nazaré Paulista (SP);1645;1941;2455
Neves Paulista (SP);38527;41648;55597
Nhandeara (SP);62360;85356;93714
Nipoã (SP);38555;36473;38169
Nova Aliança (SP);45292;50947;74272
Nova Campina (SP);97596;74981;91944
Nova Canaã Paulista (SP);8204;9619;14348
Nova Castilho (SP);19897;19996;22937
Nova Europa (SP);50497;42165;51844
Nova Granada (SP);148739;126611;216854
Nova Guataporanga (SP);2460;2841;3667
Nova Independência (SP);30046;31702;44590
Novais (SP);20976;21026;23432
Nova Luzitânia (SP);3270;6168;9448
Nova Odessa (SP);13500;18090;18300
Novo Horizonte (SP);190497;229330;310724
Nuporanga (SP);144798;145578;167307
Ocauçu (SP);47201;43831;56312
Óleo (SP);31116;42513;50726
Olímpia (SP);208499;234740;274990
Onda Verde (SP);66291;51866;65395
Oriente (SP);19744;19967;20749
Orindiúva (SP);58468;40506;67684
Orlândia (SP);84327;76866;113064
Osasco (SP);...;...;...
Oscar Bressane (SP);19379;21738;33803
Osvaldo Cruz (SP);25513;24918;26107
Ourinhos (SP);100991;68502;84152
Ouroeste (SP);33608;35088;57679
Ouro Verde (SP);38956;30840;44134
Pacaembu (SP);38818;47956;47788
Palestina (SP);157675;154243;221430
Palmares Paulista (SP);20526;27396;17260
Palmeira d'Oeste (SP);60960;55985;87344
Palmital (SP);166096;210605;232981
Panorama (SP);21204;33753;40950
