Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes;;;
Variável - Valor da produção (Mil Reais);;;
Produto das lavouras temporárias e permanentes - Total;;;
;Ano;;
Tabocas do Brejo Velho (BA);2814;3083;3250
Tanhaçu (BA);34051;24642;21418
Tanque Novo (BA);5015;752;2189
Tanquinho (BA);264;817;121
Taperoá (BA);41334;42195;46979
Tapiramutá (BA);25168;23332;33235
Teixeira de Freitas (BA);39744;75038;80489
Teodoro Sampaio (BA);1950;3351;3396
Teofilândia (BA);3328;5665;6533
Teolândia (BA);4062;32081;66514
Terra Nova (BA);17695;17942;17905
Tremedal (BA);1772;2409;5734
Tucano (BA);9869;28795;7816
Uauá (BA);2141;1579;950
Ubaíra (BA);30397;41582;64407
Ubaitaba (BA);21237;24025;29720
Ubatã (BA);15878;18577;24728
Uibaí (BA);7133;4001;8935
Umburanas (BA);74621;78569;16229
Una (BA);79338;76391;84550
Urandi (BA);5549;6241;8962
Uruçuca (BA);38067;33375;39557
Utinga (BA);6598;7001;12994
Valença (BA);54470;55560;56763
Valente (BA);18714;41773;25453
Várzea da Roça (BA);1733;4204;2880
Várzea do Poço (BA);3218;6415;9250
Várzea Nova (BA);3960;5582;9141
Varzedo (BA);14183;14568;15914
Vera Cruz (BA);1469;1529;1310
Vereda (BA);16656;19193;20761
Vitória da Conquista (BA);42278;62115;47826
Wagner (BA);31287;20107;32929
Wanderley (BA);26093;26188;51708
Wenceslau Guimarães (BA);139984;167060;178181
Xique-Xique (BA);8449;4837;5206
Abadia dos Dourados (MG);7907;7899;12731
Abaeté (MG);6620;5110;14041
Abre Campo (MG);27385;53325;56391
Acaiaca (MG);913;866;1015
Açucena (MG);1405;3884;6311
Água Boa (MG);19900;22687;25292
Água Comprida (MG);102689;100122;152424
Aguanil (MG);11442;12915;30889
Águas Formosas (MG);3131;2414;2262
Águas Vermelhas (MG);9329;8658;19187
Aimorés (MG);31153;28921;31707
Aiuruoca (MG);3981;3934;6683
Alagoa (MG);435;414;340
Albertina (MG);13629;14320;14739
Além Paraíba (MG);1362;1492;1485
Alfenas (MG);148870;161637;294210
Alfredo Vasconcelos (MG);11443;5019;6606
Almenara (MG);10010;8909;7397
Alpercata (MG);722;464;391
Alpinópolis (MG);63726;64802;97844
Alterosa (MG);40975;41613;72397
Alto Caparaó (MG);20692;30514;51895
Alto Rio Doce (MG);7192;7886;12292
Alvarenga (MG);5431;6393;6738
Alvinópolis (MG);3399;4387;2292
Alvorada de Minas (MG);1865;1594;1747
Amparo do Serra (MG);2523;3267;5065
Andradas (MG);97851;128027;156904
Cachoeira de Pajeú (MG);5404;2764;3073
Andrelândia (MG);6740;21482;20059
Angelândia (MG);33309;30477;29122
Antônio Carlos (MG);4863;4974;7963
Antônio Dias (MG);1097;2150;3017
Antônio Prado de Minas (MG);1761;2175;2887
Araçaí (MG);483;644;654
Aracitaba (MG);534;586;759
Araçuaí (MG);7324;7080;13480
Araguari (MG);541991;455018;664700
Arantina (MG);614;859;1116
Araponga (MG);31295;41330;49696
Araporã (MG);47180;35743;60818
Arapuá (MG);9173;10854;11358
Araújos (MG);6300;7398;6483
Araxá (MG);80633;80047;108520
Arceburgo (MG);21994;18301;28929
Arcos (MG);17954;48893;29430
Areado (MG);32414;43766;62313
Argirita (MG);224;260;187
Aricanduva (MG);4134;5448;6119
Arinos (MG);36838;38767;37684
Astolfo Dutra (MG);5433;6427;4827
Ataléia (MG);3394;3673;4190
Augusto de Lima (MG);2489;2405;2232
Baependi (MG);16940;16111;33644
Baldim (MG);12627;13709;14910
Bambuí (MG);113217;110617;188305
Bandeira (MG);2271;2175;2533
Bandeira do Sul (MG);5638;5131;8151
Barão de Cocais (MG);1788;1627;1906
Barão de Monte Alto (MG);526;487;787
Barbacena (MG);53256;53516;66918
Barra Longa (MG);2394;3174;2433
Barroso (MG);652;600;478
Bela Vista de Minas (MG);170;173;126
Belmiro Braga (MG);684;369;421
Belo Horizonte (MG);...;...;...
Belo Oriente (MG);2608;2881;3618
Belo Vale (MG);47368;41409;44674
Berilo (MG);6765;8546;8698
Bertópolis (MG);2135;802;1179
Berizal (MG);2620;3256;8155
Betim (MG);715;635;925
Bias Fortes (MG);1219;836;779
Bicas (MG);635;446;426
Biquinhas (MG);2276;2127;5233
Boa Esperança (MG);139916;158548;325711
Bocaina de Minas (MG);362;584;1108
Bocaiúva (MG);10133;21077;21073
Bom Despacho (MG);26763;30397;32670
Bom Jardim de Minas (MG);676;500;481
Bom Jesus da Penha (MG);59158;43298;59181
Bom Jesus do Amparo (MG);4737;4339;5683
Bom Jesus do Galho (MG);16088;17768;32522
Bom Repouso (MG);38585;43833;56711
Bom Sucesso (MG);23001;23825;49464
Bonfim (MG);14046;13310;16393
Bonfinópolis de Minas (MG);144576;143121;192472
Bonito de Minas (MG);2913;3220;8514
Borda da Mata (MG);14446;23161;31145
Botelhos (MG);63760;101962;105732
Botumirim (MG);2960;3255;4222
Brasilândia de Minas (MG);20706;22838;26029
Brasília de Minas (MG);4354;5066;7039
Brás Pires (MG);2079;2844;4269
Braúnas (MG);627;3926;4386
Brazópolis (MG);36492;43430;63233
Brumadinho (MG);14441;12544;19775
Bueno Brandão (MG);52432;53778;89368
Buenópolis (MG);7169;8484;11920
Bugre (MG);1144;1166;1455
Buritis (MG);354180;390278;488586
Buritizeiro (MG);91971;69532;118876
Cabeceira Grande (MG);67742;69917;91909
Cabo Verde (MG);90136;107623;117721
Cachoeira da Prata (MG);36;...;...
Cachoeira de Minas (MG);32508;37839;57112
Cachoeira Dourada (MG);30480;40396;34635
Caetanópolis (MG);818;693;924
Caeté (MG);2358;2194;3486
Caiana (MG);14719;25692;30449
Cajuri (MG);9984;13099;13697
Caldas (MG);37615;42767;59873
Camacho (MG);8433;17117;28058
Camanducaia (MG);15937;18921;27228
Cambuí (MG);3430;3988;8219
Cambuquira (MG);59266;48646;101661
Campanário (MG);636;760;707
Campanha (MG);65698;64149;108638
Campestre (MG);122560;165221;184624
Campina Verde (MG);55157;57735;84488
Campo Azul (MG);1755;3403;3958
Campo Belo (MG);20674;30286;65369
Campo do Meio (MG);33162;43560;70310
Campo Florido (MG);179743;182693;244923
Campos Altos (MG);171987;202489;274886
Campos Gerais (MG);149321;107928;302613
Canaã (MG);15741;12024;22775
Canápolis (MG);213261;146787;167568
Cana Verde (MG);9421;10546;13666
Candeias (MG);56108;66774;159392
Cantagalo (MG);4770;5176;4062
Caparaó (MG);24312;44356;81651
Capela Nova (MG);6460;6830;10938
Capelinha (MG);51430;41790;52867
Capetinga (MG);43170;37318;68111
Capim Branco (MG);1163;1902;2821
Capinópolis (MG);107400;132424;137652
Capitão Andrade (MG);799;575;147
Capitão Enéas (MG);13973;22325;37703
Capitólio (MG);24446;25341;32929
Caputira (MG);40588;47211;45378
Caraí (MG);11530;11423;9217
Caranaíba (MG);1287;1227;3937
Carandaí (MG);45092;56880;86321
Carangola (MG);21753;27480;36981
Caratinga (MG);52709;60764;96121
Carbonita (MG);2485;3135;2816
Careaçu (MG);13583;15657;17005
Carlos Chagas (MG);2338;1981;2239
Carmésia (MG);1042;940;1716
Carmo da Cachoeira (MG);129176;141108;169952
Carmo da Mata (MG);13248;12942;13548
Carmo de Minas (MG);28888;39420;49215
Carmo do Cajuru (MG);8483;8943;10464
Carmo do Paranaíba (MG);144804;129088;216011
Carmo do Rio Claro (MG);120258;130241;230266
Carmópolis de Minas (MG);45255;45060;39904
Carneirinho (MG);51250;53842;59139
Carrancas (MG);11774;13110;21770
Carvalhópolis (MG);16585;18392;24738
Carvalhos (MG);912;988;1314
Casa Grande (MG);4371;4913;7553
Cascalho Rico (MG);20457;16712;27395
Cássia (MG);69414;52666;78379
Conceição da Barra de Minas (MG);5195;5902;10187
Cataguases (MG);2027;1945;1891
Catas Altas (MG);778;775;737
Catas Altas da Noruega (MG);894;1636;2896
Catuji (MG);3436;4756;6884
Catuti (MG);1594;941;1455
Caxambu (MG);2723;2436;3541
Cedro do Abaeté (MG);358;251;394
Central de Minas (MG);2335;3503;3416
Centralina (MG);59878;106933;116200
Chácara (MG);65;144;63
Chalé (MG);21687;22464;28481
Chapada do Norte (MG);1168;1302;1048
Chapada Gaúcha (MG);33083;32833;37803
Chiador (MG);511;396;374
Cipotânea (MG);3569;4442;2596
Claraval (MG);42768;18024;59818
Claro dos Poções (MG);8359;8803;7794
Cláudio (MG);10977;13816;14914
Coimbra (MG);8136;9298;14266
Coluna (MG);4408;4942;2809
Comendador Gomes (MG);115525;118056;146631
Comercinho (MG);3701;3647;2524
Conceição da Aparecida (MG);92265;135017;117739
Conceição das Pedras (MG);22452;28638;37858
Conceição das Alagoas (MG);274017;259973;375068
Conceição de Ipanema (MG);6313;5001;6307
Conceição do Mato Dentro (MG);3674;3095;4777
Conceição do Pará (MG);5853;5514;3198
Conceição do Rio Verde (MG);45624;60439;81527
Conceição dos Ouros (MG);5251;3520;5111
Cônego Marinho (MG);5647;3085;5110
Confins (MG);42;...;60
Congonhal (MG);8533;8305;14951
Congonhas (MG);631;576;1054
Congonhas do Norte (MG);3890;3879;4289
Conquista (MG);117440;122634;173525
Conselheiro Lafaiete (MG);2331;3439;4267
Conselheiro Pena (MG);44284;32524;42957
Consolação (MG);753;705;631
Contagem (MG);...;...;...
Coqueiral (MG);67027;68907;116163
Coração de Jesus (MG);25094;30812;44374
Cordisburgo (MG);3405;4242;4006
Cordislândia (MG);28370;26051;50795
Corinto (MG);6065;7952;6704
Coroaci (MG);5883;4763;7722
Coromandel (MG);398249;379909;467006
Coronel Fabriciano (MG);289;214;164
Coronel Murta (MG);637;1185;1115
Coronel Pacheco (MG);2094;2706;5334
Coronel Xavier Chaves (MG);6793;6264;14016
Córrego Danta (MG);7126;5341;6969
Córrego do Bom Jesus (MG);4513;5594;8053
Córrego Fundo (MG);6284;7153;9563
Córrego Novo (MG);1823;1847;1863
Couto de Magalhães de Minas (MG);693;461;751
Crisólita (MG);1548;1406;1663
Cristais (MG);50378;67354;126295
Cristália (MG);1051;1072;562
Cristiano Otoni (MG);3795;2047;5263
Cristina (MG);21785;36051;44301
Crucilândia (MG);5419;4879;6978
Cruzeiro da Fortaleza (MG);23864;24795;31107
Cruzília (MG);16517;17569;30255
Cuparaque (MG);3466;3781;3789
Curral de Dentro (MG);1495;1747;1765
Curvelo (MG);12166;11655;16403
Datas (MG);10773;10833;10422
Delfim Moreira (MG);5212;6556;9748
Delfinópolis (MG);88794;85572;138283
Delta (MG);20947;21596;27034
Descoberto (MG);1942;1322;1044
Desterro de Entre Rios (MG);7589;7809;13433
Desterro do Melo (MG);3965;3500;5577
Diamantina (MG);6505;9195;14550
Diogo de Vasconcelos (MG);4061;4384;6434
Dionísio (MG);1432;1666;2109
Divinésia (MG);2726;4977;6946
Divino (MG);50440;84814;85123
Divino das Laranjeiras (MG);1041;993;694
Divinolândia de Minas (MG);1081;2094;2022
Divinópolis (MG);5811;5735;6623
Divisa Alegre (MG);1616;1526;1266
Divisa Nova (MG);18863;21579;32078
Divisópolis (MG);15887;5156;7143
Dom Bosco (MG);11423;12268;12622
Dom Cavati (MG);3378;3220;3004
Dom Joaquim (MG);1379;1395;1765
Dom Silvério (MG);1363;1324;1106
Dom Viçoso (MG);4682;3974;5940
Dona Eusébia (MG);657;762;817
Dores de Campos (MG);317;356;262
Dores de Guanhães (MG);1343;2127;2481
Dores do Indaiá (MG);795;946;758
Dores do Turvo (MG);3280;3112;3982
Doresópolis (MG);3080;5245;6735
Douradoquara (MG);1121;743;1195
Durandé (MG);47851;53220;63810
Elói Mendes (MG);78651;72894;147649
Engenheiro Caldas (MG);1774;1722;824
Engenheiro Navarro (MG);3355;5125;5233
Entre Folhas (MG);5469;6265;7103
Entre Rios de Minas (MG);12433;14624;20031
Ervália (MG);75727;99921;108077
Esmeraldas (MG);3362;3448;3158
Espera Feliz (MG);63096;100869;131824
Espinosa (MG);11715;10028;15827
Espírito Santo do Dourado (MG);28301;27580;41505
Estiva (MG);18946;19924;25077
Estrela Dalva (MG);916;940;1139
Estrela do Indaiá (MG);7742;9384;10493
Estrela do Sul (MG);71044;62914;98657
Eugenópolis (MG);21985;21699;22031
Ewbank da Câmara (MG);43;60;23
Extrema (MG);930;2610;4535
Fama (MG);8873;14095;15637
Faria Lemos (MG);5275;6867;6474
Felício dos Santos (MG);5494;8720;11579
São Gonçalo do Rio Preto (MG);1429;1158;1135
Felisburgo (MG);1063;1215;1217
Felixlândia (MG);5854;6822;4816
Fernandes Tourinho (MG);1827;1509;1513
Ferros (MG);5901;5523;6811
Fervedouro (MG);28104;41310;42107
Florestal (MG);6660;8246;7876
Formiga (MG);74159;84186;140287
Formoso (MG);138877;146889;140031
Fortaleza de Minas (MG);13797;13655;16672
Fortuna de Minas (MG);1657;1338;1452
Francisco Badaró (MG);760;305;889
Francisco Dumont (MG);782;1870;1170
Francisco Sá (MG);10156;12726;14130
Franciscópolis (MG);3850;4063;4502
Frei Gaspar (MG);4356;5370;6311
Frei Inocêncio (MG);1145;660;446
Frei Lagonegro (MG);1844;1824;2866
Fronteira (MG);37418;35857;38463
Fronteira dos Vales (MG);1199;1293;999
Fruta de Leite (MG);1314;1647;1194
Frutal (MG);508981;480197;574041
Funilândia (MG);1921;1706;2009
Galiléia (MG);1108;1034;1360
Gameleiras (MG);1781;1402;1953
Glaucilândia (MG);1263;2387;1381
Goiabeira (MG);669;500;157
Goianá (MG);796;1215;1707
Gonçalves (MG);3965;5271;14411
Gonzaga (MG);1949;2289;2085
Gouveia (MG);4543;7860;10518
Governador Valadares (MG);5756;7181;13945
Grão Mogol (MG);3505;5487;4400
Grupiara (MG);3001;3507;4337
Guanhães (MG);4373;2656;4534
Guapé (MG);55596;74226;117762
Guaraciaba (MG);5775;6234;12260
Guaraciama (MG);2671;2958;1496
Guaranésia (MG);63046;49611;78414
Guarani (MG);2178;2296;2444
Guarará (MG);672;356;474
Guarda-Mor (MG);272299;239702;319331
Guaxupé (MG);78183;68206;83375
Guidoval (MG);4767;11528;9185
Guimarânia (MG);40412;51340;66872
Guiricema (MG);7865;8308;7317
Gurinhatã (MG);26789;34951;46763
Heliodora (MG);21492;28092;41763
Iapu (MG);2320;2412;3160
Ibertioga (MG);2997;3069;4030
Ibiá (MG);230478;275121;308516
Ibiaí (MG);18210;12296;13832
Ibiracatu (MG);1758;1775;2071
Ibiraci (MG);162676;82304;251498
Ibirité (MG);410;770;584
Ibitiúra de Minas (MG);26771;21830;24689
Ibituruna (MG);8232;5515;8918
Icaraí de Minas (MG);2236;2071;3287
Igarapé (MG);3073;2142;2873
Igaratinga (MG);912;520;226
Iguatama (MG);42183;50348;70047
Ijaci (MG);3571;2314;6993
Ilicínea (MG);43112;54561;98927
Imbé de Minas (MG);26155;28431;27149
Inconfidentes (MG);10781;14259;30814
Indaiabira (MG);19042;16686;21930
Indianópolis (MG);153018;114936;217171
Ingaí (MG);14869;13919;21125
Inhapim (MG);45662;54564;65638
Inhaúma (MG);3660;3386;4089
Inimutaba (MG);3241;2898;1002
Ipaba (MG);2316;2591;1571
Ipanema (MG);7582;2795;4217
Ipatinga (MG);496;358;570
Ipiaçu (MG);43521;41797;50256
Ipuiúna (MG);91599;100205;200536
Iraí de Minas (MG);57619;44681;66730
Itabira (MG);2767;2587;2214
Itabirinha (MG);3321;5095;5688
Itabirito (MG);8890;6983;8226
Itacambira (MG);3162;2369;2314
Itacarambi (MG);33254;27316;31683
Itaguara (MG);6893;5951;8131
Itaipé (MG);14335;16357;14770
Itajubá (MG);4535;6164;7426
Itamarandiba (MG);6953;9478;8293
Itamarati de Minas (MG);2262;2770;3045
Itambacuri (MG);3464;3437;2915
Itambé do Mato Dentro (MG);258;176;561
Itamogi (MG);80616;86309;118470
Itamonte (MG);2844;2511;4160
Itanhandu (MG);759;835;775
Itanhomi (MG);4707;6339;2910
Itaobim (MG);6652;4511;6668
Itapagipe (MG);91437;87484;99630
Itapecerica (MG);7034;13901;20133
Itapeva (MG);3165;3959;4280
Itatiaiuçu (MG);2500;1579;1828
Itaú de Minas (MG);4993;4621;6348
Itaúna (MG);1913;1824;2986
Itaverava (MG);10160;12400;18747
Itinga (MG);3362;2895;3313
Itueta (MG);15758;19905;19045
Ituiutaba (MG);108482;147629;179698
Itumirim (MG);5279;4647;8630
Iturama (MG);121606;126325;143261
Itutinga (MG);16206;19055;25674
Jaboticatubas (MG);8565;6893;6954
Jacinto (MG);4938;5216;3921
Jacuí (MG);32015;31839;50067
Jacutinga (MG);35757;30878;54696
Jaguaraçu (MG);739;610;954
Jaíba (MG);282770;331678;373564
Jampruca (MG);297;2456;1124
Janaúba (MG);59531;72708;114509
Januária (MG);10207;12153;18570
Japaraíba (MG);22639;27284;21154
Japonvar (MG);1019;975;2808
Jeceaba (MG);1624;2642;3682
Jenipapo de Minas (MG);755;629;762
Jequeri (MG);37526;31228;38559
Jequitaí (MG);4192;5230;6028
Jequitibá (MG);6773;6215;10977
Jequitinhonha (MG);15254;19237;32508
Jesuânia (MG);12300;11835;28021
Joaíma (MG);2387;2717;5325
Joanésia (MG);855;771;871
João Monlevade (MG);147;49;47
João Pinheiro (MG);188277;199973;216761
Joaquim Felício (MG);1554;1636;1362
Jordânia (MG);1752;1894;1829
José Gonçalves de Minas (MG);1641;2450;2487
José Raydan (MG);3032;3855;4198
Josenópolis (MG);349;2301;3128
Nova União (MG);19352;15633;16514
Juatuba (MG);2278;2137;3311
Juiz de Fora (MG);1687;1724;1377
Juramento (MG);2066;3061;2189
Juruaia (MG);61546;56647;82094
Juvenília (MG);1197;1160;1818
Ladainha (MG);7715;7002;6579
Lagamar (MG);16362;18340;26923
Lagoa da Prata (MG);43876;32916;46447
Lagoa dos Patos (MG);423;1007;861
Lagoa Dourada (MG);45021;41092;79976
Lagoa Formosa (MG);99232;108563;119811
Lagoa Grande (MG);31562;32323;47667
Lagoa Santa (MG);1479;1137;1413
Lajinha (MG);47700;95597;93526
Lambari (MG);51332;37109;75172
Lamim (MG);1507;2256;2312
Laranjal (MG);905;794;876
Lassance (MG);28664;18749;26380
Lavras (MG);49472;40357;87431
Leandro Ferreira (MG);385;593;812
Leme do Prado (MG);1251;1530;1031
Leopoldina (MG);4297;3305;3369
Liberdade (MG);1934;1438;1928
Lima Duarte (MG);3869;4252;4460
Limeira do Oeste (MG);115850;115620;130533
Lontra (MG);605;964;1014
Luisburgo (MG);52372;60961;56739
Luislândia (MG);1030;1370;1949
Luminárias (MG);26801;18442;26203
Luz (MG);46711;52242;57397
Machacalis (MG);503;451;353
Machado (MG);121615;145904;210977
Madre de Deus de Minas (MG);43186;59777;102820
Malacacheta (MG);17400;20385;19294
Mamonas (MG);883;1204;3782
Manga (MG);29294;34903;40663
Manhuaçu (MG);117798;171052;141616
Manhumirim (MG);49774;65686;49017
Mantena (MG);19980;28271;20058
Maravilhas (MG);8235;11549;13984
Mar de Espanha (MG);4254;2607;4625
Maria da Fé (MG);37663;42275;53752
Mariana (MG);4441;4712;6696
Marilac (MG);1412;4243;4659
Mário Campos (MG);113;106;...
Maripá de Minas (MG);888;501;528
Marliéria (MG);1619;1277;2398
Marmelópolis (MG);1446;1884;2272
Martinho Campos (MG);5539;6239;4136
Martins Soares (MG);32455;35908;39362
Mata Verde (MG);4106;4766;4397
Materlândia (MG);1853;1327;1748
Mateus Leme (MG);4688;3113;5055
Matias Barbosa (MG);598;235;471
Matias Cardoso (MG);133280;118993;129393
Matipó (MG);53640;58867;66152
Mato Verde (MG);2385;1427;5467
Matozinhos (MG);5542;5844;6678
Matutina (MG);10560;11313;12402
Medeiros (MG);69499;75789;119532
Medina (MG);2974;4086;2677
Mendes Pimentel (MG);3365;4063;3548
Mercês (MG);1956;2766;1333
Mesquita (MG);1275;1388;1615
Minas Novas (MG);5845;9164;10029
Minduri (MG);12925;20023;32275
Mirabela (MG);1142;1407;1399
Miradouro (MG);11332;19776;19538
Miraí (MG);4983;5923;8764
Miravânia (MG);408;489;352
Moeda (MG);1538;1354;1951
Moema (MG);1108;4105;2080
Monjolos (MG);2730;2228;3117
Monsenhor Paulo (MG);34853;30180;48751
Montalvânia (MG);2523;1847;10857
Monte Alegre de Minas (MG);300947;305956;390533
Monte Azul (MG);3855;2030;6227
Monte Belo (MG);68149;68156;92054
Monte Carmelo (MG);299892;209536;396690
Monte Formoso (MG);1052;1709;897
Monte Santo de Minas (MG);120277;123609;195940
Montes Claros (MG);15293;16861;17619
Monte Sião (MG);22842;34942;58381
Montezuma (MG);3136;3017;3626
Morada Nova de Minas (MG);20732;25535;68537
Morro da Garça (MG);882;900;828
Morro do Pilar (MG);1378;1152;939
Munhoz (MG);17240;19194;30481
Muriaé (MG);13839;16519;22483
Mutum (MG);55927;55241;69955
Muzambinho (MG);79455;90110;155002
Nacip Raydan (MG);496;626;671
Nanuque (MG);10714;21833;7877
Naque (MG);1059;579;671
Natalândia (MG);3978;3590;7496
Natércia (MG);18451;27770;31872
Nazareno (MG);25637;33023;42389
Nepomuceno (MG);127912;132001;213706
Ninheira (MG);10476;18117;25166
Nova Belém (MG);17186;33129;30331
Nova Era (MG);1013;711;804
Nova Lima (MG);...;...;8
Nova Módica (MG);1690;1625;1328
Nova Ponte (MG);196334;206910;255536
Nova Porteirinha (MG);47862;61614;110472
Nova Resende (MG);141693;196723;194052
Nova Serrana (MG);377;218;293
Novo Cruzeiro (MG);28916;30789;41460
Novo Oriente de Minas (MG);1143;990;1722
Novorizonte (MG);1703;2244;1875
Olaria (MG);562;1170;1928
Olhos-d'Água (MG);874;1136;1468
Olímpio Noronha (MG);6139;10093;17363
Oliveira (MG);61413;63435;90379
Oliveira Fortes (MG);1530;1401;1778
Onça de Pitangui (MG);16175;13187;10643
Oratórios (MG);3818;2827;2953
Orizânia (MG);20470;30242;50377
Ouro Branco (MG);2939;3398;3769
Ouro Fino (MG);44717;52884;89933
Ouro Preto (MG);7864;6811;9285
Ouro Verde de Minas (MG);1927;2214;2620
Padre Carvalho (MG);1652;2143;1525
Padre Paraíso (MG);3669;6078;4637
Paineiras (MG);1956;1137;2165
Pains (MG);5730;10703;17540
Pai Pedro (MG);1209;590;679
Paiva (MG);92;130;161
Palma (MG);764;1334;1593
