Tabela 793 - População residente;;;
Variável - População residente (Pessoas);;;
ano;cod;mun;pop
2007;3140100;Marilac (MG);4285
2007;3140159;Mário Campos (MG);11421
2007;3140209;Maripá de Minas (MG);2827
2007;3140308;Marliéria (MG);3743
2007;3140407;Marmelópolis (MG);3100
2007;3140506;Martinho Campos (MG);12165
2007;3140530;Martins Soares (MG);6338
2007;3140555;Mata Verde (MG);7458
2007;3140605;Materlândia (MG);4662
2007;3140704;Mateus Leme (MG);25627
2007;3140803;Matias Barbosa (MG);13205
2007;3140852;Matias Cardoso (MG);10270
2007;3140902;Matipó (MG);16430
2007;3141009;Mato Verde (MG);12664
2007;3141108;Matozinhos (MG);33317
2007;3141207;Matutina (MG);3700
2007;3141306;Medeiros (MG);3238
2007;3141405;Medina (MG);20667
2007;3141504;Mendes Pimentel (MG);6431
2007;3141603;Mercês (MG);10452
2007;3141702;Mesquita (MG);6493
2007;3141801;Minas Novas (MG);30578
2007;3141900;Minduri (MG);3603
2007;3142007;Mirabela (MG);12769
2007;3142106;Miradouro (MG);10197
2007;3142205;Miraí (MG);12949
2007;3142254;Miravânia (MG);4708
2007;3142304;Moeda (MG);4506
2007;3142403;Moema (MG);6754
2007;3142502;Monjolos (MG);2303
2007;3142601;Monsenhor Paulo (MG);7391
2007;3142700;Montalvânia (MG);15961
2007;3142809;Monte Alegre de Minas (MG);18348
2007;3142908;Monte Azul (MG);22437
2007;3143005;Monte Belo (MG);12573
2007;3143104;Monte Carmelo (MG);44367
2007;3143153;Monte Formoso (MG);4709
2007;3143203;Monte Santo de Minas (MG);20133
2007;3143302;Montes Claros (MG);352384
2007;3143401;Monte Sião (MG);19228
2007;3143450;Montezuma (MG);7259
2007;3143500;Morada Nova de Minas (MG);8297
2007;3143609;Morro da Garça (MG);2887
2007;3143708;Morro do Pilar (MG);3474
2007;3143807;Munhoz (MG);6298
2007;3143906;Muriaé (MG);95548
2007;3144003;Mutum (MG);26331
2007;3144102;Muzambinho (MG);19925
2007;3144201;Nacip Raydan (MG);2957
2007;3144300;Nanuque (MG);40307
2007;3144359;Naque (MG);5885
2007;3144375;Natalândia (MG);3271
2007;3144409;Natércia (MG);4623
2007;3144508;Nazareno (MG);7716
2007;3144607;Nepomuceno (MG);24430
2007;3144656;Ninheira (MG);10414
2007;3144672;Nova Belém (MG);3629
2007;3144706;Nova Era (MG);17932
2007;3144805;Nova Lima (MG);72207
2007;3144904;Nova Módica (MG);3878
2007;3145000;Nova Ponte (MG);11586
2007;3145059;Nova Porteirinha (MG);7358
2007;3145109;Nova Resende (MG);14145
2007;3145208;Nova Serrana (MG);60195
2007;3145307;Novo Cruzeiro (MG);30331
2007;3145356;Novo Oriente de Minas (MG);10327
2007;3145372;Novorizonte (MG);4899
2007;3145406;Olaria (MG);2380
2007;3145455;Olhos-d'Água (MG);4991
2007;3145505;Olímpio Noronha (MG);2505
2007;3145604;Oliveira (MG);37805
2007;3145703;Oliveira Fortes (MG);1939
2007;3145802;Onça de Pitangui (MG);3019
2007;3145851;Oratórios (MG);4385
2007;3145877;Orizânia (MG);6771
2007;3145901;Ouro Branco (MG);33548
2007;3146008;Ouro Fino (MG);31154
2007;3146107;Ouro Preto (MG);67048
2007;3146206;Ouro Verde de Minas (MG);6832
2007;3146255;Padre Carvalho (MG);5828
2007;3146305;Padre Paraíso (MG);18120
2007;3146404;Paineiras (MG);4594
2007;3146503;Pains (MG);8122
2007;3146552;Pai Pedro (MG);5979
2007;3146602;Paiva (MG);1630
2007;3146701;Palma (MG);6118
2007;3146750;Palmópolis (MG);7041
2007;3146909;Papagaios (MG);14410
2007;3147006;Paracatu (MG);79739
2007;3147105;Pará de Minas (MG);79852
2007;3147204;Paraguaçu (MG);19603
2007;3147303;Paraisópolis (MG);18088
2007;3147402;Paraopeba (MG);22204
2007;3147501;Passabém (MG);1801
2007;3147600;Passa Quatro (MG);15285
2007;3147709;Passa Tempo (MG);8494
2007;3147808;Passa Vinte (MG);2082
2007;3147907;Passos (MG);102765
2007;3147956;Patis (MG);5346
2007;3148004;Patos de Minas (MG);133054
2007;3148103;Patrocínio (MG);81589
2007;3148202;Patrocínio do Muriaé (MG);5319
2007;3148301;Paula Cândido (MG);9086
2007;3148400;Paulistas (MG);4893
2007;3148509;Pavão (MG);8868
2007;3148608;Peçanha (MG);17157
2007;3148707;Pedra Azul (MG);24851
2007;3148756;Pedra Bonita (MG);6474
2007;3148806;Pedra do Anta (MG);3672
2007;3148905;Pedra do Indaiá (MG);3921
2007;3149002;Pedra Dourada (MG);2100
2007;3149101;Pedralva (MG);11184
2007;3149150;Pedras de Maria da Cruz (MG);10976
2007;3149200;Pedrinópolis (MG);3448
2007;3149309;Pedro Leopoldo (MG);56518
2007;3149408;Pedro Teixeira (MG);1658
2007;3149507;Pequeri (MG);2997
2007;3149606;Pequi (MG);4232
2007;3149705;Perdigão (MG);7310
2007;3149804;Perdizes (MG);13924
2007;3149903;Perdões (MG);19407
2007;3149952;Periquito (MG);7030
2007;3150000;Pescador (MG);4056
2007;3150109;Piau (MG);2973
2007;3150158;Piedade de Caratinga (MG);6444
2007;3150208;Piedade de Ponte Nova (MG);4113
2007;3150307;Piedade do Rio Grande (MG);4781
2007;3150406;Piedade dos Gerais (MG);4542
2007;3150505;Pimenta (MG);8164
2007;3150539;Pingo d'Água (MG);4016
2007;3150570;Pintópolis (MG);7727
2007;3150604;Piracema (MG);6554
2007;3150703;Pirajuba (MG);3694
2007;3150802;Piranga (MG);17208
2007;3150901;Piranguçu (MG);5113
2007;3151008;Piranguinho (MG);7849
2007;3151107;Pirapetinga (MG);10240
2007;3151206;Pirapora (MG);51636
2007;3151305;Piraúba (MG);10686
2007;3151404;Pitangui (MG);24618
2007;3151503;Piumhi (MG);30984
2007;3151602;Planura (MG);10289
2007;3151701;Poço Fundo (MG);15350
2007;3151800;Poços de Caldas (MG);144386
2007;3151909;Pocrane (MG);8769
2007;3152006;Pompéu (MG);28393
2007;3152105;Ponte Nova (MG);55687
2007;3152131;Ponto Chique (MG);4046
2007;3152170;Ponto dos Volantes (MG);10976
2007;3152204;Porteirinha (MG);36864
2007;3152303;Porto Firme (MG);10404
2007;3152402;Poté (MG);14749
2007;3152501;Pouso Alegre (MG);120467
2007;3152600;Pouso Alto (MG);6359
2007;3152709;Prados (MG);8168
2007;3152808;Prata (MG);25511
2007;3152907;Pratápolis (MG);8653
2007;3153004;Pratinha (MG);3236
2007;3153103;Presidente Bernardes (MG);5699
2007;3153202;Presidente Juscelino (MG);4257
2007;3153301;Presidente Kubitschek (MG);2978
2007;3153400;Presidente Olegário (MG);18256
2007;3153509;Alto Jequitibá (MG);7976
2007;3153608;Prudente de Morais (MG);8874
2007;3153707;Quartel Geral (MG);3200
2007;3153806;Queluzito (MG);1826
2007;3153905;Raposos (MG);14874
2007;3154002;Raul Soares (MG);23901
2007;3154101;Recreio (MG);10194
2007;3154150;Reduto (MG);6344
2007;3154200;Resende Costa (MG);10537
2007;3154309;Resplendor (MG);17024
2007;3154408;Ressaquinha (MG);4574
2007;3154457;Riachinho (MG);8126
2007;3154507;Riacho dos Machados (MG);9392
2007;3154606;Ribeirão das Neves (MG);329112
2007;3154705;Ribeirão Vermelho (MG);3773
2007;3154804;Rio Acima (MG);8257
2007;3154903;Rio Casca (MG);14496
2007;3155009;Rio Doce (MG);2520
2007;3155108;Rio do Prado (MG);4489
2007;3155207;Rio Espera (MG);6594
2007;3155306;Rio Manso (MG);5007
2007;3155405;Rio Novo (MG);8910
2007;3155504;Rio Paranaíba (MG);10809
2007;3155603;Rio Pardo de Minas (MG);28633
2007;3155702;Rio Piracicaba (MG);14319
2007;3155801;Rio Pomba (MG);16709
2007;3155900;Rio Preto (MG);5388
2007;3156007;Rio Vermelho (MG);14856
2007;3156106;Ritápolis (MG);5068
2007;3156205;Rochedo de Minas (MG);2036
2007;3156304;Rodeiro (MG);6178
2007;3156403;Romaria (MG);3561
2007;3156452;Rosário da Limeira (MG);4151
2007;3156502;Rubelita (MG);8299
2007;3156601;Rubim (MG);9561
2007;3156700;Sabará (MG);120770
2007;3156809;Sabinópolis (MG);15889
2007;3156908;Sacramento (MG);22159
2007;3157005;Salinas (MG);37370
2007;3157104;Salto da Divisa (MG);6896
2007;3157203;Santa Bárbara (MG);26185
2007;3157252;Santa Bárbara do Leste (MG);7451
2007;3157278;Santa Bárbara do Monte Verde (MG);2796
2007;3157302;Santa Bárbara do Tugúrio (MG);4504
2007;3157336;Santa Cruz de Minas (MG);7347
2007;3157377;Santa Cruz de Salinas (MG);5192
2007;3157401;Santa Cruz do Escalvado (MG);5193
2007;3157500;Santa Efigênia de Minas (MG);4519
2007;3157609;Santa Fé de Minas (MG);4034
2007;3157658;Santa Helena de Minas (MG);5892
2007;3157708;Santa Juliana (MG);10582
2007;3157807;Santa Luzia (MG);222507
2007;3157906;Santa Margarida (MG);14205
2007;3158003;Santa Maria de Itabira (MG);10445
2007;3158102;Santa Maria do Salto (MG);5724
2007;3158201;Santa Maria do Suaçuí (MG);14427
2007;3158300;Santana da Vargem (MG);7092
2007;3158409;Santana de Cataguases (MG);3603
2007;3158508;Santana de Pirapama (MG);8549
2007;3158607;Santana do Deserto (MG);3833
2007;3158706;Santana do Garambéu (MG);2104
2007;3158805;Santana do Jacaré (MG);4532
2007;3158904;Santana do Manhuaçu (MG);8185
2007;3158953;Santana do Paraíso (MG);22765
2007;3159001;Santana do Riacho (MG);4159
2007;3159100;Santana dos Montes (MG);3989
2007;3159209;Santa Rita de Caldas (MG);9078
2007;3159308;Santa Rita de Jacutinga (MG);5588
2007;3159357;Santa Rita de Minas (MG);5787
2007;3159407;Santa Rita de Ibitipoca (MG);3747
2007;3159506;Santa Rita do Itueto (MG);5652
2007;3159605;Santa Rita do Sapucaí (MG);34246
2007;3159704;Santa Rosa da Serra (MG);3261
2007;3159803;Santa Vitória (MG);15492
2007;3159902;Santo Antônio do Amparo (MG);17255
2007;3160009;Santo Antônio do Aventureiro (MG);3489
2007;3160108;Santo Antônio do Grama (MG);4241
2007;3160207;Santo Antônio do Itambé (MG);4517
2007;3160306;Santo Antônio do Jacinto (MG);11294
2007;3160405;Santo Antônio do Monte (MG);24746
2007;3160454;Santo Antônio do Retiro (MG);6817
2007;3160504;Santo Antônio do Rio Abaixo (MG);1753
2007;3160603;Santo Hipólito (MG);3541
2007;3160702;Santos Dumont (MG);45922
2007;3160801;São Bento Abade (MG);4400
2007;3160900;São Brás do Suaçuí (MG);3488
2007;3160959;São Domingos das Dores (MG);5232
2007;3161007;São Domingos do Prata (MG);17349
2007;3161056;São Félix de Minas (MG);3387
2007;3161106;São Francisco (MG);52985
2007;3161205;São Francisco de Paula (MG);6246
2007;3161304;São Francisco de Sales (MG);5167
2007;3161403;São Francisco do Glória (MG);5539
2007;3161502;São Geraldo (MG);9171
2007;3161601;São Geraldo da Piedade (MG);4768
2007;3161650;São Geraldo do Baixio (MG);3253
2007;3161700;São Gonçalo do Abaeté (MG);6156
2007;3161809;São Gonçalo do Pará (MG);10308
2007;3161908;São Gonçalo do Rio Abaixo (MG);9233
2007;3162005;São Gonçalo do Sapucaí (MG);22751
2007;3162104;São Gotardo (MG);30757
2007;3162203;São João Batista do Glória (MG);6828
2007;3162252;São João da Lagoa (MG);4729
2007;3162302;São João da Mata (MG);2858
2007;3162401;São João da Ponte (MG);26091
2007;3162450;São João das Missões (MG);10769
2007;3162500;São João del Rei (MG);81918
2007;3162559;São João do Manhuaçu (MG);9394
2007;3162575;São João do Manteninha (MG);4855
2007;3162609;São João do Oriente (MG);7988
2007;3162658;São João do Pacuí (MG);4003
2007;3162708;São João do Paraíso (MG);21839
2007;3162807;São João Evangelista (MG);15686
2007;3162906;São João Nepomuceno (MG);25011
2007;3162922;São Joaquim de Bicas (MG);22214
2007;3162948;São José da Barra (MG);6701
2007;3162955;São José da Lapa (MG);17900
2007;3163003;São José da Safira (MG);3929
2007;3163102;São José da Varginha (MG);3797
2007;3163201;São José do Alegre (MG);3908
2007;3163300;São José do Divino (MG);3776
2007;3163409;São José do Goiabal (MG);5646
2007;3163508;São José do Jacuri (MG);6958
2007;3163607;São José do Mantimento (MG);2472
2007;3163706;São Lourenço (MG);40441
2007;3163805;São Miguel do Anta (MG);6820
2007;3163904;São Pedro da União (MG);5291
2007;3164001;São Pedro dos Ferros (MG);8880
2007;3164100;São Pedro do Suaçuí (MG);5801
2007;3164209;São Romão (MG);9080
2007;3164308;São Roque de Minas (MG);6141
2007;3164407;São Sebastião da Bela Vista (MG);4884
2007;3164431;São Sebastião da Vargem Alegre (MG);2743
2007;3164472;São Sebastião do Anta (MG);5388
2007;3164506;São Sebastião do Maranhão (MG);11686
2007;3164605;São Sebastião do Oeste (MG);5336
2007;3164704;São Sebastião do Paraíso (MG);61838
2007;3164803;São Sebastião do Rio Preto (MG);1700
2007;3164902;São Sebastião do Rio Verde (MG);2170
2007;3165008;São Tiago (MG);10289
2007;3165107;São Tomás de Aquino (MG);6934
2007;3165206;São Thomé das Letras (MG);6617
2007;3165305;São Vicente de Minas (MG);6283
2007;3165404;Sapucaí-Mirim (MG);5772
2007;3165503;Sardoá (MG);5196
2007;3165537;Sarzedo (MG);23282
2007;3165552;Setubinha (MG);10834
2007;3165560;Sem-Peixe (MG);2950
2007;3165578;Senador Amaral (MG);5051
2007;3165602;Senador Cortes (MG);2011
2007;3165701;Senador Firmino (MG);7019
2007;3165800;Senador José Bento (MG);1908
2007;3165909;Senador Modestino Gonçalves (MG);4988
2007;3166006;Senhora de Oliveira (MG);5675
2007;3166105;Senhora do Porto (MG);3517
2007;3166204;Senhora dos Remédios (MG);10201
2007;3166303;Sericita (MG);7083
2007;3166402;Seritinga (MG);1755
2007;3166501;Serra Azul de Minas (MG);4307
2007;3166600;Serra da Saudade (MG);863
2007;3166709;Serra dos Aimorés (MG);8345
2007;3166808;Serra do Salitre (MG);10224
2007;3166907;Serrania (MG);7370
2007;3166956;Serranópolis de Minas (MG);4515
2007;3167004;Serranos (MG);2063
2007;3167103;Serro (MG);20862
2007;3167202;Sete Lagoas (MG);217506
2007;3167301;Silveirânia (MG);2125
2007;3167400;Silvianópolis (MG);6018
2007;3167509;Simão Pereira (MG);2503
2007;3167608;Simonésia (MG);17257
2007;3167707;Sobrália (MG);5990
2007;3167806;Soledade de Minas (MG);5518
2007;3167905;Tabuleiro (MG);4061
2007;3168002;Taiobeiras (MG);29732
2007;3168051;Taparuba (MG);3243
2007;3168101;Tapira (MG);3575
2007;3168200;Tapiraí (MG);1841
2007;3168309;Taquaraçu de Minas (MG);3757
2007;3168408;Tarumirim (MG);14185
2007;3168507;Teixeiras (MG);11665
2007;3168606;Teófilo Otoni (MG);126895
2007;3168705;Timóteo (MG);76092
2007;3168804;Tiradentes (MG);6547
2007;3168903;Tiros (MG);7416
2007;3169000;Tocantins (MG);15704
2007;3169059;Tocos do Moji (MG);3926
2007;3169109;Toledo (MG);5720
2007;3169208;Tombos (MG);9194
2007;3169307;Três Corações (MG);71737
2007;3169356;Três Marias (MG);26431
2007;3169406;Três Pontas (MG);52121
2007;3169505;Tumiritinga (MG);5964
2007;3169604;Tupaciguara (MG);23076
2007;3169703;Turmalina (MG);17219
2007;3169802;Turvolândia (MG);4737
2007;3169901;Ubá (MG);94228
2007;3170008;Ubaí (MG);11834
2007;3170057;Ubaporanga (MG);12060
2007;3170107;Uberaba (MG);287760
2007;3170206;Uberlândia (MG);608369
2007;3170305;Umburatiba (MG);2776
2007;3170404;Unaí (MG);74495
2007;3170438;União de Minas (MG);4593
2007;3170479;Uruana de Minas (MG);2777
2007;3170503;Urucânia (MG);10203
2007;3170529;Urucuia (MG);11376
2007;3170578;Vargem Alegre (MG);6594
2007;3170602;Vargem Bonita (MG);2098
2007;3170651;Vargem Grande do Rio Pardo (MG);4703
2007;3170701;Varginha (MG);116093
2007;3170750;Varjão de Minas (MG);5993
2007;3170800;Várzea da Palma (MG);34448
2007;3170909;Varzelândia (MG);19137
2007;3171006;Vazante (MG);19300
2007;3171030;Verdelândia (MG);8029
2007;3171071;Veredinha (MG);5732
2007;3171105;Veríssimo (MG);3667
2007;3171154;Vermelho Novo (MG);4551
2007;3171204;Vespasiano (MG);94191
2007;3171303;Viçosa (MG);70404
2007;3171402;Vieiras (MG);3808
2007;3171501;Mathias Lobato (MG);3457
2007;3171600;Virgem da Lapa (MG);14103
2007;3171709;Virgínia (MG);8351
2007;3171808;Virginópolis (MG);10891
2007;3171907;Virgolândia (MG);5724
2007;3172004;Visconde do Rio Branco (MG);35346
2007;3172103;Volta Grande (MG);5166
2007;3172202;Wenceslau Braz (MG);2509
2007;3200102;Afonso Cláudio (ES);30773
2007;3200136;Águia Branca (ES);9281
2007;3200169;Água Doce do Norte (ES);11934
2007;3200201;Alegre (ES);30473
2007;3200300;Alfredo Chaves (ES);13983
2007;3200359;Alto Rio Novo (ES);6198
2007;3200409;Anchieta (ES);19459
2007;3200508;Apiacá (ES);7617
2007;3200607;Aracruz (ES);73358
2007;3200706;Atílio Vivácqua (ES);8878
2007;3200805;Baixo Guandu (ES);28637
2007;3200904;Barra de São Francisco (ES);39627
2007;3201001;Boa Esperança (ES);12912
2007;3201100;Bom Jesus do Norte (ES);9318
2007;3201159;Brejetuba (ES);10949
2007;3201209;Cachoeiro de Itapemirim (ES);195288
2007;3201308;Cariacica (ES);356536
2007;3201407;Castelo (ES);32250
2007;3201506;Colatina (ES);106637
2007;3201605;Conceição da Barra (ES);26230
2007;3201704;Conceição do Castelo (ES);11326
2007;3201803;Divino de São Lourenço (ES);4837
2007;3201902;Domingos Martins (ES);31175
2007;3202009;Dores do Rio Preto (ES);6106
2007;3202108;Ecoporanga (ES);23296
2007;3202207;Fundão (ES);15209
2007;3202256;Governador Lindenberg (ES);9890
2007;3202306;Guaçuí (ES);25761
2007;3202405;Guarapari (ES);98073
2007;3202454;Ibatiba (ES);19649
2007;3202504;Ibiraçu (ES);10312
2007;3202553;Ibitirama (ES);8994
2007;3202603;Iconha (ES);11496
2007;3202652;Irupi (ES);10369
2007;3202702;Itaguaçu (ES);13881
2007;3202801;Itapemirim (ES);30833
2007;3202900;Itarana (ES);10569
2007;3203007;Iúna (ES);25533
2007;3203056;Jaguaré (ES);21949
2007;3203106;Jerônimo Monteiro (ES);10701
2007;3203130;João Neiva (ES);14403
2007;3203163;Laranja da Terra (ES);10802
2007;3203205;Linhares (ES);124564
2007;3203304;Mantenópolis (ES);11463
2007;3203320;Marataízes (ES);31221
2007;3203346;Marechal Floriano (ES);12699
2007;3203353;Marilândia (ES);10226
2007;3203403;Mimoso do Sul (ES);26208
2007;3203502;Montanha (ES);17998
2007;3203601;Mucurici (ES);5755
2007;3203700;Muniz Freire (ES);18196
2007;3203809;Muqui (ES);13841
2007;3203908;Nova Venécia (ES);44380
2007;3204005;Pancas (ES);18465
2007;3204054;Pedro Canário (ES);23204
2007;3204104;Pinheiros (ES);22663
2007;3204203;Piúma (ES);16249
2007;3204252;Ponto Belo (ES);6831
2007;3204302;Presidente Kennedy (ES);10307
2007;3204351;Rio Bananal (ES);16587
2007;3204401;Rio Novo do Sul (ES);11111
2007;3204500;Santa Leopoldina (ES);12349
2007;3204559;Santa Maria de Jetibá (ES);31845
2007;3204609;Santa Teresa (ES);20179
2007;3204658;São Domingos do Norte (ES);7840
2007;3204708;São Gabriel da Palha (ES);28878
2007;3204807;São José do Calçado (ES);10570
2007;3204906;São Mateus (ES);96390
2007;3204955;São Roque do Canaã (ES);10439
2007;3205002;Serra (ES);385370
2007;3205010;Sooretama (ES);21867
2007;3205036;Vargem Alta (ES);17862
2007;3205069;Venda Nova do Imigrante (ES);18610
2007;3205101;Viana (ES);57539
2007;3205150;Vila Pavão (ES);8705
2007;3205176;Vila Valério (ES);13646
2007;3205200;Vila Velha (ES);398068
2007;3205309;Vitória (ES);314042
2007;3300100;Angra dos Reis (RJ);148476
2007;3300159;Aperibé (RJ);8820
2007;3300209;Araruama (RJ);98268
2007;3300225;Areal (RJ);11009
2007;3300233;Armação dos Búzios (RJ);24560
2007;3300258;Arraial do Cabo (RJ);25248
2007;3300308;Barra do Piraí (RJ);96282
2007;3300407;Barra Mansa (RJ);175315
2007;3300456;Belford Roxo (RJ);480555
2007;3300506;Bom Jardim (RJ);24626
2007;3300605;Bom Jesus do Itabapoana (RJ);33888
2007;3300704;Cabo Frio (RJ);162229
2007;3300803;Cachoeiras de Macacu (RJ);53037
2007;3300902;Cambuci (RJ);14368
2007;3300936;Carapebus (RJ);10677
2007;3300951;Comendador Levy Gasparian (RJ);8322
2007;3301009;Campos dos Goytacazes (RJ);426154
2007;3301108;Cantagalo (RJ);19799
2007;3301157;Cardoso Moreira (RJ);12206
2007;3301207;Carmo (RJ);16690
2007;3301306;Casimiro de Abreu (RJ);27086
2007;3301405;Conceição de Macabu (RJ);19479
2007;3301504;Cordeiro (RJ);18984
2007;3301603;Duas Barras (RJ);10438
2007;3301702;Duque de Caxias (RJ);842686
2007;3301801;Engenheiro Paulo de Frontin (RJ);12544
2007;3301850;Guapimirim (RJ);44692
2007;3301876;Iguaba Grande (RJ);19716
2007;3301900;Itaboraí (RJ);215792
2007;3302007;Itaguaí (RJ);95356
2007;3302056;Italva (RJ);13645
2007;3302106;Itaocara (RJ);22069
2007;3302205;Itaperuna (RJ);92852
2007;3302254;Itatiaia (RJ);31185
2007;3302270;Japeri (RJ);93197
2007;3302304;Laje do Muriaé (RJ);7769
2007;3302403;Macaé (RJ);169513
2007;3302452;Macuco (RJ);5246
2007;3302502;Magé (RJ);232171
2007;3302601;Mangaratiba (RJ);29253
2007;3302700;Maricá (RJ);105294
2007;3302809;Mendes (RJ);17242
2007;3302858;Mesquita (RJ);182495
2007;3302908;Miguel Pereira (RJ);24585
2007;3303005;Miracema (RJ);26231
2007;3303104;Natividade (RJ);14930
2007;3303203;Nilópolis (RJ);153581
2007;3303302;Niterói (RJ);474002
2007;3303401;Nova Friburgo (RJ);177376
2007;3303500;Nova Iguaçu (RJ);830672
2007;3303609;Paracambi (RJ);42423
2007;3303708;Paraíba do Sul (RJ);39257
2007;3303807;Paraty (RJ);32838
2007;3303856;Paty do Alferes (RJ);25132
2007;3303906;Petrópolis (RJ);306645
2007;3303955;Pinheiral (RJ);20885
2007;3304003;Piraí (RJ);24170
2007;3304102;Porciúncula (RJ);17178
2007;3304110;Porto Real (RJ);14503
2007;3304128;Quatis (RJ);12031
2007;3304144;Queimados (RJ);130275
2007;3304151;Quissamã (RJ);17376
2007;3304201;Resende (RJ);118547
2007;3304300;Rio Bonito (RJ);51942
2007;3304409;Rio Claro (RJ);17216
2007;3304508;Rio das Flores (RJ);8192
2007;3304524;Rio das Ostras (RJ);74750
2007;3304557;Rio de Janeiro (RJ);6093472
2007;3304607;Santa Maria Madalena (RJ);10409
2007;3304706;Santo Antônio de Pádua (RJ);40145
2007;3304755;São Francisco de Itabapoana (RJ);44475
2007;3304805;São Fidélis (RJ);37477
2007;3304904;São Gonçalo (RJ);960631
2007;3305000;São João da Barra (RJ);28889
2007;3305109;São João de Meriti (RJ);464282
2007;3305133;São José de Ubá (RJ);6829
2007;3305158;São José do Vale do Rio Preto (RJ);19439
2007;3305208;São Pedro da Aldeia (RJ);75869
2007;3305307;São Sebastião do Alto (RJ);8616
2007;3305406;Sapucaia (RJ);16858
2007;3305505;Saquarema (RJ);62174
2007;3305554;Seropédica (RJ);72466
2007;3305604;Silva Jardim (RJ);21362
2007;3305703;Sumidouro (RJ);14562
2007;3305752;Tanguá (RJ);28322
2007;3305802;Teresópolis (RJ);150268
2007;3305901;Trajano de Moraes (RJ);9706
2007;3306008;Três Rios (RJ);72848
2007;3306107;Valença (RJ);70850
2007;3306156;Varre-Sai (RJ);8308
2007;3306206;Vassouras (RJ);32495
2007;3306305;Volta Redonda (RJ);255653
2007;3500105;Adamantina (SP);33289
2007;3500204;Adolfo (SP);3609
2007;3500303;Aguaí (SP);30181
2007;3500402;Águas da Prata (SP);7367
2007;3500501;Águas de Lindóia (SP);15867
2007;3500550;Águas de Santa Bárbara (SP);5360
2007;3500600;Águas de São Pedro (SP);2340
2007;3500709;Agudos (SP);34221
2007;3500758;Alambari (SP);4070
2007;3500808;Alfredo Marcondes (SP);3851
2007;3500907;Altair (SP);3272
2007;3501004;Altinópolis (SP);15139
2007;3501103;Alto Alegre (SP);4157
2007;3501152;Alumínio (SP);15678
2007;3501202;Álvares Florence (SP);3902
2007;3501301;Álvares Machado (SP);22859
2007;3501400;Álvaro de Carvalho (SP);4610
2007;3501509;Alvinlândia (SP);2787
2007;3501608;Americana (SP);199094
2007;3501707;Américo Brasiliense (SP);31005
2007;3501806;Américo de Campos (SP);5379
2007;3501905;Amparo (SP);62692
2007;3502002;Analândia (SP);4166
2007;3502101;Andradina (SP);54753
2007;3502200;Angatuba (SP);21523
2007;3502309;Anhembi (SP);5271
2007;3502408;Anhumas (SP);3695
2007;3502507;Aparecida (SP);35903
2007;3502606;Aparecida d'Oeste (SP);4577
2007;3502705;Apiaí (SP);25463
2007;3502754;Araçariguama (SP);12291
2007;3502804;Araçatuba (SP);178839
2007;3502903;Araçoiaba da Serra (SP);24022
2007;3503000;Aramina (SP);5019
2007;3503109;Arandu (SP);6013
2007;3503158;Arapeí (SP);2527
2007;3503208;Araraquara (SP);195815
2007;3503307;Araras (SP);108689
2007;3503356;Arco-Íris (SP);2003
2007;3503406;Arealva (SP);7504
2007;3503505;Areias (SP);3571
2007;3503604;Areiópolis (SP);10630
2007;3503703;Ariranha (SP);8255
2007;3503802;Artur Nogueira (SP);39457
2007;3503901;Arujá (SP);72713
2007;3503950;Aspásia (SP);1790
2007;3504008;Assis (SP);92965
2007;3504107;Atibaia (SP);119166
2007;3504206;Auriflama (SP);13760
2007;3504305;Avaí (SP);4877
2007;3504404;Avanhandava (SP);10875
2007;3504503;Avaré (SP);80026
2007;3504602;Bady Bassitt (SP);13039
2007;3504701;Balbinos (SP);3619
2007;3504800;Bálsamo (SP);7767
2007;3504909;Bananal (SP);10233
2007;3505005;Barão de Antonina (SP);2751
2007;3505104;Barbosa (SP);6454
2007;3505203;Bariri (SP);30995
2007;3505302;Barra Bonita (SP);35090
2007;3505351;Barra do Chapéu (SP);5077
2007;3505401;Barra do Turvo (SP);7620
2007;3505500;Barretos (SP);107988
2007;3505609;Barrinha (SP);25642
2007;3505708;Barueri (SP);252748
2007;3505807;Bastos (SP);20613
2007;3505906;Batatais (SP);53525
2007;3506003;Bauru (SP);347601
2007;3506102;Bebedouro (SP);74865
2007;3506201;Bento de Abreu (SP);2740
2007;3506300;Bernardino de Campos (SP);10487
2007;3506359;Bertioga (SP);39091
2007;3506409;Bilac (SP);6905
2007;3506508;Birigui (SP);103394
2007;3506607;Biritiba Mirim (SP);27483
2007;3506706;Boa Esperança do Sul (SP);13208
2007;3506805;Bocaina (SP);10299
2007;3506904;Bofete (SP);8565
2007;3507001;Boituva (SP);40783
2007;3507100;Bom Jesus dos Perdões (SP);16211
2007;3507159;Bom Sucesso de Itararé (SP);3658
2007;3507209;Borá (SP);804
2007;3507308;Boracéia (SP);4128
2007;3507407;Borborema (SP);13752
2007;3507456;Borebi (SP);2172
2007;3507506;Botucatu (SP);120800
2007;3507605;Bragança Paulista (SP);136286
2007;3507704;Braúna (SP);4728
2007;3507753;Brejo Alegre (SP);2432
2007;3507803;Brodowski (SP);19018
2007;3507902;Brotas (SP);20996
2007;3508009;Buri (SP);17539
2007;3508108;Buritama (SP);14735
2007;3508207;Buritizal (SP);3872
2007;3508306;Cabrália Paulista (SP);4340
2007;3508405;Cabreúva (SP);38898
2007;3508504;Caçapava (SP);80458
2007;3508603;Cachoeira Paulista (SP);31674
2007;3508702;Caconde (SP);18552
