mun;ano;estab;taxa_estab
Mg-Ibituruna;2005;2;0,040816327
Mg-Icarai de Minas;2005;0;0
Mg-Igarape;2005;46;0,115288221
Mg-Igaratinga;2005;63;0,316582915
Mg-Iguatama;2005;10;0,049261084
Mg-Ijaci;2005;21;0,176470588
Mg-Ilicinea;2005;20;0,09009009
Mg-Imbe de Minas;2005;1;0,03125
Mg-Inconfidentes;2005;55;0,30726257
Mg-Indaiabira;2005;2;0,086956522
Mg-Indianopolis;2005;5;0,054347826
Mg-Ingai;2005;2;0,024096386
Mg-Inhapim;2005;17;0,057823129
Mg-Inhauma;2005;19;0,136690647
Mg-Inimutaba;2005;6;0,060606061
Mg-Ipaba;2005;9;0,081818182
Mg-Ipanema;2005;37;0,114551084
Mg-Ipatinga;2005;329;0,071258393
Mg-Ipiacu;2005;2;0,016666667
Mg-Ipuiuna;2005;13;0,09352518
Mg-Irai de Minas;2005;9;0,086538462
Mg-Itabira;2005;154;0,07103321
Mg-Itabirinha;2005;9;0,14516129
Mg-Itabirito;2005;97;0,10960452
Mg-Itacambira;2005;2;0,111111111
Mg-Itacarambi;2005;9;0,08411215
Mg-Itaguara;2005;38;0,122580645
Mg-Itaipe;2005;0;0
Mg-Itajuba;2005;214;0,099534884
Mg-Itamarandiba;2005;21;0,066246057
Mg-Itamarati de Minas;2005;12;0,169014085
Mg-Itambacuri;2005;13;0,039513678
Mg-Itambe do Mato Dentro;2005;0;0
Mg-Itamogi;2005;17;0,070833333
Mg-Itamonte;2005;36;0,146938776
Mg-Itanhandu;2005;47;0,148264984
Mg-Itanhomi;2005;11;0,081481481
Mg-Itaobim;2005;21;0,078947368
Mg-Itapagipe;2005;11;0,034161491
Mg-Itapecerica;2005;52;0,129032258
Mg-Itapeva;2005;21;0,119318182
Mg-Itatiaiucu;2005;23;0,13372093
Mg-Itau de Minas;2005;33;0,113793103
Mg-Itauna;2005;319;0,141463415
Mg-Itaverava;2005;5;0,111111111
Mg-Itinga;2005;10;0,196078431
Mg-Itueta;2005;10;0,166666667
Mg-Ituiutaba;2005;157;0,06588334
Mg-Itumirim;2005;3;0,035294118
Mg-Iturama;2005;29;0,032547699
Mg-Itutinga;2005;8;0,121212121
Mg-Jaboticatubas;2005;20;0,079051383
Mg-Jacinto;2005;1;0,008695652
Mg-Jacui;2005;11;0,082089552
Mg-Jacutinga;2005;348;0,375404531
Mg-Jaguaracu;2005;5;0,069444444
Mg-Jaiba;2005;5;0,020920502
Mg-Jampruca;2005;1;0,017241379
Mg-Janauba;2005;82;0,073214286
Mg-Januaria;2005;36;0,061538462
Mg-Japaraiba;2005;9;0,2
Mg-Japonvar;2005;0;0
Mg-Jeceaba;2005;2;0,033898305
Mg-Jenipapo de Minas;2005;0;0
Mg-Jequeri;2005;10;0,079365079
Mg-Jequitai;2005;2;0,033898305
Mg-Jequitiba;2005;9;0,056962025
Mg-Jequitinhonha;2005;12;0,043636364
Mg-Jesuania;2005;9;0,1
Mg-Joaima;2005;3;0,016949153
Mg-Joanesia;2005;0;0
Mg-Joao Monlevade;2005;120;0,085714286
Mg-Joao Pinheiro;2005;72;0,063324538
Mg-Joaquim Felicio;2005;5;0,108695652
Mg-Jordania;2005;0;0
Mg-Jose Goncalves de Minas;2005;0;0
Mg-Jose Raydan;2005;3;0,130434783
Mg-Josenopolis;2005;1;0,111111111
Mg-Nova Uniao;2005;5;0,087719298
Mg-Juatuba;2005;38;0,175115207
Mg-Juiz de Fora;2005;1240;0,102717031
Mg-Juramento;2005;1;0,015384615
Mg-Juruaia;2005;43;0,25
Mg-Juvenilia;2005;0;0
Mg-Ladainha;2005;3;0,052631579
Mg-Lagamar;2005;8;0,069565217
Mg-Lagoa da Prata;2005;120;0,144057623
Mg-Lagoa dos Patos;2005;1;0,058823529
Mg-Lagoa Dourada;2005;15;0,094936709
Mg-Lagoa Formosa;2005;35;0,110410095
Mg-Lagoa Grande;2005;7;0,047619048
Mg-Lagoa Santa;2005;83;0,118741059
Mg-Lajinha;2005;5;0,021834061
Mg-Lambari;2005;59;0,137209302
Mg-Lamim;2005;1;0,05
Mg-Laranjal;2005;21;0,159090909
Mg-Lassance;2005;6;0,0625
Mg-Lavras;2005;194;0,076862124
Mg-Leandro Ferreira;2005;10;0,11627907
Mg-Leme do Prado;2005;2;0,105263158
Mg-Leopoldina;2005;99;0,064411191
Mg-Liberdade;2005;8;0,048780488
Mg-Lima Duarte;2005;35;0,072164948
Mg-Limeira do Oeste;2005;5;0,026041667
Mg-Lontra;2005;0;0
Mg-Luisburgo;2005;0;0
Mg-Luislandia;2005;1;0,066666667
Mg-Luminarias;2005;14;0,115702479
Mg-Luz;2005;44;0,076923077
Mg-Machacalis;2005;1;0,02
Mg-Machado;2005;89;0,089537223
Mg-Madre de Deus de Minas;2005;3;0,028571429
Mg-Malacacheta;2005;12;0,1
Mg-Mamonas;2005;1;0,125
Mg-Manga;2005;3;0,030927835
Mg-Manhuacu;2005;119;0,07
Mg-Manhumirim;2005;25;0,054824561
Mg-Mantena;2005;57;0,119496855
Mg-Maravilhas;2005;34;0,213836478
Mg-Mar de Espanha;2005;80;0,236686391
Mg-Maria da Fe;2005;23;0,1
Mg-Mariana;2005;32;0,043010753
Mg-Marilac;2005;1;0,028571429
Mg-Mario Campos;2005;6;0,069767442
Mg-Maripa de Minas;2005;14;0,14893617
Mg-Marlieria;2005;32;0,275862069
Mg-Marmelopolis;2005;7;0,155555556
Mg-Martinho Campos;2005;41;0,094688222
Mg-Martins Soares;2005;0;0
Mg-Mata Verde;2005;3;0,096774194
Mg-Materlandia;2005;0;0
Mg-Mateus Leme;2005;63;0,139072848
Mg-Matias Barbosa;2005;28;0,098591549
Mg-Matias Cardoso;2005;0;0
Mg-Matipo;2005;11;0,058201058
Mg-Mato Verde;2005;4;0,076923077
Mg-Matozinhos;2005;114;0,187192118
Mg-Matutina;2005;7;0,086419753
Mg-Medeiros;2005;1;0,016666667
Mg-Medina;2005;35;0,192307692
Mg-Mendes Pimentel;2005;3;0,042253521
Mg-Merces;2005;18;0,110429448
Mg-Mesquita;2005;3;0,053571429
Mg-Minas Novas;2005;11;0,073333333
Mg-Minduri;2005;7;0,067307692
Mg-Mirabela;2005;0;0
Mg-Miradouro;2005;6;0,04109589
Mg-Mirai;2005;37;0,155462185
Mg-Miravania;2005;1;0,2
Mg-Moeda;2005;8;0,111111111
Mg-Moema;2005;14;0,133333333
Mg-Monjolos;2005;2;0,046511628
Mg-Monsenhor Paulo;2005;19;0,089201878
Mg-Montalvania;2005;2;0,027777778
Mg-Monte Alegre de Minas;2005;18;0,033707865
Mg-Monte Azul;2005;12;0,118811881
Mg-Monte Belo;2005;13;0,071823204
Mg-Monte Carmelo;2005;107;0,08984047
Mg-Monte Formoso;2005;2;0,111111111
Mg-Monte Santo de Minas;2005;58;0,084919473
Mg-Montes Claros;2005;461;0,076527224
Mg-Monte Siao;2005;543;0,490958409
Mg-Montezuma;2005;4;0,307692308
Mg-Morada Nova de Minas;2005;8;0,044692737
Mg-Morro da Garca;2005;3;0,027027027
Mg-Morro do Pilar;2005;4;0,114285714
Mg-Munhoz;2005;4;0,121212121
Mg-Muriae;2005;445;0,158081705
Mg-Mutum;2005;22;0,08627451
Mg-Muzambinho;2005;58;0,098305085
Mg-Nacip Raydan;2005;1;0,1
Mg-Nanuque;2005;48;0,06374502
Mg-Naque;2005;2;0,032258065
Mg-Natalandia;2005;1;0,04
Mg-Natercia;2005;8;0,105263158
Mg-Nazareno;2005;8;0,057553957
Mg-Nepomuceno;2005;16;0,025848142
Mg-Ninheira;2005;2;0,166666667
Mg-Nova Belem;2005;1;0,1
Mg-Nova Era;2005;26;0,072829132
Mg-Nova Lima;2005;151;0,09767141
Mg-Nova Modica;2005;2;0,035087719
Mg-Nova Ponte;2005;14;0,045901639
Mg-Nova Porteirinha;2005;3;0,030612245
Mg-Nova Resende;2005;13;0,07027027
Mg-Nova Serrana;2005;832;0,508246793
Mg-Novo Cruzeiro;2005;2;0,024096386
Mg-Novo Oriente de Minas;2005;3;0,0625
Mg-Novorizonte;2005;3;0,1875
Mg-Olaria;2005;0;0
Mg-Olhos-D Agua;2005;9;0,163636364
Mg-Olimpio Noronha;2005;4;0,072727273
Mg-Oliveira;2005;93;0,095189355
Mg-Oliveira Fortes;2005;5;0,138888889
Mg-Onca de Pitangui;2005;2;0,025316456
Mg-Oratorios;2005;5;0,1
Mg-Orizania;2005;0;0
Mg-Ouro Branco;2005;70;0,113821138
Mg-Ouro Fino;2005;131;0,166454892
Mg-Ouro Preto;2005;73;0,061139028
Mg-Ouro Verde de Minas;2005;1;0,034482759
Mg-Padre Carvalho;2005;1;0,052631579
Mg-Padre Paraiso;2005;9;0,076271186
Mg-Paineiras;2005;9;0,094736842
Mg-Pains;2005;63;0,263598326
Mg-Pai Pedro;2005;0;0
Mg-Paiva;2005;1;0,034482759
Mg-Palma;2005;6;0,046153846
Mg-Palmopolis;2005;1;0,076923077
Mg-Papagaios;2005;202;0,515306122
Mg-Paracatu;2005;90;0,045477514
Mg-Para de Minas;2005;257;0,119981326
Mg-Paraguacu;2005;79;0,149621212
Mg-Paraisopolis;2005;20;0,053191489
Mg-Paraopeba;2005;89;0,146141215
Mg-Passabem;2005;0;0
Mg-Passa Quatro;2005;44;0,129411765
Mg-Passa Tempo;2005;11;0,0625
Mg-Passa-Vinte;2005;1;0,028571429
Mg-Passos;2005;288;0,115569823
Mg-Patis;2005;0;0
Mg-Patos de Minas;2005;338;0,082600196
Mg-Patrocinio;2005;148;0,062106588
Mg-Patrocinio do Muriae;2005;24;0,235294118
Mg-Paula Candido;2005;12;0,06741573
Mg-Paulistas;2005;1;0,045454545
Mg-Pavao;2005;4;0,030769231
Mg-Pecanha;2005;43;0,263803681
Mg-Pedra Azul;2005;12;0,052401747
Mg-Pedra Bonita;2005;0;0
Mg-Pedra do Anta;2005;1;0,035714286
Mg-Pedra do Indaia;2005;8;0,133333333
Mg-Pedra Dourada;2005;1;0,066666667
Mg-Pedralva;2005;17;0,073913043
Mg-Pedras de Maria da Cruz;2005;0;0
Mg-Pedrinopolis;2005;2;0,019607843
Mg-Pedro Leopoldo;2005;159;0,144808743
Mg-Pedro Teixeira;2005;1;0,04
Mg-Pequeri;2005;13;0,158536585
Mg-Pequi;2005;4;0,048780488
Mg-Perdigao;2005;84;0,385321101
Mg-Perdizes;2005;23;0,042513863
Mg-Perdoes;2005;67;0,113367174
Mg-Periquito;2005;1;0,023809524
Mg-Pescador;2005;2;0,054054054
Mg-Piau;2005;6;0,082191781
Mg-Piedade de Caratinga;2005;3;0,047619048
Mg-Piedade de Ponte Nova;2005;5;0,080645161
Mg-Piedade do Rio Grande;2005;3;0,033707865
Mg-Piedade dos Gerais;2005;5;0,142857143
Mg-Pimenta;2005;11;0,085271318
Mg-Pingo D'Agua;2005;0;0
Mg-Pintopolis;2005;0;0
Mg-Piracema;2005;11;0,073333333
Mg-Pirajuba;2005;2;0,026666667
Mg-Piranga;2005;7;0,053846154
Mg-Pirangucu;2005;10;0,11627907
Mg-Piranguinho;2005;17;0,11409396
Mg-Pirapetinga;2005;14;0,078212291
Mg-Pirapora;2005;75;0,089712919
Mg-Pirauba;2005;46;0,180392157
Mg-Pitangui;2005;63;0,12
Mg-Piumhi;2005;64;0,073647871
Mg-Planura;2005;6;0,044776119
Mg-Poco Fundo;2005;47;0,166666667
Mg-Pocos de Caldas;2005;366;0,09039269
Mg-Pocrane;2005;3;0,053571429
Mg-Pompeu;2005;82;0,124809741
Mg-Ponte Nova;2005;106;0,064673581
Mg-Ponto Chique;2005;0;0
Mg-Ponto dos Volantes;2005;2;0,0625
Mg-Porteirinha;2005;12;0,043636364
Mg-Porto Firme;2005;10;0,098039216
Mg-Pote;2005;6;0,068181818
Mg-Pouso Alegre;2005;307;0,09246988
Mg-Pouso Alto;2005;17;0,090425532
Mg-Prados;2005;29;0,23015873
Mg-Prata;2005;27;0,029933481
Mg-Pratapolis;2005;19;0,092682927
Mg-Pratinha;2005;0;0
Mg-Presidente Bernardes;2005;1;0,023255814
Mg-Presidente Juscelino;2005;7;0,101449275
Mg-Presidente Kubitschek;2005;0;0
Mg-Presidente Olegario;2005;13;0,028446389
Mg-Alto Jequitiba;2005;9;0,098901099
Mg-Prudente de Morais;2005;15;0,105633803
Mg-Quartel Geral;2005;5;0,061728395
Mg-Queluzito;2005;1;0,025641026
Mg-Raposos;2005;9;0,12
Mg-Raul Soares;2005;28;0,072916667
Mg-Recreio;2005;31;0,158163265
Mg-Reduto;2005;6;0,08
Mg-Resende Costa;2005;53;0,237668161
Mg-Resplendor;2005;27;0,063679245
Mg-Ressaquinha;2005;8;0,08988764
Mg-Riachinho;2005;3;0,065217391
Mg-Riacho dos Machados;2005;0;0
Mg-Ribeirao das Neves;2005;121;0,105676856
Mg-Ribeirao Vermelho;2005;6;0,089552239
Mg-Rio Acima;2005;12;0,031914894
Mg-Rio Casca;2005;26;0,06824147
Mg-Rio Doce;2005;3;0,058823529
Mg-Rio do Prado;2005;0;0
Mg-Rio Espera;2005;2;0,111111111
Mg-Rio Manso;2005;12;0,196721311
Mg-Rio Novo;2005;28;0,116666667
Mg-Rio Paranaiba;2005;18;0,058252427
Mg-Rio Pardo de Minas;2005;17;0,134920635
Mg-Rio Piracicaba;2005;5;0,025906736
Mg-Rio Pomba;2005;58;0,131818182
Mg-Rio Preto;2005;5;0,037037037
Mg-Rio Vermelho;2005;1;0,011235955
Mg-Ritapolis;2005;10;0,120481928
Mg-Rochedo de Minas;2005;8;0,177777778
Mg-Rodeiro;2005;49;0,365671642
Mg-Romaria;2005;6;0,077922078
Mg-Rosario da Limeira;2005;3;0,088235294
Mg-Rubelita;2005;2;0,068965517
Mg-Rubim;2005;3;0,02
Mg-Sabara;2005;122;0,156209987
Mg-Sabinopolis;2005;8;0,042328042
Mg-Sacramento;2005;68;0,078071183
Mg-Salinas;2005;48;0,094674556
Mg-Salto da Divisa;2005;5;0,053763441
Mg-Santa Barbara;2005;35;0,090909091
Mg-Santa Barbara do Leste;2005;3;0,073170732
Mg-Santa Barbara do Monte Verde;2005;3;0,058823529
Mg-Santa Barbara do Tugurio;2005;4;0,078431373
Mg-Santa Cruz de Minas;2005;25;0,304878049
Mg-Santa Cruz de Salinas;2005;1;0,111111111
Mg-Santa Cruz do Escalvado;2005;4;0,054794521
Mg-Santa Efigenia de Minas;2005;1;0,125
Mg-Santa Fe de Minas;2005;2;0,068965517
Mg-Santa Helena de Minas;2005;1;0,125
Mg-Santa Juliana;2005;13;0,051383399
Mg-Santa Luzia;2005;173;0,137192704
Mg-Santa Margarida;2005;5;0,056179775
Mg-Santa Maria de Itabira;2005;8;0,035714286
Mg-Santa Maria do Salto;2005;1;0,035714286
Mg-Santa Maria do Suacui;2005;17;0,114864865
Mg-Santana da Vargem;2005;9;0,036290323
Mg-Santana de Cataguases;2005;11;0,192982456
Mg-Santana de Pirapama;2005;4;0,055555556
Mg-Santana do Deserto;2005;12;0,16
Mg-Santana do Garambeu;2005;2;0,058823529
Mg-Santana do Jacare;2005;10;0,149253731
Mg-Santana do Manhuacu;2005;4;0,086956522
Mg-Santana do Paraiso;2005;25;0,142045455
Mg-Santana do Riacho;2005;2;0,035087719
Mg-Santana dos Montes;2005;1;0,027777778
Mg-Santa Rita de Caldas;2005;15;0,101351351
Mg-Santa Rita de Jacutinga;2005;5;0,04
Mg-Santa Rita de Minas;2005;10;0,131578947
Mg-Santa Rita de Ibitipoca;2005;4;0,071428571
Mg-Santa Rita do Itueto;2005;3;0,09375
Mg-Santa Rita do Sapucai;2005;171;0,177385892
Mg-Santa Rosa da Serra;2005;1;0,035714286
Mg-Santa Vitoria;2005;22;0,034591195
Mg-Santo Antonio do Amparo;2005;12;0,038585209
Mg-Santo Antonio do Aventureiro;2005;10;0,151515152
Mg-Santo Antonio do Grama;2005;0;0
Mg-Santo Antonio do Itambe;2005;2;0,055555556
Mg-Santo Antonio do Jacinto;2005;1;0,027777778
Mg-Santo Antonio do Monte;2005;122;0,172560113
Mg-Santo Antonio do Retiro;2005;0;0
Mg-Santo Antonio do Rio Abaixo;2005;1;0,083333333
Mg-Santo Hipolito;2005;1;0,022222222
Mg-Santos Dumont;2005;66;0,069254984
Mg-Sao Bento Abade;2005;5;0,081967213
Mg-Sao Bras do Suacui;2005;10;0,125
Mg-Sao Domingos das Dores;2005;3;0,066666667
Mg-Sao Domingos do Prata;2005;24;0,074303406
Mg-Sao Felix de Minas;2005;1;0,083333333
Mg-Sao Francisco;2005;12;0,034682081
Mg-Sao Francisco de Paula;2005;12;0,093023256
Mg-Sao Francisco de Sales;2005;14;0,071794872
Mg-Sao Francisco do Gloria;2005;4;0,081632653
Mg-Sao Geraldo;2005;39;0,267123288
Mg-Sao Geraldo da Piedade;2005;0;0
Mg-Sao Geraldo do Baixio;2005;0;0
Mg-Sao Goncalo do Abaete;2005;4;0,025806452
Mg-Sao Goncalo do Para;2005;62;0,271929825
Mg-Sao Goncalo do Rio Abaixo;2005;8;0,059259259
Mg-Sao Goncalo do Sapucai;2005;45;0,078125
Mg-Sao Gotardo;2005;50;0,071736011
Mg-Sao Joao Batista do Gloria;2005;22;0,120218579
Mg-Sao Joao da Lagoa;2005;3;0,083333333
Mg-Sao Joao da Mata;2005;7;0,162790698
Mg-Sao Joao da Ponte;2005;3;0,035714286
Mg-Sao Joao das Missoes;2005;0;0
Mg-Sao Joao Del Rei;2005;236;0,119312437
Mg-Sao Joao do Manhuacu;2005;4;0,054054054
Mg-Sao Joao do Manteninha;2005;20;0,4
Mg-Sao Joao do Oriente;2005;10;0,131578947
Mg-Sao Joao do Pacui;2005;0;0
Mg-Sao Joao do Paraiso;2005;18;0,156521739
Mg-Sao Joao Evangelista;2005;14;0,106870229
Mg-Sao Joao Nepomuceno;2005;174;0,225974026
Mg-Sao Joaquim de Bicas;2005;52;0,287292818
Mg-Sao Jose da Barra;2005;17;0,166666667
Mg-Sao Jose da Lapa;2005;25;0,183823529
Mg-Sao Jose da Safira;2005;7;0,28
Mg-Sao Jose da Varginha;2005;1;0,009433962
Mg-Sao Jose do Alegre;2005;4;0,075471698
Mg-Sao Jose do Divino;2005;0;0
Mg-Sao Jose do Goiabal;2005;6;0,058252427
Mg-Sao Jose do Jacuri;2005;1;0,043478261
Mg-Sao Jose do Mantimento;2005;0;0
Mg-Sao Lourenco;2005;110;0,082335329
Mg-Sao Miguel do Anta;2005;3;0,046875
Mg-Sao Pedro da Uniao;2005;4;0,05
Mg-Sao Pedro dos Ferros;2005;13;0,069892473
Mg-Sao Pedro do Suacui;2005;4;0,148148148
Mg-Sao Romao;2005;0;0
Mg-Sao Roque de Minas;2005;4;0,048192771
Mg-Sao Sebastiao da Bela Vista;2005;10;0,095238095
Mg-Sao Sebastiao da Vargem Alegre;2005;3;0,25
Mg-Sao Sebastiao do Anta;2005;2;0,1
Mg-Sao Sebastiao do Maranhao;2005;1;0,066666667
Mg-Sao Sebastiao do Oeste;2005;16;0,102564103
Mg-Sao Sebastiao do Paraiso;2005;202;0,11141754
Mg-Sao Sebastiao do Rio Preto;2005;0;0
Mg-Sao Sebastiao do Rio Verde;2005;4;0,1
Mg-Sao Tiago;2005;53;0,19924812
Mg-Sao Tomas de Aquino;2005;10;0,060240964
Mg-Sao Thome das Letras;2005;115;0,463709677
Mg-Sao Vicente de Minas;2005;19;0,088372093
Mg-Sapucai-Mirim;2005;22;0,178861789
Mg-Sardoa;2005;0;0
Mg-Sarzedo;2005;19;0,108571429
Mg-Setubinha;2005;0;0
Mg-Sem-Peixe;2005;1;0,05
Mg-Senador Amaral;2005;0;0
Mg-Senador Cortes;2005;4;0,083333333
Mg-Senador Firmino;2005;16;0,179775281
Mg-Senador Jose Bento;2005;1;0,125
Mg-Senador Modestino Goncalves;2005;4;0,166666667
Mg-Senhora de Oliveira;2005;3;0,054545455
Mg-Senhora do Porto;2005;1;0,027027027
Mg-Senhora dos Remedios;2005;6;0,125
Mg-Sericita;2005;1;0,029411765
Mg-Seritinga;2005;3;0,103448276
Mg-Serra Azul de Minas;2005;1;0,055555556
Mg-Serra da Saudade;2005;0;0
Mg-Serra dos Aimores;2005;2;0,025974026
Mg-Serra do Salitre;2005;14;0,046052632
Mg-Serrania;2005;18;0,132352941
Mg-Serranopolis de Minas;2005;0;0
Mg-Serranos;2005;2;0,043478261
Mg-Serro;2005;18;0,055045872
Mg-Sete Lagoas;2005;511;0,122895623
Mg-Silveirania;2005;2;0,057142857
Mg-Silvianopolis;2005;16;0,102564103
Mg-Simao Pereira;2005;1;0,013888889
Mg-Simonesia;2005;3;0,026086957
Mg-Sobralia;2005;3;0,052631579
Mg-Soledade de Minas;2005;13;0,1015625
Mg-Tabuleiro;2005;9;0,094736842
Mg-Taiobeiras;2005;78;0,202597403
Mg-Taparuba;2005;7;0,24137931
Mg-Tapira;2005;3;0,034883721
Mg-Tapirai;2005;2;0,08
Mg-Taquaracu de Minas;2005;3;0,081081081
Mg-Tarumirim;2005;9;0,063829787
Mg-Teixeiras;2005;23;0,125
Mg-Teofilo Otoni;2005;185;0,068901304
Mg-Timoteo;2005;165;0,118025751
Mg-Tiradentes;2005;48;0,164383562
Mg-Tiros;2005;6;0,040540541
Mg-Tocantins;2005;62;0,185074627
Mg-Tocos do Moji;2005;3;0,130434783
Mg-Toledo;2005;6;0,333333333
Mg-Tombos;2005;17;0,090425532
Mg-Tres Coracoes;2005;140;0,082063306
Mg-Tres Marias;2005;38;0,074074074
Mg-Tres Pontas;2005;80;0,054274084
Mg-Tumiritinga;2005;2;0,040816327
Mg-Tupaciguara;2005;41;0,063664596
Mg-Turmalina;2005;34;0,155963303
Mg-Turvolandia;2005;6;0,055045872
Mg-Uba;2005;502;0,203816484
Mg-Ubai;2005;1;0,033333333
Mg-Ubaporanga;2005;10;0,086956522
Mg-Uberaba;2005;747;0,095402299
Mg-Uberlandia;2005;1079;0,082942578
Mg-Umburatiba;2005;1;0,024390244
Mg-Unai;2005;103;0,049164678
Mg-Uniao de Minas;2005;3;0,020689655
Mg-Uruana de Minas;2005;2;0,105263158
Mg-Urucania;2005;10;0,071428571
Mg-Urucuia;2005;0;0
Mg-Vargem Alegre;2005;6;0,103448276
Mg-Vargem Bonita;2005;2;0,042553191
Mg-Vargem Grande do Rio Pardo;2005;8;0,380952381
Mg-Varginha;2005;307;0,088041296
Mg-Varjao de Minas;2005;6;0,058823529
Mg-Varzea da Palma;2005;65;0,128712871
Mg-Varzelandia;2005;0;0
Mg-Vazante;2005;27;0,062068966
Mg-Verdelandia;2005;0;0
Mg-Veredinha;2005;0;0
Mg-Verissimo;2005;7;0,056910569
Mg-Vermelho Novo;2005;4;0,222222222
Mg-Vespasiano;2005;95;0,145929339
Mg-Vicosa;2005;161;0,082946935
Mg-Vieiras;2005;1;0,022222222
Mg-Mathias Lobato;2005;1;0,023809524
Mg-Virgem da Lapa;2005;8;0,097560976
Mg-Virginia;2005;9;0,064285714
Mg-Virginopolis;2005;7;0,053030303
Mg-Virgolandia;2005;1;0,055555556
Mg-Visconde do Rio Branco;2005;124;0,14187643
Mg-Volta Grande;2005;8;0,062015504
Mg-Wenceslau Braz;2005;6;0,127659574
Mg-Abadia dos Dourados;2006;11;0,098214286
Mg-Abaete;2006;40;0,055325035
Mg-Abre Campo;2006;11;0,053658537
Mg-Acaiaca;2006;5;0,090909091
Mg-Acucena;2006;1;0,008695652
Mg-Agua Boa;2006;6;0,049586777
Mg-Agua Comprida;2006;3;0,042253521
Mg-Aguanil;2006;8;0,088888889
Mg-Aguas Formosas;2006;3;0,016574586
Mg-Aguas Vermelhas;2006;3;0,06122449
Mg-Aimores;2006;36;0,070038911
Mg-Aiuruoca;2006;13;0,069148936
Mg-Alagoa;2006;2;0,105263158
Mg-Albertina;2006;6;0,09375
Mg-Alem Paraiba;2006;56;0,07106599
Mg-Alfenas;2006;158;0,081569437
Mg-Alfredo Vasconcelos;2006;8;0,069565217
Mg-Almenara;2006;28;0,043613707
Mg-Alpercata;2006;14;0,115702479
Mg-Alpinopolis;2006;42;0,099526066
Mg-Alterosa;2006;17;0,078341014
Mg-Alto Caparao;2006;0;0
Mg-Alto Rio Doce;2006;4;0,043956044
Mg-Alvarenga;2006;0;0
Mg-Alvinopolis;2006;20;0,08583691
Mg-Alvorada de Minas;2006;1;0,027777778
Mg-Amparo do Serra;2006;0;0
Mg-Andradas;2006;168;0,149466192
Mg-Cachoeira de Pajeu;2006;11;0,192982456
Mg-Andrelandia;2006;15;0,046875
Mg-Angelandia;2006;2;0,074074074
Mg-Antonio Carlos;2006;17;0,068
Mg-Antonio Dias;2006;7;0,05785124
Mg-Antonio Prado de Minas;2006;0;0
Mg-Aracai;2006;4;0,070175439
Mg-Aracitaba;2006;0;0
Mg-Aracuai;2006;34;0,06284658
Mg-Araguari;2006;264;0,097201767
Mg-Arantina;2006;0;0
Mg-Araponga;2006;6;0,136363636
Mg-Arapora;2006;7;0,048275862
Mg-Arapua;2006;1;0,027777778
Mg-Araujos;2006;110;0,336391437
Mg-Araxa;2006;219;0,092249368
Mg-Arceburgo;2006;22;0,093617021
Mg-Arcos;2006;123;0,127858628
Mg-Areado;2006;20;0,054347826
Mg-Argirita;2006;1;0,012987013
Mg-Aricanduva;2006;1;0,058823529
Mg-Arinos;2006;8;0,035242291
Mg-Astolfo Dutra;2006;94;0,311258278
Mg-Ataleia;2006;5;0,033333333
Mg-Augusto de Lima;2006;5;0,056179775
Mg-Baependi;2006;58;0,108818011
Mg-Baldim;2006;19;0,129251701
Mg-Bambui;2006;38;0,068100358
Mg-Bandeira;2006;1;0,041666667
Mg-Bandeira do Sul;2006;14;0,205882353
Mg-Barao de Cocais;2006;35;0,092592593
Mg-Barao de Monte Alto;2006;5;0,055555556
Mg-Barbacena;2006;179;0,068451243
Mg-Barra Longa;2006;1;0,010752688
Mg-Barroso;2006;43;0,126470588
Mg-Bela Vista de Minas;2006;7;0,067307692
Mg-Belmiro Braga;2006;10;0,090909091
Mg-Belo Horizonte;2006;5233;0,081042573
Mg-Belo Oriente;2006;17;0,071729958
Mg-Belo Vale;2006;11;0,096491228
Mg-Berilo;2006;3;0,044776119
Mg-Bertopolis;2006;0;0
Mg-Berizal;2006;4;0,266666667
Mg-Betim;2006;665;0,166917671
Mg-Bias Fortes;2006;5;0,065789474
Mg-Bicas;2006;56;0,134292566
Mg-Biquinhas;2006;4;0,075471698
Mg-Boa Esperanca;2006;40;0,037664783
Mg-Bocaina de Minas;2006;6;0,068181818
Mg-Bocaiuva;2006;55;0,080882353
Mg-Bom Despacho;2006;139;0,092976589
Mg-Bom Jardim de Minas;2006;13;0,097744361
Mg-Bom Jesus da Penha;2006;4;0,059701493
Mg-Bom Jesus do Amparo;2006;6;0,050420168
Mg-Bom Jesus do Galho;2006;6;0,053571429
Mg-Bom Repouso;2006;5;0,064935065
Mg-Bom Sucesso;2006;28;0,060606061
Mg-Bonfim;2006;11;0,114583333
Mg-Bonfinopolis de Minas;2006;3;0,024590164
Mg-Bonito de Minas;2006;0;0
Mg-Borda da Mata;2006;125;0,323834197
Mg-Botelhos;2006;20;0,057803468
Mg-Botumirim;2006;3;0,090909091
Mg-Brasilandia de Minas;2006;8;0,037209302
Mg-Brasilia de Minas;2006;9;0,035019455
Mg-Bras Pires;2006;2;0,111111111
Mg-Braunas;2006;1;0,028571429
Mg-Brazopolis;2006;20;0,08
Mg-Brumadinho;2006;51;0,096045198
Mg-Bueno Brandao;2006;19;0,133802817
Mg-Buenopolis;2006;11;0,075342466
Mg-Bugre;2006;0;0
Mg-Buritis;2006;10;0,024038462
Mg-Buritizeiro;2006;23;0,066666667
Mg-Cabeceira Grande;2006;4;0,06557377
Mg-Cabo Verde;2006;14;0,03943662
