Tabela 3940 - Produção da aquicultura, por tipo de produto;;;
Variável - Valor da produção (Mil Reais);;;
Tipo de produto da aquicultura - Total;;;
;Ano;;
Guanhães (MG);...;512;400
Guapé (MG);7050;7898;5103
Guaraciaba (MG);...;...;72
Guarani (MG);...;...;2085
Guarda-Mor (MG);...;16;18
Guiricema (MG);145;72;...
Gurinhatã (MG);197;171;98
Heliodora (MG);6;6;6
Iapu (MG);...;...;...
Ibiá (MG);...;...;...
Ibiracatu (MG);...;...;...
Ibiraci (MG);...;151;375
Ibituruna (MG);36;39;...
Icaraí de Minas (MG);...;...;...
Igarapé (MG);11;...;...
Igaratinga (MG);...;...;...
Iguatama (MG);...;...;...
Ilicínea (MG);...;...;...
Imbé de Minas (MG);...;...;...
Inconfidentes (MG);1;12;16
Indianópolis (MG);25;...;3683
Inhapim (MG);79;93;106
Inhaúma (MG);88;97;112
Ipanema (MG);123;164;68
Ipatinga (MG);...;...;...
Ipiaçu (MG);2140;2835;4095
Iraí de Minas (MG);3;24;27
Itabira (MG);2;3;23
Itabirinha (MG);30;267;208
Itabirito (MG);...;...;...
Itacambira (MG);15;28;26
Itacarambi (MG);...;...;...
Itaguara (MG);...;...;...
Itajubá (MG);...;...;33
Itamarandiba (MG);...;84;73
Itamarati de Minas (MG);...;...;...
Itambacuri (MG);30;36;45
Itambé do Mato Dentro (MG);...;...;...
Itamonte (MG);269;207;1596
Itanhandu (MG);...;...;...
Itanhomi (MG);119;156;243
Itapagipe (MG);...;...;...
Itapecerica (MG);...;...;...
Itatiaiuçu (MG);...;...;...
Itaú de Minas (MG);...;...;...
Itaúna (MG);9;3366;1752
Itaverava (MG);...;...;4
Itinga (MG);...;...;...
Itueta (MG);171;150;190
Ituiutaba (MG);100;102;63
Itumirim (MG);...;...;...
Iturama (MG);211;206;...
Itutinga (MG);22;...;...
Jaboticatubas (MG);...;...;...
Jacinto (MG);8;4;4
Jacutinga (MG);28;29;31
Jaguaraçu (MG);...;...;...
Jaíba (MG);...;...;...
Jampruca (MG);40;7;22
Janaúba (MG);...;...;2176
Januária (MG);...;12;14
Jeceaba (MG);...;...;...
Jequeri (MG);...;...;...
Jequitaí (MG);...;...;30
Jequitibá (MG);43;...;...
Jesuânia (MG);...;...;...
Joanésia (MG);...;...;...
João Monlevade (MG);...;...;...
João Pinheiro (MG);10;...;1215
José Gonçalves de Minas (MG);...;...;96
José Raydan (MG);74;...;...
Nova União (MG);...;...;...
Juiz de Fora (MG);615;675;119
Juramento (MG);11;9;10
Juvenília (MG);...;...;...
Ladainha (MG);27;33;41
Lagoa da Prata (MG);...;...;...
Lagoa Dourada (MG);...;...;...
Lagoa Formosa (MG);...;...;...
Lagoa Grande (MG);...;...;...
Lagoa Santa (MG);...;...;...
Lajinha (MG);...;...;...
Lamim (MG);...;...;...
Laranjal (MG);...;16;21
Lavras (MG);56;59;113
Leandro Ferreira (MG);...;144;150
Leme do Prado (MG);...;26;20
Leopoldina (MG);90;120;98
Liberdade (MG);35;60;51
Lima Duarte (MG);...;...;...
Limeira do Oeste (MG);49;46;56
Luisburgo (MG);...;...;...
Luminárias (MG);...;...;...
Luz (MG);...;...;...
Machado (MG);469;88;69
Malacacheta (MG);30;36;123
Manga (MG);36;42;60
Manhuaçu (MG);...;...;...
Mantena (MG);161;265;340
Maravilhas (MG);...;41;47
Mar de Espanha (MG);...;162;160
Maria da Fé (MG);14;12;21
Mariana (MG);...;...;1680
Marilac (MG);...;...;...
Maripá de Minas (MG);...;...;...
Marliéria (MG);...;...;...
Marmelópolis (MG);64;80;60
Martins Soares (MG);...;5;6
Mateus Leme (MG);...;50;200
Matias Cardoso (MG);...;...;40
Matipó (MG);...;...;...
Medeiros (MG);...;...;...
Mendes Pimentel (MG);117;64;81
Mercês (MG);75;112;369
Mesquita (MG);...;...;...
Minas Novas (MG);...;...;...
Minduri (MG);...;...;...
Miradouro (MG);...;...;...
Monsenhor Paulo (MG);218;5;...
Montalvânia (MG);...;...;...
Monte Alegre de Minas (MG);...;...;...
Monte Belo (MG);275;...;...
Monte Carmelo (MG);13;...;...
Monte Santo de Minas (MG);...;...;...
Montes Claros (MG);...;...;...
Monte Sião (MG);501;465;512
Morada Nova de Minas (MG);19388;24993;47541
Muriaé (MG);840;844;708
Mutum (MG);50;64;72
Muzambinho (MG);...;...;...
Nacip Raydan (MG);249;...;...
Naque (MG);11;17;26
Natalândia (MG);...;92;90
Natércia (MG);3;...;...
Nova Belém (MG);62;470;192
Nova Era (MG);...;90;90
Nova Ponte (MG);725;3520;5100
Nova Porteirinha (MG);...;...;1896
Nova Serrana (MG);...;...;...
Novo Cruzeiro (MG);35;42;53
Novo Oriente de Minas (MG);24;29;...
Olhos-d'Água (MG);14;19;16
Oliveira (MG);11;...;...
Oliveira Fortes (MG);13;15;...
Onça de Pitangui (MG);...;...;...
Ouro Fino (MG);358;369;406
Ouro Preto (MG);...;...;...
Ouro Verde de Minas (MG);23;27;33
Padre Carvalho (MG);...;...;...
Padre Paraíso (MG);...;...;...
Pains (MG);...;...;...
Pai Pedro (MG);...;...;...
Paiva (MG);7;11;12
Palma (MG);...;...;...
Palmópolis (MG);...;...;...
Paracatu (MG);...;17;19
Pará de Minas (MG);70;164;...
Paraguaçu (MG);...;218;...
Paraisópolis (MG);57;...;...
Paraopeba (MG);39;49;57
Passabém (MG);...;...;...
Passa Quatro (MG);49;47;39
Passa Tempo (MG);...;...;...
Passos (MG);...;378;391
Patos de Minas (MG);68;...;...
Patrocínio (MG);35;...;...
Patrocínio do Muriaé (MG);...;180;176
Paula Cândido (MG);4;...;...
Paulistas (MG);85;...;...
Pavão (MG);24;...;...
Peçanha (MG);588;...;...
Pedra Azul (MG);...;...;...
Pedra do Anta (MG);...;...;...
Pedra do Indaiá (MG);12;14;16
Pedralva (MG);276;130;208
Pedras de Maria da Cruz (MG);...;...;...
Pedrinópolis (MG);11;...;4286
Pequi (MG);...;15;15
Perdigão (MG);22;22;22
Perdizes (MG);7;...;...
Periquito (MG);...;...;...
Pescador (MG);10;11;11
Piau (MG);129;158;18
Piedade de Caratinga (MG);...;48;53
Piedade de Ponte Nova (MG);...;...;...
Piedade do Rio Grande (MG);...;...;...
Piedade dos Gerais (MG);10;...;...
Pimenta (MG);490;448;360
Pintópolis (MG);...;...;...
Piracema (MG);...;...;...
Piranga (MG);...;...;...
Piranguçu (MG);2;2;...
Piranguinho (MG);92;181;196
Pitangui (MG);...;...;...
Piumhi (MG);70;96;56
Planura (MG);...;...;...
Poço Fundo (MG);9;210;165
Pocrane (MG);46;58;59
Pompéu (MG);...;...;...
Ponte Nova (MG);...;...;...
Ponto dos Volantes (MG);...;...;...
Porteirinha (MG);...;...;...
Porto Firme (MG);112;110;39
Poté (MG);56;67;84
Pouso Alegre (MG);144;152;168
Pouso Alto (MG);36;31;35
Prata (MG);165;216;225
Pratápolis (MG);...;49;49
Presidente Bernardes (MG);...;...;...
Presidente Kubitschek (MG);...;45;30
Presidente Olegário (MG);53;25;...
Prudente de Morais (MG);...;...;...
Quartel Geral (MG);...;16;17
Raul Soares (MG);392;437;437
Recreio (MG);2;4;5
Resende Costa (MG);...;185;185
Resplendor (MG);50;60;60
Ressaquinha (MG);...;...;...
Riachinho (MG);...;...;...
Ribeirão das Neves (MG);...;...;...
Rio Acima (MG);...;...;2
Rio Casca (MG);...;...;...
Rio Doce (MG);...;...;37
Rio Espera (MG);...;24;234
Rio Manso (MG);...;24;26
Rio Novo (MG);80;87;97
Rio Paranaíba (MG);...;...;...
Rio Piracicaba (MG);...;...;...
Rio Preto (MG);1448;842;...
Rio Vermelho (MG);...;...;...
Romaria (MG);...;...;...
Rosário da Limeira (MG);...;94;96
Rubelita (MG);...;...;...
Sabará (MG);...;...;...
Sabinópolis (MG);...;...;...
Sacramento (MG);21;1613;1812
Salinas (MG);...;...;...
Salto da Divisa (MG);...;...;...
Santa Bárbara (MG);...;4;...
Santa Bárbara do Leste (MG);...;...;...
Santa Bárbara do Tugúrio (MG);...;...;...
Santa Cruz do Escalvado (MG);...;...;...
Santa Efigênia de Minas (MG);40;...;...
Santa Fé de Minas (MG);...;...;...
Santa Margarida (MG);...;...;...
Santa Maria de Itabira (MG);42;53;81
Santa Maria do Salto (MG);...;...;...
Santa Maria do Suaçuí (MG);...;...;...
Santana da Vargem (MG);...;...;...
Santana de Cataguases (MG);15;17;19
Santana de Pirapama (MG);125;...;...
Santana do Jacaré (MG);...;...;...
Santana do Manhuaçu (MG);...;...;...
Santana do Paraíso (MG);...;35;...
Santana do Riacho (MG);...;...;...
Santana dos Montes (MG);...;...;26
Santa Rita de Jacutinga (MG);55;36;75
Santa Rita de Minas (MG);24;29;33
Santa Rita de Ibitipoca (MG);...;...;...
Santa Rita do Itueto (MG);81;150;190
Santa Rita do Sapucaí (MG);1;1;4
Santa Vitória (MG);142;149;54
Santo Antônio do Amparo (MG);...;...;...
Santo Antônio do Jacinto (MG);...;...;...
Santo Antônio do Monte (MG);253;302;470
Santo Antônio do Rio Abaixo (MG);...;...;...
Santos Dumont (MG);...;...;...
São Brás do Suaçuí (MG);...;...;...
São Domingos das Dores (MG);...;6;75
São Domingos do Prata (MG);...;120;120
São Félix de Minas (MG);...;68;64
São Francisco (MG);...;...;...
São Francisco do Glória (MG);21;...;...
São Geraldo (MG);...;...;...
São Geraldo da Piedade (MG);21;21;26
São Geraldo do Baixio (MG);27;31;18
São Gonçalo do Abaeté (MG);1;...;761
São Gonçalo do Pará (MG);11;14;16
São Gonçalo do Rio Abaixo (MG);...;...;...
São Gonçalo do Sapucaí (MG);...;...;241
São João Batista do Glória (MG);41;...;32
São João da Lagoa (MG);4;4;4
São João da Mata (MG);19;21;17
São João das Missões (MG);...;...;...
São João do Manhuaçu (MG);...;...;...
São João do Manteninha (MG);...;...;...
São João do Oriente (MG);16;18;21
São João do Pacuí (MG);...;...;34
São João Evangelista (MG);502;...;...
São João Nepomuceno (MG);...;...;...
São José da Barra (MG);1669;2126;2536
São José da Safira (MG);53;57;74
São José do Alegre (MG);42;64;...
São José do Divino (MG);...;...;...
São José do Goiabal (MG);...;...;...
São José do Jacuri (MG);106;...;...
São José do Mantimento (MG);...;...;20
São Lourenço (MG);...;...;...
São Miguel do Anta (MG);24;...;...
São Pedro dos Ferros (MG);37;44;50
São Pedro do Suaçuí (MG);12;...;...
São Romão (MG);...;...;...
São Sebastião da Bela Vista (MG);104;107;118
São Sebastião da Vargem Alegre (MG);...;...;...
São Sebastião do Anta (MG);2;5;5
São Sebastião do Maranhão (MG);145;...;...
São Sebastião do Oeste (MG);17;23;24
São Sebastião do Paraíso (MG);...;...;...
São Sebastião do Rio Verde (MG);...;...;23
São Tomás de Aquino (MG);...;...;...
Sapucaí-Mirim (MG);3565;5760;3200
Sardoá (MG);132;...;...
Setubinha (MG);21;16;12
Sem-Peixe (MG);...;...;...
Senador Cortes (MG);...;...;...
Senador Firmino (MG);...;...;...
Senador José Bento (MG);...;...;...
Senhora de Oliveira (MG);...;...;...
Senhora do Porto (MG);...;...;...
Senhora dos Remédios (MG);...;...;...
Sericita (MG);...;...;...
Serra Azul de Minas (MG);...;...;...
Serra dos Aimorés (MG);...;...;...
Serra do Salitre (MG);...;...;...
Serrania (MG);6;7;100
Serranópolis de Minas (MG);...;...;...
Serranos (MG);...;...;...
Serro (MG);...;243;108
Sete Lagoas (MG);48;26;18
Silveirânia (MG);7;13;12
Silvianópolis (MG);3;3;3
Simonésia (MG);...;...;...
Soledade de Minas (MG);19;13;14
Tabuleiro (MG);59;73;750
Taparuba (MG);...;...;...
Tapiraí (MG);...;...;...
Tarumirim (MG);32;...;...
Teixeiras (MG);4;...;...
Teófilo Otoni (MG);86;98;122
Tiros (MG);...;...;...
Tocantins (MG);...;...;...
Tocos do Moji (MG);12;12;26
Tombos (MG);10;10;10
Três Corações (MG);...;...;...
Três Marias (MG);8160;7872;6859
Três Pontas (MG);...;...;720
Tumiritinga (MG);...;...;...
Tupaciguara (MG);800;1558;16163
Turmalina (MG);...;...;...
Turvolândia (MG);3;4;3
Ubá (MG);1646;1408;800
Ubaporanga (MG);24;611;762
Uberaba (MG);33;...;...
Uberlândia (MG);1027;15360;14408
Unaí (MG);3;...;...
União de Minas (MG);...;...;...
Uruana de Minas (MG);...;...;...
Urucânia (MG);...;...;...
Urucuia (MG);...;...;...
Varginha (MG);311;65;83
Vazante (MG);8;...;...
Verdelândia (MG);...;...;...
Veredinha (MG);...;26;19
Veríssimo (MG);42;...;...
Vermelho Novo (MG);...;...;...
Viçosa (MG);88;...;300
Vieiras (MG);...;...;...
Mathias Lobato (MG);6;9;13
Virgem da Lapa (MG);...;...;...
Virgínia (MG);50;40;66
Virginópolis (MG);456;312;266
Virgolândia (MG);23;...;...
Visconde do Rio Branco (MG);610;720;2400
Afonso Cláudio (ES);416;610;204
Águia Branca (ES);623;156;104
Água Doce do Norte (ES);496;772;797
Alegre (ES);899;1633;1740
Alfredo Chaves (ES);158;191;210
Anchieta (ES);168;170;149
Aracruz (ES);187;95;71
Atílio Vivácqua (ES);...;...;...
Barra de São Francisco (ES);258;120;...
Boa Esperança (ES);56;19;...
Brejetuba (ES);69;43;41
Cachoeiro de Itapemirim (ES);72;81;27
Cariacica (ES);302;257;331
Castelo (ES);88;6;44
Colatina (ES);540;372;82
Conceição da Barra (ES);28;30;102
Conceição do Castelo (ES);266;201;480
Domingos Martins (ES);5320;4655;2513
Dores do Rio Preto (ES);14;...;...
Ecoporanga (ES);195;45;100
Fundão (ES);1198;604;428
Governador Lindenberg (ES);829;427;35
Guaçuí (ES);86;35;78
Guarapari (ES);659;673;370
Ibatiba (ES);83;26;38
Ibiraçu (ES);612;491;624
Ibitirama (ES);332;155;154
Irupi (ES);48;42;90
Itaguaçu (ES);17;14;...
Itarana (ES);287;244;234
Iúna (ES);336;92;90
Jaguaré (ES);706;943;41
Jerônimo Monteiro (ES);33;...;13
João Neiva (ES);8;8;...
Laranja da Terra (ES);3826;4090;3354
Linhares (ES);18468;16340;14288
Mantenópolis (ES);611;189;920
Marechal Floriano (ES);825;701;1200
Marilândia (ES);82;53;...
Mimoso do Sul (ES);...;...;17
Montanha (ES);...;...;...
Mucurici (ES);117;162;23
Muniz Freire (ES);206;31;284
Muqui (ES);...;...;9
Nova Venécia (ES);692;530;222
Pancas (ES);21;22;...
Pedro Canário (ES);136;114;29
Pinheiros (ES);293;293;...
Ponto Belo (ES);...;...;...
Santa Leopoldina (ES);673;538;1040
Santa Maria de Jetibá (ES);1611;1075;790
Santa Teresa (ES);1160;1160;900
São Domingos do Norte (ES);1547;927;...
São Gabriel da Palha (ES);51;52;...
São Mateus (ES);696;373;45
São Roque do Canaã (ES);62;38;24
Serra (ES);1450;1800;300
Sooretama (ES);115;116;122
Vargem Alta (ES);...;...;...
Venda Nova do Imigrante (ES);...;17;21
Viana (ES);199;169;221
Vila Pavão (ES);211;160;110
Vila Valério (ES);282;273;...
Angra dos Reis (RJ);2261;2696;1870
Aperibé (RJ);76;161;168
Araruama (RJ);40;20;30
Areal (RJ);20;...;...
Armação dos Búzios (RJ);25;55;62
Arraial do Cabo (RJ);112;154;70
Barra do Piraí (RJ);888;735;2686
Barra Mansa (RJ);24;12;...
Bom Jesus do Itabapoana (RJ);1775;1920;2436
Cabo Frio (RJ);8;11;16
Cachoeiras de Macacu (RJ);609;410;375
Cambuci (RJ);180;270;84
Comendador Levy Gasparian (RJ);...;...;...
Campos dos Goytacazes (RJ);...;...;...
Cantagalo (RJ);41;36;53
Cardoso Moreira (RJ);9;60;18
Carmo (RJ);74;...;...
Casimiro de Abreu (RJ);135;...;...
Conceição de Macabu (RJ);30;33;30
Cordeiro (RJ);93;10;50
Duas Barras (RJ);...;...;150
Duque de Caxias (RJ);134;151;163
Engenheiro Paulo de Frontin (RJ);...;...;...
Guapimirim (RJ);35;315;292
Itaboraí (RJ);5;4;...
Itaguaí (RJ);31;...;...
Italva (RJ);41;45;48
Itaocara (RJ);144;202;394
Itaperuna (RJ);133;133;149
Itatiaia (RJ);135;125;141
Japeri (RJ);13;13;3
Laje do Muriaé (RJ);1345;585;122
Macaé (RJ);128;19;19
Magé (RJ);37;560;360
Mangaratiba (RJ);144;30;30
Miguel Pereira (RJ);...;...;...
Miracema (RJ);125;164;124
Natividade (RJ);...;...;...
Niterói (RJ);118;134;311
Nova Friburgo (RJ);549;778;876
Nova Iguaçu (RJ);183;184;196
Paracambi (RJ);380;144;96
Paraíba do Sul (RJ);126;152;160
Paraty (RJ);48;22;30
Paty do Alferes (RJ);...;...;...
Petrópolis (RJ);101;152;240
Pinheiral (RJ);131;28;28
Piraí (RJ);315;263;202
Porciúncula (RJ);90;185;172
Quatis (RJ);184;370;405
Resende (RJ);429;387;460
Rio Bonito (RJ);4;14;20
Rio Claro (RJ);32;33;29
Rio das Flores (RJ);36;59;49
Rio de Janeiro (RJ);...;...;...
Santa Maria Madalena (RJ);...;112;50
Santo Antônio de Pádua (RJ);370;721;519
São Francisco de Itabapoana (RJ);9;7;...
São Fidélis (RJ);3;13;15
São João de Meriti (RJ);...;...;16
São José de Ubá (RJ);132;138;142
São Sebastião do Alto (RJ);26;...;26
Sapucaia (RJ);80;74;23
Saquarema (RJ);...;...;...
Seropédica (RJ);34;14;378
Silva Jardim (RJ);551;319;596
Sumidouro (RJ);3;...;30
Tanguá (RJ);9;...;...
Teresópolis (RJ);41;293;312
Trajano de Moraes (RJ);3;415;13
Três Rios (RJ);80;14;15
Valença (RJ);144;93;104
Vassouras (RJ);...;...;...
Volta Redonda (RJ);3;...;...
Águas de Lindóia (SP);607;607;27
Águas de Santa Bárbara (SP);...;...;30
Altair (SP);...;...;...
Amparo (SP);124;124;100
Aparecida d'Oeste (SP);...;...;...
Apiaí (SP);187;178;236
Araçoiaba da Serra (SP);275;143;7
Arandu (SP);254;402;1134
Arapeí (SP);...;...;...
Arco-Íris (SP);403;278;254
Arealva (SP);3605;4165;4410
Areias (SP);...;...;...
Artur Nogueira (SP);64;64;64
Assis (SP);80;80;77
Atibaia (SP);26;27;30
Avaré (SP);148;140;190
Bananal (SP);...;...;330
Barão de Antonina (SP);95;148;160
Barbosa (SP);...;...;...
Bariri (SP);114;139;226
Barra Bonita (SP);...;...;17
Barra do Chapéu (SP);...;272;272
Barretos (SP);...;...;24
Bastos (SP);...;...;34
Bauru (SP);...;...;...
Bocaina (SP);...;...;...
Bom Sucesso de Itararé (SP);146;171;186
Boracéia (SP);26;30;44
Botucatu (SP);323;120;218
Bragança Paulista (SP);114;120;127
Brotas (SP);8;55;65
Buri (SP);...;120;100
Buritama (SP);254;758;659
Cachoeira Paulista (SP);...;...;...
Caconde (SP);2454;2369;12110
Caiuá (SP);7;7;7
Cajati (SP);...;...;42
Cajuru (SP);...;...;...
Campina do Monte Alegre (SP);...;...;41
Campos do Jordão (SP);11;8;10
Campos Novos Paulista (SP);438;122;195
Cananéia (SP);...;...;134
Cândido Mota (SP);3997;4143;4756
Capão Bonito (SP);100;90;...
Caraguatatuba (SP);...;...;...
Casa Branca (SP);...;...;81
Cedral (SP);102;50;57
Cerqueira César (SP);62;73;106
Conchal (SP);354;303;899
Coronel Macedo (SP);530;675;299
Corumbataí (SP);21;198;190
Cosmópolis (SP);...;338;400
Cosmorama (SP);722;492;760
Descalvado (SP);58;94;594
Dois Córregos (SP);39;...;23
Embaúba (SP);...;...;...
Espírito Santo do Pinhal (SP);...;...;497
Estrela d'Oeste (SP);300;516;665
Euclides da Cunha Paulista (SP);22;7;7
Fartura (SP);4633;6834;6750
Floreal (SP);...;...;2
Florínea (SP);159;190;115
Gabriel Monteiro (SP);185;65;28
Garça (SP);490;481;471
Guaíra (SP);749;807;828
Guapiaçu (SP);206;174;342
Guapiara (SP);3360;1804;2221
Guararema (SP);...;...;...
Guareí (SP);...;...;19
Guarulhos (SP);...;241;170
Guatapará (SP);...;...;...
Guzolândia (SP);26;...;...
Iacanga (SP);...;...;...
Iaras (SP);9;15;56
Ibitinga (SP);33;...;...
Igarapava (SP);605;1050;1625
Igaratá (SP);367;232;402
Ilhabela (SP);1440;1644;104
Ilha Solteira (SP);2431;4465;9814
Indiaporã (SP);70;53;53
Ipaussu (SP);2240;2250;2277
Iporanga (SP);...;...;6
Ipuã (SP);147;197;207
Itaberá (SP);248;268;554
Itaí (SP);109;90;79
Itajobi (SP);740;800;414
Itaju (SP);7900;7403;11926
Itaoca (SP);...;5;...
Itapetininga (SP);...;...;97
Itapeva (SP);...;...;500
Itapira (SP);...;1843;2128
Itapirapuã Paulista (SP);...;140;147
Itaporanga (SP);48;48;60
Ituverava (SP);78;50;90
Jacareí (SP);432;280;468
Jaci (SP);46;17;...
Jacupiranga (SP);...;...;130
Jaguariúna (SP);180;180;...
Jales (SP);13;14;...
Jardinópolis (SP);...;...;...
Jaú (SP);11;45;47
Joanópolis (SP);...;6;6
João Ramalho (SP);7;9;...
José Bonifácio (SP);...;...;...
Juquiá (SP);...;...;19260
Lagoinha (SP);...;...;...
Lindóia (SP);36;36;...
Macaubal (SP);73;69;82
Marabá Paulista (SP);18;20;26
Maracaí (SP);199;183;...
Mauá (SP);762;1031;1025
Mesópolis (SP);43;510;1222
Miguelópolis (SP);...;...;...
Mira Estrela (SP);95;167;86
Mirante do Paranapanema (SP);142;190;188
Mirassol (SP);200;40;63
Mococa (SP);1725;2460;41142
Mogi das Cruzes (SP);...;...;...
Mogi Guaçu (SP);...;2982;3413
Mogi Mirim (SP);882;3058;3861
Monte Alegre do Sul (SP);419;445;493
Monte Aprazível (SP);75;88;100
Morro Agudo (SP);...;...;516
Motuca (SP);...;...;...
Natividade da Serra (SP);...;...;1143
Nazaré Paulista (SP);...;102;109
Nhandeara (SP);...;...;15
Nova Campina (SP);...;21;60
Nova Canaã Paulista (SP);2700;1025;846
Nova Granada (SP);...;...;145
Novo Horizonte (SP);15;...;...
Olímpia (SP);...;...;480
Orindiúva (SP);...;6;12
Ouro Verde (SP);...;...;...
Palestina (SP);...;...;...
Palmeira d'Oeste (SP);...;...;...
Palmital (SP);3449;2938;3549
Panorama (SP);6966;11425;14262
Paraguaçu Paulista (SP);588;664;441
Paraibuna (SP);...;12;19
Paranapanema (SP);534;322;167
Parapuã (SP);...;...;96
Paulicéia (SP);...;42;499
Pederneiras (SP);...;...;...
Pedra Bela (SP);151;149;158
Pedrinhas Paulista (SP);473;456;475
Penápolis (SP);70;75;75
Pereira Barreto (SP);738;516;650
Peruíbe (SP);14;14;19
Piacatu (SP);...;...;50
Piedade (SP);1953;561;14
Pilar do Sul (SP);...;...;33
Pindamonhangaba (SP);...;5;18
Pindorama (SP);...;...;...
Pinhalzinho (SP);65;64;68
Piracaia (SP);69;93;111
Piracicaba (SP);...;...;...
Piraju (SP);54;75;199
Pirassununga (SP);50;99;120
Planalto (SP);...;...;1050
Porto Ferreira (SP);600;750;660
Presidente Epitácio (SP);600;495;540
Promissão (SP);8;...;...
Rancharia (SP);...;...;5400
Redenção da Serra (SP);...;...;4095
Registro (SP);...;...;79
Ribeira (SP);130;28;12
Ribeirão Branco (SP);404;387;113
Ribeirão do Sul (SP);4;4;...
Ribeirão Grande (SP);...;1200;42
Ribeirão Pires (SP);781;1055;1047
Riversul (SP);18;300;186
Rifaina (SP);...;28980;17727
Rinópolis (SP);3563;563;386
Rio Grande da Serra (SP);145;194;193
Riolândia (SP);216;138;250
Rubinéia (SP);5165;11173;19881
Sales (SP);...;258;270
Salesópolis (SP);...;...;...
Salmourão (SP);341;94;23
Salto Grande (SP);62;180;110
Santa Albertina (SP);1829;2253;2068
Santa Branca (SP);216;96;213
Santa Clara d'Oeste (SP);13204;9760;23148
Santa Cruz da Conceição (SP);831;698;986
Santa Cruz da Esperança (SP);...;...;...
Santa Cruz do Rio Pardo (SP);58;62;115
Santa Fé do Sul (SP);23624;23048;25248
Santa Isabel (SP);...;...;...
Santa Maria da Serra (SP);203;269;383
Santa Rita d'Oeste (SP);30;27;10
Santa Rita do Passa Quatro (SP);...;...;...
Santa Rosa de Viterbo (SP);...;...;...
Santo Antônio de Posse (SP);...;4400;2222
Santo Antônio do Aracanguá (SP);1320;3675;...
São João da Boa Vista (SP);...;...;234
São José do Barreiro (SP);...;...;266
São José do Rio Pardo (SP);250;133;168
São Pedro do Turvo (SP);20;15;16
São Roque (SP);166;...;...
São Sebastião (SP);195;179;179
Serra Negra (SP);453;478;588
Sete Barras (SP);...;...;...
Socorro (SP);263;297;558
Sud Mennucci (SP);836;860;3168
Suzanápolis (SP);148;655;2136
Tambaú (SP);230;315;216
Tanabi (SP);57;53;73
Tapiraí (SP);145;82;...
Taquarituba (SP);141;153;30
Taquarivaí (SP);...;...;...
Tarumã (SP);219;231;...
Taubaté (SP);342;271;430
Tejupá (SP);...;...;260
Teodoro Sampaio (SP);193;166;281
Torrinha (SP);32;31;24
Tremembé (SP);...;...;...
Três Fronteiras (SP);2919;2554;2867
Tuiuti (SP);202;238;195
Tupã (SP);2593;563;1400
Ubatuba (SP);900;1237;1076
Uchoa (SP);...;50;44
União Paulista (SP);...;...;164
Urânia (SP);13;18;...
Vargem Grande do Sul (SP);...;...;60
Zacarias (SP);12408;14246;18955
Chavantes (SP);...;...;...
Estiva Gerbi (SP);...;1040;3302
Abatiá (PR);11;14;16
Adrianópolis (PR);38;29;56
Agudos do Sul (PR);189;189;218
Altamira do Paraná (PR);250;159;325
Altônia (PR);...;...;1980
Alto Paraná (PR);20;21;25
Alto Piquiri (PR);...;...;...
Alvorada do Sul (PR);9192;13975;13600
Amaporã (PR);66;68;67
Ampére (PR);338;386;543
Anahy (PR);356;391;350
Andirá (PR);4842;3899;5470
Ângulo (PR);98;98;104
Antonina (PR);69;62;68
Antônio Olinto (PR);104;81;97
Apucarana (PR);125;200;243
Arapongas (PR);195;218;228
Arapuã (PR);28;38;...
Araruna (PR);20;19;22
Ariranha do Ivaí (PR);93;110;...
Assaí (PR);13;20;20
Assis Chateaubriand (PR);25914;31669;31510
Astorga (PR);...;...;...
Atalaia (PR);200;400;400
Bandeirantes (PR);152;200;220
Barbosa Ferraz (PR);231;252;372
Barracão (PR);571;658;720
Barra do Jacaré (PR);486;230;244
Bela Vista da Caroba (PR);383;459;547
Bela Vista do Paraíso (PR);48;74;52
Bituruna (PR);135;154;184
Boa Esperança (PR);66;99;...
Boa Esperança do Iguaçu (PR);165;199;1095
Boa Ventura de São Roque (PR);115;180;232
Boa Vista da Aparecida (PR);1103;1110;1205
Bocaiúva do Sul (PR);41;37;32
Bom Jesus do Sul (PR);305;349;417
Bom Sucesso do Sul (PR);196;222;239
Borrazópolis (PR);...;...;...
Braganey (PR);521;583;680
Brasilândia do Sul (PR);439;1084;1233
Cafeara (PR);...;...;...
Cafelândia (PR);7515;8832;21342
Cafezal do Sul (PR);...;...;...
Cambará (PR);310;254;429
Cambé (PR);840;994;715
Campina da Lagoa (PR);271;232;...
Campina do Simão (PR);44;78;82
Campina Grande do Sul (PR);70;60;64
Campo Bonito (PR);566;593;567
Campo do Tenente (PR);13;13;28
Campo Largo (PR);...;...;...
Campo Magro (PR);...;...;...
Campo Mourão (PR);320;313;317
Cândido de Abreu (PR);160;201;251
Candói (PR);86;157;153
Cantagalo (PR);66;64;59
Capanema (PR);537;642;836
Capitão Leônidas Marques (PR);1575;1711;1720
Carambeí (PR);31;18;15
Carlópolis (PR);...;4513;13727
Cascavel (PR);4378;4604;5089
Castro (PR);1947;1395;1169
Catanduvas (PR);680;669;691
Centenário do Sul (PR);...;...;...
Céu Azul (PR);404;401;402
Chopinzinho (PR);62;70;75
Cianorte (PR);203;215;222
Cidade Gaúcha (PR);83;86;96
Clevelândia (PR);22;25;23
Colorado (PR);6;28;149
Congonhinhas (PR);57;173;230
Conselheiro Mairinck (PR);61;58;62
