Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes;;;;;;;;;;;;;;;;;
Nível;Cód.;Município;Produto das lavouras temporárias e permanentes x Ano x Variável;;;;;;;;;;;;;;
Nível;Cód.;Município;area_plantada14;area_colhida14;valor_prod14;area_plantada15;area_colhida15;valor_prod15;area_plantada16;area_colhida16;valor_prod16;area_plantada17;area_colhida17;valor_prod17;area_plantada18;area_colhida18;valor_prod18
MU;3204351;Rio Bananal (ES);15162;15162;123186;15092;15092;110921;13290;13290;109901;13276;13276;110623;17442;17442;214487
MU;3204401;Rio Novo do Sul (ES);2690;2690;18167;2690;2690;11474;2715;2715;23637;2635;2635;18147;4689;4689;34712
MU;3204500;Santa Leopoldina (ES);5923;5923;47901;5838;5838;54279;5707;5627;67204;6251;6251;72625;6389;6389;73711
MU;3204559;Santa Maria de Jetibá (ES);8440;8440;77438;6540;6540;68534;6036;6036;106530;5162;5162;70679;6196;6196;81206
MU;3204609;Santa Teresa (ES);10723;10723;80789;10758;10758;98613;10339;10279;108813;10361;10361;118550;10407;10407;147670
MU;3204658;São Domingos do Norte (ES);5227;5227;47504;5732;5667;41230;5045;5045;23736;5201;5201;58666;5279;5279;48245
MU;3204708;São Gabriel da Palha (ES);12979;12969;102585;10853;10847;75473;10145;10081;72479;10250;10250;85067;9297;9283;101851
MU;3204807;São José do Calçado (ES);2977;2977;10646;2822;2742;10294;2911;2908;16578;2972;2972;16953;2086;2086;14428
MU;3204906;São Mateus (ES);27681;27681;277495;31857;31857;380392;31547;31547;206500;23359;23359;236171;26234;25841;399567
MU;3204955;São Roque do Canaã (ES);5925;5925;74831;5915;5898;52248;5599;5589;30628;5577;5577;91944;4559;4559;76479
MU;3205002;Serra (ES);1670;1670;8341;1683;1683;12857;1720;1716;9436;1671;1671;13939;1717;1717;16761
MU;3205010;Sooretama (ES);19620;19590;216413;19670;19640;189485;20063;20063;203549;16721;16721;240426;11716;11689;177547
MU;3205036;Vargem Alta (ES);12861;12861;61120;11947;11947;70761;11709;11709;122596;11944;11944;125237;6764;6764;61862
MU;3205069;Venda Nova do Imigrante (ES);4652;4652;51941;4529;4529;43845;3378;3378;65193;3369;3369;43523;3252;3252;51665
MU;3205101;Viana (ES);2855;2855;28272;2882;2882;24000;2336;2336;32254;2198;2198;27678;2164;2164;20438
MU;3205150;Vila Pavão (ES);8572;8572;65338;8324;8324;64406;7911;7911;59559;7942;7942;66679;3975;3975;52634
MU;3205176;Vila Valério (ES);20505;20465;194670;20397;20316;187669;18957;17457;145849;14869;14869;169226;16137;16137;191377
MU;3205200;Vila Velha (ES);511;511;1790;480;430;1640;425;375;1354;388;358;1623;385;385;2042
MU;3205309;Vitória (ES);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3300100;Angra dos Reis (RJ);1525;1525;9444;738;738;3993;738;738;3650;455;455;18453;358;358;17166
MU;3300159;Aperibé (RJ);83;83;646;32;32;681;33;33;632;30;30;658;38;38;708
MU;3300209;Araruama (RJ);4878;4878;62096;5321;5306;78851;5015;5015;62257;5009;5009;54934;5931;5931;64527
MU;3300225;Areal (RJ);7;7;78;7;7;86;10;10;198;12;12;257;13;13;201
MU;3300233;Armação dos Búzios (RJ);71;71;1051;43;43;546;12;12;222;10;10;223;9;9;181
MU;3300308;Barra do Piraí (RJ);252;252;676;230;230;1455;138;138;1571;94;94;800;27;27;231
MU;3300407;Barra Mansa (RJ);204;183;854;181;136;696;180;180;1133;185;185;1143;163;163;1139
MU;3300456;Belford Roxo (RJ);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3300506;Bom Jardim (RJ);2290;2290;44763;2194;2194;43901;2034;2034;54975;2014;2014;29043;2077;2077;36133
MU;3300605;Bom Jesus do Itabapoana (RJ);2154;2154;9185;1136;1136;8634;1161;1161;14079;1031;1031;12860;990;990;9885
MU;3300704;Cabo Frio (RJ);4143;4143;6809;2489;2474;5878;2305;2305;10035;2307;2307;8725;2500;2500;7765
MU;3300803;Cachoeiras de Macacu (RJ);1622;1622;25931;1706;1706;36115;1964;1964;43733;2279;2279;33379;2604;2604;22532
MU;3300902;Cambuci (RJ);890;890;51589;502;502;34501;522;522;52511;477;477;39424;376;376;34808
MU;3300936;Carapebus (RJ);439;419;2137;206;206;1712;91;91;773;73;67;439;75;75;670
MU;3300951;Comendador Levy Gasparian (RJ);5;5;51;5;5;48;6;6;61;10;10;133;10;10;151
MU;3301009;Campos dos Goytacazes (RJ);54515;54431;91279;45841;45841;138203;30659;30659;98358;30694;30694;111348;30695;30695;76792
MU;3301108;Cantagalo (RJ);161;161;882;124;124;1143;94;94;1159;68;68;696;64;64;668
MU;3301157;Cardoso Moreira (RJ);1354;1350;3723;1263;1263;11075;1263;1263;4682;1255;1255;4303;151;151;759
MU;3301207;Carmo (RJ);128;128;753;57;57;826;37;37;308;23;23;463;25;25;836
MU;3301306;Casimiro de Abreu (RJ);577;577;3914;481;481;4127;509;509;4794;444;444;4750;502;502;5305
MU;3301405;Conceição de Macabu (RJ);543;543;4558;509;509;4951;178;178;1475;155;155;1490;159;159;1685
MU;3301504;Cordeiro (RJ);86;86;923;69;69;1149;69;69;1924;115;115;1945;112;112;3359
MU;3301603;Duas Barras (RJ);1849;1849;30425;890;888;17484;789;789;18758;855;855;21988;805;805;22836
MU;3301702;Duque de Caxias (RJ);452;452;4751;714;714;11294;685;685;10688;657;657;15795;619;619;12169
MU;3301801;Engenheiro Paulo de Frontin (RJ);95;95;366;95;95;588;95;95;693;33;33;949;27;27;479
MU;3301850;Guapimirim (RJ);435;435;6298;454;448;6825;535;535;8206;579;579;6498;525;520;7191
MU;3301876;Iguaba Grande (RJ);37;37;711;41;41;651;148;148;3475;103;103;1582;68;68;923
MU;3301900;Itaboraí (RJ);582;582;3019;131;131;733;146;146;898;125;125;1198;138;138;1544
MU;3302007;Itaguaí (RJ);3687;3687;21876;3475;3475;14488;3466;3466;14879;510;300;12532;627;627;15577
MU;3302056;Italva (RJ);930;930;5766;769;769;11196;769;769;11024;587;587;10300;575;575;7503
MU;3302106;Itaocara (RJ);1634;1634;11855;1351;1351;13429;801;801;6866;409;409;6925;484;484;7741
MU;3302205;Itaperuna (RJ);779;779;9686;221;221;11433;229;229;8897;221;221;13770;189;189;2863
MU;3302254;Itatiaia (RJ);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3302270;Japeri (RJ);159;159;1134;668;668;5657;796;796;9946;866;866;12744;580;580;5391
MU;3302304;Laje do Muriaé (RJ);205;205;476;112;112;1057;110;110;560;13;13;200;13;13;254
MU;3302403;Macaé (RJ);2594;2594;17863;2327;2187;19147;2559;2559;21502;1036;1036;5868;1041;741;4773
MU;3302452;Macuco (RJ);128;128;1616;26;26;645;21;21;370;27;27;660;48;48;1149
MU;3302502;Magé (RJ);610;605;6790;627;627;9778;663;663;9611;681;681;8132;621;621;11164
MU;3302601;Mangaratiba (RJ);4818;4818;26902;4887;4887;35565;4892;4892;32553;4766;4766;45396;2993;2993;23548
MU;3302700;Maricá (RJ);70;70;1152;70;70;1134;70;70;1037;70;67;608;110;110;1123
MU;3302809;Mendes (RJ);5;5;19;5;5;24;5;5;26;14;14;252;14;14;192
MU;3302858;Mesquita (RJ);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3302908;Miguel Pereira (RJ);43;43;214;35;35;209;35;35;338;59;59;3565;69;69;1676
MU;3303005;Miracema (RJ);727;727;6185;551;551;5956;136;136;5768;137;137;4885;121;121;6667
MU;3303104;Natividade (RJ);558;528;4737;101;101;3088;96;96;3028;96;96;1464;98;98;1620
MU;3303302;Niterói (RJ);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3303401;Nova Friburgo (RJ);479;479;20975;468;468;19183;450;450;33972;572;572;47869;636;633;55005
MU;3303500;Nova Iguaçu (RJ);529;529;3829;523;523;5118;566;566;7017;508;508;7153;548;548;7135
MU;3303609;Paracambi (RJ);1309;1309;5836;1279;1279;12456;1279;1279;13391;158;158;233;174;174;1688
MU;3303708;Paraíba do Sul (RJ);231;224;19959;215;215;24540;215;215;20074;176;176;18825;164;164;10552
MU;3303807;Paraty (RJ);2327;2327;7854;2265;2265;8064;2265;2265;7855;1391;1391;38287;397;367;12370
MU;3303856;Paty do Alferes (RJ);329;329;30584;329;329;30747;329;329;20585;392;392;28214;354;354;33042
MU;3303906;Petrópolis (RJ);43;43;1562;43;43;1412;54;54;1861;52;52;1793;50;50;2468
MU;3303955;Pinheiral (RJ);9;9;69;8;8;96;16;16;81;142;142;2743;113;113;1563
MU;3304003;Piraí (RJ);170;170;906;170;170;1059;170;170;1166;427;427;6783;151;151;2310
MU;3304102;Porciúncula (RJ);4735;4735;17722;4872;4872;22598;5222;5222;24403;5070;5070;37162;4915;4915;56589
MU;3304110;Porto Real (RJ);25;25;165;150;150;551;150;150;555;150;150;510;150;150;532
MU;3304128;Quatis (RJ);223;222;1263;144;140;1046;120;120;1170;102;102;1167;91;91;1109
MU;3304144;Queimados (RJ);62;62;324;146;146;1294;199;199;2080;184;184;1928;162;155;2143
MU;3304151;Quissamã (RJ);8935;8921;38115;4187;4132;20792;2110;2110;23408;2340;2340;23896;1666;1666;17995
MU;3304201;Resende (RJ);3;3;75;5;5;125;11;11;87;11;11;63;11;11;65
MU;3304300;Rio Bonito (RJ);2236;2236;15717;2066;2066;12892;2062;2062;16510;2683;2683;27095;2367;2367;28907
MU;3304409;Rio Claro (RJ);520;514;2185;519;503;2876;446;446;4277;394;394;3639;355;355;3618
MU;3304508;Rio das Flores (RJ);30;30;346;30;30;267;36;36;291;28;28;291;23;23;570
MU;3304524;Rio das Ostras (RJ);344;344;1520;110;110;720;147;108;740;105;105;783;113;113;799
MU;3304557;Rio de Janeiro (RJ);2306;2306;39551;2021;2021;37808;2292;2292;44928;2098;2098;41072;2076;2076;37051
MU;3304607;Santa Maria Madalena (RJ);167;167;1295;169;169;2192;152;152;1123;142;142;2378;269;251;3968
MU;3304706;Santo Antônio de Pádua (RJ);619;619;18677;329;329;17224;78;78;4909;119;119;4105;112;112;5608
MU;3304755;São Francisco de Itabapoana (RJ);26990;26990;200097;28480;28480;195204;22530;22530;195259;23670;21670;169237;21700;21700;198542
MU;3304805;São Fidélis (RJ);682;577;5219;459;459;3588;459;459;6459;246;226;4708;246;246;2394
MU;3304904;São Gonçalo (RJ);173;173;1323;245;245;2257;285;285;2832;296;296;6552;282;282;6983
MU;3305000;São João da Barra (RJ);1486;1486;27197;1471;1471;28923;1471;1471;26844;640;630;19348;521;521;14718
MU;3305133;São José de Ubá (RJ);755;755;55195;485;485;49573;428;428;44659;428;428;34162;505;505;62020
MU;3305158;São José do Vale do Rio Preto (RJ);706;706;25378;779;779;36295;740;740;32307;843;805;24993;840;840;28735
MU;3305208;São Pedro da Aldeia (RJ);135;135;2359;420;420;5596;1089;1089;22153;1009;1009;8838;947;934;7781
MU;3305307;São Sebastião do Alto (RJ);378;378;22010;354;354;14661;350;350;28452;205;205;20740;235;235;23642
MU;3305406;Sapucaia (RJ);411;411;4184;266;266;13096;271;271;10576;261;261;9600;272;248;12757
MU;3305505;Saquarema (RJ);1598;1598;37002;1561;1561;24814;1090;1090;12739;952;952;12025;957;957;12726
MU;3305554;Seropédica (RJ);1462;1462;13019;1323;1323;12705;1323;1323;13102;1070;1070;12495;1075;1075;7222
MU;3305604;Silva Jardim (RJ);2659;2659;14580;1617;1617;9370;900;900;5694;1277;1277;12107;1214;1214;11699
MU;3305703;Sumidouro (RJ);1023;1023;31377;706;706;18479;704;704;25214;618;618;18762;510;510;23751
MU;3305752;Tanguá (RJ);1379;1379;10578;982;982;7233;971;971;7350;1034;1034;11557;917;917;12193
MU;3305802;Teresópolis (RJ);488;488;12971;498;498;12616;393;393;9642;493;493;12932;460;460;9747
MU;3305901;Trajano de Moraes (RJ);2114;2114;22345;1890;1890;25249;1734;1734;18076;575;575;15003;452;452;12305
MU;3306008;Três Rios (RJ);72;72;418;74;74;265;73;73;236;39;39;299;37;37;332
MU;3306107;Valença (RJ);128;128;908;148;148;994;37;37;513;97;94;1766;333;333;8025
MU;3306156;Varre-Sai (RJ);6021;6021;25194;5820;5820;40221;6400;6400;28558;6300;6300;26299;6349;6349;39748
MU;3306206;Vassouras (RJ);186;186;17442;192;192;19273;216;216;24867;233;229;23828;154;154;8333
MU;3306305;Volta Redonda (RJ);97;96;432;83;80;391;81;81;524;71;71;458;63;63;410
MU;3500105;Adamantina (SP);14302;14302;55340;14755;14755;70021;14394;14394;67508;14699;14699;69605;14893;14893;64369
MU;3500204;Adolfo (SP);9569;9569;53551;8595;8595;53452;8287;8287;57723;9755;9755;67479;9455;9455;63989
MU;3500303;Aguaí (SP);33545;33385;189197;33387;33387;203949;31312;31312;301131;31346;30746;223900;28810;28810;275514
MU;3500402;Águas da Prata (SP);1813;1813;8434;1745;1745;11119;1808;1808;19546;1387;1387;8630;1694;1694;11527
MU;3500501;Águas de Lindóia (SP);616;616;3634;622;622;4315;625;625;7366;474;474;6287;451;447;5574
MU;3500550;Águas de Santa Bárbara (SP);15610;15610;146074;14780;14780;120672;16095;16095;153317;16245;16245;132786;19715;19715;190366
MU;3500600;Águas de São Pedro (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3500709;Agudos (SP);17695;17695;46124;16474;16474;44535;17301;17301;79707;15695;15695;100430;15880;15880;91098
MU;3500758;Alambari (SP);3386;3386;11582;4505;4505;26408;4925;4925;29985;5271;5271;31280;3381;3381;29743
MU;3500808;Alfredo Marcondes (SP);358;358;3042;342;342;1916;457;457;4226;466;466;2186;416;416;2850
MU;3500907;Altair (SP);38142;38142;155856;35142;35142;150513;58745;58745;330570;58202;58202;344267;21593;21593;188818
MU;3501004;Altinópolis (SP);36987;36985;216849;43071;43071;202894;44247;44247;303547;43148;43148;334377;43430;43430;312169
MU;3501103;Alto Alegre (SP);18307;18307;59737;13269;13269;38836;12196;12196;66572;12806;12806;60259;13208;13208;63996
MU;3501152;Alumínio (SP);279;279;1070;279;279;974;279;279;1178;279;279;1063;279;279;1329
MU;3501202;Álvares Florence (SP);11294;11294;51839;11199;11199;47308;11031;11031;62643;13616;13616;79165;15718;15718;104793
MU;3501301;Álvares Machado (SP);1224;1224;16536;1017;1017;11535;1244;1244;15751;1213;1213;13425;1063;1063;11047
MU;3501400;Álvaro de Carvalho (SP);693;693;3335;1660;1660;11936;1999;1999;14195;1827;1820;10889;897;897;7260
MU;3501509;Alvinlândia (SP);1831;1831;11550;2331;2331;13675;1867;1867;15952;2009;2009;38153;2296;2296;28842
MU;3501608;Americana (SP);1671;1671;7703;1500;1500;7543;1500;1500;7800;1500;1500;7800;1500;1500;7800
MU;3501707;Américo Brasiliense (SP);9064;9064;46325;8802;8802;41072;8863;8863;45740;9563;9563;66994;8863;8863;46010
MU;3501806;Américo de Campos (SP);13455;13455;54153;13651;13651;55883;12780;12780;68329;9325;9325;55311;8774;8774;68476
MU;3501905;Amparo (SP);6252;6242;33076;6399;6399;37607;5090;5090;45985;5025;5025;32519;5005;5005;38914
MU;3502002;Analândia (SP);10363;10163;46854;11363;11263;56181;11506;11392;57898;11620;11620;77034;11855;11855;84478
MU;3502101;Andradina (SP);37639;37639;132948;34320;34320;126758;36512;36512;183199;37004;37004;157448;37714;37714;186054
MU;3502200;Angatuba (SP);21086;21086;92531;20083;20083;179447;23820;23820;260041;23445;23445;218280;25189;25189;283181
MU;3502309;Anhembi (SP);13846;13846;66621;14685;14685;64456;14905;14905;88666;14687;14687;134153;14902;14902;169689
MU;3502408;Anhumas (SP);8932;8932;39433;9045;9045;35852;9188;9188;39582;11367;11367;60619;10692;10692;50429
MU;3502507;Aparecida (SP);260;260;1289;260;260;1244;260;260;1711;260;260;1244;260;260;1492
MU;3502606;Aparecida d'Oeste (SP);3190;3190;23809;2901;2901;26408;2538;2538;31716;2578;2578;29857;2616;2616;32182
MU;3502705;Apiaí (SP);7512;7512;238898;7699;7699;234552;7479;7479;160455;9352;9352;147258;6971;6971;121801
MU;3502754;Araçariguama (SP);183;183;830;183;183;730;183;183;760;183;183;752;183;183;950
MU;3502804;Araçatuba (SP);36516;36516;110123;36160;36160;125437;43297;43297;165752;38092;38092;154331;50863;50863;225814
MU;3502903;Araçoiaba da Serra (SP);1920;1920;10912;2181;2181;11637;2574;2374;13282;2606;2606;13523;2606;2606;15433
MU;3503000;Aramina (SP);12846;12846;41642;12167;12167;45329;11981;11981;57091;15666;15666;78827;15646;15646;73970
MU;3503109;Arandu (SP);10100;10100;66978;11660;11660;67654;11200;10900;120516;17270;17270;105281;13755;13755;81348
MU;3503158;Arapeí (SP);116;116;429;116;116;425;57;57;377;116;116;534;116;116;641
MU;3503208;Araraquara (SP);41845;41845;219594;42888;42888;194938;42771;42752;215528;60955;60955;399761;42069;42050;218589
MU;3503307;Araras (SP);5787;5787;25718;35838;35838;153825;33387;33387;190685;38387;38387;230842;38591;38591;226747
MU;3503356;Arco-Íris (SP);6138;6138;23004;9027;9027;41741;9592;9592;52516;6865;6865;31468;8273;8273;50749
MU;3503406;Arealva (SP);11397;11397;36441;11314;11314;34774;10840;10840;82670;11797;11797;101221;14844;14844;130624
MU;3503505;Areias (SP);153;153;444;153;153;499;123;123;838;153;153;1915;153;153;979
MU;3503604;Areiópolis (SP);7320;7320;29995;6632;6632;20444;8612;8612;46327;7145;7145;46998;7145;7145;67671
MU;3503703;Ariranha (SP);9596;9596;39488;9471;9471;42316;9965;9965;59776;9139;9139;59420;9218;9133;53839
MU;3503802;Artur Nogueira (SP);8363;8363;49826;8552;8552;39265;8773;8773;59498;8763;8763;60651;9177;8850;68632
MU;3503901;Arujá (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3503950;Aspásia (SP);1713;1713;16933;1557;1557;18651;1629;1629;35270;1702;1702;27529;1841;1841;39764
MU;3504008;Assis (SP);25629;25629;75986;27893;27893;104038;30018;30018;114157;29717;29717;129647;29846;29846;111199
MU;3504107;Atibaia (SP);1821;1821;24205;2112;2112;29599;2422;2422;33311;2807;2807;32810;2772;2772;29739
MU;3504206;Auriflama (SP);6051;6011;23667;5090;5080;18170;7354;7354;33467;7674;7674;38843;8129;8129;38193
MU;3504305;Avaí (SP);4055;4055;17575;3691;3691;14120;5352;5352;54471;5342;5342;60894;5125;5125;86030
MU;3504404;Avanhandava (SP);22830;21668;67037;8311;8311;19703;18832;18832;93583;21011;21011;87235;22752;22752;87392
MU;3504503;Avaré (SP);23912;23912;120645;24854;24854;110196;29642;29642;239039;25248;25248;206134;33349;33349;268921
MU;3504602;Bady Bassitt (SP);3689;3689;15446;4405;4405;19296;3024;3024;18516;3150;3150;19840;2849;2849;16568
MU;3504701;Balbinos (SP);4567;4567;17183;4568;4558;18171;4035;4033;24149;4781;4741;32900;4979;4979;41610
MU;3504800;Bálsamo (SP);10371;10371;40311;10455;10455;43548;10665;10665;48095;10390;10390;62303;9850;9850;51959
MU;3504909;Bananal (SP);411;411;1003;411;411;1078;411;411;1227;411;411;1403;411;411;1344
MU;3505005;Barão de Antonina (SP);3613;3613;18249;3765;3765;23137;3219;3219;15731;2570;2570;12308;3302;3302;20396
MU;3505104;Barbosa (SP);12824;12824;38719;4566;4566;11445;8019;8019;39241;6429;6429;29701;8287;8287;35622
MU;3505203;Bariri (SP);29078;29078;91709;30726;30726;103167;26159;26158;124754;26653;26652;132673;26778;26497;124572
MU;3505302;Barra Bonita (SP);10000;10000;27073;10003;10003;32087;10093;10093;42933;10088;10088;42494;10123;10093;40721
MU;3505351;Barra do Chapéu (SP);821;821;36629;1020;1020;29426;1060;1060;36437;1012;1012;33203;991;991;30296
MU;3505401;Barra do Turvo (SP);462;462;1817;493;493;664;477;477;1286;475;475;1501;565;565;1406
MU;3505500;Barretos (SP);85855;85855;359347;82567;82567;377590;82436;82436;480008;83524;83524;519141;86654;86654;520069
MU;3505609;Barrinha (SP);11100;11100;52245;11100;11100;45515;11000;11000;56795;11056;11056;63692;11033;11033;59238
MU;3505708;Barueri (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3505807;Bastos (SP);3095;3095;11713;2860;2860;11765;3100;3100;14829;3040;3040;15054;2949;2949;13727
MU;3505906;Batatais (SP);55974;55974;244191;53570;53570;235737;53071;53071;322159;53575;53575;310643;53575;53575;294122
MU;3506003;Bauru (SP);2193;2193;9165;2817;2817;14255;2817;2817;21539;4425;4425;60325;4616;4616;55161
MU;3506102;Bebedouro (SP);46588;46588;179239;46598;46598;187160;46494;46494;222350;47433;47433;287394;50439;50439;300329
MU;3506201;Bento de Abreu (SP);17261;17261;52831;19440;19440;72054;14106;14106;66608;14801;14801;76118;18300;18300;87617
MU;3506300;Bernardino de Campos (SP);10630;10630;37148;11100;11100;44544;11100;11100;47057;11100;11100;49235;11100;11100;55458
MU;3506359;Bertioga (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3506409;Bilac (SP);6803;6803;17219;6888;6888;19926;6817;6817;31772;7474;7474;33838;7469;7469;26865
MU;3506508;Birigui (SP);27058;27057;64193;30280;30280;79934;34260;34260;128523;34966;34966;134536;33592;33592;110304
MU;3506607;Biritiba Mirim (SP);287;287;7678;241;241;3688;140;140;3197;112;112;2249;92;92;1776
MU;3506706;Boa Esperança do Sul (SP);44353;44353;350997;41596;41596;222989;45747;45747;325981;45078;45078;330258;44112;44112;279854
MU;3506805;Bocaina (SP);15550;15550;53319;18416;18416;55107;17674;17674;71272;19187;19187;79236;18986;18986;79890
MU;3506904;Bofete (SP);910;910;11435;860;860;9612;860;860;13650;1086;1086;15257;1149;1149;36553
MU;3507001;Boituva (SP);9011;9011;38963;8054;8054;39232;8046;8046;27044;7500;7500;32165;7046;7046;35674
MU;3507100;Bom Jesus dos Perdões (SP);145;145;1318;165;165;1535;93;93;1468;70;70;635;44;44;516
MU;3507159;Bom Sucesso de Itararé (SP);151;151;3796;163;163;4683;184;145;2193;157;157;2016;167;167;3922
MU;3507209;Borá (SP);5270;5270;24031;5441;5441;18850;5660;5660;23594;5876;5876;27552;6214;6214;30299
MU;3507308;Boracéia (SP);7195;7195;24627;7300;7300;23383;7495;7495;31812;8241;8241;34087;8014;7894;32093
MU;3507407;Borborema (SP);36599;36599;142063;36862;34542;149628;37209;37209;237089;37463;37463;258155;34626;34626;191315
MU;3507456;Borebi (SP);9329;9329;27299;9022;9022;26691;8736;8736;68583;5640;5640;47641;5865;5865;52979
MU;3507506;Botucatu (SP);30900;30900;184707;30220;30220;200979;30712;30712;253155;41031;41031;352284;36552;36552;427926
MU;3507605;Bragança Paulista (SP);5513;5513;31070;5818;5818;30605;6000;6000;38805;6088;6088;27816;6138;6138;28983
MU;3507704;Braúna (SP);5927;5927;20389;6427;6427;24214;7245;7245;48806;8276;8276;40586;8409;8409;46056
MU;3507753;Brejo Alegre (SP);6906;6906;16758;6778;6778;19732;7165;7165;31043;7099;7099;26263;8034;8034;29644
MU;3507803;Brodowski (SP);15772;15772;75368;15928;15928;55789;15965;15965;77804;16305;16305;91760;16185;16185;75720
MU;3507902;Brotas (SP);37183;37183;157177;37703;37703;163115;35178;35178;217342;36734;36734;239391;42264;42221;258979
MU;3508009;Buri (SP);43009;43009;289368;59899;59899;341406;67312;67312;324542;54857;54857;266453;51766;51766;377210
MU;3508108;Buritama (SP);7211;7205;27725;7455;7455;31197;9558;9558;45444;9540;9540;60279;13040;13040;58967
MU;3508207;Buritizal (SP);13427;13427;60367;13483;13483;55327;13914;13914;77939;14089;14089;75917;14089;14089;71695
MU;3508306;Cabrália Paulista (SP);2405;2405;12876;4335;4335;22079;4360;4360;29091;2903;2903;19062;2415;2415;22939
MU;3508405;Cabreúva (SP);398;398;2280;241;241;1582;280;280;1679;245;245;2572;275;275;2018
MU;3508504;Caçapava (SP);3440;3440;16561;2600;2600;13313;2495;2495;18680;3440;3440;22707;3440;3440;21757
MU;3508603;Cachoeira Paulista (SP);427;427;2860;427;427;2251;427;427;3863;427;427;3789;412;412;4675
MU;3508702;Caconde (SP);8874;8874;65985;8968;8961;64085;9997;9997;81811;9037;9037;96910;12669;12669;141825
MU;3508801;Cafelândia (SP);35278;35278;130143;33734;33734;136854;36174;36174;238997;32105;32105;206536;36739;36739;216453
MU;3508900;Caiabu (SP);6693;6693;25229;6693;6693;25239;6693;6693;31485;6694;6694;31478;6554;6554;28851
MU;3509007;Caieiras (SP);...;...;...;...;...;...;...;...;...;...;...;...;3;3;12
MU;3509106;Caiuá (SP);8533;8533;35412;7366;7366;31323;5398;5398;33760;5976;5976;26662;5273;5273;24565
MU;3509205;Cajamar (SP);...;...;...;...;...;...;...;...;...;...;...;...;8;8;28
MU;3509254;Cajati (SP);5390;5390;120690;5358;5358;114644;5458;5458;195694;5466;5466;221330;5475;5475;185130
MU;3509304;Cajobi (SP);12857;12857;63389;12790;12790;71466;10712;10712;83634;10700;10700;82104;11728;11728;85418
MU;3509403;Cajuru (SP);24291;24291;113941;26765;26765;103368;27697;27697;155990;27703;27703;143850;15398;15398;74678
MU;3509452;Campina do Monte Alegre (SP);8373;8373;25598;10007;10007;48732;13138;13138;81886;13088;13088;53609;11310;11310;52027
MU;3509502;Campinas (SP);4690;4690;47410;5090;5090;48850;5095;5095;56611;4837;4837;49686;3871;3871;43456
MU;3509601;Campo Limpo Paulista (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3509700;Campos do Jordão (SP);29;29;251;27;27;219;24;24;161;40;24;162;40;34;184
MU;3509809;Campos Novos Paulista (SP);23863;23863;88018;34229;34229;82466;37561;37440;127272;33697;33576;117657;37345;37224;139342
MU;3509908;Cananéia (SP);537;537;11638;270;270;1360;703;703;9567;702;702;12021;681;681;9980
MU;3509957;Canas (SP);405;405;1809;400;400;1740;440;440;7148;400;400;1740;450;373;3013
MU;3510005;Cândido Mota (SP);71785;71785;197954;71918;71918;268422;72686;72686;267115;71665;71665;249002;71385;71385;248656
MU;3510104;Cândido Rodrigues (SP);5863;5863;35958;6015;6015;41698;5702;5702;47891;5352;5352;69090;4566;4566;54052
MU;3510153;Canitar (SP);4170;4170;19629;4703;4703;14218;5756;5696;20883;5678;5678;24690;5840;5840;19123
MU;3510203;Capão Bonito (SP);34439;34439;150148;37753;37753;224234;43938;43938;298925;47512;47512;259431;49370;49370;305106
MU;3510302;Capela do Alto (SP);1600;1530;7345;5077;5077;47058;3404;3404;47188;4289;4289;68124;4154;4154;54836
MU;3510401;Capivari (SP);23006;23006;81973;23006;23006;97476;23086;23086;111505;23086;23086;113177;23081;23081;105215
MU;3510500;Caraguatatuba (SP);...;...;...;100;100;794;131;131;4856;111;111;7643;80;80;5640
MU;3510609;Carapicuíba (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3510708;Cardoso (SP);15029;15029;64959;14979;14979;69023;14877;14877;72318;20624;20624;140994;22843;22843;134996
MU;3510807;Casa Branca (SP);68003;65708;378492;65718;65718;558997;64180;64180;852395;66262;66262;617587;60972;60972;628728
MU;3510906;Cássia dos Coqueiros (SP);3214;3214;13980;4073;4073;15284;4460;4460;33140;3878;3878;24611;4336;4336;36233
MU;3511003;Castilho (SP);29228;29228;97485;29508;29508;105183;29790;29790;141089;28500;28500;113986;30258;30258;138368
MU;3511102;Catanduva (SP);16410;16410;83489;16646;16646;82020;16202;16202;99784;16167;16167;117556;16272;16272;102911
MU;3511201;Catiguá (SP);11322;11322;40156;11372;11372;42770;8976;8976;39253;8970;8970;49374;8870;8870;47802
MU;3511300;Cedral (SP);8219;8219;36521;8679;8679;43221;8981;8981;65447;8510;8510;66857;6178;6178;43072
