mun;ano;estabelecimentos
Mg-Ribeirao Vermelho;2011;15
Mg-Rio Acima;2011;15
Mg-Rio Casca;2011;29
Mg-Rio Doce;2011;3
Mg-Rio do Prado;2011;0
Mg-Rio Espera;2011;2
Mg-Rio Manso;2011;14
Mg-Rio Novo;2011;27
Mg-Rio Paranaiba;2011;22
Mg-Rio Pardo de Minas;2011;17
Mg-Rio Piracicaba;2011;9
Mg-Rio Pomba;2011;86
Mg-Rio Preto;2011;7
Mg-Rio Vermelho;2011;4
Mg-Ritapolis;2011;4
Mg-Rochedo de Minas;2011;10
Mg-Rodeiro;2011;69
Mg-Romaria;2011;4
Mg-Rosario da Limeira;2011;9
Mg-Rubelita;2011;4
Mg-Rubim;2011;3
Mg-Sabara;2011;162
Mg-Sabinopolis;2011;10
Mg-Sacramento;2011;88
Mg-Salinas;2011;74
Mg-Salto da Divisa;2011;7
Mg-Santa Barbara;2011;37
Mg-Santa Barbara do Leste;2011;6
Mg-Santa Barbara do Monte Verde;2011;2
Mg-Santa Barbara do Tugurio;2011;4
Mg-Santa Cruz de Minas;2011;65
Mg-Santa Cruz de Salinas;2011;1
Mg-Santa Cruz do Escalvado;2011;8
Mg-Santa Efigenia de Minas;2011;2
Mg-Santa Fe de Minas;2011;0
Mg-Santa Helena de Minas;2011;1
Mg-Santa Juliana;2011;15
Mg-Santa Luzia;2011;280
Mg-Santa Margarida;2011;4
Mg-Santa Maria de Itabira;2011;14
Mg-Santa Maria do Salto;2011;0
Mg-Santa Maria do Suacui;2011;10
Mg-Santana da Vargem;2011;14
Mg-Santana de Cataguases;2011;12
Mg-Santana de Pirapama;2011;9
Mg-Santana do Deserto;2011;12
Mg-Santana do Garambeu;2011;0
Mg-Santana do Jacare;2011;14
Mg-Santana do Manhuacu;2011;4
Mg-Santana do Paraiso;2011;72
Mg-Santana do Riacho;2011;4
Mg-Santana dos Montes;2011;3
Mg-Santa Rita de Caldas;2011;22
Mg-Santa Rita de Jacutinga;2011;9
Mg-Santa Rita de Minas;2011;12
Mg-Santa Rita de Ibitipoca;2011;3
Mg-Santa Rita do Itueto;2011;3
Mg-Santa Rita do Sapucai;2011;258
Mg-Santa Rosa da Serra;2011;1
Mg-Santa Vitoria;2011;37
Mg-Santo Antonio do Amparo;2011;15
Mg-Santo Antonio do Aventureiro;2011;9
Mg-Santo Antonio do Grama;2011;3
Mg-Santo Antonio do Itambe;2011;1
Mg-Santo Antonio do Jacinto;2011;1
Mg-Santo Antonio do Monte;2011;138
Mg-Santo Antonio do Retiro;2011;1
Mg-Santo Antonio do Rio Abaixo;2011;0
Mg-Santo Hipolito;2011;2
Mg-Santos Dumont;2011;63
Mg-Sao Bento Abade;2011;4
Mg-Sao Bras do Suacui;2011;10
Mg-Sao Domingos das Dores;2011;5
Mg-Sao Domingos do Prata;2011;34
Mg-Sao Felix de Minas;2011;0
Mg-Sao Francisco;2011;18
Mg-Sao Francisco de Paula;2011;10
Mg-Sao Francisco de Sales;2011;9
Mg-Sao Francisco do Gloria;2011;3
Mg-Sao Geraldo;2011;40
Mg-Sao Geraldo da Piedade;2011;0
Mg-Sao Geraldo do Baixio;2011;1
Mg-Sao Goncalo do Abaete;2011;6
Mg-Sao Goncalo do Para;2011;74
Mg-Sao Goncalo do Rio Abaixo;2011;16
Mg-Sao Goncalo do Sapucai;2011;61
Mg-Sao Gotardo;2011;59
Mg-Sao Joao Batista do Gloria;2011;17
Mg-Sao Joao da Lagoa;2011;2
Mg-Sao Joao da Mata;2011;7
Mg-Sao Joao da Ponte;2011;2
Mg-Sao Joao das Missoes;2011;2
Mg-Sao Joao Del Rei;2011;230
Mg-Sao Joao do Manhuacu;2011;4
Mg-Sao Joao do Manteninha;2011;40
Mg-Sao Joao do Oriente;2011;17
Mg-Sao Joao do Pacui;2011;0
Mg-Sao Joao do Paraiso;2011;17
Mg-Sao Joao Evangelista;2011;15
Mg-Sao Joao Nepomuceno;2011;184
Mg-Sao Joaquim de Bicas;2011;65
Mg-Sao Jose da Barra;2011;12
Mg-Sao Jose da Lapa;2011;54
Mg-Sao Jose da Safira;2011;4
Mg-Sao Jose da Varginha;2011;2
Mg-Sao Jose do Alegre;2011;4
Mg-Sao Jose do Divino;2011;1
Mg-Sao Jose do Goiabal;2011;8
Mg-Sao Jose do Jacuri;2011;3
Mg-Sao Jose do Mantimento;2011;0
Mg-Sao Lourenco;2011;131
Mg-Sao Miguel do Anta;2011;4
Mg-Sao Pedro da Uniao;2011;12
Mg-Sao Pedro dos Ferros;2011;13
Mg-Sao Pedro do Suacui;2011;2
Mg-Sao Romao;2011;1
Mg-Sao Roque de Minas;2011;5
Mg-Sao Sebastiao da Bela Vista;2011;21
Mg-Sao Sebastiao da Vargem Alegre;2011;2
Mg-Sao Sebastiao do Anta;2011;3
Mg-Sao Sebastiao do Maranhao;2011;2
Mg-Sao Sebastiao do Oeste;2011;39
Mg-Sao Sebastiao do Paraiso;2011;202
Mg-Sao Sebastiao do Rio Preto;2011;1
Mg-Sao Sebastiao do Rio Verde;2011;7
Mg-Sao Tiago;2011;60
Mg-Sao Tomas de Aquino;2011;13
Mg-Sao Thome das Letras;2011;111
Mg-Sao Vicente de Minas;2011;18
Mg-Sapucai-Mirim;2011;28
Mg-Sardoa;2011;3
Mg-Sarzedo;2011;53
Mg-Setubinha;2011;1
Mg-Sem-Peixe;2011;2
Mg-Senador Amaral;2011;1
Mg-Senador Cortes;2011;10
Mg-Senador Firmino;2011;13
Mg-Senador Jose Bento;2011;3
Mg-Senador Modestino Goncalves;2011;2
Mg-Senhora de Oliveira;2011;7
Mg-Senhora do Porto;2011;2
Mg-Senhora dos Remedios;2011;8
Mg-Sericita;2011;1
Mg-Seritinga;2011;5
Mg-Serra Azul de Minas;2011;1
Mg-Serra da Saudade;2011;0
Mg-Serra dos Aimores;2011;5
Mg-Serra do Salitre;2011;19
Mg-Serrania;2011;20
Mg-Serranopolis de Minas;2011;0
Mg-Serranos;2011;0
Mg-Serro;2011;18
Mg-Sete Lagoas;2011;565
Mg-Silveirania;2011;2
Mg-Silvianopolis;2011;24
Mg-Simao Pereira;2011;6
Mg-Simonesia;2011;8
Mg-Sobralia;2011;4
Mg-Soledade de Minas;2011;11
Mg-Tabuleiro;2011;18
Mg-Taiobeiras;2011;75
Mg-Taparuba;2011;9
Mg-Tapira;2011;5
Mg-Tapirai;2011;0
Mg-Taquaracu de Minas;2011;6
Mg-Tarumirim;2011;24
Mg-Teixeiras;2011;29
Mg-Teofilo Otoni;2011;205
Mg-Timoteo;2011;191
Mg-Tiradentes;2011;50
Mg-Tiros;2011;5
Mg-Tocantins;2011;81
Mg-Tocos do Moji;2011;3
Mg-Toledo;2011;8
Mg-Tombos;2011;19
Mg-Tres Coracoes;2011;149
Mg-Tres Marias;2011;59
Mg-Tres Pontas;2011;114
Mg-Tumiritinga;2011;4
Mg-Tupaciguara;2011;37
Mg-Turmalina;2011;40
Mg-Turvolandia;2011;12
Mg-Uba;2011;556
Mg-Ubai;2011;2
Mg-Ubaporanga;2011;8
Mg-Uberaba;2011;854
Mg-Uberlandia;2011;1487
Mg-Umburatiba;2011;2
Mg-Unai;2011;140
Mg-Uniao de Minas;2011;2
Mg-Uruana de Minas;2011;1
Mg-Urucania;2011;11
Mg-Urucuia;2011;2
Mg-Vargem Alegre;2011;5
Mg-Vargem Bonita;2011;3
Mg-Vargem Grande do Rio Pardo;2011;4
Mg-Varginha;2011;406
Mg-Varjao de Minas;2011;9
Mg-Varzea da Palma;2011;63
Mg-Varzelandia;2011;2
Mg-Vazante;2011;49
Mg-Verdelandia;2011;1
Mg-Veredinha;2011;2
Mg-Verissimo;2011;11
Mg-Vermelho Novo;2011;4
Mg-Vespasiano;2011;132
Mg-Vicosa;2011;184
Mg-Vieiras;2011;2
Mg-Mathias Lobato;2011;1
Mg-Virgem da Lapa;2011;8
Mg-Virginia;2011;19
Mg-Virginopolis;2011;6
Mg-Virgolandia;2011;0
Mg-Visconde do Rio Branco;2011;158
Mg-Volta Grande;2011;6
Mg-Wenceslau Braz;2011;8
Mg-Abadia dos Dourados;2012;21
Mg-Abaete;2012;62
Mg-Abre Campo;2012;13
Mg-Acaiaca;2012;6
Mg-Acucena;2012;0
Mg-Agua Boa;2012;5
Mg-Agua Comprida;2012;1
Mg-Aguanil;2012;18
Mg-Aguas Formosas;2012;8
Mg-Aguas Vermelhas;2012;4
Mg-Aimores;2012;42
Mg-Aiuruoca;2012;10
Mg-Alagoa;2012;3
Mg-Albertina;2012;10
Mg-Alem Paraiba;2012;58
Mg-Alfenas;2012;199
Mg-Alfredo Vasconcelos;2012;8
Mg-Almenara;2012;43
Mg-Alpercata;2012;5
Mg-Alpinopolis;2012;63
Mg-Alterosa;2012;24
Mg-Alto Caparao;2012;2
Mg-Alto Rio Doce;2012;5
Mg-Alvarenga;2012;0
Mg-Alvinopolis;2012;28
Mg-Alvorada de Minas;2012;0
Mg-Amparo do Serra;2012;3
Mg-Andradas;2012;198
Mg-Cachoeira de Pajeu;2012;6
Mg-Andrelandia;2012;14
Mg-Angelandia;2012;2
Mg-Antonio Carlos;2012;13
Mg-Antonio Dias;2012;4
Mg-Antonio Prado de Minas;2012;2
Mg-Aracai;2012;3
Mg-Aracitaba;2012;1
Mg-Aracuai;2012;54
Mg-Araguari;2012;312
Mg-Arantina;2012;3
Mg-Araponga;2012;3
Mg-Arapora;2012;15
Mg-Arapua;2012;2
Mg-Araujos;2012;104
Mg-Araxa;2012;229
Mg-Arceburgo;2012;17
Mg-Arcos;2012;178
Mg-Areado;2012;36
Mg-Argirita;2012;5
Mg-Aricanduva;2012;1
Mg-Arinos;2012;8
Mg-Astolfo Dutra;2012;125
Mg-Ataleia;2012;5
Mg-Augusto de Lima;2012;10
Mg-Baependi;2012;67
Mg-Baldim;2012;25
Mg-Bambui;2012;44
Mg-Bandeira;2012;0
Mg-Bandeira do Sul;2012;24
Mg-Barao de Cocais;2012;44
Mg-Barao de Monte Alto;2012;4
Mg-Barbacena;2012;197
Mg-Barra Longa;2012;5
Mg-Barroso;2012;48
Mg-Bela Vista de Minas;2012;11
Mg-Belmiro Braga;2012;5
Mg-Belo Horizonte;2012;5872
Mg-Belo Oriente;2012;19
Mg-Belo Vale;2012;9
Mg-Berilo;2012;5
Mg-Bertopolis;2012;2
Mg-Berizal;2012;7
Mg-Betim;2012;808
Mg-Bias Fortes;2012;4
Mg-Bicas;2012;73
Mg-Biquinhas;2012;4
Mg-Boa Esperanca;2012;84
Mg-Bocaina de Minas;2012;7
Mg-Bocaiuva;2012;65
Mg-Bom Despacho;2012;166
Mg-Bom Jardim de Minas;2012;15
Mg-Bom Jesus da Penha;2012;2
Mg-Bom Jesus do Amparo;2012;4
Mg-Bom Jesus do Galho;2012;9
Mg-Bom Repouso;2012;10
Mg-Bom Sucesso;2012;28
Mg-Bonfim;2012;13
Mg-Bonfinopolis de Minas;2012;3
Mg-Bonito de Minas;2012;0
Mg-Borda da Mata;2012;143
Mg-Botelhos;2012;26
Mg-Botumirim;2012;0
Mg-Brasilandia de Minas;2012;16
Mg-Brasilia de Minas;2012;13
Mg-Bras Pires;2012;3
Mg-Braunas;2012;2
Mg-Brazopolis;2012;29
Mg-Brumadinho;2012;63
Mg-Bueno Brandao;2012;18
Mg-Buenopolis;2012;11
Mg-Bugre;2012;1
Mg-Buritis;2012;20
Mg-Buritizeiro;2012;20
Mg-Cabeceira Grande;2012;5
Mg-Cabo Verde;2012;25
Mg-Cachoeira da Prata;2012;15
Mg-Cachoeira de Minas;2012;36
Mg-Cachoeira Dourada;2012;1
Mg-Caetanopolis;2012;32
Mg-Caete;2012;67
Mg-Caiana;2012;0
Mg-Cajuri;2012;6
Mg-Caldas;2012;62
Mg-Camacho;2012;1
Mg-Camanducaia;2012;78
Mg-Cambui;2012;124
Mg-Cambuquira;2012;26
Mg-Campanario;2012;1
Mg-Campanha;2012;78
Mg-Campestre;2012;54
Mg-Campina Verde;2012;32
Mg-Campo Azul;2012;0
Mg-Campo Belo;2012;232
Mg-Campo do Meio;2012;29
Mg-Campo Florido;2012;6
Mg-Campos Altos;2012;17
Mg-Campos Gerais;2012;41
Mg-Canaa;2012;3
Mg-Canapolis;2012;12
Mg-Cana Verde;2012;5
Mg-Candeias;2012;43
Mg-Cantagalo;2012;5
Mg-Caparao;2012;4
Mg-Capela Nova;2012;6
Mg-Capelinha;2012;70
Mg-Capetinga;2012;22
Mg-Capim Branco;2012;15
Mg-Capinopolis;2012;30
Mg-Capitao Andrade;2012;3
Mg-Capitao Eneas;2012;9
Mg-Capitolio;2012;25
Mg-Caputira;2012;3
Mg-Carai;2012;10
Mg-Caranaiba;2012;0
Mg-Carandai;2012;53
Mg-Carangola;2012;71
Mg-Caratinga;2012;144
Mg-Carbonita;2012;11
Mg-Careacu;2012;27
Mg-Carlos Chagas;2012;20
Mg-Carmesia;2012;0
Mg-Carmo da Cachoeira;2012;7
Mg-Carmo da Mata;2012;37
Mg-Carmo de Minas;2012;23
Mg-Carmo do Cajuru;2012;144
Mg-Carmo do Paranaiba;2012;71
Mg-Carmo do Rio Claro;2012;68
Mg-Carmopolis de Minas;2012;78
Mg-Carneirinho;2012;26
Mg-Carrancas;2012;9
Mg-Carvalhopolis;2012;9
Mg-Carvalhos;2012;8
Mg-Casa Grande;2012;0
Mg-Cascalho Rico;2012;7
Mg-Cassia;2012;72
Mg-Conceicao da Barra de Minas;2012;0
Mg-Cataguases;2012;218
Mg-Catas Altas;2012;7
Mg-Catas Altas da Noruega;2012;4
Mg-Catuji;2012;0
Mg-Catuti;2012;0
Mg-Caxambu;2012;41
Mg-Cedro do Abaete;2012;1
Mg-Central de Minas;2012;6
Mg-Centralina;2012;7
Mg-Chacara;2012;2
Mg-Chale;2012;4
Mg-Chapada do Norte;2012;7
Mg-Chapada Gaucha;2012;3
Mg-Chiador;2012;1
Mg-Cipotanea;2012;3
Mg-Claraval;2012;12
Mg-Claro dos Pocoes;2012;5
Mg-Claudio;2012;218
Mg-Coimbra;2012;16
Mg-Coluna;2012;4
Mg-Comendador Gomes;2012;0
Mg-Comercinho;2012;4
Mg-Conceicao da Aparecida;2012;15
Mg-Conceicao das Pedras;2012;5
Mg-Conceicao das Alagoas;2012;27
Mg-Conceicao de Ipanema;2012;2
Mg-Conceicao do Mato Dentro;2012;19
Mg-Conceicao do Para;2012;12
Mg-Conceicao do Rio Verde;2012;27
Mg-Conceicao dos Ouros;2012;153
Mg-Conego Marinho;2012;0
Mg-Confins;2012;20
Mg-Congonhal;2012;56
Mg-Congonhas;2012;58
Mg-Congonhas do Norte;2012;1
Mg-Conquista;2012;13
Mg-Conselheiro Lafaiete;2012;195
Mg-Conselheiro Pena;2012;24
Mg-Consolacao;2012;3
Mg-Contagem;2012;1970
Mg-Coqueiral;2012;20
Mg-Coracao de Jesus;2012;9
Mg-Cordisburgo;2012;8
Mg-Cordislandia;2012;2
Mg-Corinto;2012;33
Mg-Coroaci;2012;3
Mg-Coromandel;2012;75
Mg-Coronel Fabriciano;2012;201
Mg-Coronel Murta;2012;5
Mg-Coronel Pacheco;2012;8
Mg-Coronel Xavier Chaves;2012;7
Mg-Corrego Danta;2012;3
Mg-Corrego do Bom Jesus;2012;4
Mg-Corrego Fundo;2012;110
Mg-Corrego Novo;2012;0
Mg-Couto de Magalhaes de Minas;2012;6
Mg-Crisolita;2012;1
Mg-Cristais;2012;89
Mg-Cristalia;2012;1
Mg-Cristiano Otoni;2012;12
Mg-Cristina;2012;69
Mg-Crucilandia;2012;7
Mg-Cruzeiro da Fortaleza;2012;6
Mg-Cruzilia;2012;67
Mg-Cuparaque;2012;4
Mg-Curral de Dentro;2012;6
Mg-Curvelo;2012;152
Mg-Datas;2012;4
Mg-Delfim Moreira;2012;13
Mg-Delfinopolis;2012;7
Mg-Delta;2012;16
Mg-Descoberto;2012;38
Mg-Desterro de Entre Rios;2012;7
Mg-Desterro do Melo;2012;1
Mg-Diamantina;2012;62
Mg-Diogo de Vasconcelos;2012;0
Mg-Dionisio;2012;6
Mg-Divinesia;2012;19
Mg-Divino;2012;13
Mg-Divino das Laranjeiras;2012;2
Mg-Divinolandia de Minas;2012;1
Mg-Divinopolis;2012;1411
Mg-Divisa Alegre;2012;2
Mg-Divisa Nova;2012;9
Mg-Divisopolis;2012;2
Mg-Dom Bosco;2012;2
Mg-Dom Cavati;2012;5
Mg-Dom Joaquim;2012;2
Mg-Dom Silverio;2012;20
Mg-Dom Vicoso;2012;2
Mg-Dona Eusebia;2012;27
Mg-Dores de Campos;2012;144
Mg-Dores de Guanhaes;2012;4
Mg-Dores do Indaia;2012;50
Mg-Dores do Turvo;2012;10
Mg-Doresopolis;2012;5
Mg-Douradoquara;2012;2
Mg-Durande;2012;4
Mg-Eloi Mendes;2012;61
Mg-Engenheiro Caldas;2012;26
Mg-Engenheiro Navarro;2012;6
Mg-Entre Folhas;2012;2
Mg-Entre Rios de Minas;2012;27
Mg-Ervalia;2012;55
Mg-Esmeraldas;2012;95
Mg-Espera Feliz;2012;34
Mg-Espinosa;2012;70
Mg-Espirito Santo do Dourado;2012;10
Mg-Estiva;2012;23
Mg-Estrela Dalva;2012;0
Mg-Estrela do Indaia;2012;2
Mg-Estrela do Sul;2012;11
Mg-Eugenopolis;2012;55
Mg-Ewbank da Camara;2012;8
Mg-Extrema;2012;137
Mg-Fama;2012;2
Mg-Faria Lemos;2012;6
Mg-Felicio dos Santos;2012;0
Mg-Sao Goncalo do Rio Preto;2012;6
Mg-Felisburgo;2012;4
Mg-Felixlandia;2012;26
Mg-Fernandes Tourinho;2012;1
Mg-Ferros;2012;7
Mg-Fervedouro;2012;7
Mg-Florestal;2012;14
Mg-Formiga;2012;341
Mg-Formoso;2012;2
Mg-Fortaleza de Minas;2012;8
Mg-Fortuna de Minas;2012;15
Mg-Francisco Badaro;2012;2
Mg-Francisco Dumont;2012;5
Mg-Francisco Sa;2012;15
Mg-Franciscopolis;2012;7
Mg-Frei Gaspar;2012;0
Mg-Frei Inocencio;2012;3
Mg-Frei Lagonegro;2012;0
Mg-Fronteira;2012;14
Mg-Fronteira dos Vales;2012;0
Mg-Fruta de Leite;2012;0
Mg-Frutal;2012;118
Mg-Funilandia;2012;4
Mg-Galileia;2012;10
Mg-Gameleiras;2012;1
Mg-Glaucilandia;2012;0
Mg-Goiabeira;2012;2
Mg-Goiana;2012;6
Mg-Goncalves;2012;14
Mg-Gonzaga;2012;4
Mg-Gouveia;2012;28
Mg-Governador Valadares;2012;515
Mg-Grao Mogol;2012;11
Mg-Grupiara;2012;2
Mg-Guanhaes;2012;40
Mg-Guape;2012;37
Mg-Guaraciaba;2012;16
Mg-Guaraciama;2012;1
Mg-Guaranesia;2012;72
Mg-Guarani;2012;42
Mg-Guarara;2012;21
Mg-Guarda-Mor;2012;9
Mg-Guaxupe;2012;267
Mg-Guidoval;2012;58
Mg-Guimarania;2012;10
Mg-Guiricema;2012;27
Mg-Gurinhata;2012;5
Mg-Heliodora;2012;16
Mg-Iapu;2012;10
Mg-Ibertioga;2012;2
Mg-Ibia;2012;28
Mg-Ibiai;2012;4
Mg-Ibiracatu;2012;0
Mg-Ibiraci;2012;14
Mg-Ibirite;2012;192
Mg-Ibitiura de Minas;2012;11
Mg-Ibituruna;2012;3
Mg-Icarai de Minas;2012;0
Mg-Igarape;2012;79
Mg-Igaratinga;2012;94
Mg-Iguatama;2012;15
Mg-Ijaci;2012;15
Mg-Ilicinea;2012;31
Mg-Imbe de Minas;2012;4
Mg-Inconfidentes;2012;64
Mg-Indaiabira;2012;1
Mg-Indianopolis;2012;8
Mg-Ingai;2012;2
Mg-Inhapim;2012;20
Mg-Inhauma;2012;20
Mg-Inimutaba;2012;9
Mg-Ipaba;2012;12
Mg-Ipanema;2012;51
Mg-Ipatinga;2012;500
Mg-Ipiacu;2012;6
Mg-Ipuiuna;2012;21
Mg-Irai de Minas;2012;6
Mg-Itabira;2012;173
Mg-Itabirinha;2012;11
Mg-Itabirito;2012;129
Mg-Itacambira;2012;0
Mg-Itacarambi;2012;9
Mg-Itaguara;2012;54
Mg-Itaipe;2012;0
Mg-Itajuba;2012;271
Mg-Itamarandiba;2012;37
Mg-Itamarati de Minas;2012;16
Mg-Itambacuri;2012;15
Mg-Itambe do Mato Dentro;2012;2
Mg-Itamogi;2012;20
Mg-Itamonte;2012;57
Mg-Itanhandu;2012;64
Mg-Itanhomi;2012;5
Mg-Itaobim;2012;29
Mg-Itapagipe;2012;8
Mg-Itapecerica;2012;61
Mg-Itapeva;2012;25
Mg-Itatiaiucu;2012;30
Mg-Itau de Minas;2012;43
Mg-Itauna;2012;375
Mg-Itaverava;2012;6
Mg-Itinga;2012;27
Mg-Itueta;2012;10
Mg-Ituiutaba;2012;179
Mg-Itumirim;2012;1
Mg-Iturama;2012;58
Mg-Itutinga;2012;5
Mg-Jaboticatubas;2012;33
Mg-Jacinto;2012;2
Mg-Jacui;2012;13
Mg-Jacutinga;2012;392
Mg-Jaguaracu;2012;2
Mg-Jaiba;2012;22
Mg-Jampruca;2012;4
Mg-Janauba;2012;102
Mg-Januaria;2012;52
Mg-Japaraiba;2012;15
Mg-Japonvar;2012;0
Mg-Jeceaba;2012;8
Mg-Jenipapo de Minas;2012;4
Mg-Jequeri;2012;10
Mg-Jequitai;2012;2
Mg-Jequitiba;2012;7
Mg-Jequitinhonha;2012;7
Mg-Jesuania;2012;9
Mg-Joaima;2012;9
Mg-Joanesia;2012;1
Mg-Joao Monlevade;2012;163
Mg-Joao Pinheiro;2012;98
Mg-Joaquim Felicio;2012;7
Mg-Jordania;2012;3
Mg-Jose Goncalves de Minas;2012;0
Mg-Jose Raydan;2012;4
Mg-Josenopolis;2012;0
Mg-Nova Uniao;2012;15
Mg-Juatuba;2012;41
Mg-Juiz de Fora;2012;1416
Mg-Juramento;2012;0
Mg-Juruaia;2012;136
Mg-Juvenilia;2012;1
Mg-Ladainha;2012;1
Mg-Lagamar;2012;13
Mg-Lagoa da Prata;2012;181
Mg-Lagoa dos Patos;2012;2
Mg-Lagoa Dourada;2012;24
Mg-Lagoa Formosa;2012;46
Mg-Lagoa Grande;2012;11
Mg-Lagoa Santa;2012;117
Mg-Lajinha;2012;19
Mg-Lambari;2012;62
Mg-Lamim;2012;3
Mg-Laranjal;2012;20
Mg-Lassance;2012;6
Mg-Lavras;2012;218
Mg-Leandro Ferreira;2012;11
Mg-Leme do Prado;2012;1
Mg-Leopoldina;2012;108
Mg-Liberdade;2012;9
Mg-Lima Duarte;2012;22
Mg-Limeira do Oeste;2012;6
Mg-Lontra;2012;0
Mg-Luisburgo;2012;3
Mg-Luislandia;2012;0
Mg-Luminarias;2012;15
Mg-Luz;2012;48
Mg-Machacalis;2012;3
Mg-Machado;2012;130
Mg-Madre de Deus de Minas;2012;4
Mg-Malacacheta;2012;12
Mg-Mamonas;2012;1
Mg-Manga;2012;9
Mg-Manhuacu;2012;189
Mg-Manhumirim;2012;31
Mg-Mantena;2012;64
Mg-Maravilhas;2012;32
Mg-Mar de Espanha;2012;145
Mg-Maria da Fe;2012;26
Mg-Mariana;2012;62
Mg-Marilac;2012;2
Mg-Mario Campos;2012;12
Mg-Maripa de Minas;2012;21
Mg-Marlieria;2012;0
Mg-Marmelopolis;2012;4
Mg-Martinho Campos;2012;44
Mg-Martins Soares;2012;11
Mg-Mata Verde;2012;3
Mg-Materlandia;2012;0
Mg-Mateus Leme;2012;75
Mg-Matias Barbosa;2012;37
Mg-Matias Cardoso;2012;3
Mg-Matipo;2012;11
Mg-Mato Verde;2012;12
Mg-Matozinhos;2012;156
Mg-Matutina;2012;7
Mg-Medeiros;2012;2
Mg-Medina;2012;25
Mg-Mendes Pimentel;2012;5
Mg-Merces;2012;31
Mg-Mesquita;2012;0
Mg-Minas Novas;2012;19
Mg-Minduri;2012;6
Mg-Mirabela;2012;4
Mg-Miradouro;2012;16
Mg-Mirai;2012;35
Mg-Miravania;2012;0
Mg-Moeda;2012;10
Mg-Moema;2012;25
Mg-Monjolos;2012;1
Mg-Monsenhor Paulo;2012;24
Mg-Montalvania;2012;8
Mg-Monte Alegre de Minas;2012;20
Mg-Monte Azul;2012;16
Mg-Monte Belo;2012;30
Mg-Monte Carmelo;2012;155
Mg-Monte Formoso;2012;1
Mg-Monte Santo de Minas;2012;66
Mg-Montes Claros;2012;640
Mg-Monte Siao;2012;645
Mg-Montezuma;2012;2
Mg-Morada Nova de Minas;2012;11
Mg-Morro da Garca;2012;2
Mg-Morro do Pilar;2012;4
Mg-Munhoz;2012;9
Mg-Muriae;2012;556
Mg-Mutum;2012;34
Mg-Muzambinho;2012;68
Mg-Nacip Raydan;2012;1
Mg-Nanuque;2012;54
Mg-Naque;2012;1
Mg-Natalandia;2012;1
Mg-Natercia;2012;8
Mg-Nazareno;2012;13
Mg-Nepomuceno;2012;31
Mg-Ninheira;2012;4
Mg-Nova Belem;2012;0
Mg-Nova Era;2012;25
Mg-Nova Lima;2012;205
Mg-Nova Modica;2012;5
Mg-Nova Ponte;2012;31
Mg-Nova Porteirinha;2012;9
Mg-Nova Resende;2012;30
Mg-Nova Serrana;2012;1090
Mg-Novo Cruzeiro;2012;5
Mg-Novo Oriente de Minas;2012;2
Mg-Novorizonte;2012;4
Mg-Olaria;2012;1
Mg-Olhos-D Agua;2012;4
Mg-Olimpio Noronha;2012;4
Mg-Oliveira;2012;114
Mg-Oliveira Fortes;2012;8
Mg-Onca de Pitangui;2012;2
Mg-Oratorios;2012;7
Mg-Orizania;2012;1
Mg-Ouro Branco;2012;82
Mg-Ouro Fino;2012;164
Mg-Ouro Preto;2012;93
Mg-Ouro Verde de Minas;2012;0
Mg-Padre Carvalho;2012;0
Mg-Padre Paraiso;2012;14
Mg-Paineiras;2012;2
Mg-Pains;2012;69
Mg-Pai Pedro;2012;1
Mg-Paiva;2012;0
Mg-Palma;2012;13
Mg-Palmopolis;2012;2
Mg-Papagaios;2012;188
Mg-Paracatu;2012;148
Mg-Para de Minas;2012;351
Mg-Paraguacu;2012;79
Mg-Paraisopolis;2012;47
Mg-Paraopeba;2012;91
Mg-Passabem;2012;1
Mg-Passa Quatro;2012;40
Mg-Passa Tempo;2012;16
Mg-Passa-Vinte;2012;1
Mg-Passos;2012;407
Mg-Patis;2012;0
Mg-Patos de Minas;2012;462
Mg-Patrocinio;2012;204
Mg-Patrocinio do Muriae;2012;26
Mg-Paula Candido;2012;8
Mg-Paulistas;2012;4
Mg-Pavao;2012;9
Mg-Pecanha;2012;13
Mg-Pedra Azul;2012;10
Mg-Pedra Bonita;2012;2
Mg-Pedra do Anta;2012;1
Mg-Pedra do Indaia;2012;13
Mg-Pedra Dourada;2012;5
Mg-Pedralva;2012;25
Mg-Pedras de Maria da Cruz;2012;0
Mg-Pedrinopolis;2012;2
Mg-Pedro Leopoldo;2012;207
Mg-Pedro Teixeira;2012;2
Mg-Pequeri;2012;13
Mg-Pequi;2012;7
Mg-Perdigao;2012;154
Mg-Perdizes;2012;31
Mg-Perdoes;2012;59
Mg-Periquito;2012;2
Mg-Pescador;2012;1
Mg-Piau;2012;4
Mg-Piedade de Caratinga;2012;5
Mg-Piedade de Ponte Nova;2012;4
Mg-Piedade do Rio Grande;2012;8
Mg-Piedade dos Gerais;2012;4
Mg-Pimenta;2012;16
Mg-Pingo-D Agua;2012;4
Mg-Pintopolis;2012;1
Mg-Piracema;2012;12
Mg-Pirajuba;2012;3
Mg-Piranga;2012;16
Mg-Pirangucu;2012;17
Mg-Piranguinho;2012;23
Mg-Pirapetinga;2012;16
Mg-Pirapora;2012;67
Mg-Pirauba;2012;78
Mg-Pitangui;2012;88
Mg-Piumhi;2012;96
Mg-Planura;2012;9
Mg-Poco Fundo;2012;66
